"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2009-06-27 03:55:00",11408,2.531,300.5,15.56,3.499,-3.693,-49.92,87.8
"2009-06-27 04:00:00",11409,1.964,323.3,17.45,2.982,-3.794,-37.5,88.9
"2009-06-27 04:05:00",11410,2.71,303.4,6.564,3.642,-3.823,-22.77,89.8
"2009-06-27 04:10:00",11411,2.903,303.6,9.75,4.227,-3.831,-20.49,90.3
"2009-06-27 04:15:00",11412,1.906,296.1,20.85,2.29,-3.791,-21.49,90.6
"2009-06-27 04:20:00",11413,1.927,304.9,13.95,2.378,-3.808,-16.72,90.6
"2009-06-27 04:25:00",11414,1.288,278.1,10.36,1.963,-3.826,-8.65,90.5
"2009-06-27 04:30:00",11415,1.168,293.9,16.56,1.813,-3.855,-11.99,90.2
"2009-06-27 04:35:00",11416,1.461,271.5,18.98,2.653,-3.856,-16.51,90.1
"2009-06-27 04:40:00",11417,1.846,275.6,17.59,2.283,-3.85,-22.8,90.1
"2009-06-27 04:45:00",11418,1.377,239,20.27,1.891,-3.856,-37.08,90.1
"2009-06-27 04:50:00",11419,0.934,309.1,48.27,1.365,-3.887,-44.94,89.7
"2009-06-27 04:55:00",11420,0.947,273.9,12.2,1.48,-3.909,-34.69,89.4
"2009-06-27 05:00:00",11421,0.628,269.4,25.08,1.088,-3.953,-39.34,89.4
"2009-06-27 05:05:00",11422,1.068,290.4,11.42,1.506,-3.975,-32.9,89.1
"2009-06-27 05:10:00",11423,0.748,283.9,25.54,1.179,-3.968,-22.5,89.4
"2009-06-27 05:15:00",11424,0.663,319.5,10.88,0.99,-3.912,-15.96,89.4
"2009-06-27 05:20:00",11425,0.545,292.1,15.67,0.96,-3.903,-16.34,89.4
"2009-06-27 05:25:00",11426,1.069,302.8,21.81,1.392,-3.861,-13.83,89.5
"2009-06-27 05:30:00",11427,0.781,330.4,37.57,1.581,-3.9,-18.48,88.7
"2009-06-27 05:35:00",11428,1.775,314,22.46,2.535,-3.857,-10.36,88.4
"2009-06-27 05:40:00",11429,1.248,328.8,14.39,1.643,-3.897,-10.38,87.5
"2009-06-27 05:45:00",11430,1.752,320.2,4.291,2.287,-3.822,-8.3,88.1
"2009-06-27 05:50:00",11431,2.204,336.5,9.96,2.685,-3.834,-7.692,88.9
"2009-06-27 05:55:00",11432,2.242,316.9,11.45,2.898,-3.863,-7.843,88.9
"2009-06-27 06:00:00",11433,2.087,311,13.92,2.607,-3.887,-9.78,88.4
"2009-06-27 06:05:00",11434,2.253,341.1,10.37,3.241,-3.708,1.709,89
"2009-06-27 06:10:00",11435,1.864,324.2,16.83,3.25,-3.736,1.282,89.4
"2009-06-27 06:15:00",11436,2.197,325.8,11.34,2.816,-3.757,4.324,89.6
"2009-06-27 06:20:00",11437,1.909,318.8,8.49,2.447,-3.759,4.499,89.7
"2009-06-27 06:25:00",11438,0.98,285,26.39,1.584,-3.82,4.826,89.2
"2009-06-27 06:30:00",11439,0.913,310.7,29.36,1.424,-3.804,7.013,89.4
"2009-06-27 06:35:00",11440,1.001,270.6,14.71,1.578,-3.772,11.31,89.5
"2009-06-27 06:40:00",11441,1.987,318,10.78,2.894,-3.735,12.87,89.6
"2009-06-27 06:45:00",11442,1.507,300.9,10.46,1.94,-3.745,10.28,89.6
"2009-06-27 06:50:00",11443,1.047,321.4,22.11,2.035,-3.718,17.17,89.6
"2009-06-27 06:55:00",11444,1.289,310.5,15.14,2.074,-3.702,17.65,89.4
"2009-06-27 07:00:00",11445,1.236,302.4,7.53,1.963,-3.747,20.34,89.1
"2009-06-27 07:05:00",11446,1.799,292.7,14.02,3.012,-3.848,20.16,88.7
"2009-06-27 07:10:00",11447,1.279,305,19.41,2.989,-3.932,20.86,88.4
"2009-06-27 07:15:00",11448,1.593,304.4,17.9,2.473,-3.737,21.04,89.1
"2009-06-27 07:20:00",11449,1.548,326.9,12.79,2.104,-3.637,23.96,89.4
"2009-06-27 07:25:00",11450,2.471,320.2,8.98,2.819,-3.733,28,89.2
"2009-06-27 07:30:00",11451,1.881,309.7,10.43,2.202,-3.77,28.88,89.3
"2009-06-27 07:35:00",11452,2.145,335.8,8.3,2.666,-3.574,21.72,89.6
"2009-06-27 07:40:00",11453,1.791,340.9,20.6,2.225,-3.592,22.92,89.6
"2009-06-27 07:45:00",11454,3.017,337.7,3.983,3.956,-3.523,35.07,89.7
"2009-06-27 07:50:00",11455,2.745,326.2,8.36,3.773,-3.506,42.08,89.8
"2009-06-27 07:55:00",11456,3.416,328.1,13.31,4.217,-3.497,42.51,89.7
"2009-06-27 08:00:00",11457,3.767,339.2,8.75,4.763,-3.397,51.98,89.8
"2009-06-27 08:05:00",11458,3.643,322.5,5.646,4.498,-3.42,59.27,89.7
"2009-06-27 08:10:00",11459,3.516,332.2,13.07,4.181,-3.405,48.61,89.8
"2009-06-27 08:15:00",11460,4.017,346.1,13.17,5.148,-3.257,41.17,89.9
"2009-06-27 08:20:00",11461,4.19,333.3,7.01,5.04,-3.267,51.23,89.7
"2009-06-27 08:25:00",11462,5.189,336.6,4.821,5.824,-3.305,48.26,89.6
"2009-06-27 08:30:00",11463,5.107,337.1,6.034,5.9,-3.28,47.84,89.8
"2009-06-27 08:35:00",11464,4.997,341.6,8.02,5.37,-3.223,49.19,89.8
"2009-06-27 08:40:00",11465,4.075,337.8,4.433,5.383,-3.223,48.81,89.6
"2009-06-27 08:45:00",11466,4.742,338.3,7.764,5.439,-3.344,47.05,89.5
"2009-06-27 08:50:00",11467,4.649,340.9,9.99,5.331,-3.34,49.12,89.5
"2009-06-27 08:55:00",11468,4.487,338.5,5.322,5.116,-3.371,59.24,89.5
"2009-06-27 09:00:00",11469,4.293,331.1,5.271,4.864,-3.485,78.57,89.3
"2009-06-27 09:05:00",11470,4.756,328.3,7.247,5.397,-3.522,81.7,89.3
"2009-06-27 09:10:00",11471,4.735,333.9,4.921,5.236,-3.574,85.1,89.3
"2009-06-27 09:15:00",11472,4.174,336.6,6.528,4.554,-3.401,77.31,89.7
"2009-06-27 09:20:00",11473,4.192,343.3,5.425,4.978,-3.338,56.98,89.4
"2009-06-27 09:25:00",11474,4.769,326.1,4.675,5.22,-3.469,63.54,89.4
"2009-06-27 09:30:00",11475,4.482,336.4,4.351,5.168,-3.412,67.61,89.5
"2009-06-27 09:35:00",11476,4.507,330.4,7.887,5.289,-3.394,73.52,89.3
"2009-06-27 09:40:00",11477,4.119,331.8,5.941,4.844,-3.475,70.95,89.4
"2009-06-27 09:45:00",11478,4.231,334.8,4.423,4.959,-3.409,62.51,89.4
"2009-06-27 09:50:00",11479,3.391,350.7,11.33,3.927,-3.434,52.71,89.5
"2009-06-27 09:55:00",11480,3.88,346.8,10.88,5.05,-3.348,59.99,89.4
"2009-06-27 10:00:00",11481,3.634,336.3,7.867,4.315,-3.502,74.62,89.3
"2009-06-27 10:05:00",11482,4.217,349.5,8.13,5.259,-3.43,74.59,89.4
"2009-06-27 10:10:00",11483,3.715,344.7,19.84,5.854,-3.272,87.2,89.6
"2009-06-27 10:15:00",11484,5.104,336.8,6.649,5.939,-3.508,90.7,89.1
"2009-06-27 10:20:00",11485,4.587,335.9,8.76,5.994,-3.474,72.11,89.4
"2009-06-27 10:25:00",11486,5.474,338.2,4.623,6.089,-3.467,59.79,89.3
"2009-06-27 10:30:00",11487,4.646,330,10.29,5.481,-3.39,56.24,89.6
"2009-06-27 10:35:00",11488,4.845,336.8,7.176,5.285,-3.241,69.62,89.5
"2009-06-27 10:40:00",11489,4.488,340,5.841,4.985,-3.36,79.57,89.4
"2009-06-27 10:45:00",11490,4.331,338.6,7.057,5.054,-3.336,82.5,89.5
"2009-06-27 10:50:00",11491,3.885,333.8,9.13,4.495,-3.33,88.1,89.6
"2009-06-27 10:55:00",11492,3.058,336.6,15.15,4.58,-3.203,103,89.5
"2009-06-27 11:00:00",11493,4.093,325.7,6.73,5.024,-3.247,106.2,89.5
"2009-06-27 11:05:00",11494,3.567,334.9,3.404,4.42,-3.314,109.7,89.4
"2009-06-27 11:10:00",11495,2.577,341.3,8.98,3.44,-3.241,103.2,89.7
"2009-06-27 11:15:00",11496,2.306,331.9,7.305,3.214,-3.176,101.6,89.6
"2009-06-27 11:20:00",11497,2.009,336.2,15.98,2.711,-3.081,110.8,89.8
"2009-06-27 11:25:00",11498,2.946,343.2,13.2,5.53,-2.794,79.33,89.9
"2009-06-27 11:30:00",11499,5.693,339.3,7.437,6.524,-2.938,83.6,89.5
"2009-06-27 11:35:00",11500,5.306,327.1,5.812,6.145,-3.168,96.3,89.4
"2009-06-27 11:40:00",11501,5.542,324.9,3.851,6.429,-3.276,107.7,89.4
"2009-06-27 11:45:00",11502,5.156,335,5.508,5.707,-3.309,109.7,89.5
"2009-06-27 11:50:00",11503,3.251,335.5,5.493,4.603,-3.307,107.8,89.6
"2009-06-27 11:55:00",11504,3.576,329,9.8,4.805,-3.212,106.1,89.7
"2009-06-27 12:00:00",11505,4.793,335.7,6.209,6.171,-3.157,96.6,89.6
"2009-06-27 12:05:00",11506,5.181,331.9,7.326,5.887,-3.21,105,89.5
"2009-06-27 12:10:00",11507,4.904,333.5,7.491,5.22,-3.25,88.5,89.6
"2009-06-27 12:15:00",11508,4.512,338.1,4.222,4.949,-3.123,79.68,89.8
"2009-06-27 12:20:00",11509,4.22,342.8,7.413,5.184,-2.969,91.3,89.9
"2009-06-27 12:25:00",11510,4.945,333.3,12.7,6.079,-2.988,118.3,89.7
"2009-06-27 12:30:00",11511,4.983,327.5,7.536,6.017,-2.965,119.7,89.8
"2009-06-27 12:35:00",11512,4.763,331.3,9,5.452,-3.066,116,89.7
"2009-06-27 12:40:00",11513,5.157,331.9,10.78,6.39,-2.919,103.7,89.9
"2009-06-27 12:45:00",11514,6.332,333.8,8.9,7.608,-2.733,96.9,90
"2009-06-27 12:50:00",11515,5.874,334.1,8.7,6.52,-2.876,105.6,89.8
"2009-06-27 12:55:00",11516,5.812,334,4.301,6.38,-2.876,117.8,89.8
"2009-06-27 13:00:00",11517,4.81,332.6,7.144,5.521,-2.898,153.1,89.9
"2009-06-27 13:05:00",11518,4.999,339,5.233,5.919,-2.716,131.7,90.1
"2009-06-27 13:10:00",11519,4.812,333.3,6.324,5.726,-2.664,144,90
"2009-06-27 13:15:00",11520,4.998,334.5,7.808,6.086,-2.68,109.6,89.9
"2009-06-27 13:20:00",11521,4.956,327.7,6.023,5.534,-2.729,78.68,90
"2009-06-27 13:25:00",11522,5.709,337.5,5.638,6.736,-2.677,69.48,90.1
"2009-06-27 13:30:00",11523,6.427,334.4,6.884,7.517,-2.607,69.88,90
"2009-06-27 13:35:00",11524,5.381,333.5,4.452,5.782,-2.669,68.47,89.9
"2009-06-27 13:40:00",11525,4.584,344.2,4.605,5.406,-2.699,69.05,90
"2009-06-27 13:45:00",11526,4.958,345.6,4.793,5.749,-2.647,59.08,90
"2009-06-27 13:50:00",11527,4.733,331.9,16.63,5.942,-2.797,62.7,89.8
"2009-06-27 13:55:00",11528,2.827,290.8,6.914,4.279,-3.143,46.79,89.6
"2009-06-27 14:00:00",11529,0,0,0,0,-2.918,18.62,90.1
"2009-06-27 14:05:00",11530,0,0,0,0,-2.739,-3.216,90.2
"2009-06-27 14:10:00",11531,0,0,0,0,-2.68,1.759,90.2
"2009-06-27 14:15:00",11532,5.441,348.2,3.126,6.785,-2.557,25.66,90.1
"2009-06-27 14:20:00",11533,7.055,338.3,4.818,7.961,-2.672,30.48,90
"2009-06-27 14:25:00",11534,7.189,336.7,3.662,8.38,-2.737,35.31,90
"2009-06-27 14:30:00",11535,7.274,338.3,5.538,7.967,-2.791,47.72,90
"2009-06-27 14:35:00",11536,5.827,331.6,5.741,6.749,-2.73,54.28,90.2
"2009-06-27 14:40:00",11537,5.997,333.9,4.048,6.857,-2.589,61.46,90.2
"2009-06-27 14:45:00",11538,5.292,341.4,5.276,5.841,-2.593,51.06,90.2
"2009-06-27 14:50:00",11539,4.836,335.8,7,5.615,-2.68,42.47,90.1
"2009-06-27 14:55:00",11540,4.714,336.4,5.162,5.263,-2.663,38.47,90.2
"2009-06-27 15:00:00",11541,4.839,331.4,4.76,5.661,-2.57,47.84,90.2
"2009-06-27 15:05:00",11542,4.91,336.8,11.16,5.495,-2.605,36.31,90.2
"2009-06-27 15:10:00",11543,4.919,335.1,6.175,5.909,-2.658,23.52,90.1
"2009-06-27 15:15:00",11544,4.882,334.2,4.618,6.439,-2.739,24.45,90.1
"2009-06-27 15:20:00",11545,4.562,336.4,11.1,5.651,-2.761,22.87,90
"2009-06-27 15:25:00",11546,4.866,344.8,7.551,5.485,-2.684,17.49,90.2
"2009-06-27 15:30:00",11547,3.543,331.5,7.333,4.217,-2.773,16.13,90.1
"2009-06-27 15:35:00",11548,3.786,336.6,6.013,4.642,-2.784,17.09,90.1
"2009-06-27 15:40:00",11549,3.698,340,6.189,4.116,-2.792,17.94,90.1
"2009-06-27 15:45:00",11550,3.424,320.4,4.069,3.603,-2.817,31.54,90
"2009-06-27 15:50:00",11551,2.806,323.7,15.03,3.152,-2.679,36.26,90.1
"2009-06-27 15:55:00",11552,2.157,335.3,8.46,2.692,-2.539,32.26,90.4
"2009-06-27 16:00:00",11553,1.6,309.7,5.338,1.833,-2.266,25.35,90.3
"2009-06-27 16:05:00",11554,2.055,306.9,6.356,2.329,-2.118,18.52,89.9
"2009-06-27 16:10:00",11555,2.691,337.1,6.329,3.041,-2.231,15.81,90
"2009-06-27 16:15:00",11556,2.738,327.8,8.81,3.544,-2.301,4.699,90.2
"2009-06-27 16:20:00",11557,2.595,327.2,13.34,3.237,-2.284,5.578,90.1
"2009-06-27 16:25:00",11558,2.139,321.6,14.29,2.705,-2.229,-11.48,90.2
"2009-06-27 16:30:00",11559,1.865,348.2,11,2.306,-2.219,-15.45,90.4
"2009-06-27 16:35:00",11560,1.406,7.757,12.56,2.225,-2.156,-68.01,90.5
"2009-06-27 16:40:00",11561,0.194,34.64,9.17,0.611,-1.917,-147.2,90.7
"2009-06-27 16:45:00",11562,0,0,0,0,-1.237,-135.1,90.9
"2009-06-27 16:50:00",11563,0.701,356.7,38.28,2.381,-0.45,-115.4,90.9
"2009-06-27 16:55:00",11564,2.31,333.8,10.3,3.018,-0.606,-79.69,91
"2009-06-27 17:00:00",11565,2.369,328.8,10.8,3.603,-1.104,-55.32,91.1
"2009-06-27 17:05:00",11566,2.875,335.4,3.8,3.936,-1.453,-34.14,91.1
"2009-06-27 17:10:00",11567,2.26,334.2,4.995,3.038,-1.539,-25.7,91.1
"2009-06-27 17:15:00",11568,2.803,324.7,4.605,3.175,-1.586,-23.19,91.2
"2009-06-27 17:20:00",11569,2.071,315.8,5.188,2.519,-1.659,-44.14,91
"2009-06-27 17:25:00",11570,1.894,299,6.313,2.048,-1.771,-46.82,90.4
"2009-06-27 17:30:00",11571,1.6,290.2,4.791,1.813,-1.854,-41.62,90.1
"2009-06-27 17:35:00",11572,1.717,307.8,13.45,1.996,-1.801,-46.77,90.1
"2009-06-27 17:40:00",11573,2.92,326.5,10.59,3.476,-1.675,-32.28,90.5
"2009-06-27 17:45:00",11574,1.533,318,14,2.11,-1.636,-17.08,90.6
"2009-06-27 17:50:00",11575,1.233,317.5,34.13,1.927,-1.508,-26.23,90.6
"2009-06-27 17:55:00",11576,1.735,320,15.67,1.891,-1.379,-21.88,90.8
"2009-06-27 18:00:00",11577,1.983,317.2,7.531,2.345,-1.342,-26.88,90.7
"2009-06-27 18:05:00",11578,1.626,335,25.88,2.659,-1.468,-17.99,90.5
"2009-06-27 18:10:00",11579,2.312,326.8,5.348,3.309,-1.442,-19.59,90.9
"2009-06-27 18:15:00",11580,1.94,318.9,15.21,2.702,-1.329,-24.72,91
"2009-06-27 18:20:00",11581,2.502,330.4,6.246,3.414,-1.271,-20.5,91
"2009-06-27 18:25:00",11582,2.606,329.4,9.42,3.103,-1.31,-21.08,91.1
"2009-06-27 18:30:00",11583,2.282,329.2,11.06,3.45,-1.34,-22.46,91.1
"2009-06-27 18:35:00",11584,2.339,329.6,6.035,2.764,-1.384,-15.05,91.1
"2009-06-27 18:40:00",11585,2.127,339.9,8.85,3.237,-1.368,-21.63,91.2
"2009-06-27 18:45:00",11586,3.024,327.5,6.86,3.296,-1.316,-18.51,91.3
"2009-06-27 18:50:00",11587,2.538,321.6,13.65,3.907,-1.338,-20.65,91.2
"2009-06-27 18:55:00",11588,2.788,328.1,8.08,3.819,-1.403,-20.37,91.2
"2009-06-27 19:00:00",11589,3.4,333.7,7.482,4.119,-1.483,-7.561,91.2
"2009-06-27 19:05:00",11590,2.83,325.7,9.8,3.979,-1.529,-4.17,91.2
"2009-06-27 19:10:00",11591,3.523,327.2,6.868,4.609,-1.607,13.56,91.2
"2009-06-27 19:15:00",11592,3.491,331.3,10.19,3.962,-1.714,17.48,91.1
"2009-06-27 19:20:00",11593,3.628,323.1,6.548,4.462,-1.778,12.48,91
"2009-06-27 19:25:00",11594,3.128,321.9,11,3.868,-1.878,6.029,90.9
"2009-06-27 19:30:00",11595,3.093,329.7,10.42,3.923,-1.912,-1.356,91
"2009-06-27 19:35:00",11596,2.131,340.9,15.9,3.397,-1.947,-26.48,91
"2009-06-27 19:40:00",11597,1.851,312.7,17.6,2.277,-1.893,-6.732,91.1
"2009-06-27 19:45:00",11598,0.95,271.9,10.25,1.428,-1.999,-9.17,90.5
"2009-06-27 19:50:00",11599,1.104,287.7,10.7,1.526,-2.095,-3.341,90.4
"2009-06-27 19:55:00",11600,0.819,274.9,7.798,1.153,-2.111,-3.517,90.3
"2009-06-27 20:00:00",11601,1.2,284.2,7.146,1.555,-2.245,-15.5,90.1
"2009-06-27 20:05:00",11602,1.329,287.6,9.64,1.771,-2.276,-14.37,90.2
"2009-06-27 20:10:00",11603,1.65,288.2,7.079,1.924,-2.325,-16.35,90.1
"2009-06-27 20:15:00",11604,1.98,329.7,8.08,2.417,-2.331,-3.065,90.3
"2009-06-27 20:20:00",11605,2.381,333.3,3.767,2.747,-2.172,-3.291,90.6
"2009-06-27 20:25:00",11606,1.707,310.8,10.75,2.414,-2.082,-11.51,90.5
"2009-06-27 20:30:00",11607,1.706,292.6,6.613,2.025,-2.191,-15.5,90.2
"2009-06-27 20:35:00",11608,1.64,289.9,5.522,2.045,-2.352,-15.88,90.1
"2009-06-27 20:40:00",11609,1.67,297.5,10.08,2.159,-2.432,-12.64,90.1
"2009-06-27 20:45:00",11610,1.347,286.8,12.76,1.689,-2.412,-8.47,90.2
"2009-06-27 20:50:00",11611,0.948,285.7,17.93,1.225,-2.356,-5.703,90.2
"2009-06-27 20:55:00",11612,1.296,312.8,14.89,1.679,-2.218,-6.733,90.3
"2009-06-27 21:00:00",11613,1.888,330.7,4.456,2.47,-2.051,-7.738,90.5
"2009-06-27 21:05:00",11614,2.343,324.6,7.094,2.506,-2.027,-10.95,90.5
"2009-06-27 21:10:00",11615,1.943,316.6,5.147,2.372,-2.136,-12.54,90.4
"2009-06-27 21:15:00",11616,1.933,326.2,5.66,2.267,-2.174,-8.77,90.5
"2009-06-27 21:20:00",11617,1.923,331,5.86,2.499,-2.15,-5.402,90.6
"2009-06-27 21:25:00",11618,1.254,331.7,16.64,1.98,-2.114,0.075,90.7
"2009-06-27 21:30:00",11619,1.717,333.2,10.09,2.871,-2.077,-3.342,90.7
"2009-06-27 21:35:00",11620,1.154,329.5,6.446,2.541,-2.077,-4.12,90.6
"2009-06-27 21:40:00",11621,0.311,358.1,8.74,1.31,-2.038,-8.19,90.7
"2009-06-27 21:45:00",11622,1.882,340.9,6.436,2.764,-2.046,-6.507,90.6
"2009-06-27 21:50:00",11623,1.622,336.7,13.64,2.257,-2.156,-5.804,90.5
"2009-06-27 21:55:00",11624,1.845,353,7.09,2.3,-2.286,-7.789,90.5
"2009-06-27 22:00:00",11625,0.721,338.2,15.94,1.604,-2.392,-8.09,90.5
"2009-06-27 22:05:00",11626,0.1,152.6,0.025,0.402,-2.359,-8.94,90.5
"2009-06-27 22:10:00",11627,0.302,148.4,31.36,0.539,-2.359,-13.37,90.3
"2009-06-27 22:15:00",11628,0.501,82.7,32.22,0.918,-2.361,-13.42,90.4
"2009-06-27 22:20:00",11629,0.148,38.25,38.78,0.549,-2.358,-15.38,90.4
"2009-06-27 22:25:00",11630,0.975,0.27,14.16,1.532,-2.349,-6.835,90.4
"2009-06-27 22:30:00",11631,1.746,0.774,7.037,2.234,-2.406,-2.764,90.4
"2009-06-27 22:35:00",11632,1.704,9.58,8.04,1.931,-2.526,-3.116,90.3
"2009-06-27 22:40:00",11633,4.137,341.6,7.136,5.462,-2.601,3.292,90.3
"2009-06-27 22:45:00",11634,5.066,335.1,4.78,5.713,-2.634,5.528,90.2
"2009-06-27 22:50:00",11635,4.504,338.5,4.632,5.341,-2.647,3.141,90.2
"2009-06-27 22:55:00",11636,4.024,337.7,5.182,4.874,-2.697,1.633,90.1
"2009-06-27 23:00:00",11637,3.564,335.3,4.465,4.361,-2.763,0.854,90.1
"2009-06-27 23:05:00",11638,3.501,337.3,4.932,4.08,-2.802,1.533,90.1
"2009-06-27 23:10:00",11639,3.476,332.4,7.111,4.116,-2.817,1.734,90.1
"2009-06-27 23:15:00",11640,3.522,335.6,3.394,3.93,-2.807,2.262,90.1
"2009-06-27 23:20:00",11641,3.127,333.4,4.4,3.731,-2.807,1.734,90.1
"2009-06-27 23:25:00",11642,2.925,331.2,4.682,3.241,-2.824,1.282,90
"2009-06-27 23:30:00",11643,2.691,330.1,4.296,2.842,-2.834,0.678,90.1
"2009-06-27 23:35:00",11644,2.853,325.2,2.986,3.097,-2.855,0.754,90
"2009-06-27 23:40:00",11645,3.077,326.4,4.239,3.254,-2.871,1.256,90
"2009-06-27 23:45:00",11646,2.965,324.3,5.054,3.12,-2.903,1.558,90
"2009-06-27 23:50:00",11647,2.828,325.5,3.46,3.136,-2.92,1.332,90
"2009-06-27 23:55:00",11648,2.6,323.2,5.287,2.963,-2.947,0.729,90
"2009-06-28 00:00:00",11649,2.62,324,3.784,2.822,-2.948,0.779,90
"2009-06-28 00:05:00",11650,2.369,319.1,5.358,2.764,-2.956,-0.05,90
"2009-06-28 00:10:00",11651,2.287,321.2,3.599,2.486,-2.975,0.176,90
"2009-06-28 00:15:00",11652,1.648,308,7.352,1.895,-3,-0.176,90
"2009-06-28 00:20:00",11653,1.674,317.2,7.412,1.862,-3.037,0.302,90
"2009-06-28 00:25:00",11654,1.485,327.5,4.546,1.748,-3.043,0.704,90
"2009-06-28 00:30:00",11655,1.156,312.8,5.34,1.32,-3.043,-0.151,90
"2009-06-28 00:35:00",11656,0.864,318.5,2.688,1.049,-3.057,-0.377,90
"2009-06-28 00:40:00",11657,0.689,317.3,2.129,0.856,-3.062,-1.081,90
"2009-06-28 00:45:00",11658,0.749,322.8,0.048,0.833,-3.065,-0.754,90
"2009-06-28 00:50:00",11659,0.905,321.3,1.744,1.068,-3.079,-0.729,89.9
"2009-06-28 00:55:00",11660,0.925,319.4,5.596,1.088,-3.087,-0.679,90
"2009-06-28 01:00:00",11661,0.829,328.1,4.761,1.045,-3.087,-0.452,89.9
"2009-06-28 01:05:00",11662,0.769,321.2,8.62,0.853,-3.087,-0.377,89.9
"2009-06-28 01:10:00",11663,0.398,310.7,0.031,0.728,-3.088,-0.528,89.9
"2009-06-28 01:15:00",11664,0,0,0,0,-3.087,-0.603,89.9
"2009-06-28 01:20:00",11665,0,0,0,0,-3.087,-0.503,89.9
"2009-06-28 01:25:00",11666,0,0,0,0,-3.087,-1.03,89.9
"2009-06-28 01:30:00",11667,0,0,0,0,-3.096,-1.03,89.9
"2009-06-28 01:35:00",11668,0,0,0,0,-3.119,-0.98,89.9
"2009-06-28 01:40:00",11669,0,0,0,0,-3.136,-0.729,89.9
"2009-06-28 01:45:00",11670,0,0,0,0,-3.138,-1.005,89.8
"2009-06-28 01:50:00",11671,0,0,0,0,-3.164,-0.855,89.8
"2009-06-28 01:55:00",11672,0,0,0,0,-3.192,-0.176,89.8
"2009-06-28 02:00:00",11673,0,0,0,0,-3.233,-0.829,89.8
"2009-06-28 02:05:00",11674,0,0,0,0,-3.271,-0.478,89.8
"2009-06-28 02:10:00",11675,0,0,0,0,-3.29,-0.729,89.8
"2009-06-28 02:15:00",11676,0,0,0,0,-3.315,-0.93,89.8
"2009-06-28 02:20:00",11677,0,0,0,0,-3.331,-1.131,89.7
"2009-06-28 02:25:00",11678,0,0,0,0,-3.33,-1.282,89.8
"2009-06-28 02:30:00",11679,0,0,0,0,-3.33,0.025,89.8
"2009-06-28 02:35:00",11680,0,0,0,0,-3.33,-0.025,89.8
"2009-06-28 02:40:00",11681,0,0,0,0,-3.332,-1.106,89.7
"2009-06-28 02:45:00",11682,0,0,0,0,-3.34,-0.754,89.7
"2009-06-28 02:50:00",11683,0,0,0,0,-3.343,-0.075,89.7
"2009-06-28 02:55:00",11684,0,0,0,0,-3.354,2.363,89.7
"2009-06-28 03:00:00",11685,0,0,0,0,-3.358,0.377,89.7
"2009-06-28 03:05:00",11686,0,0,0,0,-3.371,-0.251,89.8
"2009-06-28 03:10:00",11687,0,0,0,0,-3.355,-2.916,89.8
"2009-06-28 03:15:00",11688,1.328,317.1,12.26,3.306,-3.339,-2.74,89.8
"2009-06-28 03:20:00",11689,1.5,323.2,12.49,1.947,-3.33,2.991,89.8
"2009-06-28 03:25:00",11690,1.876,295.7,11.94,3.437,-3.35,-2.715,89.8
"2009-06-28 03:30:00",11691,2.067,319.8,12.86,3.358,-3.354,1.332,89.8
"2009-06-28 03:35:00",11692,1.925,300.3,5.094,2.796,-3.354,-0.779,89.7
"2009-06-28 03:40:00",11693,2.534,299.5,9.82,4.145,-3.358,0.955,89.7
"2009-06-28 03:45:00",11694,3.165,320.3,11.41,3.652,-3.367,2.413,89.7
"2009-06-28 03:50:00",11695,3.274,320.2,7.196,4.815,-3.379,2.715,89.6
"2009-06-28 03:55:00",11696,3.124,322.3,10.12,4.008,-3.414,1.76,89.7
"2009-06-28 04:00:00",11697,2.63,316.2,11.88,3.541,-3.427,2.212,89.6
"2009-06-28 04:05:00",11698,1.853,318,8.59,2.561,-3.451,1.558,89.6
"2009-06-28 04:10:00",11699,1.043,310.5,16.49,1.571,-3.473,0.176,89.6
"2009-06-28 04:15:00",11700,0.735,293.6,20.93,1.686,-3.483,-0.277,89.6
"2009-06-28 04:20:00",11701,0.266,286.5,20.8,0.536,-3.512,-0.729,89.6
"2009-06-28 04:25:00",11702,0.745,312.3,15.09,1.414,-3.523,-0.98,89.6
"2009-06-28 04:30:00",11703,0.987,304,28.95,1.437,-3.524,-1.659,89.6
"2009-06-28 04:35:00",11704,0.914,285.1,12.22,1.287,-3.537,-1.885,89.6
"2009-06-28 04:40:00",11705,1.189,284.2,15.24,1.97,-3.539,-2.287,89.6
"2009-06-28 04:45:00",11706,1.139,290.3,16.83,1.392,-3.534,-2.162,89.6
"2009-06-28 04:50:00",11707,1.538,302.5,19.69,2.43,-3.522,-2.665,89.6
"2009-06-28 04:55:00",11708,1.814,322,14.98,2.682,-3.518,-2.011,89.6
"2009-06-28 05:00:00",11709,0.932,298.1,25.21,1.388,-3.517,-2.765,89.6
"2009-06-28 05:05:00",11710,0.946,293,15.23,1.352,-3.518,-3.921,89.6
"2009-06-28 05:10:00",11711,1.407,319.4,9.3,1.741,-3.517,-4.148,89.6
