"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2009-05-23 04:50:00",1339,7.608,124.1,7.958,9.01,-5.882,-65.74,66.81
"2009-05-23 04:55:00",1340,7.891,127.9,3.43,8.46,-5.801,-67.3,64.8
"2009-05-23 05:00:00",1341,7.948,125.3,5.805,9.08,-5.795,-66.5,64.94
"2009-05-23 05:05:00",1342,7.139,127.5,4.885,8.39,-5.847,-68.21,66.3
"2009-05-23 05:10:00",1343,6.517,118.3,4.13,8.06,-5.941,-66.1,67.07
"2009-05-23 05:15:00",1344,4.796,121.3,16.89,6.22,-5.818,-68.59,63.88
"2009-05-23 05:20:00",1345,1.904,130.4,28.05,2.597,-5.794,-63.18,65.04
"2009-05-23 05:25:00",1346,1.206,176.5,27.43,2.035,-5.857,-64.87,62.05
"2009-05-23 05:30:00",1347,1.363,105.2,50.65,1.63,-5.898,-61.85,61.52
"2009-05-23 05:35:00",1348,1.217,189.9,29.76,3.695,-5.637,-61.78,58.55
"2009-05-23 05:40:00",1349,2.603,223.3,17.07,3.646,-5.472,-67.36,58.91
"2009-05-23 05:45:00",1350,3.267,176,9.47,4.165,-5.713,-73.2,60.22
"2009-05-23 05:50:00",1351,2.47,143.2,24.9,3.492,-5.654,-68.9,59.84
"2009-05-23 05:55:00",1352,1.503,151.1,36.32,2.388,-5.543,-61.96,58.68
"2009-05-23 06:00:00",1353,2.521,103.7,26.44,3.557,-5.426,-60.22,58.24
"2009-05-23 06:05:00",1354,2.308,147.9,45.03,3.76,-5.448,-61.35,58.26
"2009-05-23 06:10:00",1355,2.978,154.3,29.41,4.482,-5.666,-59.77,59.74
"2009-05-23 06:15:00",1356,2.835,169.4,29.85,3.956,-5.553,-66.91,58.47
"2009-05-23 06:20:00",1357,2.86,147.4,47.59,4.165,-5.323,-65.83,56.1
"2009-05-23 06:25:00",1358,3.615,154.1,29.5,5.753,-5.422,-65.7,58.15
"2009-05-23 06:30:00",1359,6.402,132.1,18.77,7.428,-5.505,-64.95,59.95
"2009-05-23 06:35:00",1360,3.066,133.8,34.79,6.341,-5.39,-66.64,57.58
"2009-05-23 06:40:00",1361,3.547,144.9,20.64,4.874,-5.335,-77.82,58.97
"2009-05-23 06:45:00",1362,5.012,139.4,16.52,6.115,-5.327,-63.01,58.91
"2009-05-23 06:50:00",1363,5.305,140.6,12.91,6.06,-5.322,-63.04,58.06
"2009-05-23 06:55:00",1364,4.501,139.9,15.42,6.047,-5.193,-61.51,56.57
"2009-05-23 07:00:00",1365,4.741,131.2,7.786,6.249,-5.173,-61.51,56.15
"2009-05-23 07:05:00",1366,5.485,119,13.83,7.151,-5.352,-59.82,58.22
"2009-05-23 07:10:00",1367,5.677,126,15.3,7.141,-5.324,-59.14,56.74
"2009-05-23 07:15:00",1368,5.954,134.4,12.16,7.37,-5.217,-55.12,57.09
"2009-05-23 07:20:00",1369,7.121,132.2,5.826,8.07,-5.654,-54.91,62.26
"2009-05-23 07:25:00",1370,6.993,130.5,5.93,7.778,-5.868,-53.91,64.4
"2009-05-23 07:30:00",1371,6.716,139.4,7.943,7.392,-5.625,-48.75,60.96
"2009-05-23 07:35:00",1372,7.296,125.3,7.31,8.59,-5.655,-49.35,62.29
"2009-05-23 07:40:00",1373,7.879,132.4,4.873,9.17,-5.777,-48.47,65.19
"2009-05-23 07:45:00",1374,8.39,134.4,6.411,8.97,-5.871,-44,66.35
"2009-05-23 07:50:00",1375,8.02,133.7,6.042,8.69,-5.873,-42.14,67.17
"2009-05-23 07:55:00",1376,7.544,137.5,4.423,8.18,-5.867,-37.51,68.99
"2009-05-23 08:00:00",1377,7.518,138.6,10.85,8.64,-5.891,-33.01,69.85
"2009-05-23 08:05:00",1378,7.491,135.5,9.12,8.02,-5.799,-31,67.78
"2009-05-23 08:10:00",1379,7.425,134.6,9.44,8.25,-5.65,-31.73,66.83
"2009-05-23 08:15:00",1380,6.352,137.3,14.97,7.092,-5.565,-26.55,65.98
"2009-05-23 08:20:00",1381,7.099,131.7,11.9,8.25,-5.543,-20.69,64.36
"2009-05-23 08:25:00",1382,7.667,136.9,8.04,8.9,-5.404,-13.22,62.77
"2009-05-23 08:30:00",1383,8.1,138.2,11.55,8.86,-5.425,-8.57,63.25
"2009-05-23 08:35:00",1384,7.375,135.2,8.23,8.82,-5.468,-7.541,65.24
"2009-05-23 08:40:00",1385,7.726,133.7,10.12,9.6,-5.549,-3.57,66.52
"2009-05-23 08:45:00",1386,7.732,137.3,7.148,9.34,-5.476,-0.126,67.78
"2009-05-23 08:50:00",1387,7.726,148,8.45,8.71,-5.353,14.86,66.47
"2009-05-23 08:55:00",1388,7.585,143.6,14.68,8.91,-5.451,14.05,68.33
"2009-05-23 09:00:00",1389,6.828,136.6,16.23,7.869,-5.449,11.97,68.85
"2009-05-23 09:05:00",1390,7.765,133.5,7.824,8.23,-5.566,12.67,69.61
"2009-05-23 09:10:00",1391,7.916,141.1,10.44,8.91,-5.464,21.24,69.13
"2009-05-23 09:15:00",1392,7.418,137.3,10.95,8.28,-5.297,18.43,69.35
"2009-05-23 09:20:00",1393,7.75,133.9,3.627,8.39,-5.466,27.47,71.26
"2009-05-23 09:25:00",1394,6.42,150.3,6.911,7.379,-5.398,43.91,71.43
"2009-05-23 09:30:00",1395,6.141,143.8,13.11,6.814,-5.257,47.89,69.84
"2009-05-23 09:35:00",1396,6.15,142.4,11.61,7.255,-5.145,46.15,70.81
"2009-05-23 09:40:00",1397,6.424,142.9,8.97,7.762,-5.175,62.89,70.43
"2009-05-23 09:45:00",1398,6.384,135.1,9.42,7.19,-5.378,51.86,74.56
"2009-05-23 09:50:00",1399,7.159,136.9,9.39,9.04,-5.559,67.92,73.94
"2009-05-23 09:55:00",1400,6.182,142.2,8.78,8.88,-5.426,74.41,74.72
"2009-05-23 10:00:00",1401,5.865,125.3,10.06,6.55,-5.315,58.52,75.55
"2009-05-23 10:05:00",1402,5.653,121.4,21.31,6.488,-5.223,59.6,75.55
"2009-05-23 10:10:00",1403,6.826,121.7,14.38,7.324,-5.13,71.89,75.41
"2009-05-23 10:15:00",1404,7.162,117.7,4.906,8.13,-5.05,78.15,74.83
"2009-05-23 10:20:00",1405,7.142,125,7.783,8.96,-5.129,91.5,75.23
"2009-05-23 10:25:00",1406,7.223,124.4,3.972,7.938,-5.116,100.3,75.2
"2009-05-23 10:30:00",1407,7.294,122.4,6.497,8.06,-5.096,97.3,74.81
"2009-05-23 10:35:00",1408,7.406,125.8,5.783,8.16,-5.139,82.9,74.89
"2009-05-23 10:40:00",1409,7.315,123.7,6.905,7.912,-4.873,100.6,73.87
"2009-05-23 10:45:00",1410,6.667,127,5.611,7.177,-4.743,107.9,72.56
"2009-05-23 10:50:00",1411,6.798,119.3,4.665,7.072,-4.626,107.4,72.55
"2009-05-23 10:55:00",1412,6.576,120.4,5.219,7.321,-4.634,99.4,72.78
"2009-05-23 11:00:00",1413,6.809,127,1.823,7.484,-4.436,104.7,72.09
"2009-05-23 11:05:00",1414,6.772,121.3,5.11,8.23,-4.427,109.8,71.06
"2009-05-23 11:10:00",1415,6.46,125,7.089,7.118,-4.469,99.7,70.54
"2009-05-23 11:15:00",1416,6.167,126.9,5.979,7.484,-4.313,118.1,70.63
"2009-05-23 11:20:00",1417,5.828,117.4,17.96,7.317,-4.286,77.25,70.2
"2009-05-23 11:25:00",1418,5.894,117.4,10.71,7.239,-4.163,114.9,69.76
"2009-05-23 11:30:00",1419,5.621,115.5,10.44,7.605,-4.087,118.3,69.66
"2009-05-23 11:35:00",1420,5.951,121.7,16.65,7.664,-3.822,135.5,67.97
"2009-05-23 11:40:00",1421,5.959,120.7,7.517,7.183,-3.741,128.6,67.64
"2009-05-23 11:45:00",1422,6.233,120.7,14.53,7.677,-3.718,104.2,66.96
"2009-05-23 11:50:00",1423,5.86,118.4,18.81,7.36,-3.787,138.2,66.78
"2009-05-23 11:55:00",1424,6.106,115.4,11.87,8.16,-3.605,134.5,66.72
"2009-05-23 12:00:00",1425,8.37,116.3,16.16,9.7,-3.65,136,65.44
"2009-05-23 12:05:00",1426,7.682,118.9,17.01,9.63,-3.645,80.8,66.1
"2009-05-23 12:10:00",1427,8.86,111,11.62,10.32,-3.693,86.2,66.29
"2009-05-23 12:15:00",1428,8.51,117,13.24,10.22,-3.586,131,65.85
"2009-05-23 12:20:00",1429,8.41,108.4,11.14,9.8,-3.487,125.8,64.79
"2009-05-23 12:25:00",1430,8.11,105,10.26,9.54,-3.333,130.6,64.62
"2009-05-23 12:30:00",1431,8.09,104.4,10.25,9.01,-3.369,128.5,65.7
"2009-05-23 12:35:00",1432,8.42,103.9,16.01,9.97,-3.199,138,64.23
"2009-05-23 12:40:00",1433,8.06,103.7,9.67,9.42,-3.139,135.3,64.7
"2009-05-23 12:45:00",1434,7.725,100.2,9.43,9.56,-2.966,132,63.38
"2009-05-23 12:50:00",1435,8.35,105.9,7.656,9.45,-2.972,134.3,62.18
"2009-05-23 12:55:00",1436,7.248,112.4,13.35,8.09,-2.802,135.3,62.83
"2009-05-23 13:00:00",1437,7.078,108.6,12.02,8.46,-2.685,139.4,62.94
"2009-05-23 13:05:00",1438,6.678,103.6,10,7.66,-2.634,139.3,61.95
"2009-05-23 13:10:00",1439,6.684,112.8,10.97,7.964,-2.562,131,61.71
"2009-05-23 13:15:00",1440,7.309,106.9,8.53,8.02,-2.619,148.2,59.83
"2009-05-23 13:20:00",1441,7.063,108.9,9.69,8.45,-2.543,144.3,59.85
"2009-05-23 13:25:00",1442,7.042,104.3,11.96,8.93,-2.598,159.9,60.03
"2009-05-23 13:30:00",1443,8.45,113.3,9.23,9.01,-2.549,157.9,59.86
"2009-05-23 13:35:00",1444,6.875,118.3,12.08,8.71,-2.634,170.2,59.23
"2009-05-23 13:40:00",1445,7.13,116.9,10.14,9.38,-2.438,168.8,58.37
"2009-05-23 13:45:00",1446,8.03,116.6,5.774,8.69,-2.449,166.1,59.03
"2009-05-23 13:50:00",1447,7.602,116.2,7.336,8.7,-2.496,172.5,58
"2009-05-23 13:55:00",1448,7.925,116.4,10.23,10.19,-2.467,182,57.23
"2009-05-23 14:00:00",1449,7.65,124.4,9.24,9.54,-2.354,177,57.9
"2009-05-23 14:05:00",1450,8.45,119.5,4.069,10.25,-2.228,180.6,57.32
"2009-05-23 14:10:00",1451,6.664,107,19.65,9.09,-2.206,178.3,56.73
"2009-05-23 14:15:00",1452,7.835,119.8,10.62,9.25,-2.29,138.4,56.41
"2009-05-23 14:20:00",1453,6.941,111.8,15.95,8.52,-2.21,150.7,56.8
"2009-05-23 14:25:00",1454,7.353,119.4,8.3,9.06,-2.192,119,56.86
"2009-05-23 14:30:00",1455,7.255,109.2,12.87,9,-2.264,110.4,57.53
"2009-05-23 14:35:00",1456,8.27,116.7,8.68,9.35,-2.221,136.4,56.49
"2009-05-23 14:40:00",1457,7.708,126,6.709,9.21,-2.057,173.2,54.79
"2009-05-23 14:45:00",1458,6.659,113.8,10.59,8.37,-2.118,162.8,55.93
"2009-05-23 14:50:00",1459,6.609,124.7,11.83,8.26,-2.028,150.8,54.55
"2009-05-23 14:55:00",1460,7.574,117.3,6.411,8.66,-2.038,113.4,55.57
"2009-05-23 15:00:00",1461,7.894,119.7,7.635,8.77,-2.198,104.7,55.34
"2009-05-23 15:05:00",1462,8.04,121.1,3.993,8.63,-2.216,78.06,55.77
"2009-05-23 15:10:00",1463,8.34,122.7,4.105,8.95,-2.235,83.2,55.24
"2009-05-23 15:15:00",1464,8.12,121.1,4.71,9.05,-2.207,97.8,55.52
"2009-05-23 15:20:00",1465,7.594,117.6,6.338,8.25,-2.114,108.3,55.36
"2009-05-23 15:25:00",1466,7.391,119.4,10.36,8.52,-1.875,170.1,54.13
"2009-05-23 15:30:00",1467,7.39,119.7,10.52,8.7,-1.951,100.4,54.32
"2009-05-23 15:35:00",1468,6.031,121.4,11,7.415,-2.016,90.2,55.39
"2009-05-23 15:40:00",1469,7.01,120.1,10.88,7.804,-2.027,68.61,54.56
"2009-05-23 15:45:00",1470,6.65,122.2,9.26,7.605,-1.983,98.6,54.92
"2009-05-23 15:50:00",1471,7.151,114.3,6.431,7.99,-2.049,78.69,54.97
"2009-05-23 15:55:00",1472,7.176,118.9,6.323,8.1,-2.071,63.24,55.38
"2009-05-23 16:00:00",1473,7.165,115.2,5.808,7.814,-1.974,141.9,54.92
"2009-05-23 16:05:00",1474,7.657,119.6,4.86,8.29,-1.785,174.8,54.43
"2009-05-23 16:10:00",1475,8.25,120.5,11.35,9.08,-1.727,161.1,54.49
"2009-05-23 16:15:00",1476,7.978,127.1,8.53,8.68,-1.602,129.1,52.33
"2009-05-23 16:20:00",1477,8.68,125,3.107,9.44,-1.407,160.9,50.05
"2009-05-23 16:25:00",1478,7.938,114.9,10.37,8.91,-1.354,133.1,51.36
"2009-05-23 16:30:00",1479,8.81,120.1,3.435,9.47,-1.329,120,50.87
"2009-05-23 16:35:00",1480,8.92,120.8,4.548,9.72,-1.44,94.9,51.39
"2009-05-23 16:40:00",1481,8.61,122.2,5.341,9.46,-1.52,98.4,52
"2009-05-23 16:45:00",1482,8.64,123,4.045,9.31,-1.396,124,50.6
"2009-05-23 16:50:00",1483,8.42,120.7,6.59,9.69,-1.451,119.9,51.81
"2009-05-23 16:55:00",1484,8.07,118.6,4.446,9.26,-1.467,107.3,52.54
"2009-05-23 17:00:00",1485,8.56,122.3,4.084,9.43,-1.378,132.5,51.21
"2009-05-23 17:05:00",1486,8.64,121.9,4.995,9.85,-1.427,118.7,51.37
"2009-05-23 17:10:00",1487,7.56,124.9,10.28,8.3,-1.446,108,51.29
"2009-05-23 17:15:00",1488,8.05,123.5,2.252,8.95,-1.445,106.5,51.25
"2009-05-23 17:20:00",1489,8.14,123.1,5.645,8.53,-1.51,118.9,51.33
"2009-05-23 17:25:00",1490,7.736,118.3,6.264,9.19,-1.536,93.1,52.14
"2009-05-23 17:30:00",1491,7.968,125.9,3.153,8.43,-1.502,78.3,51.3
"2009-05-23 17:35:00",1492,7.785,122,6.279,8.25,-1.485,76.16,50.64
"2009-05-23 17:40:00",1493,7.602,125.1,4.202,8.39,-1.371,99.1,50.33
"2009-05-23 17:45:00",1494,7.772,127.7,6.854,9.33,-1.256,114.5,49.49
"2009-05-23 17:50:00",1495,6.819,123.3,5.782,7.484,-1.106,116.8,48.79
"2009-05-23 17:55:00",1496,6.631,124.2,11.26,7.83,-1.172,99.1,49.56
"2009-05-23 18:00:00",1497,7.029,120.3,7.132,8.34,-1.166,89.3,48.47
"2009-05-23 18:05:00",1498,6.335,111,8.22,7.84,-1.277,59.96,50.3
"2009-05-23 18:10:00",1499,5.637,127.5,5.595,6.269,-1.189,62,49.67
"2009-05-23 18:15:00",1500,5.424,120.8,8.14,7,-1.182,51.92,49.93
"2009-05-23 18:20:00",1501,6.336,126.1,5.892,7.755,-1.3,49.84,50.37
"2009-05-23 18:25:00",1502,4.95,132.1,5.631,5.9,-1.111,57.63,50.51
"2009-05-23 18:30:00",1503,5.328,125.1,3.292,6.02,-1.195,61.77,49.13
"2009-05-23 18:35:00",1504,5.219,121.6,6.377,6.84,-1.16,51.47,49.45
"2009-05-23 18:40:00",1505,4.89,130.7,12.78,6.844,-1.151,41.45,49.41
"2009-05-23 18:45:00",1506,5.366,122.5,6.569,6.412,-1.235,38.84,50.28
"2009-05-23 18:50:00",1507,4.96,129.7,6.272,5.691,-1.257,31.1,51.74
"2009-05-23 18:55:00",1508,4.516,131.8,6.504,6.125,-1.321,44.41,50.73
"2009-05-23 19:00:00",1509,4.233,124.7,5.879,4.844,-1.349,42.66,51.42
"2009-05-23 19:05:00",1510,4.237,128.2,5.417,4.893,-1.374,40.87,51.7
"2009-05-23 19:10:00",1511,5.074,125.1,4.911,5.916,-1.376,36.1,52.18
"2009-05-23 19:15:00",1512,6.056,123.5,5.673,6.51,-1.799,34.32,54.11
"2009-05-23 19:20:00",1513,5.772,126,3.977,6.746,-1.969,30.4,54.9
"2009-05-23 19:25:00",1514,6.398,124.5,4.013,6.893,-1.998,31.12,55.32
"2009-05-23 19:30:00",1515,7.573,124,5.187,8.37,-2.205,23.94,55.88
"2009-05-23 19:35:00",1516,7.183,127.4,7.371,8.17,-2.358,11.93,56.63
"2009-05-23 19:40:00",1517,7.135,126.6,6.19,8.54,-2.375,18.14,55.9
"2009-05-23 19:45:00",1518,7.24,121.9,6.818,7.882,-2.367,10.25,55.84
"2009-05-23 19:50:00",1519,7.98,123.3,6.062,8.29,-2.418,6.758,55.84
"2009-05-23 19:55:00",1520,8.06,125.5,5.188,8.67,-2.407,7.537,55.65
"2009-05-23 20:00:00",1521,7.472,125.5,3.296,8.14,-2.302,5.452,55.28
"2009-05-23 20:05:00",1522,7.4,125.7,6.034,8.16,-2.355,1.985,55.75
"2009-05-23 20:10:00",1523,7.024,130.5,7.712,7.984,-2.364,1.457,56.33
"2009-05-23 20:15:00",1524,7.599,124.5,4.669,8.48,-2.434,-3.894,56.89
"2009-05-23 20:20:00",1525,7.996,122.6,5.645,8.69,-2.548,-5.201,58.03
"2009-05-23 20:25:00",1526,7.489,127.5,8.17,8.05,-2.601,-3.97,58.21
"2009-05-23 20:30:00",1527,7.567,118.9,9.82,8.24,-2.581,-3.568,58.59
"2009-05-23 20:35:00",1528,6.924,117.8,5.06,7.739,-2.736,-6.407,60.2
"2009-05-23 20:40:00",1529,6.726,124.4,5.876,7.425,-2.58,1.784,58.38
"2009-05-23 20:45:00",1530,7.139,118.1,6.33,8.26,-2.651,-6.182,59.26
"2009-05-23 20:50:00",1531,7.074,122,6.476,7.716,-2.719,-8.34,59.08
"2009-05-23 20:55:00",1532,6.827,125.8,7.012,7.817,-2.542,-11.01,58.14
"2009-05-23 21:00:00",1533,6.872,123.8,5.35,8.17,-2.59,-13.92,58.29
"2009-05-23 21:05:00",1534,5.95,124.7,5.801,6.635,-2.684,-18.62,59.14
"2009-05-23 21:10:00",1535,6.223,126.4,2.941,7.141,-2.731,-19.22,59.47
"2009-05-23 21:15:00",1536,6.259,122.3,4.799,6.484,-2.768,-21.86,59.9
"2009-05-23 21:20:00",1537,6.358,117.1,4.528,6.876,-2.908,-22.46,61.04
"2009-05-23 21:25:00",1538,6.138,121.3,6.495,6.638,-2.808,-22.64,59.75
"2009-05-23 21:30:00",1539,6.171,126.6,9.03,6.942,-2.834,-24.53,59.87
"2009-05-23 21:35:00",1540,5.732,125.6,4.288,6.207,-2.797,-26.21,59.46
"2009-05-23 21:40:00",1541,4.873,119.8,4.372,5.272,-2.785,-27.49,59.67
"2009-05-23 21:45:00",1542,5.574,109.3,8.96,6.213,-2.944,-29.8,61.05
"2009-05-23 21:50:00",1543,5.74,124.4,6.191,6.171,-3,-31.13,60.94
"2009-05-23 21:55:00",1544,6.294,123.7,5.4,6.994,-3.073,-31.44,60.95
"2009-05-23 22:00:00",1545,6.281,126,3.614,7.095,-3.144,-31.21,61.27
"2009-05-23 22:05:00",1546,6.235,126.4,3.283,7.004,-3.189,-31.66,61.59
"2009-05-23 22:10:00",1547,6.172,125.1,7.165,6.795,-3.243,-33.47,61.93
"2009-05-23 22:15:00",1548,5.682,122.8,4.645,6.321,-3.328,-35.89,62.73
"2009-05-23 22:20:00",1549,5.703,125.6,3.26,6.782,-3.329,-36.66,62.58
"2009-05-23 22:25:00",1550,5.645,121.4,5.61,5.991,-3.393,-38.37,62.96
"2009-05-23 22:30:00",1551,5.92,120.4,5.679,6.925,-3.515,-40.66,63.94
"2009-05-23 22:35:00",1552,6.313,120.7,8.35,6.644,-3.558,-44.16,64.19
"2009-05-23 22:40:00",1553,5.506,124.5,5.577,5.962,-3.566,-49.64,63.93
"2009-05-23 22:45:00",1554,4.05,129.1,9.33,5.285,-3.536,-55.06,63.73
"2009-05-23 22:50:00",1555,4.92,129.9,11.48,6.314,-3.568,-57,63.82
"2009-05-23 22:55:00",1556,5.241,131.7,8.67,6.184,-3.692,-58.11,64.26
"2009-05-23 23:00:00",1557,3.883,138.3,7.828,4.903,-3.786,-60.6,64.74
"2009-05-23 23:05:00",1558,3.585,125.6,6.706,4.452,-3.812,-59.29,64.94
"2009-05-23 23:10:00",1559,4.213,132.7,7.164,4.648,-3.816,-60.53,64.97
"2009-05-23 23:15:00",1560,4.988,133,11.71,5.74,-3.852,-60.68,65.21
"2009-05-23 23:20:00",1561,3.923,127.3,12.72,4.642,-3.868,-59.35,65.25
"2009-05-23 23:25:00",1562,3.283,135.2,15.47,3.832,-3.947,-58.57,65.57
"2009-05-23 23:30:00",1563,3.716,124.7,8.28,4.475,-4.052,-57.01,66.32
"2009-05-23 23:35:00",1564,4.254,141,9.14,5.54,-4.097,-60.98,66.49
"2009-05-23 23:40:00",1565,5.009,137.2,6.532,5.955,-4.143,-62.52,66.8
"2009-05-23 23:45:00",1566,4.673,144.7,5.983,5.429,-4.174,-64.93,66.7
"2009-05-23 23:50:00",1567,4.387,139.7,9.54,4.844,-4.237,-62.92,66.71
"2009-05-23 23:55:00",1568,4.36,142,7.041,5.227,-4.205,-61.48,66.58
"2009-05-24 00:00:00",1569,4.286,144.6,10.18,5.655,-4.266,-64.3,66.76
"2009-05-24 00:05:00",1570,4.308,160.3,6.908,4.792,-4.444,-67.24,67.37
"2009-05-24 00:10:00",1571,4.417,166.5,6.148,5.331,-4.595,-68.4,68.14
"2009-05-24 00:15:00",1572,2.002,166,21.36,3.08,-4.737,-61.23,68.03
"2009-05-24 00:20:00",1573,1.362,162.7,39.64,1.767,-4.833,-56.21,69.5
"2009-05-24 00:25:00",1574,0.704,164,52.72,1.405,-4.707,-58.72,68.5
"2009-05-24 00:30:00",1575,2.117,179.3,16.76,3.156,-4.809,-64.35,67.65
"2009-05-24 00:35:00",1576,1.747,159,24.55,3.214,-4.726,-59.88,67.7
"2009-05-24 00:40:00",1577,2.173,174,16.32,3.221,-4.447,-62.06,66.91
"2009-05-24 00:45:00",1578,2.441,173.3,25.91,3.482,-4.845,-61.43,67.63
"2009-05-24 00:50:00",1579,1.436,177,37.9,3.453,-4.871,-61.11,68.42
"2009-05-24 00:55:00",1580,1.5,167.2,29.75,2.607,-4.727,-57.24,68.56
"2009-05-24 01:00:00",1581,1.617,177.4,21.94,2.401,-4.501,-59.98,66.98
"2009-05-24 01:05:00",1582,1.335,184,48.3,2.061,-4.684,-55.01,66.28
"2009-05-24 01:10:00",1583,1.201,236.3,19.29,2.068,-4.971,-54.55,65.65
"2009-05-24 01:15:00",1584,0.92,224,42.24,1.993,-4.973,-53.17,66.56
"2009-05-24 01:20:00",1585,1.364,239,59.67,2.479,-4.826,-55.69,65.05
"2009-05-24 01:25:00",1586,1.152,280.3,34.84,1.441,-4.853,-53.7,68.31
"2009-05-24 01:30:00",1587,0.666,262.7,54.78,1.382,-4.748,-52.49,66.53
"2009-05-24 01:35:00",1588,0.318,203.4,22.56,1.094,-4.501,-49.91,64.5
"2009-05-24 01:40:00",1589,0.816,204.2,16.41,1.346,-4.266,-51.11,62.83
"2009-05-24 01:45:00",1590,0.962,205.6,34.3,1.869,-4.272,-52.39,61.83
"2009-05-24 01:50:00",1591,0.642,90.1,30.08,1.522,-4.37,-48.98,66.78
"2009-05-24 01:55:00",1592,1.555,169.7,14.07,2.025,-4.431,-56.47,63.99
"2009-05-24 02:00:00",1593,2.156,180.7,14.39,2.59,-4.386,-59.42,60.93
"2009-05-24 02:05:00",1594,2.815,179,11.84,3.59,-4.329,-64.07,58.02
"2009-05-24 02:10:00",1595,2.85,167.2,8.51,3.74,-4.712,-62.16,62.72
"2009-05-24 02:15:00",1596,3.41,167.8,22.52,4.126,-4.643,-64.04,61.38
"2009-05-24 02:20:00",1597,4.673,131.5,7.452,5.416,-4.01,-58.74,65.24
"2009-05-24 02:25:00",1598,4.55,133,6.215,4.936,-3.591,-64.4,63.16
"2009-05-24 02:30:00",1599,3.998,132.2,4.203,4.668,-3.573,-60.45,62.55
"2009-05-24 02:35:00",1600,3.965,139.6,10.6,4.501,-3.569,-62.35,62.53
"2009-05-24 02:40:00",1601,3.544,159.3,12.67,3.927,-3.857,-61.37,62.84
"2009-05-24 02:45:00",1602,3.516,161.7,8.69,4.194,-4.266,-63.31,63.19
"2009-05-24 02:50:00",1603,4.111,153.7,14.45,4.874,-4.378,-65.29,64.05
"2009-05-24 02:55:00",1604,4.279,148,6.93,4.707,-3.912,-63.26,61.48
"2009-05-24 03:00:00",1605,3.492,157.4,11.21,4.24,-4.159,-58.73,61
"2009-05-24 03:05:00",1606,3.357,159.2,4.794,3.766,-4.228,-63.93,60.96
"2009-05-24 03:10:00",1607,3.454,174.5,16.07,4.096,-4.444,-62.55,59.76
"2009-05-24 03:15:00",1608,3.52,189.7,17.68,4.214,-4.501,-65.59,59.32
"2009-05-24 03:20:00",1609,3.031,207.4,6.367,3.593,-4.17,-69.31,56.28
"2009-05-24 03:25:00",1610,2.189,213,22.16,2.914,-3.787,-62.02,55.49
"2009-05-24 03:30:00",1611,2.375,146.8,20.39,3.832,-3.54,-56.59,58.33
"2009-05-24 03:35:00",1612,2.882,148.7,17.55,3.731,-3.492,-59.43,56.83
"2009-05-24 03:40:00",1613,2.985,165,10.45,3.812,-3.734,-66.4,55.23
"2009-05-24 03:45:00",1614,2.121,165.5,12.75,2.95,-3.735,-62.68,54.29
"2009-05-24 03:50:00",1615,3.535,189.7,7.501,3.884,-3.959,-67.71,51.34
"2009-05-24 03:55:00",1616,2.638,195.7,17.38,3.227,-3.895,-62.73,52.4
"2009-05-24 04:00:00",1617,2.196,208,14.6,2.832,-3.778,-60.34,53.67
"2009-05-24 04:05:00",1618,2.586,208.1,8.7,3.077,-3.841,-62.93,53.74
"2009-05-24 04:10:00",1619,2.772,211.6,15.58,3.299,-4.002,-64.64,54.18
"2009-05-24 04:15:00",1620,2.404,199.1,13.74,2.963,-3.889,-61.67,53.89
"2009-05-24 04:20:00",1621,2.075,221.8,14.33,2.924,-3.487,-60.77,50.68
"2009-05-24 04:25:00",1622,2.293,201.1,7.623,2.437,-3.503,-58.91,48.82
"2009-05-24 04:30:00",1623,2.149,202.1,11.67,3.182,-3.701,-60.59,50.7
"2009-05-24 04:35:00",1624,1.384,213.2,27.14,2.195,-3.745,-56.62,51.85
"2009-05-24 04:40:00",1625,0.764,248.1,23.13,1.251,-3.721,-53.22,53.06
"2009-05-24 04:45:00",1626,0.798,207.8,17.68,1.343,-3.668,-51.44,51.94
"2009-05-24 04:50:00",1627,1.569,193.8,17.97,2.241,-3.84,-53.98,53.1
"2009-05-24 04:55:00",1628,1.62,200.3,20.23,2.643,-4.086,-56.27,55.44
"2009-05-24 05:00:00",1629,1.231,224.8,12.69,1.81,-3.891,-55.26,53.89
"2009-05-24 05:05:00",1630,1.246,216.6,17.14,1.862,-3.612,-54.53,52.74
"2009-05-24 05:10:00",1631,0.431,146.3,30.67,1.601,-3.359,-49.35,52.49
"2009-05-24 05:15:00",1632,1.316,208.1,5.614,1.643,-3.554,-52.44,50.79
"2009-05-24 05:20:00",1633,1.446,196.4,8.39,1.82,-3.574,-52.47,51.36
"2009-05-24 05:25:00",1634,2.19,187.5,8.67,2.813,-3.584,-56.97,51.04
"2009-05-24 05:30:00",1635,2.24,185.8,7.861,2.982,-3.818,-57.42,51.36
"2009-05-24 05:35:00",1636,1.246,172.7,25.82,1.927,-3.982,-51.52,52.96
