"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july12_06_OnIce1.CR1","48250","HalfHour"
"TIMESTAMP","RECORD","DT","TCDT","BP"
"TS","RN","","","hPa(mb)"
"","","Smp","Smp","Smp"
"2006-07-14 14:00:00",0,0.731,0.74,767.0472
"2006-07-14 14:30:00",1,0.741,0.751,767.1835
"2006-07-14 15:00:00",2,0.728,0.738,767.1835
"2006-07-14 15:30:00",3,0.735,0.745,767.1932
"2006-07-14 16:00:00",4,0.737,0.747,767.0698
"2006-07-14 16:30:00",5,0.738,0.747,766.9393
"2006-07-14 17:00:00",6,0.745,0.754,766.955
"2006-07-14 17:30:00",7,0.745,0.753,766.9677
"2006-07-14 18:00:00",8,0.745,0.753,767.1041
"2006-07-14 18:30:00",9,0.74,0.749,767.1041
"2006-07-14 19:00:00",10,0.747,0.759,767.0767
"2006-07-14 19:30:00",11,0.767,0.776,767.0757
"2006-07-14 20:00:00",12,0.756,0.765,767.2117
"2006-07-14 20:30:00",13,0.776,0.783,767.212
"2006-07-14 21:00:00",14,0.766,0.772,767.1528
"2006-07-14 21:30:00",15,0.786,0.793,767.3248
"2006-07-14 22:00:00",16,0.775,0.781,767.4102
"2006-07-14 22:30:00",17,0.766,0.771,767.5593
"2006-07-14 23:00:00",18,0.763,0.768,767.7885
"2006-07-14 23:30:00",19,0.761,0.766,767.8864
"2006-07-15 00:00:00",20,0.757,0.762,768.0259
"2006-07-15 00:30:00",21,0.761,0.766,768.0956
"2006-07-15 01:00:00",22,0.76,0.764,768.2579
"2006-07-15 01:30:00",23,0.76,0.764,768.2594
"2006-07-15 02:00:00",24,0.758,0.762,768.3959
"2006-07-15 02:30:00",25,0.759,0.762,768.5324
"2006-07-15 03:00:00",26,0.756,0.761,768.6689
"2006-07-15 03:30:00",27,0.756,0.76,768.6689
"2006-07-15 04:00:00",28,0.758,0.762,768.6689
"2006-07-15 04:30:00",29,0.758,0.761,768.6689
"2006-07-15 05:00:00",30,0.758,0.761,768.7424
"2006-07-15 05:30:00",31,0.758,0.761,768.8058
"2006-07-15 06:00:00",32,0.759,0.762,768.9694
"2006-07-15 06:30:00",33,0.759,0.762,769.1074
"2006-07-15 07:00:00",34,0.758,0.761,769.2439
"2006-07-15 07:30:00",35,0.759,0.762,769.3966
"2006-07-15 08:00:00",36,0.758,0.762,769.3832
"2006-07-15 08:30:00",37,0.756,0.763,769.49
"2006-07-15 09:00:00",38,0.757,0.763,769.5841
"2006-07-15 09:30:00",39,0.755,0.76,769.7368
