"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july8_06_OnIce1.CR1","24312","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC","NR_Wm2_Avg","CNR_Wm2_Avg","RH"
"2006-07-09 22:10:00",97,3.454,315.2,18.68,5.606,2.917,-42.01,-42.12,85.5
"2006-07-09 22:15:00",98,3.553,309.2,35.74,4.88,2.701,-41.65,-41.65,90.5
"2006-07-09 22:20:00",99,4.338,307.6,16.67,5.736,2.971,-44.32,-44.4,86.2
"2006-07-09 22:25:00",100,5.465,304.1,10.42,6.308,2.971,-49.37,-49.98,86.3
"2006-07-09 22:30:00",101,5.193,309.7,4.436,6.207,3.07,-58.87,-59.3,85.9
"2006-07-09 22:35:00",102,4.142,293.2,14.42,5.423,3.168,-46.55,-46.64,85.8
"2006-07-09 22:40:00",103,3.154,306.9,16.53,3.949,3.072,-29.2,-29.2,87.6
"2006-07-09 22:45:00",104,3.962,309.9,15.64,5.488,2.827,-31.28,-31.32,88.7
"2006-07-09 22:50:00",105,3.97,301.9,16.91,5.517,2.877,-44.78,-44.87,88.9
"2006-07-09 22:55:00",106,4.794,308,7.731,5.936,2.814,-56.33,-56.65,89.5
"2006-07-09 23:00:00",107,4.963,310.2,12.81,6.88,2.753,-54.82,-55.49,89.9
"2006-07-09 23:05:00",108,5.436,307.3,10.29,6.292,2.849,-53.2,-53.73,89.7
"2006-07-09 23:10:00",109,5.458,303,14.82,6.778,2.68,-39.88,-40.61,90.2
"2006-07-09 23:15:00",110,4.795,317.1,16.15,6.194,2.876,-35.57,-35.9,88.9
"2006-07-09 23:20:00",111,2.986,305.2,13.08,5.775,2.486,-20.63,-20.69,92.3
"2006-07-09 23:25:00",112,1.781,295.7,55.06,3.982,2.438,-17.17,-17.17,92.6
"2006-07-09 23:30:00",113,1.085,296.5,70.16,2.159,2.438,-14.12,-14.12,91.8
"2006-07-09 23:35:00",114,2.423,313.8,75.18,4.871,2.511,-24,-24,90.5
"2006-07-09 23:40:00",115,1.935,290.7,75.85,3.933,2.12,-11.37,-11.37,95.7
"2006-07-09 23:45:00",116,0.828,266.1,80.2,1.79,1.998,-2.515,-2.515,96.6
"2006-07-09 23:50:00",117,2.638,315.2,24.64,3.809,2.499,-24.48,-24.48,91.8
"2006-07-09 23:55:00",118,3.303,293.7,24.76,4.92,2.78,-34.03,-34.03,89.7
"2006-07-10 00:00:00",119,4.439,315.8,20.26,6.811,2.682,-49.71,-50.47,85.3
"2006-07-10 00:05:00",120,4.319,319.1,16.67,5.847,2.584,-57.15,-57.27,86.1
"2006-07-10 00:10:00",121,4.395,319.9,12.57,5.547,2.536,-60.26,-60.43,86.5
"2006-07-10 00:15:00",122,3.413,310.6,15.82,4.874,2.609,-39.91,-39.91,87.5
"2006-07-10 00:20:00",123,0.88,192.9,50.84,1.957,2.389,-12.06,-12.06,93.3
"2006-07-10 00:25:00",124,0.957,178.2,72.18,1.8,1.803,-4.953,-4.953,97.1
"2006-07-10 00:30:00",125,0.876,197.9,41.04,1.375,1.754,-4.568,-4.568,98.3
"2006-07-10 00:35:00",126,0.259,351.8,26.53,0.784,1.705,-9.7,-9.7,98.7
"2006-07-10 00:40:00",127,0.592,283.4,34.28,1.091,1.705,-9.42,-9.42,98.2
"2006-07-10 00:45:00",128,0.883,295.2,36.75,1.633,1.901,-8.98,-8.98,95.9
"2006-07-10 00:50:00",129,2.001,294,29.1,4.332,2.67,-25.08,-25.08,87.2
"2006-07-10 00:55:00",130,4.628,312.7,19.62,5.449,2.902,-53.41,-53.56,85.3
"2006-07-10 01:00:00",131,4.443,311,14.34,5.651,3.111,-57.37,-57.49,84.3
"2006-07-10 01:05:00",132,4.185,305,18.3,5.576,2.829,-53.19,-53.43,85.2
"2006-07-10 01:10:00",133,5.335,318.8,6.935,6.553,2.817,-66.94,-67.55,84.9
"2006-07-10 01:15:00",134,4.975,315.6,9.07,5.606,2.829,-74.77,-74.98,84.5
"2006-07-10 01:20:00",135,3.902,302.3,15.11,4.4,3.122,-65.86,-65.86,82.8
"2006-07-10 01:25:00",136,3.454,311.3,8.27,4.462,3.025,-64.2,-64.2,83.3
"2006-07-10 01:30:00",137,3.65,314.1,14.47,4.583,3.024,-59.65,-59.65,83.4
"2006-07-10 01:35:00",138,4.095,320.5,13.98,5.233,2.975,-61.53,-61.59,84
"2006-07-10 01:40:00",139,4.648,308.1,18.88,5.537,3.073,-62.81,-62.96,83.1
"2006-07-10 01:45:00",140,5.287,325.7,8.41,6.096,2.975,-72.26,-72.84,84.4
"2006-07-10 01:50:00",141,4.407,322.4,6.359,4.991,2.78,-65.99,-65.99,85.9
"2006-07-10 01:55:00",142,5.933,329.1,6.757,6.87,2.78,-64.86,-66.21,86.1
"2006-07-10 02:00:00",143,6.746,337.3,4.568,7.954,2.938,-60.45,-62.72,85.1
"2006-07-10 02:05:00",144,7.075,345.2,9.88,7.85,3.024,-58.63,-61.23,84.6
"2006-07-10 02:10:00",145,6.525,341.2,4.899,7.99,3.097,-52.39,-54.16,84.2
"2006-07-10 02:15:00",146,6.491,345.6,11.79,8.34,3.317,-64.17,-66.35,81.8
"2006-07-10 02:20:00",147,6.79,334.6,5.975,8.04,2.975,-81,-84.1,85.4
"2006-07-10 02:25:00",148,7.172,331.1,7.42,8.01,2.877,-81,-84.8,84.2
"2006-07-10 02:30:00",149,6.591,338.7,7.483,7.265,3.17,-81.9,-84.7,82.9
"2006-07-10 02:35:00",150,6.403,331.7,4.125,7.628,2.975,-76.02,-78.33,84.7
"2006-07-10 02:40:00",151,6.422,330,8.51,6.886,3.024,-74.84,-77.12,83.8
"2006-07-10 02:45:00",152,6.513,310.8,12.66,7.804,3.219,-71.25,-73.62,82.9
"2006-07-10 02:50:00",153,4.139,291.4,23.68,5.39,3.317,-56.69,-56.81,81.9
"2006-07-10 02:55:00",154,1.687,268.8,89.3,3.77,3.17,-37.09,-37.09,85.8
"2006-07-10 03:00:00",155,1.219,232.2,65.76,3.407,3.085,-28.67,-28.67,84.1
"2006-07-10 03:05:00",156,1.818,236.1,62.4,2.966,2.633,-24.59,-24.59,89.2
"2006-07-10 03:10:00",157,0.901,201.4,56.19,1.369,2.194,-25.82,-25.82,91.8
"2006-07-10 03:15:00",158,0.545,267.9,34.23,1.666,2.145,-26.26,-26.26,93.2
"2006-07-10 03:20:00",159,0.276,236.5,91,0.784,2.12,-20.48,-20.48,93.7
"2006-07-10 03:25:00",160,0.528,129.2,78.49,1.13,1.901,-21.18,-21.18,94.9
"2006-07-10 03:30:00",161,0.976,179.1,47.8,1.846,1.926,-20.69,-20.69,95.9
"2006-07-10 03:35:00",162,2.45,281.7,29.75,3.907,2.831,-20.51,-20.51,87.2
"2006-07-10 03:40:00",163,5.027,316.5,12.04,6.876,2.636,-42.99,-43.58,90
"2006-07-10 03:45:00",164,5.936,316.4,6.258,6.514,2.635,-50.77,-51.77,89.2
"2006-07-10 03:50:00",165,5.734,321.4,5.499,6.435,2.539,-49.8,-50.63,90.4
"2006-07-10 03:55:00",166,5.104,323.3,5.717,5.498,2.634,-50.21,-50.45,88.1
"2006-07-10 04:00:00",167,4.623,306.6,15.52,5.661,3.172,-51.26,-51.35,83.1
"2006-07-10 04:05:00",168,3.822,299.2,11.15,5.099,3.269,-34.55,-34.56,82.2
"2006-07-10 04:10:00",169,5.467,305.7,13.08,6.902,3.22,-27.13,-27.53,83.4
"2006-07-10 04:15:00",170,4.762,294.7,8.11,5.694,3.268,-14.86,-14.91,83.4
"2006-07-10 04:20:00",171,5.189,308.7,7.611,5.985,2.926,-14.53,-14.64,86.7
"2006-07-10 04:25:00",172,4.731,311,10.15,5.573,2.731,-15.63,-15.69,88.5
"2006-07-10 04:30:00",173,3.911,301.2,16.55,5.344,2.78,-13.37,-13.38,88.1
"2006-07-10 04:35:00",174,3.819,298.9,12.23,5.276,2.999,-11.73,-11.74,85.4
"2006-07-10 04:40:00",175,3.584,292,11.78,4.335,3.073,-7.315,-7.315,84.6
"2006-07-10 04:45:00",176,2.534,301.1,12.71,3.649,3.134,-9.47,-9.47,83
"2006-07-10 04:50:00",177,4.524,293.9,12.57,5.455,3.268,-12.04,-12.05,82.3
"2006-07-10 04:55:00",178,4.183,299.7,12.72,5.847,3.195,-17.91,-17.97,81.1
"2006-07-10 05:00:00",179,5.225,297.6,10.03,6.409,3.317,-23.48,-23.64,79.59
"2006-07-10 05:05:00",180,5.046,312.6,6.925,5.844,3.17,-36.75,-36.92,80.6
"2006-07-10 05:10:00",181,4.992,301.7,13.21,5.896,3.073,-26.41,-26.51,82.6
"2006-07-10 05:15:00",182,5.419,307.6,11.69,5.864,2.804,-22.64,-22.88,87
"2006-07-10 05:20:00",183,5.06,318.8,5.505,5.87,2.658,-29.82,-30.03,88.3
"2006-07-10 05:25:00",184,5.405,323.7,5.484,6.151,2.706,-39.24,-39.6,88.2
"2006-07-10 05:30:00",185,5.103,324.8,7.066,5.71,2.78,-37.29,-37.47,85.4
"2006-07-10 05:35:00",186,4.479,316.9,8.79,5.691,2.829,-38.8,-38.85,84.6
"2006-07-10 05:40:00",187,4.588,313.8,8.26,5.197,2.829,-34.57,-34.59,85.1
"2006-07-10 05:45:00",188,5.119,323.8,9.95,6.197,2.829,-25.92,-26.1,85.1
"2006-07-10 05:50:00",189,4.838,334.2,4.46,5.377,2.731,-23.66,-23.72,84.4
"2006-07-10 05:55:00",190,4.712,329.1,7.501,5.436,2.877,-21.2,-21.23,81.6
"2006-07-10 06:00:00",191,4.415,329.7,7.598,4.985,3.024,-7.828,-7.828,82.3
"2006-07-10 06:05:00",192,3.816,330.3,6.543,3.949,2.975,-3.131,-3.131,81.1
"2006-07-10 06:10:00",193,4.014,333,6.182,4.279,3.073,-5.184,-5.184,80.1
"2006-07-10 06:15:00",194,3.613,323.7,5.945,4.27,3.024,1.155,1.155,80.9
"2006-07-10 06:20:00",195,4.051,329.6,5.856,4.528,2.951,3.516,3.516,82.2
"2006-07-10 06:25:00",196,3.697,326.8,8.3,4.224,2.877,5.954,5.954,83
"2006-07-10 06:30:00",197,3.525,327.5,3.405,3.998,2.682,3.105,3.105,84.3
"2006-07-10 06:35:00",198,3.676,322.3,5.349,4.103,2.731,3.439,3.439,84
"2006-07-10 06:40:00",199,3.062,313.5,10.62,4.005,2.78,1.412,1.412,82.7
"2006-07-10 06:45:00",200,1.923,325.6,11.85,2.741,2.926,3.567,3.567,81.3
"2006-07-10 06:50:00",201,1.314,334.9,7.308,2.584,2.926,13.22,13.22,80.9
"2006-07-10 06:55:00",202,3.399,330.7,5.049,4.23,2.951,5.518,5.518,80.8
"2006-07-10 07:00:00",203,3.584,332.8,4.353,4.609,2.877,-4.055,-4.055,80.6
"2006-07-10 07:05:00",204,4.259,332.5,3.926,5.112,2.999,-8.06,-8.06,77.65
"2006-07-10 07:10:00",205,4.551,330.2,5.873,5.416,3.073,-8.44,-8.45,78.36
"2006-07-10 07:15:00",206,5.255,324.6,5.557,5.887,2.926,-23.28,-23.45,80.5
"2006-07-10 07:20:00",207,4.845,327.9,5.831,5.691,2.999,-37.57,-37.68,78.7
"2006-07-10 07:25:00",208,5.047,325.1,3.832,5.39,2.975,-47.71,-47.83,77.06
"2006-07-10 07:30:00",209,3.806,319.7,10,4.439,3.071,-50.51,-50.51,76.38
"2006-07-10 07:35:00",210,3.928,319.2,11.96,4.573,3.169,-51.25,-51.25,74.81
"2006-07-10 07:40:00",211,4.351,327.6,13.92,5.481,2.974,-50.25,-50.32,75.46
"2006-07-10 07:45:00",212,4.967,331.3,6.086,5.87,2.877,-40.7,-40.77,78.22
"2006-07-10 07:50:00",213,5.829,323.8,4.304,6.432,3.121,52.77,53.71,76.48
"2006-07-10 07:55:00",214,6.108,325.7,6.338,6.837,3.134,67.98,69.6,76.25
"2006-07-10 08:00:00",215,5.492,332.6,3.882,6.422,3.242,78.2,79.03,75.53
"2006-07-10 08:05:00",216,4.616,333.8,6.84,5.099,3.411,76.04,76.08,72.49
"2006-07-10 08:10:00",217,4.694,332.9,10.21,5.527,3.601,90.4,90.6,72.18
"2006-07-10 08:15:00",218,5.196,328.8,7.008,6.507,3.476,103.8,104.7,72.24
"2006-07-10 08:20:00",219,4.582,332.7,7.986,5.638,3.451,104.5,104.7,72.51
"2006-07-10 08:25:00",220,3.862,340,13.62,5.383,3.621,104.3,104.4,71.11
"2006-07-10 08:30:00",221,4.317,353.3,12.97,5.289,3.499,98.1,98.2,72.48
"2006-07-10 08:35:00",222,4.187,354,15.72,4.681,3.316,102.7,102.7,77.63
"2006-07-10 08:40:00",223,2.839,20.02,26.49,4.616,3.594,101.9,101.9,74.83
"2006-07-10 08:45:00",224,2.537,128.5,22.96,3.495,3.155,97.9,97.9,82.6
"2006-07-10 08:50:00",225,1.312,170.1,13.56,1.62,3.4,102.5,102.5,82
"2006-07-10 08:55:00",226,1.117,154.7,17.51,1.444,3.689,116,116,79.57
"2006-07-10 09:00:00",227,1.013,115.7,12.96,1.238,3.883,136.6,136.6,80.4
"2006-07-10 09:05:00",228,1.141,58.92,19.67,1.343,3.733,146,146,79.57
"2006-07-10 09:10:00",229,0.633,29.4,23.13,0.98,4.317,146.3,146.3,77.62
"2006-07-10 09:15:00",230,0.254,359.4,4.174,0.791,4.896,163.6,163.6,73.79
"2006-07-10 09:20:00",231,0.56,344.9,6.47,1.039,4.599,167.3,167.3,74.91
"2006-07-10 09:25:00",232,0.455,344.2,4.494,0.637,4.548,116.3,116.3,75.15
"2006-07-10 09:30:00",233,1.164,359.9,6.788,1.803,3.4,31.32,31.32,81.4
"2006-07-10 09:35:00",234,1.693,345.7,5.577,1.973,3.178,107.1,107.1,82.1
"2006-07-10 09:40:00",235,1.197,354.8,11.41,1.738,3.422,111.5,111.5,80.7
"2006-07-10 09:45:00",236,1.336,357,24.4,1.49,3.52,121.8,121.8,76.1
"2006-07-10 09:50:00",237,2.271,342.6,7.044,2.816,3.375,181.8,181.8,75.76
"2006-07-10 09:55:00",238,1.79,343.8,8.56,2.362,3.522,253.9,253.9,73.92
"2006-07-10 10:00:00",239,1.276,343.3,11.1,1.842,4.888,410.3,410.3,67.17
"2006-07-10 10:05:00",240,2.19,330.9,3.803,2.522,3.958,260,260,72.04
"2006-07-10 10:10:00",241,2.615,329.5,3.471,3.064,3.44,233.3,233.3,74.32
"2006-07-10 10:15:00",242,2.746,327.6,2.801,3.123,3.463,220.1,220.1,74.15
"2006-07-10 10:20:00",243,2.524,331.1,5.01,2.937,3.632,260.2,260.2,74.11
"2006-07-10 10:25:00",244,2.681,331,3.861,3.08,3.558,231,231,73.98
"2006-07-10 10:30:00",245,2.773,330.6,3.717,2.999,3.509,222.4,222.4,74.05
"2006-07-10 10:35:00",246,2.098,322.4,7.072,2.901,3.655,203.3,203.3,72.92
"2006-07-10 10:40:00",247,1.745,329.7,4.645,1.855,3.753,191.4,191.4,71.93
"2006-07-10 10:45:00",248,0.902,318.1,25.02,1.565,4.047,174.7,174.7,72.44
"2006-07-10 10:50:00",249,0.184,280.8,8.59,0.647,4.534,166,166,69.71
"2006-07-10 10:55:00",250,0.164,12.3,9.84,0.513,5.011,166.5,166.5,69.58
"2006-07-10 11:00:00",251,0.533,343.4,7.796,1.339,4.536,160.9,160.9,70.36
"2006-07-10 11:05:00",252,1.272,334.5,8.68,1.643,3.949,166.9,166.9,72.51
"2006-07-10 11:10:00",253,0.28,312.7,4.807,0.65,4.534,150.7,150.7,69.07
"2006-07-10 11:15:00",254,0.778,341.7,17.03,1.46,4.412,152.8,152.8,69.65
"2006-07-10 11:20:00",255,0.394,354.1,11.56,0.764,4.631,145,145,68.76
"2006-07-10 11:25:00",256,0.69,0.278,0.044,0.826,4.583,152.7,152.7,68.79
"2006-07-10 11:30:00",257,0.751,347.3,2.19,0.882,4.534,157.7,157.7,68.72
"2006-07-10 11:35:00",258,0.678,353.4,5.524,0.872,4.68,155.4,155.4,68.08
"2006-07-10 11:40:00",259,0.527,1.656,0.125,0.575,4.827,158.8,158.8,67.26
"2006-07-10 11:45:00",260,0.299,346,18.67,0.451,4.972,166.1,166.1,66.88
"2006-07-10 11:50:00",261,0,0,0,0,5.893,164.3,164.3,63.26
"2006-07-10 11:55:00",262,0.179,309.5,5.724,0.63,5.596,179.9,179.9,63.91
"2006-07-10 12:00:00",263,0.781,342.8,5.59,1.248,4.863,180.2,180.2,68.27
"2006-07-10 12:05:00",264,0.354,1.743,11.72,0.546,5.155,183.7,183.7,67.31
"2006-07-10 12:10:00",265,0.104,356.9,5.594,0.35,5.509,189.2,189.2,65.92
"2006-07-10 12:15:00",266,0.017,353.9,0.015,0.108,6.228,213.1,213.1,62.64
"2006-07-10 12:20:00",267,0.27,353.1,1.912,0.513,5.85,190.7,190.7,64.86
"2006-07-10 12:25:00",268,0.629,345.5,3.288,0.817,5.35,208.4,208.4,67.28
"2006-07-10 12:30:00",269,0.415,338.9,0.119,0.725,5.35,195.4,195.4,66.84
"2006-07-10 12:35:00",270,0.326,339,0.042,0.431,5.448,191.6,191.6,66.63
"2006-07-10 12:40:00",271,0.298,339.6,0.282,0.503,5.471,197.1,197.1,66.56
"2006-07-10 12:45:00",272,0.131,340,0.068,0.346,5.734,203.1,203.1,64.89
"2006-07-10 12:50:00",273,0.602,338.4,3.031,0.781,5.146,204.4,204.4,67.99
"2006-07-10 12:55:00",274,0.32,334.9,0.099,0.572,5.35,218.8,218.8,68.5
"2006-07-10 13:00:00",275,0.368,336.8,2.838,0.608,5.532,226.7,226.7,69.83
"2006-07-10 13:05:00",276,0.568,352.2,2.632,0.751,5.556,272.2,272.2,71.05
"2006-07-10 13:10:00",277,0.48,352.5,0.377,0.585,5.483,224.1,224.1,72.45
"2006-07-10 13:15:00",278,0.446,350.4,3.484,0.8,5.751,269,269,70.81
"2006-07-10 13:20:00",279,0.59,355.2,5.063,0.889,5.526,249.4,249.4,72.14
