"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july8_06_OnIce1.CR1","24312","HalfHour"
"TIMESTAMP","RECORD","DT","TCDT","BP","BPSC"
"TS","RN","","","hPa(mb)","hPa(mb)"
"","","Smp","Smp","Smp","Smp"
"2006-07-12 14:00:00",142,0.66,0.666,763.7,1010
"2006-07-12 14:30:00",143,0.661,0.668,763.8,1010
"2006-07-12 15:00:00",144,0.676,0.685,763.7,1010
"2006-07-12 15:30:00",145,0.674,0.681,763.6,1010
"2006-07-12 16:00:00",146,0.67,0.676,763.5,1010
"2006-07-12 16:30:00",147,0.676,0.683,763.4,1010
"2006-07-12 17:00:00",148,0.678,0.685,763.5,1010
"2006-07-12 17:30:00",149,0.682,0.689,763.5,1010
"2006-07-12 18:00:00",150,0.689,0.696,763.8,1010
"2006-07-12 18:30:00",151,0.688,0.692,763.9,1010
"2006-07-12 19:00:00",152,0.682,0.686,763.8,1010
"2006-07-12 19:30:00",153,0.697,0.702,763.8,1010
"2006-07-12 20:00:00",154,0.695,0.7,763.8,1010
"2006-07-12 20:30:00",155,0.689,0.694,763.8,1010
"2006-07-12 21:00:00",156,0.699,0.704,763.8,1010
"2006-07-12 21:30:00",157,0.686,0.692,763.8,1010
"2006-07-12 22:00:00",158,0.687,0.693,763.8,1010
"2006-07-12 22:30:00",159,0.69,0.694,764.4,1011
"2006-07-12 23:00:00",160,0.689,0.691,764.9,1011
"2006-07-12 23:30:00",161,0.684,0.686,764.7,1011
"2006-07-13 00:00:00",162,0.683,0.686,764.7,1011
"2006-07-13 00:30:00",163,0.684,0.687,764.6,1011
"2006-07-13 01:00:00",164,0.682,0.686,764.6,1011
"2006-07-13 01:30:00",165,0.683,0.686,764.7,1011
"2006-07-13 02:00:00",166,0.682,0.687,764.6,1011
"2006-07-13 02:30:00",167,0.682,0.686,764.7,1011
"2006-07-13 03:00:00",168,0.682,0.686,764.6,1011
"2006-07-13 03:30:00",169,0.681,0.685,764.6,1011
"2006-07-13 04:00:00",170,0.683,0.687,764.4,1011
"2006-07-13 04:30:00",171,0.682,0.686,764.2,1011
"2006-07-13 05:00:00",172,0.684,0.688,764.4,1011
"2006-07-13 05:30:00",173,0.682,0.686,764.5,1011
"2006-07-13 06:00:00",174,0.683,0.688,764.4,1011
"2006-07-13 06:30:00",175,0.682,0.687,764.4,1011
"2006-07-13 07:00:00",176,0.681,0.686,764.4,1011
"2006-07-13 07:30:00",177,0.682,0.688,764.5,1011
"2006-07-13 08:00:00",178,0.681,0.687,764.4,1011
"2006-07-13 08:30:00",179,0.682,0.687,764.8,1011
"2006-07-13 09:00:00",180,0.682,0.687,764.8,1011
"2006-07-13 09:30:00",181,0.682,0.688,764.9,1011
"2006-07-13 10:00:00",182,0.681,0.685,764.9,1011
"2006-07-13 10:30:00",183,0.68,0.684,765,1011
"2006-07-13 11:00:00",184,0.681,0.684,765.1,1011
"2006-07-13 11:30:00",185,0.679,0.685,765,1011
"2006-07-13 12:00:00",186,0.68,0.688,765.2,1011
"2006-07-13 12:30:00",187,0.68,0.688,765.3,1012
"2006-07-13 13:00:00",188,0.68,0.688,765.2,1012
"2006-07-13 13:30:00",189,0.679,0.687,765.1,1011
"2006-07-13 14:00:00",190,0.684,0.692,765.1,1011
"2006-07-13 14:30:00",191,0.691,0.7,765.1,1011
"2006-07-13 15:00:00",192,0.693,0.701,765,1011
"2006-07-13 15:30:00",193,0.696,0.704,765,1011
"2006-07-13 16:00:00",194,0.695,0.704,764.8,1011
"2006-07-13 16:30:00",195,0.709,0.718,764.9,1011
"2006-07-13 17:00:00",196,0.709,0.718,764.9,1011
"2006-07-13 17:30:00",197,0.71,0.719,764.9,1011
"2006-07-13 18:00:00",198,0.701,0.711,765,1011
"2006-07-13 18:30:00",199,0.714,0.724,764.9,1011
"2006-07-13 19:00:00",200,0.707,0.716,764.9,1011
"2006-07-13 19:30:00",201,0.706,0.716,765,1011
"2006-07-13 20:00:00",202,0.712,0.72,765.1,1011
"2006-07-13 20:30:00",203,0.707,0.715,765.2,1012
"2006-07-13 21:00:00",204,0.709,0.718,765.1,1011
"2006-07-13 21:30:00",205,0.71,0.717,765.1,1011
"2006-07-13 22:00:00",206,0.719,0.725,765.1,1011
"2006-07-13 22:30:00",207,0.713,0.719,765.3,1012
"2006-07-13 23:00:00",208,0.716,0.722,765.7,1012
"2006-07-13 23:30:00",209,0.724,0.729,765.9,1012
"2006-07-14 00:00:00",210,0.717,0.722,765.9,1012
"2006-07-14 00:30:00",211,0.722,0.727,765.9,1012
"2006-07-14 01:00:00",212,0.717,0.721,766,1012
"2006-07-14 01:30:00",213,0.714,0.718,766.2,1013
"2006-07-14 02:00:00",214,0.714,0.719,766.2,1013
"2006-07-14 02:30:00",215,0.717,0.723,766.2,1013
"2006-07-14 03:00:00",216,0.717,0.723,766,1012
"2006-07-14 03:30:00",217,0.718,0.723,766.2,1013
"2006-07-14 04:00:00",218,0.717,0.722,766,1012
"2006-07-14 04:30:00",219,0.719,0.723,766.1,1012
"2006-07-14 05:00:00",220,0.717,0.722,765.9,1012
"2006-07-14 05:30:00",221,0.716,0.72,765.9,1012
"2006-07-14 06:00:00",222,0.718,0.723,765.9,1012
"2006-07-14 06:30:00",223,0.717,0.722,765.8,1012
"2006-07-14 07:00:00",224,0.719,0.724,765.8,1012
"2006-07-14 07:30:00",225,0.717,0.723,765.9,1012
"2006-07-14 08:00:00",226,0.718,0.724,766,1012
"2006-07-14 08:30:00",227,0.718,0.723,766.2,1013
"2006-07-14 09:00:00",228,0.719,0.724,766.2,1013
"2006-07-14 09:30:00",229,0.719,0.725,766.4,1013
"2006-07-14 10:00:00",230,0.719,0.726,766.5,1013
"2006-07-14 10:30:00",231,0.719,0.725,766.6,1013
"2006-07-14 11:00:00",232,0.722,0.73,766.7,1013
"2006-07-14 11:30:00",233,0.726,0.733,766.7,1013
"2006-07-14 12:00:00",234,0.73,0.739,766.8,1013
"2006-07-14 12:30:00",235,0.731,0.739,766.9,1013
"2006-07-14 13:00:00",236,0.728,0.737,767.1,1013
"2006-07-14 13:30:00",237,0.726,0.735,767,1013
