"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july12_06_OnIce1.CR1","48250","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC","NR_Wm2_Avg","CNR_Wm2_Avg","RH"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","Watts/meter²","%"
"","","WVc","WVc","WVc","Max","Smp","Avg","Avg","Smp"
"2006-07-14 13:40:00",0,1.07,339.7,0.652,1.535,6.211,496.6,496.6,69.01
"2006-07-14 13:45:00",1,1.182,358.9,12.18,1.395,6.808,629.9,629.9,66.18
"2006-07-14 13:50:00",2,1.451,359.3,5.84,1.594,6.808,679.5,679.5,66.11
"2006-07-14 13:55:00",3,1.166,12.03,8.53,1.483,7.198,646.5,646.5,64.34
"2006-07-14 14:00:00",4,1.565,349.2,4.657,1.914,6.711,686.5,686.5,66.01
"2006-07-14 14:05:00",5,1.727,349.6,2.428,1.904,6.711,695.9,695.9,66.14
"2006-07-14 14:10:00",6,1.673,349.9,5.677,1.829,6.759,682.3,682.3,65.22
"2006-07-14 14:15:00",7,1.494,342.6,8.48,1.741,6.613,692.3,692.3,65.91
"2006-07-14 14:20:00",8,0.595,287.4,38.5,1.316,7.491,638.2,638.2,62.26
"2006-07-14 14:25:00",9,0.575,300.5,25.72,1.016,7.296,586.9,586.9,61.92
"2006-07-14 14:30:00",10,0.646,331.7,14.33,1.277,7.15,538.4,538.4,63.28
"2006-07-14 14:35:00",11,0.767,332.6,6.595,0.973,6.979,527.2,527.2,64.13
"2006-07-14 14:40:00",12,1.048,341.7,3.467,1.601,6.674,520.9,520.9,64.99
"2006-07-14 14:45:00",13,1.444,337.5,4.624,1.872,6.564,540.5,540.5,65.33
"2006-07-14 14:50:00",14,1.414,333.2,11.44,1.953,6.564,534.7,534.7,65.19
"2006-07-14 14:55:00",15,0.293,12.62,18.82,0.699,7.686,512.9,512.9,60.35
"2006-07-14 15:00:00",16,0.712,354.8,19.64,1.934,7.54,516.4,516.4,60.79
"2006-07-14 15:05:00",17,1.123,16.08,19.19,1.702,7.003,496.6,496.6,63.18
"2006-07-14 15:10:00",18,0.649,3.841,43.38,1.176,7.247,502.1,502.1,61.13
"2006-07-14 15:15:00",19,0.96,15.3,11.66,1.555,7.003,499.4,499.4,62.09
"2006-07-14 15:20:00",20,1.165,5.189,3.98,1.591,6.759,496.6,496.6,62.94
"2006-07-14 15:25:00",21,1.31,13.03,13.28,1.787,6.724,498.2,498.2,62.81
"2006-07-14 15:30:00",22,0.868,21.15,39.59,1.173,7.3,503,503,60.35
"2006-07-14 15:35:00",23,0.625,72.46,73.07,0.859,7.596,507.3,507.3,59.27
"2006-07-14 15:40:00",24,0.301,210.3,37.48,0.82,8.26,503.3,503.3,55.66
"2006-07-14 15:45:00",25,0.135,348,39.7,0.549,8.76,503.1,503.1,53.61
"2006-07-14 15:50:00",26,0.639,98.5,33.8,1.16,8.14,491,491,56.03
"2006-07-14 15:55:00",27,0.831,93.1,43.65,1.098,7.699,499.6,499.6,57.46
"2006-07-14 16:00:00",28,1.399,122.6,21.26,1.754,7.16,476.4,476.4,59.4
"2006-07-14 16:05:00",29,1.917,151.9,27.29,3.352,6.723,448,448,60.87
"2006-07-14 16:10:00",30,1.96,162.9,15.25,3.045,7.09,451.9,451.9,59.34
"2006-07-14 16:15:00",31,1.835,160.5,6.89,2.365,6.724,415.3,415.3,61.35
"2006-07-14 16:20:00",32,1.891,155.3,7.294,2.365,6.48,342,342,62.3
"2006-07-14 16:25:00",33,2.034,146.4,8.11,3.704,6.48,374.9,374.9,61.93
"2006-07-14 16:30:00",34,2.05,140.9,12.05,3.097,6.7,484.6,484.6,60.7
"2006-07-14 16:35:00",35,3.411,154.8,12.93,4.051,6.334,410.7,410.7,62.24
"2006-07-14 16:40:00",36,2.715,160.8,9.11,3.57,6.335,438.4,438.4,62.03
"2006-07-14 16:45:00",37,2.853,158.9,10.32,3.417,6.188,398.4,398.4,62.2
"2006-07-14 16:50:00",38,3.456,144.7,12.68,4.149,6.043,368.6,368.6,61.01
"2006-07-14 16:55:00",39,2.662,135.6,13.08,3.433,6.434,400.9,400.9,59.75
"2006-07-14 17:00:00",40,3.043,141.8,15.17,4.194,6.293,372.8,372.8,59.38
"2006-07-14 17:05:00",41,2.5,131.7,14.33,3.535,6.784,386.2,386.2,57.92
"2006-07-14 17:10:00",42,2.22,132.6,7.42,3.603,6.883,391.5,391.5,57.78
"2006-07-14 17:15:00",43,2.554,162.3,9.89,3.263,6.518,365.6,365.6,59.31
"2006-07-14 17:20:00",44,2.628,168.5,7.098,3.649,6.347,365.7,365.7,57.85
"2006-07-14 17:25:00",45,2.645,150,25.44,3.619,6.738,364.8,364.8,56.76
"2006-07-14 17:30:00",46,3.616,145.8,10.69,4.26,6.445,322.7,322.7,57.81
"2006-07-14 17:35:00",47,2.516,149.5,20.43,4.175,6.738,358.2,358.2,55.87
"2006-07-14 17:40:00",48,1.811,162.1,14.52,2.728,6.591,366,366,56.01
"2006-07-14 17:45:00",49,2.405,157.2,11.1,2.875,6.591,354.5,354.5,54.68
"2006-07-14 17:50:00",50,3.259,160.3,11.64,3.936,6.201,303.1,303.1,56.55
"2006-07-14 17:55:00",51,2.335,124.9,24.78,3.146,6.835,343.8,343.8,53.21
"2006-07-14 18:00:00",52,2.422,154,21.47,3.469,6.348,315.3,315.3,55.53
"2006-07-14 18:05:00",53,1.705,167.4,9.48,2.61,6.494,341,341,53.83
"2006-07-14 18:10:00",54,0.306,227,30.78,0.777,7.957,373.8,373.8,49.12
"2006-07-14 18:15:00",55,0.25,162.4,21.82,0.82,8.64,365.6,365.6,47.72
"2006-07-14 18:20:00",56,0.546,156.3,35.6,1.274,7.713,347.9,347.9,51.82
"2006-07-14 18:25:00",57,0.599,217.6,66.02,1.382,7.274,339.6,339.6,51.2
"2006-07-14 18:30:00",58,0.907,16.41,32.57,1.591,6.933,338,338,53.49
"2006-07-14 18:35:00",59,0.636,11.32,14.01,1.013,7.322,328.8,328.8,51.27
"2006-07-14 18:40:00",60,1.921,6.57,6.607,2.617,6.368,321.5,321.5,56.04
"2006-07-14 18:45:00",61,1.015,22.04,16.41,1.767,6.998,310.7,310.7,53.34
"2006-07-14 18:50:00",62,0.35,25.62,5.159,0.666,7.776,304.8,304.8,49.9
"2006-07-14 18:55:00",63,0.175,16.18,1.187,0.82,8.63,298.8,298.8,46.42
"2006-07-14 19:00:00",64,0.274,29.9,15.08,1.081,8.97,287.5,287.5,45.5
"2006-07-14 19:05:00",65,0.459,4.4,7.052,0.869,8.38,281.4,281.4,47.24
"2006-07-14 19:10:00",66,0.219,135.4,34.94,0.843,8.52,282,282,46.93
"2006-07-14 19:15:00",67,0.089,131.8,4.151,0.657,9.02,272.1,272.1,45.57
"2006-07-14 19:20:00",68,0.308,326.4,38.46,0.604,8.68,264.6,264.6,46.49
"2006-07-14 19:25:00",69,0.95,304.7,9.25,1.836,7.066,268,268,52.01
"2006-07-14 19:30:00",70,1.887,309,6.863,2.051,6.188,280.7,280.7,56.44
"2006-07-14 19:35:00",71,1.986,325.6,9.45,2.176,6.048,273.8,273.8,56.74
"2006-07-14 19:40:00",72,2.095,337.9,3.112,2.238,6.28,257.1,257.1,55.86
"2006-07-14 19:45:00",73,1.811,344.9,7.781,2.244,6.174,236.6,236.6,55.28
"2006-07-14 19:50:00",74,1.329,350,15.49,1.869,6.528,218.4,218.4,55.93
"2006-07-14 19:55:00",75,0.89,354.5,11.82,1.313,6.626,205.6,205.6,56.03
"2006-07-14 20:00:00",76,1.304,346.4,5.042,1.81,6.773,201.1,201.1,53.71
"2006-07-14 20:05:00",77,1.539,343.8,6.414,1.673,6.578,204.1,204.1,54.87
"2006-07-14 20:10:00",78,1.105,353.1,6.235,1.444,6.675,181.1,181.1,54.64
"2006-07-14 20:15:00",79,0.513,348,12.44,1.313,7.066,169.9,169.9,53.89
"2006-07-14 20:20:00",80,1.604,313.9,17.01,1.937,5.395,25.09,25.09,60.63
"2006-07-14 20:25:00",81,0.531,296.7,11.16,1.258,5.066,-42.67,-42.67,62.47
"2006-07-14 20:30:00",82,1.174,316.7,10.86,1.594,4.871,-44.84,-44.84,62.99
"2006-07-14 20:35:00",83,1.292,309.4,6.218,1.45,4.878,-46.61,-46.61,63.06
"2006-07-14 20:40:00",84,1.178,322.1,14.17,1.437,4.894,-46.59,-46.59,63.44
"2006-07-14 20:45:00",85,0.799,316.9,15.54,1.669,4.936,-46.72,-46.72,63
"2006-07-14 20:50:00",86,1.102,323.9,11.91,1.64,4.893,-46.29,-46.29,63.55
"2006-07-14 20:55:00",87,1.467,326.4,7.423,1.849,4.853,-49.19,-49.19,64.17
"2006-07-14 21:00:00",88,2.062,319.1,5.029,2.512,4.712,-51.17,-51.17,64
"2006-07-14 21:05:00",89,1.454,342.1,14.68,2.009,4.861,-44.3,-44.3,63.63
"2006-07-14 21:10:00",90,1.704,330.3,3.417,2.009,4.863,-40.43,-40.43,63.73
"2006-07-14 21:15:00",91,1.839,334.5,2.528,2.016,5.001,-38.95,-38.95,63.02
"2006-07-14 21:20:00",92,1.398,341.4,3.133,1.516,5.116,-25.74,-25.74,62.41
"2006-07-14 21:25:00",93,1.218,354.3,4.39,1.372,5.24,-9.15,-9.15,62.04
"2006-07-14 21:30:00",94,1.065,358.9,5.415,1.349,5.363,1.564,1.564,61.49
"2006-07-14 21:35:00",95,0.537,18.82,8.25,0.781,5.364,4.693,4.693,61.94
"2006-07-14 21:40:00",96,0.743,327,4.966,1.245,4.974,10.82,10.82,64.16
