"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july17_06_OnIce1.CR1","61024","HalfHour"
"TIMESTAMP","RECORD","DT","TCDT","BP"
"TS","RN","","","hPa(mb)"
"","","Smp","Smp","Smp"
"2006-07-17 14:30:00",0,0.853,0.86,773.8745
"2006-07-17 15:00:00",1,0.854,0.861,773.8744
"2006-07-17 15:30:00",2,0.87,0.877,773.8745
"2006-07-17 16:00:00",3,0.864,0.87,773.738
"2006-07-17 16:30:00",4,0.871,0.878,773.8745
"2006-07-17 17:00:00",5,0.864,0.872,773.8745
"2006-07-17 17:30:00",6,0.862,0.869,773.8745
"2006-07-17 18:00:00",7,0.87,0.878,773.869
"2006-07-17 18:30:00",8,0.97,0.979,773.8469
"2006-07-17 19:00:00",9,0.912,0.922,773.7767
"2006-07-17 19:30:00",10,0.89,0.898,773.8156
"2006-07-17 20:00:00",11,0.889,0.896,773.7811
"2006-07-17 20:30:00",12,0.899,0.903,773.9083
"2006-07-17 21:00:00",13,0.896,0.9,773.895
"2006-07-17 21:30:00",14,0.897,0.902,773.7865
"2006-07-17 22:00:00",15,0.9,0.904,773.7255
"2006-07-17 22:30:00",16,0.898,0.903,773.8566
"2006-07-17 23:00:00",17,0.899,0.902,773.8594
"2006-07-17 23:30:00",18,0.899,0.903,773.8826
"2006-07-18 00:00:00",19,0.898,0.901,773.8864
"2006-07-18 00:30:00",20,0.902,0.905,774.04
"2006-07-18 01:00:00",21,0.901,0.904,773.9843
"2006-07-18 01:30:00",22,0.901,0.904,773.9843
"2006-07-18 02:00:00",23,0.9,0.902,773.9874
"2006-07-18 02:30:00",24,0.903,0.905,774.0031
"2006-07-18 03:00:00",25,0.903,0.904,774.0138
"2006-07-18 03:30:00",26,0.901,0.902,773.8771
"2006-07-18 04:00:00",27,0.901,0.903,773.8774
"2006-07-18 04:30:00",28,0.906,0.908,773.775
"2006-07-18 05:00:00",29,0.903,0.905,773.775
"2006-07-18 05:30:00",30,0.904,0.905,773.5359
"2006-07-18 06:00:00",31,0.9,0.901,773.5359
"2006-07-18 06:30:00",32,0.902,0.904,773.5359
"2006-07-18 07:00:00",33,0.903,0.904,773.3993
"2006-07-18 07:30:00",34,0.903,0.905,773.3993
"2006-07-18 08:00:00",35,0.9,0.903,773.3993
"2006-07-18 08:30:00",36,0.899,0.904,773.376
"2006-07-18 09:00:00",37,0.898,0.904,773.3118
"2006-07-18 09:30:00",38,0.904,0.91,773.2658
"2006-07-18 10:00:00",39,0.903,0.91,773.3617
