"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july17_06_OnIce1.CR1","61024","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC","NR_Wm2_Avg","CNR_Wm2_Avg","RH"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","Watts/meter²","%"
"","","WVc","WVc","WVc","Max","Smp","Avg","Avg","Smp"
"2006-07-17 14:20:00",0,2.046,134.7,8.51,3.107,4.705,456.3,456.3,45.53
"2006-07-17 14:25:00",1,3.664,146.8,22.49,4.544,4.631,411.3,411.3,49.22
"2006-07-17 14:30:00",2,2.88,142.7,15.62,3.443,4.534,425.9,425.9,47.54
"2006-07-17 14:35:00",3,3.408,144.4,5.585,4.426,4.095,405.3,405.3,51.26
"2006-07-17 14:40:00",4,3.7,160.4,11.76,5.122,4.24,396,396.1,46.11
"2006-07-17 14:45:00",5,3.891,143.6,8.64,4.74,4.521,404.9,404.9,46.83
"2006-07-17 14:50:00",6,3.808,146.7,10.23,4.923,4.241,410.4,410.4,46.86
"2006-07-17 14:55:00",7,4.8,144,7.759,6.069,4.29,388.7,390.3,43.86
"2006-07-17 15:00:00",8,4.221,149.5,7.741,5.217,4.046,389.3,389.5,49.15
"2006-07-17 15:05:00",9,3.798,145.6,12.59,5.367,4.339,392.5,392.8,44.99
"2006-07-17 15:10:00",10,3.41,141.6,15.9,5.054,4.29,411.8,411.9,49.66
"2006-07-17 15:15:00",11,4.156,122.2,18.86,5.207,4.387,428,428.2,43.45
"2006-07-17 15:20:00",12,3.929,126.8,11.48,6.272,4.339,428.8,429.8,44.27
"2006-07-17 15:25:00",13,2.504,113,22.42,3.237,4.631,447.7,447.7,48.02
"2006-07-17 15:30:00",14,2.751,153.9,13.74,3.665,4.485,394.3,394.3,47.37
"2006-07-17 15:35:00",15,3.342,140.9,13.82,4.524,4.534,398.8,398.8,49.52
"2006-07-17 15:40:00",16,3.571,141.1,14.34,3.868,4.192,393.7,393.7,50.03
"2006-07-17 15:45:00",17,2.589,160.7,15.48,4.093,4.522,398.4,398.4,51.74
"2006-07-17 15:50:00",18,3.195,141.2,22.78,4.727,4.485,383.9,383.9,50.99
"2006-07-17 15:55:00",19,4.045,130.3,11.72,5.72,4.29,390.5,391,50
"2006-07-17 16:00:00",20,3.722,155.2,12.82,5.315,3.924,362.5,362.7,51.67
"2006-07-17 16:05:00",21,3.471,118.5,18.74,5.103,4.583,415.6,415.7,44.68
"2006-07-17 16:10:00",22,2.031,128.4,21.79,3.015,4.68,413.1,413.1,48.94
"2006-07-17 16:15:00",23,2.488,153.8,8.21,3.267,4.583,374.8,374.8,52.83
"2006-07-17 16:20:00",24,2.852,111.7,16.09,4.413,4.827,409.3,409.3,45.57
"2006-07-17 16:25:00",25,2.208,98.7,16.8,3.218,4.997,434.3,434.3,44.13
"2006-07-17 16:30:00",26,2.77,144.3,16.73,4.083,4.436,367.4,367.4,47.92
"2006-07-17 16:35:00",27,3,121.9,25.9,5.419,4.692,396.4,396.7,49.86
"2006-07-17 16:40:00",28,2.509,143.7,20.37,3.009,4.595,368.6,368.6,48.23
"2006-07-17 16:45:00",29,3.002,146.9,17.42,4.377,4.534,349,349,56
"2006-07-17 16:50:00",30,2.991,136.7,9.98,4.844,4.631,352.4,352.4,52.42
"2006-07-17 16:55:00",31,2.827,143.4,16.45,3.881,4.607,349.9,349.9,53.21
"2006-07-17 17:00:00",32,2.729,157,18.82,4.528,4.68,333.4,333.4,48.16
"2006-07-17 17:05:00",33,3.52,140.3,10.31,4.711,4.68,323.9,323.9,52.15
"2006-07-17 17:10:00",34,2.981,150,9.39,4.221,4.631,315.8,315.8,53.75
"2006-07-17 17:15:00",35,2.639,150.6,16.44,4.011,4.729,321.8,321.8,50.17
"2006-07-17 17:20:00",36,2.442,150.7,25.63,4.88,4.778,329.2,329.2,47.2
"2006-07-17 17:25:00",37,3.116,132.1,13.41,4.942,4.729,311.8,311.8,49.22
"2006-07-17 17:30:00",38,3.313,149.7,12.73,3.923,4.534,290.8,290.8,50.31
"2006-07-17 17:35:00",39,3.9,154.3,12.53,5.635,4.436,270,270.4,50.17
"2006-07-17 17:40:00",40,2.682,154.8,11.25,3.714,4.204,290.3,290.3,57.61
"2006-07-17 17:45:00",41,3.168,138.7,15.95,4.665,4.534,282.3,282.3,53.51
"2006-07-17 17:50:00",42,3.244,154.7,13.52,4.407,4.253,266,266,52.39
"2006-07-17 17:55:00",43,2.845,151.1,9.34,3.548,4.63,271.1,271.1,46.96
"2006-07-17 18:00:00",44,1.767,165.3,17.42,2.62,4.775,283.3,283.3,51.33
"2006-07-17 18:05:00",45,2.048,160.3,18.71,3.753,4.921,275.8,275.8,50.27
"2006-07-17 18:10:00",46,2.14,142.6,14,2.751,4.505,260.3,260.3,49.49
"2006-07-17 18:15:00",47,2.067,110.4,22.28,2.764,4.819,285.1,285.1,48.9
"2006-07-17 18:20:00",48,2.069,78.86,15.35,3.541,4.965,291.9,291.9,48.22
"2006-07-17 18:25:00",49,1.596,82,31.08,3.201,5.059,276.6,276.6,48.7
"2006-07-17 18:30:00",50,2.153,92.9,23.42,3.329,4.936,268.3,268.3,49.34
"2006-07-17 18:35:00",51,1.857,63.43,17.11,2.878,5.399,266.8,266.8,46.62
"2006-07-17 18:40:00",52,1.441,46.97,16.36,1.931,5.643,253,253,46.21
"2006-07-17 18:45:00",53,1.164,41.15,13.43,1.953,5.594,240.1,240.1,51.49
"2006-07-17 18:50:00",54,0.999,72.48,17.13,2.091,6.033,233.3,233.3,46.24
"2006-07-17 18:55:00",55,0.533,344.9,93.9,1.202,6.082,233.3,233.3,44.09
"2006-07-17 19:00:00",56,0.769,323.4,66,1.467,6.033,234.7,234.7,47.16
"2006-07-17 19:05:00",57,1.024,27.97,11.53,1.428,5.739,207.5,207.5,48.22
"2006-07-17 19:10:00",58,1.33,28.05,15.53,1.741,5.344,198.3,198.3,49.54
"2006-07-17 19:15:00",59,1.01,69.57,31.97,1.715,5.437,194.8,194.8,49.03
"2006-07-17 19:20:00",60,0.975,145.7,32.98,1.607,5.338,175.3,175.3,49.13
"2006-07-17 19:25:00",61,1.427,230.9,44.85,2.349,5.203,160.3,160.3,50.67
"2006-07-17 19:30:00",62,1.008,170.8,18.33,1.421,5.154,159.6,159.6,53.29
"2006-07-17 19:35:00",63,2.041,180.6,12.76,2.604,4.764,121,121,54.79
"2006-07-17 19:40:00",64,1.937,157.1,14.3,2.813,4.312,124.6,124.6,53.36
"2006-07-17 19:45:00",65,1.581,141.2,24.38,2.277,4.703,129.2,129.2,55.54
"2006-07-17 19:50:00",66,1.643,128.6,20,2.698,4.898,130.1,130.1,51.76
"2006-07-17 19:55:00",67,0.879,150,7.66,1.49,5.093,117.6,117.6,51.79
"2006-07-17 20:00:00",68,1.348,177.2,16.3,1.885,4.459,96.2,96.2,53.09
"2006-07-17 20:05:00",69,1.256,152.2,37.06,2.293,4.654,98.6,98.6,52.34
"2006-07-17 20:10:00",70,1.89,162.8,21.02,2.323,4.312,76.75,76.75,57.18
"2006-07-17 20:15:00",71,1.577,179.6,18.02,2.59,3.776,55.45,55.45,58.85
"2006-07-17 20:20:00",72,1.683,161.6,15.5,2.466,3.168,-53.32,-53.32,60.18
"2006-07-17 20:25:00",73,0.742,202,24.06,1.532,2.832,-50.75,-50.75,62.64
"2006-07-17 20:30:00",74,1.123,174.8,12.71,2.016,2.506,-49.76,-49.76,63.9
"2006-07-17 20:35:00",75,0.661,323.4,36.13,1.248,2.519,-51.12,-51.12,62.16
"2006-07-17 20:40:00",76,0.953,332.3,13.89,1.343,2.717,-52.74,-52.74,61.96
"2006-07-17 20:45:00",77,1.444,320.5,10.41,1.842,2.725,-54.13,-54.13,61.39
"2006-07-17 20:50:00",78,1.76,337.3,9.32,2.019,2.678,-54.41,-54.41,62.89
"2006-07-17 20:55:00",79,2.256,343.6,2.724,2.623,2.439,-54.44,-54.44,62.66
"2006-07-17 21:00:00",80,2.379,343.7,3.829,2.744,2.664,-56.73,-56.73,60.58
"2006-07-17 21:05:00",81,2.07,347.8,6.02,2.532,2.886,-56.07,-56.07,59.56
"2006-07-17 21:10:00",82,2.211,340.1,3.559,2.512,2.766,-57.15,-57.15,60.96
"2006-07-17 21:15:00",83,2.537,336.4,2.018,2.669,2.603,-58.25,-58.25,61.34
"2006-07-17 21:20:00",84,2.376,335.9,0.925,2.512,2.753,-61.51,-61.51,60.05
"2006-07-17 21:25:00",85,1.966,330.9,3.56,2.28,2.809,-60.29,-60.29,60.36
"2006-07-17 21:30:00",86,1.881,332.7,3.919,2.143,2.715,-59.57,-59.57,61.25
"2006-07-17 21:35:00",87,1.828,327,4.183,2.002,2.227,-58.39,-58.39,65.34
"2006-07-17 21:40:00",88,1.69,323.1,5.871,1.947,1.789,-57.6,-57.6,67.19
"2006-07-17 21:45:00",89,1.766,321.4,4.536,2.159,1.888,-60.76,-60.76,66.44
"2006-07-17 21:50:00",90,1.408,325.3,9.7,1.699,1.839,-59.48,-59.48,66.44
"2006-07-17 21:55:00",91,1.462,328.8,6.481,1.738,2.133,-61.61,-61.61,64.32
"2006-07-17 22:00:00",92,1.414,331.8,4.412,1.686,2.328,-61.74,-61.74,62.65
"2006-07-17 22:05:00",93,1.753,331.9,3.122,1.865,2.298,-63.51,-63.51,63.2
"2006-07-17 22:10:00",94,1.943,336.1,2.438,2.104,2.142,-63.44,-63.44,64.2
"2006-07-17 22:15:00",95,1.852,331.4,5.23,2.022,2.022,-63.82,-63.82,65.12
"2006-07-17 22:20:00",96,1.651,334.2,6.377,1.882,2.34,-63.16,-63.16,63.14
