"TOA5","5212","CR1000","5212","CR1000.Std.10","CRD:july8_06_OnIce1.CR1","24312","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC","NR_Wm2_Avg","CNR_Wm2_Avg","RH"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","Watts/meter²","%"
"","","WVc","WVc","WVc","Max","Smp","Avg","Avg","Smp"
"2006-07-12 13:45:00",854,2.088,11.43,4.165,2.45,4.78,116.7,116.7,69.8
"2006-07-12 13:50:00",855,0.898,20.94,20.92,1.82,5.454,132.2,132.2,68.03
"2006-07-12 13:55:00",856,0.551,32.27,27.52,0.97,5.787,98.3,98.3,67.04
"2006-07-12 14:00:00",857,1.028,11.49,2.321,1.222,5.544,95.4,95.4,67.55
"2006-07-12 14:05:00",858,1.055,11.33,5.319,1.186,5.667,113.7,113.7,67.21
"2006-07-12 14:10:00",859,1.261,350,6.004,1.49,5.594,92.4,92.4,67.89
"2006-07-12 14:15:00",860,1.8,336.1,5.56,2.365,5.594,256.5,256.5,67.25
"2006-07-12 14:20:00",861,2.215,332.2,2.317,2.313,5.789,491.1,491.1,66.56
"2006-07-12 14:25:00",862,2.27,339.3,2.337,2.806,5.496,232.3,232.3,67.59
"2006-07-12 14:30:00",863,3.223,342.6,3.199,3.59,5.838,590.4,590.4,66.09
"2006-07-12 14:35:00",864,2.889,337.3,6.193,3.283,6.179,654,654,64.21
"2006-07-12 14:40:00",865,2.862,339.2,2.839,3.515,6.131,620.4,620.4,64.59
"2006-07-12 14:45:00",866,2.493,339.9,2.529,3.11,6.371,571.9,571.9,61.82
"2006-07-12 14:50:00",867,2.058,340.8,4.574,2.427,6.707,540.6,540.6,60.04
"2006-07-12 14:55:00",868,1.799,345.8,4.03,2.257,6.851,631.3,631.3,59.33
"2006-07-12 15:00:00",869,1.702,347.3,7.42,1.976,7.237,638.6,638.6,56.77
"2006-07-12 15:05:00",870,1.64,347.2,9.69,2.012,7.23,648.8,648.8,56.9
"2006-07-12 15:10:00",871,3.52,330.8,7.722,4.583,6.008,722,722,64.7
"2006-07-12 15:15:00",872,4.327,332.5,7.846,4.818,5.47,550.1,550.1,69.64
"2006-07-12 15:20:00",873,3.954,334.2,7.296,4.828,5.713,637.3,637.3,70.46
"2006-07-12 15:25:00",874,5.128,330.1,4.132,5.818,5.676,685.6,689,70.36
"2006-07-12 15:30:00",875,5.447,329.1,5.262,5.913,5.517,691.5,698.1,70.43
"2006-07-12 15:35:00",876,5.841,330,1.95,6.252,5.103,529.1,538.9,73.12
"2006-07-12 15:40:00",877,5.649,331.4,6.965,6.069,4.982,205.6,208.4,73.02
"2006-07-12 15:45:00",878,5.286,326.2,7.697,5.854,5.079,172.2,173.5,70.6
"2006-07-12 15:50:00",879,4.605,325.2,8.16,5.468,5.031,157.4,157.8,70.87
"2006-07-12 15:55:00",880,4.443,328.3,5.966,5.018,5.279,159,159,70.64
"2006-07-12 16:00:00",881,4.128,337.9,4.191,4.57,4.992,177.8,177.8,70.74
"2006-07-12 16:05:00",882,3.52,336.1,10.12,4.06,5.64,436.9,436.9,68.63
"2006-07-12 16:10:00",883,3.416,339.8,8.5,5.233,5.876,253,253.1,66.25
"2006-07-12 16:15:00",884,4.237,339.7,4.784,5.005,5.394,210,210,69.22
"2006-07-12 16:20:00",885,4.488,337.7,4.975,4.844,5.202,173,173,70.01
"2006-07-12 16:25:00",886,6.108,330,6.608,6.958,5.203,259.6,266.8,70.28
"2006-07-12 16:30:00",887,5.806,334.4,4.419,6.226,5.252,454.8,462.6,70.25
"2006-07-12 16:35:00",888,6.256,329.1,2.5,6.553,5.204,349.2,358.5,71
"2006-07-12 16:40:00",889,5.591,330.6,4.546,6.334,5.155,162.9,165.2,70.96
"2006-07-12 16:45:00",890,6.842,325.7,3.593,7.321,5.545,604.7,628.3,69.12
"2006-07-12 16:50:00",891,6.103,328,5.36,6.37,5.313,266.3,272.5,69.39
"2006-07-12 16:55:00",892,5.753,322.6,5.834,6.347,5.789,247.3,251.4,65.81
"2006-07-12 17:00:00",893,5.696,322.1,4.915,6.471,5.643,226.9,230.5,67.86
"2006-07-12 17:05:00",894,5.097,322.7,3.553,6.122,5.74,235.7,237.3,66.94
"2006-07-12 17:10:00",895,4.697,319.5,6.18,4.965,5.789,246.6,246.6,67.21
"2006-07-12 17:15:00",896,4.595,322.9,6.709,5.485,5.911,253.3,253.9,67.86
"2006-07-12 17:20:00",897,4.921,322.9,7.045,6.148,5.935,151.4,151.8,68.13
"2006-07-12 17:25:00",898,4.801,316.6,9.26,5.622,5.692,129.4,129.7,67.18
"2006-07-12 17:30:00",899,3.907,326.5,5.625,5.619,5.643,158.7,158.9,67.45
"2006-07-12 17:35:00",900,2.989,310.2,13.68,3.708,5.692,161.7,161.7,67.49
"2006-07-12 17:40:00",901,2.859,297.4,46.69,4.684,5.643,134.1,134.1,67.76
"2006-07-12 17:45:00",902,1.692,152.9,47.74,3.074,6.265,111.8,111.8,64.72
"2006-07-12 17:50:00",903,2.024,163.4,14.03,3.025,5.887,86.5,86.5,67.96
"2006-07-12 17:55:00",904,1.624,138.2,19.39,2.986,5.74,78.51,78.51,68.88
"2006-07-12 18:00:00",905,2.189,102.2,15.33,3.365,5.399,75.97,75.97,71.61
"2006-07-12 18:05:00",906,3.509,112,5.215,5.419,4.521,54.15,54.19,80.8
"2006-07-12 18:10:00",907,3.898,124.2,13.56,4.492,4.473,54.54,54.54,80.6
"2006-07-12 18:15:00",908,1.839,196.5,12.01,3.227,4.523,135,135,78.43
"2006-07-12 18:20:00",909,1.698,206,12.41,2.594,4.905,144.2,144.2,76.49
"2006-07-12 18:25:00",910,2.595,148.4,9.04,3.267,3.945,73.18,73.18,87.8
"2006-07-12 18:30:00",911,2.514,157.5,3.689,3.12,3.166,57.08,57.08,93.8
"2006-07-12 18:35:00",912,1.164,140.8,11.37,1.891,3.265,52.54,52.54,93.5
"2006-07-12 18:40:00",913,1.086,48.22,32.92,1.561,3.216,56.88,56.88,93
"2006-07-12 18:45:00",914,1.948,6.916,12.77,2.453,3.167,55.95,55.95,92.6
"2006-07-12 18:50:00",915,2.336,342.2,4.636,2.662,3.363,74.98,74.98,90.7
"2006-07-12 18:55:00",916,2.662,338,3.419,2.865,3.511,56.11,56.11,89.9
"2006-07-12 19:00:00",917,3.237,333.1,2.825,4.1,3.465,39.09,39.09,88
"2006-07-12 19:05:00",918,4.603,334,2.153,4.838,3.323,27.7,27.7,87.2
"2006-07-12 19:10:00",919,4.569,331.4,2.102,4.874,3.423,8.62,8.62,85.9
"2006-07-12 19:15:00",920,5.156,336,4.831,5.668,3.46,8.05,8.09,84.9
"2006-07-12 19:20:00",921,6.295,333,1.429,6.883,3.668,-49.61,-50.99,82.8
"2006-07-12 19:25:00",922,4.674,329.2,5.884,5.638,3.717,-49.76,-49.87,82.2
"2006-07-12 19:30:00",923,2.53,321.4,16.41,3.417,3.817,-45.48,-45.48,81.1
"2006-07-12 19:35:00",924,1.334,255.5,45.48,2.123,3.968,-46.43,-46.43,82.7
"2006-07-12 19:40:00",925,1.804,171,5.713,2.92,4.166,-37.73,-37.73,81.6
"2006-07-12 19:45:00",926,0.862,187,26.88,1.64,4.242,-23.04,-23.04,81.7
"2006-07-12 19:50:00",927,0.802,334.4,22.72,2.447,4.023,-28.42,-28.42,82.9
"2006-07-12 19:55:00",928,2.895,346.3,16.68,3.992,3.889,-51.57,-51.57,80.9
"2006-07-12 20:00:00",929,4.772,338.3,11.93,5.88,4.293,69.29,69.69,79.6
"2006-07-12 20:05:00",930,3.599,335.7,13.45,5.419,4.318,122.5,122.6,77.62
"2006-07-12 20:10:00",931,4.425,322.5,11.5,5.658,4.415,139.6,140,78.06
"2006-07-12 20:15:00",932,4.865,330.6,9.95,6.742,4.121,-9.67,-9.96,78.44
"2006-07-12 20:20:00",933,3.065,313.5,14.32,4.55,4.438,-21.19,-21.19,76.56
"2006-07-12 20:25:00",934,3.885,316.7,6.096,4.616,4.291,-40.99,-40.99,77.41
"2006-07-12 20:30:00",935,5.529,317.8,10.43,6.896,4.316,-45.07,-45.68,77.52
"2006-07-12 20:35:00",936,6.445,331.7,6.297,6.804,3.633,-47.28,-48.74,82.1
"2006-07-12 20:40:00",937,6.729,329.2,6.089,7.539,3.572,-50.46,-52.32,82.2
"2006-07-12 20:45:00",938,6.052,333.9,3.388,7.072,3.828,-45,-46.06,78.81
"2006-07-12 20:50:00",939,7.093,334.5,4.06,8.32,3.755,-14.39,-14.91,82
"2006-07-12 20:55:00",940,7.325,323.7,4.009,7.977,3.683,27.84,29.09,82.7
"2006-07-12 21:00:00",941,7.315,326.1,4.765,8.06,3.902,69.19,72.56,80.6
"2006-07-12 21:05:00",942,6.373,322.2,5.367,7.19,4.026,87.9,90.5,77.42
"2006-07-12 21:10:00",943,4.452,326.8,8.24,5.197,4.563,70.81,70.83,73.19
"2006-07-12 21:15:00",944,4.384,320.4,5.051,5.04,4.71,29.97,29.97,71.38
"2006-07-12 21:20:00",945,5.383,323.7,5.879,5.909,4.612,14.85,14.96,73.15
"2006-07-12 21:25:00",946,5.707,324.7,4.521,6.814,4.451,34.17,34.63,73.76
"2006-07-12 21:30:00",947,4.798,322.4,5.885,5.537,4.709,52.72,52.81,72.4
"2006-07-12 21:35:00",948,5.357,329.7,3.715,6.151,4.451,58.06,58.56,74.28
"2006-07-12 21:40:00",949,6.16,324.6,4.683,6.984,4.463,49.39,50.58,74.17
"2006-07-12 21:45:00",950,6.102,324.7,3.374,6.997,4.414,46.23,47.31,73.56
"2006-07-12 21:50:00",951,6.266,328.9,4.487,7.072,4.414,45.56,46.76,74.14
