"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2008-07-05 16:10:00",5172,4.544,123.6,13.72,5.883,5.48,352.9,0.68
"2008-07-05 16:15:00",5173,5.005,112.8,11.86,5.981,5.547,159.2,0.68
"2008-07-05 16:20:00",5174,5.665,105.3,10.1,6.599,5.444,161.1,0.68
"2008-07-05 16:25:00",5175,5.773,109.6,7.765,6.693,5.464,202,0.68
"2008-07-05 16:30:00",5176,5.865,109.6,14.46,6.749,5.574,190.2,0.68
"2008-07-05 16:35:00",5177,4.894,121.5,20.09,7.167,5.628,163.8,0.68
"2008-07-05 16:40:00",5178,5.43,117.1,12.85,7.347,5.651,183.5,0.68
"2008-07-05 16:45:00",5179,5.563,120.9,6.214,7.912,5.799,212,0.68
"2008-07-05 16:50:00",5180,5.2,124.4,14.68,6.592,5.78,202.3,0.68
"2008-07-05 16:55:00",5181,5.661,110.4,13,6.752,5.946,337.3,0.68
"2008-07-05 17:00:00",5182,5.734,104.1,9.88,6.563,6.148,508.5,0.68
"2008-07-05 17:05:00",5183,6.079,110.3,10.33,7.187,6.505,624.9,0.68
"2008-07-05 17:10:00",5184,5.66,112.1,10.23,6.599,6.622,520.7,0.68
"2008-07-05 17:15:00",5185,5.79,116.9,16.99,6.837,6.339,314.5,0.68
"2008-07-05 17:20:00",5186,5.512,116.7,14.34,7.095,6.508,520.5,0.68
"2008-07-05 17:25:00",5187,5.816,109.4,10.2,6.7,6.691,480.7,0.68
"2008-07-05 17:30:00",5188,5.491,105.4,16.1,6.507,6.805,474.8,0.68
"2008-07-05 17:35:00",5189,5.524,104.9,12.94,7.105,6.835,456.9,0.68
"2008-07-05 17:40:00",5190,5.908,111,12.02,6.808,6.72,378.3,0.68
"2008-07-05 17:45:00",5191,5.627,114.2,8.03,6.579,6.594,458.1,0.68
"2008-07-05 17:50:00",5192,5.695,110.8,12.92,6.811,6.653,398.4,0.68
"2008-07-05 17:55:00",5193,6.041,117.4,11.54,6.932,6.643,357.8,0.68
"2008-07-05 18:00:00",5194,5.379,119,16.42,6.677,6.602,392.6,0.68
"2008-07-05 18:05:00",5195,6.271,119.4,16.06,6.925,6.699,400.1,0.68
"2008-07-05 18:10:00",5196,4.574,123.1,12.77,5.465,6.835,380.8,0.68
"2008-07-05 18:15:00",5197,5.984,120,7.155,6.801,6.857,366,0.68
"2008-07-05 18:20:00",5198,6.187,123.1,4.989,6.785,6.716,370.3,0.68
"2008-07-05 18:25:00",5199,5.965,128.9,8.34,6.948,7.033,376.8,0.68
"2008-07-05 18:30:00",5200,5.979,123.1,5.33,6.573,7.004,368,0.68
"2008-07-05 18:35:00",5201,5.968,124.2,6.685,7.265,6.932,391.1,0.68
"2008-07-05 18:40:00",5202,5.474,125.4,10.99,6.141,7.005,378.5,0.68
"2008-07-05 18:45:00",5203,6.095,118.2,15.95,6.801,6.921,333.5,0.68
"2008-07-05 18:50:00",5204,6.409,107.5,5.863,7.37,6.695,410.9,0.68
"2008-07-05 18:55:00",5205,6.215,115.8,7.61,6.997,6.6,430.2,0.68
"2008-07-05 19:00:00",5206,6.212,118.7,9.15,7.242,6.5,238.7,0.68
"2008-07-05 19:05:00",5207,6.97,130.6,5.664,7.83,6.36,213.8,0.68
"2008-07-05 19:10:00",5208,6.882,131.4,5.163,7.494,6.424,166.9,0.68
"2008-07-05 19:15:00",5209,6.1,130.2,4.799,6.814,6.425,227.2,0.68
"2008-07-05 19:20:00",5210,5.627,134.8,6.984,6.844,6.635,395.3,0.68
"2008-07-05 19:25:00",5211,4.914,128.7,8.38,5.351,6.638,391.9,0.68
"2008-07-05 19:30:00",5212,5.724,123,5.284,6.282,6.241,161,0.68
"2008-07-05 19:35:00",5213,6.031,121,8.12,6.514,5.943,186.3,0.68
"2008-07-05 19:40:00",5214,5.733,125.2,6.124,6.112,6.017,259.7,0.68
"2008-07-05 19:45:00",5215,5.745,127.6,7.182,6.592,6.159,192.1,0.68
"2008-07-05 19:50:00",5216,5.832,127.9,6.115,6.393,6.047,182.3,0.68
"2008-07-05 19:55:00",5217,6.258,137,10.49,6.68,5.974,153.2,0.68
"2008-07-05 20:00:00",5218,6.199,150.3,6.49,6.837,6.215,211.3,0.68
"2008-07-05 20:05:00",5219,5.684,147.4,3.738,6.056,6.383,236.7,0.68
"2008-07-05 20:10:00",5220,5.015,148.9,9.11,5.818,6.582,202.5,0.68
"2008-07-05 20:15:00",5221,6.601,131.8,5.677,7.317,6.066,166.8,0.68
"2008-07-05 20:20:00",5222,5.772,138.1,7.855,6.177,6.045,171.4,0.68
"2008-07-05 20:25:00",5223,5.996,140.3,4.096,6.481,6.318,159.8,0.68
"2008-07-05 20:30:00",5224,6.349,146.5,6.997,6.804,6.131,99.5,0.68
"2008-07-05 20:35:00",5225,6.469,143.1,8.24,7.053,5.653,64.92,0.68
"2008-07-05 20:40:00",5226,6.595,155.2,7.814,7.076,5.445,51.94,0.68
"2008-07-05 20:45:00",5227,6.22,166.4,7.06,7.435,5.449,39.7,0.68
"2008-07-05 20:50:00",5228,5.938,164.5,6.078,6.628,5.405,34.4,0.68
"2008-07-05 20:55:00",5229,5.464,164.7,6.891,6.141,5.24,32.45,0.68
"2008-07-05 21:00:00",5230,4.737,172.3,11.6,5.132,5.28,32.12,0.68
"2008-07-05 21:05:00",5231,4.26,172.4,5.675,5.008,5.39,29.54,0.68
"2008-07-05 21:10:00",5232,3.589,159.4,10.93,4.446,5.464,15.66,0.68
"2008-07-05 21:15:00",5233,4.707,153.1,3.996,5.481,5.342,12.2,0.68
"2008-07-05 21:20:00",5234,4.803,154.1,4.286,5.308,5.303,37.3,0.68
"2008-07-05 21:25:00",5235,4.198,158.6,6.558,5.06,5.324,57.23,0.68
"2008-07-05 21:30:00",5236,3.969,168.2,11.4,4.106,5.466,42.92,0.68
"2008-07-05 21:35:00",5237,3.603,161,10.69,3.989,5.53,32.31,0.68
"2008-07-05 21:40:00",5238,2.758,147.2,8.05,3.404,5.211,28.49,0.68
"2008-07-05 21:45:00",5239,2.566,147.5,16,3.685,5.098,30.65,0.68
"2008-07-05 21:50:00",5240,3.884,156.9,4.109,4.675,5.004,31.98,0.68
"2008-07-05 21:55:00",5241,3.51,157.4,6.336,3.949,4.915,16.42,0.68
"2008-07-05 22:00:00",5242,3.174,176,5.591,3.871,4.875,8.99,0.68
"2008-07-05 22:05:00",5243,3.6,169.9,10.55,4.018,4.8,1.355,0.68
"2008-07-05 22:10:00",5244,3.502,171.7,4.859,3.953,4.778,-0.226,0.68
"2008-07-05 22:15:00",5245,2.612,159.3,7.932,4.034,4.865,1.983,0.68
"2008-07-05 22:20:00",5246,1.439,131.4,20.02,2.368,4.987,3.313,0.68
"2008-07-05 22:25:00",5247,2.194,125.5,15.56,2.548,4.931,6.024,0.68
"2008-07-05 22:30:00",5248,1.619,143.4,16.49,2.47,4.857,6.828,0.68
"2008-07-05 22:35:00",5249,1.415,128.6,25.13,2.251,4.807,6.326,0.68
"2008-07-05 22:40:00",5250,0.966,149.7,27.87,1.418,4.759,4.167,0.68
"2008-07-05 22:45:00",5251,2.431,149.1,12.7,3.309,4.673,1.858,0.68
"2008-07-05 22:50:00",5252,2.701,143.5,7.897,3.433,4.426,-1.054,0.68
"2008-07-05 22:55:00",5253,3.687,152.6,12.52,4.299,4.287,-9.29,0.68
"2008-07-05 23:00:00",5254,3.311,163.9,7.947,4.155,4.196,-17.52,0.68
"2008-07-05 23:05:00",5255,2.65,167.7,7.976,3.136,4.175,-24.52,0.68
"2008-07-05 23:10:00",5256,3.551,147.2,14.97,4.74,4.174,-20.11,0.68
"2008-07-05 23:15:00",5257,4.65,134.4,11.95,5.338,4.111,-11.3,0.68
"2008-07-05 23:20:00",5258,4.106,133.4,10.25,4.753,4.03,-16.79,0.68
"2008-07-05 23:25:00",5259,3.94,137.3,10.95,4.727,4.036,-24.22,0.68
"2008-07-05 23:30:00",5260,3.91,129.4,9.28,4.456,4.012,-13.88,0.68
"2008-07-05 23:35:00",5261,3.474,132.7,4.345,4.309,3.875,-11.55,0.68
"2008-07-05 23:40:00",5262,2.132,140.6,12.98,2.728,3.837,-14.66,0.68
"2008-07-05 23:45:00",5263,2.024,144,8.61,2.643,3.791,-14.68,0.68
"2008-07-05 23:50:00",5264,2.703,131.2,9.02,3.936,3.728,-18.75,0.68
"2008-07-05 23:55:00",5265,4.386,140.1,10.4,4.871,3.679,-24.62,0.68
"2008-07-06 00:00:00",5266,5.198,135.8,5.593,6.151,3.619,-26.71,0.68
"2008-07-06 00:05:00",5267,6.03,141,5.708,6.576,3.589,-20.23,0.68
"2008-07-06 00:10:00",5268,5.843,142.7,9.28,6.171,3.531,-27.26,0.68
"2008-07-06 00:15:00",5269,5.608,135,10.17,6.141,3.487,-10.72,0.68
"2008-07-06 00:20:00",5270,5.2,133.8,7.542,5.655,3.434,-22.07,0.68
"2008-07-06 00:25:00",5271,5.251,130.7,15.73,6.011,3.426,-20.38,0.68
"2008-07-06 00:30:00",5272,5.702,132.3,13.64,6.347,3.42,-11.62,0.68
"2008-07-06 00:35:00",5273,5.663,131.5,6.707,6.494,3.425,-17.07,0.68
"2008-07-06 00:40:00",5274,5.1,132.9,5.043,5.504,3.415,-32.76,0.68
"2008-07-06 00:45:00",5275,5.195,147.9,7.297,5.749,3.349,-45.01,0.68
"2008-07-06 00:50:00",5276,5.159,153.8,4.023,5.651,3.293,-53.12,0.68
"2008-07-06 00:55:00",5277,4.466,164.5,5.354,4.969,3.212,-56.54,0.68
"2008-07-06 01:00:00",5278,3.616,172.5,5.639,4.132,3.236,-59.18,0.68
"2008-07-06 01:05:00",5279,3.066,171.7,12.36,3.835,3.274,-60.58,0.68
"2008-07-06 01:10:00",5280,1.425,154.5,24.82,2.342,3.425,-60.96,0.68
"2008-07-06 01:15:00",5281,0.917,132.1,23.5,1.767,3.434,-42.48,0.68
"2008-07-06 01:20:00",5282,0.205,90.2,19.55,0.513,3.164,-27.04,0.68
"2008-07-06 01:25:00",5283,1.142,113.4,14.1,1.689,3.016,-30.41,0.68
"2008-07-06 01:30:00",5284,2.028,147.4,16.49,2.786,3.018,-52.18,0.68
"2008-07-06 01:35:00",5285,2.583,170.7,28.76,3.42,2.903,-60.79,0.68
"2008-07-06 01:40:00",5286,3.232,117.9,8.18,3.793,3.253,-54.72,0.68
"2008-07-06 01:45:00",5287,3.824,140.6,9.67,4.194,3.432,-58.36,0.68
"2008-07-06 01:50:00",5288,4.493,163.5,8.21,5.341,3.245,-61.04,0.68
"2008-07-06 01:55:00",5289,4.25,154.9,7.262,4.864,3.166,-59.11,0.68
"2008-07-06 02:00:00",5290,4.423,168.8,3.15,4.596,2.971,-59.44,0.68
"2008-07-06 02:05:00",5291,3.557,162.1,7.781,4.136,3.039,-56.2,0.68
"2008-07-06 02:10:00",5292,4.26,154,13.48,5.034,3.137,-52.86,0.68
"2008-07-06 02:15:00",5293,3.613,148.9,11.09,4.485,3.404,-48.99,0.68
"2008-07-06 02:20:00",5294,5.83,149.8,10.2,6.961,3.279,-47.13,0.68
"2008-07-06 02:25:00",5295,5.612,154.9,8.84,6.37,3.211,-48.31,0.68
"2008-07-06 02:30:00",5296,3.497,160.8,12.91,4.567,3.136,-49.84,0.68
"2008-07-06 02:35:00",5297,3.818,152.7,6.536,4.361,3.111,-48.59,0.68
"2008-07-06 02:40:00",5298,4.241,156.7,5.416,4.586,3.005,-51.55,0.68
"2008-07-06 02:45:00",5299,3.532,149.4,8.82,5.619,3.095,-52.63,0.68
"2008-07-06 02:50:00",5300,3.144,168.4,7.516,3.593,3.203,-59.18,0.68
"2008-07-06 02:55:00",5301,3.739,162.6,9.03,4.178,3.144,-57.08,0.68
"2008-07-06 03:00:00",5302,4.053,165.5,9.13,4.844,3.095,-56.17,0.68
"2008-07-06 03:05:00",5303,4.046,169.3,9.36,4.531,3.107,-56.65,0.68
"2008-07-06 03:10:00",5304,3.552,163,4.52,4.501,3.147,-54.51,0.68
"2008-07-06 03:15:00",5305,3.357,153,9.21,4.054,3.241,-50.4,0.68
"2008-07-06 03:20:00",5306,2.485,156.1,10.57,3.005,3.145,-53.21,0.68
"2008-07-06 03:25:00",5307,1.765,133.8,12.12,2.447,3.197,-50.45,0.68
"2008-07-06 03:30:00",5308,2.252,130.8,13.37,2.878,3.271,-46.93,0.68
"2008-07-06 03:35:00",5309,2.895,148.4,5.702,3.146,3.236,-45.35,0.68
"2008-07-06 03:40:00",5310,1.909,136.6,17.17,2.525,3.109,-43.34,0.68
"2008-07-06 03:45:00",5311,1.056,147,22.38,1.388,3.179,-41.66,0.68
"2008-07-06 03:50:00",5312,2.186,117.4,16.07,3.015,3.155,-41.13,0.68
"2008-07-06 03:55:00",5313,3.063,117.7,22.79,4.292,3.171,-38.72,0.68
"2008-07-06 04:00:00",5314,4.61,129.4,9.35,5.354,3.229,-39.52,0.68
"2008-07-06 04:05:00",5315,3.706,137,9.57,4.368,3.274,-46.53,0.68
"2008-07-06 04:10:00",5316,2.49,168,10.75,2.904,3.103,-50.22,0.68
"2008-07-06 04:15:00",5317,1.907,179.9,12.64,2.653,3.086,-52.66,0.68
"2008-07-06 04:20:00",5318,1.663,183.4,10.71,1.94,3.498,-60.21,0.68
"2008-07-06 04:25:00",5319,2.047,199.4,7.137,2.457,3.645,-74.75,0.68
"2008-07-06 04:30:00",5320,1.769,178.7,19.77,2.241,3.716,-76.84,0.68
"2008-07-06 04:35:00",5321,1.191,179.4,19.54,1.539,3.648,-69.33,0.68
"2008-07-06 04:40:00",5322,0.824,157.5,28.24,1.963,3.674,-65.56,0.68
"2008-07-06 04:45:00",5323,1.762,182.5,6.423,2.009,3.622,-70.94,0.68
"2008-07-06 04:50:00",5324,1.755,192.1,6.92,1.963,3.486,-62.55,0.68
"2008-07-06 04:55:00",5325,1.346,190.3,8.88,1.659,3.52,-59.34,0.68
"2008-07-06 05:00:00",5326,1.309,90.6,30.67,2.065,3.394,-50.65,0.68
"2008-07-06 05:05:00",5327,0.779,67.11,15.95,1.254,3.071,-54.06,0.68
"2008-07-06 05:10:00",5328,0.516,341.6,89.1,1.137,3.119,-53.26,0.68
"2008-07-06 05:15:00",5329,0.372,44.76,25.47,1.006,2.885,-54.92,0.68
"2008-07-06 05:20:00",5330,0.508,91,28.18,1.039,2.757,-55.59,0.68
"2008-07-06 05:25:00",5331,0.102,111.3,40.45,0.389,2.727,-53.91,0.68
"2008-07-06 05:30:00",5332,0.124,32.82,50.66,0.454,2.845,-55.59,0.68
"2008-07-06 05:35:00",5333,0.888,85.3,43.01,1.718,2.738,-47.99,0.68
"2008-07-06 05:40:00",5334,0.702,94.1,24.16,1.496,2.433,-49.02,0.68
"2008-07-06 05:45:00",5335,0.269,97.6,54.27,0.964,2.352,-51.1,0.68
"2008-07-06 05:50:00",5336,0.312,212.5,7.385,0.546,2.388,-50.09,0.68
"2008-07-06 05:55:00",5337,0.152,207,4.368,0.807,2.826,-46.23,0.68
"2008-07-06 06:00:00",5338,0.252,150,19.63,0.578,3.032,-45.75,0.68
"2008-07-06 06:05:00",5339,0.22,158.4,10.47,0.457,2.935,-43.54,0.68
"2008-07-06 06:10:00",5340,0.339,328.9,6.031,0.973,2.995,-42.72,0.68
"2008-07-06 06:15:00",5341,0.411,309.8,30.53,0.715,2.799,-42.89,0.68
"2008-07-06 06:20:00",5342,0.062,275.7,0.35,0.415,2.916,-40.94,0.68
"2008-07-06 06:25:00",5343,0.032,11.2,3.513,0.235,3.119,-41.01,0.68
"2008-07-06 06:30:00",5344,0.273,5.059,16.04,0.412,3.074,-41.24,0.68
"2008-07-06 06:35:00",5345,0.36,148,30.13,0.774,2.986,-42.3,0.68
"2008-07-06 06:40:00",5346,1.198,204.7,15.66,1.81,2.934,-40.64,0.68
"2008-07-06 06:45:00",5347,0.319,186.5,13.75,0.591,3.198,-37.7,0.68
"2008-07-06 06:50:00",5348,0.689,221.4,11.11,0.938,3.494,-30.14,0.68
"2008-07-06 06:55:00",5349,0.728,29.04,74.34,1.673,3.945,21.33,0.68
"2008-07-06 07:00:00",5350,0.715,123.3,15.74,1.196,3.554,41.42,0.68
"2008-07-06 07:05:00",5351,0.401,165.6,10.44,0.575,3.758,12.66,0.68
"2008-07-06 07:10:00",5352,0.372,153.1,14.5,0.506,4.427,17.31,0.68
"2008-07-06 07:15:00",5353,0.206,166.5,16.81,0.418,4.533,37.15,0.68
"2008-07-06 07:20:00",5354,0.574,109.9,19.57,0.807,4.941,55.25,0.68
"2008-07-06 07:25:00",5355,0.718,176.9,14.91,0.774,5.124,54.97,0.68
"2008-07-06 07:30:00",5356,0.276,190.9,4.496,0.761,5.785,63.53,0.68
"2008-07-06 07:35:00",5357,0.55,75.78,12.19,0.879,5.643,68.15,0.68
"2008-07-06 07:40:00",5358,0.529,77.8,14.65,0.823,5.084,56.22,0.68
"2008-07-06 07:45:00",5359,0.092,115.1,16.07,0.258,4.935,15.97,0.68
"2008-07-06 07:50:00",5360,0.29,77.33,23.61,0.787,5.125,112.1,0.68
"2008-07-06 07:55:00",5361,0.852,127.3,26.41,1.107,5.347,138.5,0.68
"2008-07-06 08:00:00",5362,0.749,175.1,12.36,1.055,5.398,61.62,0.68
"2008-07-06 08:05:00",5363,0.282,185.4,15.57,1.055,5.376,63,0.68
"2008-07-06 08:10:00",5364,0.03,291.1,0,0.301,5.186,53.06,0.68
"2008-07-06 08:15:00",5365,0.194,41.72,64.1,0.5,4.752,47.61,0.68
"2008-07-06 08:20:00",5366,0.448,157.9,11.6,0.578,4.604,88.8,0.68
"2008-07-06 08:25:00",5367,0.696,186.5,13.32,0.823,4.969,127.7,0.68
"2008-07-06 08:30:00",5368,0.752,189.8,6.46,0.993,4.971,120.3,0.68
"2008-07-06 08:35:00",5369,0.678,188.8,10.11,0.934,5.094,135.1,0.68
"2008-07-06 08:40:00",5370,0.767,164.3,9.99,1.049,5.299,127.2,0.68
"2008-07-06 08:45:00",5371,1.042,103.1,20.92,1.362,4.78,115.3,0.68
"2008-07-06 08:50:00",5372,0.399,157.9,23.3,0.686,4.077,121.5,0.68
"2008-07-06 08:55:00",5373,1.13,106.9,15.11,1.395,4.069,138.2,0.68
"2008-07-06 09:00:00",5374,0.458,156.5,21.51,0.918,3.958,176.1,0.68
"2008-07-06 09:05:00",5375,0.87,73.58,13.01,1.666,4.221,152.7,0.68
"2008-07-06 09:10:00",5376,1.348,76.85,18.62,1.829,3.615,137.7,0.68
"2008-07-06 09:15:00",5377,0.676,148.6,23.32,1.009,3.643,145.2,0.68
"2008-07-06 09:20:00",5378,0.545,169.3,33.96,0.699,4.43,156.4,0.68
"2008-07-06 09:25:00",5379,1.284,68.5,20.14,1.852,4.531,178.1,0.68
"2008-07-06 09:30:00",5380,1.137,77.82,22,2.198,4.047,188.6,0.68
"2008-07-06 09:35:00",5381,1.009,116.4,46.54,2.002,3.953,238.2,0.68
"2008-07-06 09:40:00",5382,1.047,97.6,46.78,2.051,4.761,348.4,0.68
"2008-07-06 09:45:00",5383,2.127,82.4,20.33,2.832,4.655,274.8,0.68
"2008-07-06 09:50:00",5384,2.084,88.4,28.75,3.459,4.379,170.7,0.68
"2008-07-06 09:55:00",5385,2.169,95.3,19.68,3.45,4.292,168.3,0.68
"2008-07-06 10:00:00",5386,2.023,83.1,15.26,2.447,4.182,172.3,0.68
"2008-07-06 10:05:00",5387,1.807,140.5,20.87,2.561,4.217,160.6,0.68
"2008-07-06 10:10:00",5388,1.915,135.1,13.3,3.022,4.559,164.6,0.68
"2008-07-06 10:15:00",5389,1.94,133.5,21.97,2.871,4.651,169.6,0.68
"2008-07-06 10:20:00",5390,2.304,110.5,24.46,2.819,4.467,143.4,0.68
"2008-07-06 10:25:00",5391,2.453,151.8,14.12,3.08,4.336,148.5,0.68
"2008-07-06 10:30:00",5392,2.473,131.4,17.24,2.894,4.33,161.9,0.68
"2008-07-06 10:35:00",5393,2.407,90,7.245,3.159,3.822,192.9,0.68
"2008-07-06 10:40:00",5394,1.557,108.4,26.64,2.381,3.689,223.3,0.68
"2008-07-06 10:45:00",5395,1.63,144.2,26.21,2.257,4.132,231.9,0.68
"2008-07-06 10:50:00",5396,2.836,106.4,33.04,3.685,3.998,187.2,0.68
"2008-07-06 10:55:00",5397,4.057,143.2,9.68,4.711,3.918,176.7,0.68
"2008-07-06 11:00:00",5398,3.962,143,9.5,4.681,3.936,189.7,0.68
"2008-07-06 11:05:00",5399,4.664,152.8,5.636,5.027,3.774,237.1,0.68
"2008-07-06 11:10:00",5400,3.928,148,7.529,4.56,3.888,208.5,0.68
"2008-07-06 11:15:00",5401,4.751,131.5,8.72,5.514,3.873,158.6,0.68
"2008-07-06 11:20:00",5402,4.98,122.1,11.29,5.88,3.515,141.6,0.68
"2008-07-06 11:25:00",5403,5.189,138.9,15.27,5.54,3.397,168,0.68
"2008-07-06 11:30:00",5404,5.248,137.4,11.26,5.694,3.329,127.4,0.68
"2008-07-06 11:35:00",5405,4.988,135.9,7.75,5.573,3.168,108.7,0.68
"2008-07-06 11:40:00",5406,4.604,143.1,9.54,5.488,3.271,111.2,0.68
"2008-07-06 11:45:00",5407,5.049,153.3,4.508,5.488,3.123,112.9,0.68
"2008-07-06 11:50:00",5408,4.891,148.3,6.006,5.207,3.115,105.1,0.68
"2008-07-06 11:55:00",5409,4.628,137.7,10.1,4.92,3.147,99.7,0.68
"2008-07-06 12:00:00",5410,4.098,141.3,10.12,4.439,3.12,147.5,0.68
"2008-07-06 12:05:00",5411,3.673,140.7,9.79,4.054,3.305,179.9,0.68
"2008-07-06 12:10:00",5412,3.425,126.2,9.97,3.936,3.41,157.6,0.68
"2008-07-06 12:15:00",5413,3.849,124.8,9.17,4.498,3.464,119.6,0.68
"2008-07-06 12:20:00",5414,4.364,138.4,8.53,5.315,3.195,115.3,0.68
"2008-07-06 12:25:00",5415,4.059,131.7,7.183,4.433,3.23,118,0.68
"2008-07-06 12:30:00",5416,3.921,128.9,6.072,4.289,3.185,120.7,0.68
"2008-07-06 12:35:00",5417,3.996,134.5,10.51,4.56,3.198,136.3,0.68
"2008-07-06 12:40:00",5418,3.795,131.6,11.02,4.488,3.257,148.9,0.68
"2008-07-06 12:45:00",5419,3.985,132.2,7.175,4.952,3.3,159.2,0.68
"2008-07-06 12:50:00",5420,4.08,128.9,14.02,5.093,3.338,141.7,0.68
"2008-07-06 12:55:00",5421,4.743,125.6,6.724,5.171,3.231,212.9,0.68
"2008-07-06 13:00:00",5422,4.01,130.9,8.46,4.681,3.447,285.2,0.68
"2008-07-06 13:05:00",5423,4.145,129.8,10.21,4.998,3.553,263.8,0.68
"2008-07-06 13:10:00",5424,3.952,126.9,8.14,4.874,3.554,278.7,0.68
"2008-07-06 13:15:00",5425,3.718,124.9,8.1,5.152,3.57,235.3,0.68
"2008-07-06 13:20:00",5426,3.404,121,13.49,4.286,3.519,268.1,0.68
"2008-07-06 13:25:00",5427,4.265,132.7,12,4.988,3.406,179.5,0.68
"2008-07-06 13:30:00",5428,3.907,129.3,10.92,4.593,3.423,227.9,0.68
"2008-07-06 13:35:00",5429,3.896,125.6,17.35,4.704,3.519,222.1,0.68
"2008-07-06 13:40:00",5430,4.372,136.7,10.67,5.236,3.498,241.3,0.68
"2008-07-06 13:45:00",5431,4.427,133.3,8.69,4.946,3.458,189.4,0.68
"2008-07-06 13:50:00",5432,4.484,134.2,8.56,5.145,3.515,181.2,0.68
"2008-07-06 13:55:00",5433,4.92,123.3,5.27,5.455,3.522,187.3,0.68
"2008-07-06 14:00:00",5434,5.931,123.8,8.67,6.697,3.292,169.6,0.68
"2008-07-06 14:05:00",5435,6.299,123.2,7.209,7.128,3.086,195,0.68
"2008-07-06 14:10:00",5436,6.79,124.6,10.06,7.749,3.106,287.4,0.68
"2008-07-06 14:15:00",5437,6.869,122.2,7.867,7.539,3.046,239.3,0.68
"2008-07-06 14:20:00",5438,7.011,127,7.237,7.481,2.976,198.4,0.68
"2008-07-06 14:25:00",5439,6.628,122.1,5.558,7.566,2.998,215.4,0.68
"2008-07-06 14:30:00",5440,6.307,119,9.12,7.102,3.126,190.4,0.68
"2008-07-06 14:35:00",5441,6.032,115.4,13.61,6.863,3.064,199.2,0.68
"2008-07-06 14:40:00",5442,6.045,119.6,7.24,7.396,2.885,183.9,0.68
"2008-07-06 14:45:00",5443,6.313,117.7,5.208,7.187,2.945,227.1,0.68
"2008-07-06 14:50:00",5444,5.784,118.7,10.56,6.932,2.909,162.3,0.68
"2008-07-06 14:55:00",5445,6.368,111.9,12.01,7.206,2.958,163.1,0.68
"2008-07-06 15:00:00",5446,6.528,114.4,12.86,7.634,2.951,180.5,0.68
"2008-07-06 15:05:00",5447,6.387,116.5,14.27,8.21,2.935,143.7,0.68
"2008-07-06 15:10:00",5448,6.679,108.8,12.14,7.811,2.825,127.4,0.68
"2008-07-06 15:15:00",5449,6.452,115.8,11.45,7.52,2.828,143.4,0.68
"2008-07-06 15:20:00",5450,6.074,109.7,14.64,6.778,2.813,121.9,0.68
"2008-07-06 15:25:00",5451,6.518,119.7,11.33,8.02,2.712,132.5,0.68
"2008-07-06 15:30:00",5452,6.009,123.6,9.23,7.553,2.716,144.6,0.68
"2008-07-06 15:35:00",5453,5.872,125.5,13.06,7.422,2.728,156.9,0.68
"2008-07-06 15:40:00",5454,6.244,124.5,8.71,7.507,2.656,132.3,0.68
"2008-07-06 15:45:00",5455,6.542,124.1,7.746,8.12,2.627,115.8,0.68
"2008-07-06 15:50:00",5456,6.601,127.2,9.64,7.33,2.513,179.2,0.68
"2008-07-06 15:55:00",5457,6.077,129.3,4.169,6.746,2.667,217.3,0.68
"2008-07-06 16:00:00",5458,6.841,123.1,6.893,7.294,2.701,213.4,0.68
"2008-07-06 16:05:00",5459,6.586,123.1,4.097,7.445,2.606,254.1,0.68
"2008-07-06 16:10:00",5460,6.624,123.4,5.793,7.265,2.645,255.1,0.68
"2008-07-06 16:15:00",5461,7.322,117.1,6.242,8.01,2.653,254.9,0.68
"2008-07-06 16:20:00",5462,6.603,130.8,13.79,7.788,2.622,301,0.68
"2008-07-06 16:25:00",5463,7.051,127.7,8.52,8.56,2.689,247.1,0.68
"2008-07-06 16:30:00",5464,6.996,129.2,9.15,8.3,2.724,233.9,0.68
"2008-07-06 16:35:00",5465,7.877,126,7.447,9.07,2.601,206.7,0.68
"2008-07-06 16:40:00",5466,6.944,120.4,7.008,7.967,2.621,198.3,0.68
"2008-07-06 16:45:00",5467,6.665,122.8,12.75,8.83,2.689,235.3,0.68
"2008-07-06 16:50:00",5468,6.668,127.8,12.64,7.977,2.72,384.8,0.68
"2008-07-06 16:55:00",5469,6.476,123.5,9.71,7.321,2.769,368.7,0.68
"2008-07-06 17:00:00",5470,5.748,121.4,8.17,6.354,2.779,398.6,0.68
"2008-07-06 17:05:00",5471,5.455,120.2,15.56,6.181,3.013,477.5,0.68
"2008-07-06 17:10:00",5472,6.168,127.3,9.95,6.991,3.032,441.8,0.68
"2008-07-06 17:15:00",5473,6.002,119.7,6.184,6.742,3.155,456.3,0.68
"2008-07-06 17:20:00",5474,6.125,122,8.37,6.657,3.149,460.9,0.68
"2008-07-06 17:25:00",5475,5.61,115.2,3.902,6.004,3.289,361.2,0.68
"2008-07-06 17:30:00",5476,5.241,117.5,6.317,5.971,3.357,309.2,0.68
"2008-07-06 17:35:00",5477,5.599,118.4,8.48,6.164,3.215,346.2,0.68
