"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:apr08_dukerv2_T2.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2008-06-17 17:10:00",0,4.494,123.8,2.916,5.439,4.455,420,0.68
"2008-06-17 17:15:00",1,5.091,127.2,15.8,6.559,4.412,338.4,0.68
"2008-06-17 17:20:00",2,3.861,126.3,19.05,4.41,4.44,209.3,0.68
"2008-06-17 17:25:00",3,5.015,117.3,10.28,6.265,4.454,481.4,0.68
"2008-06-17 17:30:00",4,4.182,149.2,17.95,5.504,4.894,556.8,0.68
"2008-06-17 17:35:00",5,3.987,160.4,20.06,4.528,5.816,504.1,0.68
"2008-06-17 17:40:00",6,4.255,131.6,21.2,5.681,5.388,424.1,0.68
"2008-06-17 17:45:00",7,4.696,134,20.04,5.576,5.091,436.1,0.68
"2008-06-17 17:50:00",8,4.298,119.6,7.508,5.707,5.091,391.2,0.68
"2008-06-17 17:55:00",9,4.144,124.6,12.88,5.851,4.993,378.3,0.68
"2008-06-17 18:00:00",10,5.023,118.4,5.805,5.37,4.707,361,0.68
"2008-06-17 18:05:00",11,5.27,123.5,4.358,5.873,4.706,354.1,0.68
"2008-06-17 18:10:00",12,5.427,122.2,5.403,6.043,4.642,346.8,0.68
"2008-06-17 18:15:00",13,6,122.6,5.055,6.406,4.663,335.8,0.68
"2008-06-17 18:20:00",14,5.731,125.5,5.131,6.801,4.746,333.3,0.68
"2008-06-17 18:25:00",15,5.056,126.2,6.097,5.664,4.919,332.6,0.68
"2008-06-17 18:30:00",16,5.448,119.6,3.753,5.854,5.013,316.6,0.68
"2008-06-17 18:35:00",17,5.735,125.1,4.261,6.141,5.007,315.2,0.68
"2008-06-17 18:40:00",18,6.344,122.8,6.118,6.863,4.883,310.7,0.68
"2008-06-17 18:45:00",19,5.7,123.4,4.67,6.37,4.874,300.8,0.68
"2008-06-17 18:50:00",20,4.493,118.7,4.829,5.37,5.035,308.5,0.68
"2008-06-17 18:55:00",21,3.874,117.2,8.69,4.377,5.169,198,0.68
"2008-06-17 19:00:00",22,3.8,109.6,7.589,4.234,4.89,42.34,0.68
"2008-06-17 19:05:00",23,4.204,121.3,7.728,4.802,4.813,168,0.68
"2008-06-17 19:10:00",24,4.513,125.7,6.278,5.775,4.899,101,0.68
"2008-06-17 19:15:00",25,4.12,127.8,10.59,4.773,4.873,98.2,0.68
"2008-06-17 19:20:00",26,3.92,126.2,5.336,4.142,5.175,155.5,0.68
"2008-06-17 19:25:00",27,3.377,123.7,9.39,3.812,5.279,125.3,0.68
"2008-06-17 19:30:00",28,2.561,131.2,12.63,3.103,5.398,90.2,0.68
"2008-06-17 19:35:00",29,1.949,159.1,9.73,2.208,5.48,65.92,0.68
"2008-06-17 19:40:00",30,1.268,170.4,17.64,1.555,5.627,90.1,0.68
"2008-06-17 19:45:00",31,2.308,165.7,14.32,2.976,5.621,128.5,0.68
"2008-06-17 19:50:00",32,2.27,154.9,13.72,3.198,5.682,150.8,0.68
"2008-06-17 19:55:00",33,2.276,149.7,3.73,2.754,5.559,152.6,0.68
"2008-06-17 20:00:00",34,2.656,156.4,6.825,3.12,5.944,284.5,0.68
"2008-06-17 20:05:00",35,2.916,154.4,2.708,3.139,6.123,125.7,0.68
"2008-06-17 20:10:00",36,2.494,153.1,4.348,2.93,5.738,31.5,0.68
"2008-06-17 20:15:00",37,1.581,137.4,15.25,2.078,5.521,10.42,0.68
"2008-06-17 20:20:00",38,4.156,122.7,7.449,5.393,5.182,5.799,0.68
"2008-06-17 20:25:00",39,4.113,124.1,7.057,4.76,4.84,7.355,0.68
"2008-06-17 20:30:00",40,3.234,128.5,4.931,3.721,4.837,7.832,0.68
"2008-06-17 20:35:00",41,3.206,131.9,5.431,4.031,4.811,15.46,0.68
"2008-06-17 20:40:00",42,3.962,122.4,2.43,4.56,4.804,21.59,0.68
"2008-06-17 20:45:00",43,4.197,124.2,5.783,4.681,4.679,13.88,0.68
"2008-06-17 20:50:00",44,4.147,125.2,7.629,4.505,4.706,12.58,0.68
"2008-06-17 20:55:00",45,3.935,119.1,13.81,4.315,4.687,5.422,0.68
"2008-06-17 21:00:00",46,3.864,111.6,8.35,4.439,4.506,-0.853,0.68
"2008-06-17 21:05:00",47,2.688,84.1,18.4,3.544,4.355,-3.991,0.68
"2008-06-17 21:10:00",48,1.599,56.18,28.87,2.953,4.014,-7.807,0.68
"2008-06-17 21:15:00",49,1.579,333.8,62.09,3.25,3.443,-9.94,0.68
"2008-06-17 21:20:00",50,6.316,326,18.32,8.09,2.921,-35.14,0.68
"2008-06-17 21:25:00",51,5.007,299.2,6.489,6.595,2.906,-69.58,0.68
"2008-06-17 21:30:00",52,5.198,318.2,10.54,6.174,2.616,-49.15,0.68
"2008-06-17 21:35:00",53,6.56,316.2,7.888,8.12,2.285,-38.86,0.68
"2008-06-17 21:40:00",54,5.555,311.4,9.05,6.984,1.822,-36.72,0.68
"2008-06-17 21:45:00",55,3.841,287.1,19.29,5.308,1.471,-41.97,0.68
"2008-06-17 21:50:00",56,1.745,231.8,20.68,2.509,1.414,-17.45,0.68
"2008-06-17 21:55:00",57,2.162,189.8,11.05,2.411,1.576,13.86,0.68
"2008-06-17 22:00:00",58,2.941,164.9,6.422,3.384,1.68,54.68,0.68
"2008-06-17 22:05:00",59,2.271,143,9.93,2.679,1.976,77.5,0.68
"2008-06-17 22:10:00",60,1.455,111.5,14.53,2.055,2.091,90,0.68
"2008-06-17 22:15:00",61,2.691,163.1,25.67,4.501,1.948,59.28,0.68
"2008-06-17 22:20:00",62,4.11,181.8,13.92,5.014,1.658,34.68,0.68
"2008-06-17 22:25:00",63,4.089,181.1,6.847,4.335,1.584,17.93,0.68
"2008-06-17 22:30:00",64,2.888,146.1,27.74,4.423,1.692,-5.6,0.68
"2008-06-17 22:35:00",65,0.845,83.7,13.19,1.388,1.751,-6.554,0.68
"2008-06-17 22:40:00",66,0.8,87.1,11.15,1.434,1.513,-8.26,0.68
"2008-06-17 22:45:00",67,1.434,117.1,22.63,1.859,1.409,-13.63,0.68
"2008-06-17 22:50:00",68,1.667,191.8,20.39,2.12,1.466,-17.33,0.68
"2008-06-17 22:55:00",69,1.609,196.6,17.82,3.051,1.648,-20.31,0.68
"2008-06-17 23:00:00",70,2.597,144.2,30.46,3.303,1.687,-20.69,0.68
"2008-06-17 23:05:00",71,0.945,70.66,18.19,1.496,1.526,-22.1,0.68
"2008-06-17 23:10:00",72,0.476,99.3,15.78,0.653,1.617,-21.72,0.68
"2008-06-17 23:15:00",73,0.43,95.4,22.06,0.777,1.835,-20.57,0.68
"2008-06-17 23:20:00",74,1.612,134.4,24.42,1.934,1.748,-22.88,0.68
"2008-06-17 23:25:00",75,1.965,164.5,9.76,2.424,1.738,-24.56,0.68
"2008-06-17 23:30:00",76,2.652,170.9,5.039,3.633,1.763,-27.57,0.68
"2008-06-17 23:35:00",77,2.27,177.8,17.29,2.96,1.784,-27.92,0.68
"2008-06-17 23:40:00",78,2.304,182.5,14.25,2.937,1.926,-29.2,0.68
"2008-06-17 23:45:00",79,2.381,171.3,19.96,2.822,1.951,-26.14,0.68
"2008-06-17 23:50:00",80,0.889,87.5,29.75,1.588,1.788,-20.11,0.68
"2008-06-17 23:55:00",81,0.737,107.6,22.04,1.009,1.495,-18.58,0.68
"2008-06-18 00:00:00",82,0.479,257.9,42.95,1.833,1.389,-19.74,0.68
"2008-06-18 00:05:00",83,1.94,316.6,10.53,2.437,1.599,-26.29,0.68
"2008-06-18 00:10:00",84,4.128,313.9,6.253,5.341,1.357,-28.35,0.68
"2008-06-18 00:15:00",85,5.774,308.5,7.13,7.236,1.317,-31.44,0.68
"2008-06-18 00:20:00",86,5.911,315.4,5.539,7.572,0.873,-24.36,0.68
"2008-06-18 00:25:00",87,4.789,321,8.84,5.201,0.623,-20.39,0.68
"2008-06-18 00:30:00",88,4.313,326.3,7.073,5.615,0.426,-12.76,0.68
"2008-06-18 00:35:00",89,3.622,329.8,6.698,4.377,0.479,-25.99,0.68
"2008-06-18 00:40:00",90,3.611,336.2,7.318,4.149,0.481,-19.97,0.68
"2008-06-18 00:45:00",91,3.142,344.8,8.07,3.868,0.392,-16.25,0.68
"2008-06-18 00:50:00",92,3.204,325.6,7.597,4.929,0.412,-16.63,0.68
"2008-06-18 00:55:00",93,5.109,316.1,7.629,6.608,0.263,-5.3,0.68
"2008-06-18 01:00:00",94,5.703,326.4,3.275,6.716,0.083,-1.809,0.68
"2008-06-18 01:05:00",95,5.932,328.6,5.682,6.318,-0.059,0,0.68
"2008-06-18 01:10:00",96,5.316,334.4,3.842,5.785,-0.079,1.281,0.68
"2008-06-18 01:15:00",97,4.208,317.3,12.31,5.142,-0.083,4.873,0.68
"2008-06-18 01:20:00",98,2.429,301.9,17.25,3.107,-0.122,5.124,0.68
"2008-06-18 01:25:00",99,1.784,270.9,7.437,2.153,-0.154,3.215,0.68
"2008-06-18 01:30:00",100,1.823,252.6,8.63,2.009,-0.081,-1.909,0.68
"2008-06-18 01:35:00",101,1.991,280.5,12.39,2.839,0.085,-10.57,0.68
"2008-06-18 01:40:00",102,2.339,285.6,8.54,2.623,0.242,-16.35,0.68
"2008-06-18 01:45:00",103,2.301,282.9,7.941,2.829,0.386,-16.63,0.68
"2008-06-18 01:50:00",104,2.336,305.2,8.67,3.192,0.496,-13.54,0.68
"2008-06-18 01:55:00",105,1.317,288.4,11.71,1.869,0.528,-14.57,0.68
"2008-06-18 02:00:00",106,1.772,296.6,16.27,2.692,0.614,-16.3,0.68
"2008-06-18 02:05:00",107,1.764,328.7,12.44,2.316,0.618,-12.21,0.68
"2008-06-18 02:10:00",108,1.34,338,8.66,2.114,0.615,-11.53,0.68
"2008-06-18 02:15:00",109,0.287,0.055,27.2,0.725,0.619,-13.34,0.68
"2008-06-18 02:20:00",110,0.306,124.5,80.3,0.764,0.585,-14.09,0.68
"2008-06-18 02:25:00",111,1.14,196.8,11.43,1.418,0.512,-11.63,0.68
"2008-06-18 02:30:00",112,1.263,218.7,4.111,1.506,0.532,-8.44,0.68
"2008-06-18 02:35:00",113,1.254,226.6,7.45,1.47,0.634,-10.37,0.68
"2008-06-18 02:40:00",114,1.375,233.1,7.228,1.575,0.754,-14.47,0.68
"2008-06-18 02:45:00",115,1.785,313.3,33.53,2.483,0.871,-22.46,0.68
"2008-06-18 02:50:00",116,1.216,295.6,25.64,1.79,0.897,-26.35,0.68
"2008-06-18 02:55:00",117,1.996,291.4,8.46,2.375,1.007,-30.24,0.68
"2008-06-18 03:00:00",118,2.209,289.8,8.86,2.711,1.227,-43.73,0.68
"2008-06-18 03:05:00",119,2.491,299.5,5.622,2.79,1.364,-51.69,0.68
"2008-06-18 03:10:00",120,1.005,295,18.73,1.862,1.349,-51.22,0.68
"2008-06-18 03:15:00",121,0.278,245.1,17.54,0.849,1.292,-37.58,0.68
"2008-06-18 03:20:00",122,0,0,0,0,1.134,-29.56,0.68
"2008-06-18 03:25:00",123,0.241,12.89,1.309,0.568,1.13,-34.16,0.68
"2008-06-18 03:30:00",124,0.346,354.6,15.79,0.728,1.244,-26.73,0.68
"2008-06-18 03:35:00",125,0.699,293.7,13.44,0.911,1.108,-15.35,0.68
"2008-06-18 03:40:00",126,0.735,252.4,12.7,0.915,1.068,-26.2,0.68
"2008-06-18 03:45:00",127,1.145,222.7,11.51,1.349,1.133,-41.37,0.68
"2008-06-18 03:50:00",128,1.314,217.1,6.744,1.437,1.214,-48.55,0.68
"2008-06-18 03:55:00",129,0.493,223,10.02,1.081,1.251,-49.13,0.68
"2008-06-18 04:00:00",130,0.201,352.8,9.95,0.516,1.229,-40.67,0.68
"2008-06-18 04:05:00",131,0.507,345.2,15.09,0.715,1.217,-38.73,0.68
"2008-06-18 04:10:00",132,0.933,320.1,9.17,1.199,1.177,-44.16,0.68
"2008-06-18 04:15:00",133,1.586,299.8,5.338,1.872,1.199,-47.35,0.68
"2008-06-18 04:20:00",134,1.646,261,16.54,1.934,1.308,-42.78,0.68
"2008-06-18 04:25:00",135,1.56,242.4,9.14,1.97,1.214,-41.97,0.68
"2008-06-18 04:30:00",136,1.041,280.6,12.47,1.61,1.234,-60.16,0.68
"2008-06-18 04:35:00",137,1.644,311.9,7.968,2.127,1.365,-68.85,0.68
"2008-06-18 04:40:00",138,1.827,320.3,7.576,2.097,1.376,-70.48,0.68
"2008-06-18 04:45:00",139,1.609,310.2,7.949,2.071,1.281,-69.98,0.68
"2008-06-18 04:50:00",140,1.531,309.4,10.59,1.813,1.139,-66.69,0.68
"2008-06-18 04:55:00",141,1.4,265.9,16.45,1.614,1.017,-64.96,0.68
"2008-06-18 05:00:00",142,1.681,244.4,4.826,1.803,0.869,-62.32,0.68
"2008-06-18 05:05:00",143,1.231,256.5,13.71,1.78,0.969,-58.8,0.68
"2008-06-18 05:10:00",144,1.215,292.8,24.63,1.503,1.136,-55.19,0.68
"2008-06-18 05:15:00",145,1.206,307.7,13.29,1.516,1.288,-52.22,0.68
"2008-06-18 05:20:00",146,1.414,295.6,15.61,1.712,1.344,-47.7,0.68
"2008-06-18 05:25:00",147,2.301,310.1,4.909,3.528,1.384,-42.78,0.68
"2008-06-18 05:30:00",148,3.191,309.6,7.443,3.881,1.484,-37.15,0.68
"2008-06-18 05:35:00",149,2.797,298.3,9.15,3.198,1.43,-29.06,0.68
"2008-06-18 05:40:00",150,2.261,299,13.95,3.329,1.415,-16.75,0.68
"2008-06-18 05:45:00",151,2.846,299.9,11.16,3.521,1.486,-5.953,0.68
"2008-06-18 05:50:00",152,3.16,302.7,8.03,3.515,1.55,-3.391,0.68
"2008-06-18 05:55:00",153,3.424,298.1,6.155,3.946,1.479,-2.838,0.68
"2008-06-18 06:00:00",154,2.81,305.5,8.87,3.799,1.527,-3.014,0.68
"2008-06-18 06:05:00",155,2.335,298.6,6.881,2.744,1.529,0.05,0.68
"2008-06-18 06:10:00",156,2.963,297.2,3.911,3.26,1.586,-0.276,0.68
"2008-06-18 06:15:00",157,3.423,305.9,3.984,3.737,1.646,3.567,0.68
"2008-06-18 06:20:00",158,3.086,305,5.305,3.332,1.593,9.47,0.68
"2008-06-18 06:25:00",159,3.164,301.4,10.68,3.515,1.643,13.64,0.68
"2008-06-18 06:30:00",160,3.382,313.4,6.091,3.985,1.707,16.88,0.68
"2008-06-18 06:35:00",161,2.892,296.6,7.469,3.198,1.655,19.97,0.68
"2008-06-18 06:40:00",162,2.584,303.6,11.94,3.048,1.694,22.18,0.68
"2008-06-18 06:45:00",163,2.423,292.1,9.16,2.76,1.732,21.8,0.68
"2008-06-18 06:50:00",164,2.404,295.9,8.67,2.868,1.749,23.13,0.68
"2008-06-18 06:55:00",165,2.885,297.3,6.551,3.296,1.779,23.13,0.68
"2008-06-18 07:00:00",166,1.955,284.3,11.13,2.623,1.803,25.32,0.68
"2008-06-18 07:05:00",167,2.245,294.7,7.19,2.849,1.82,29.24,0.68
"2008-06-18 07:10:00",168,3.025,307,5.168,3.26,1.87,34.71,0.68
"2008-06-18 07:15:00",169,2.493,306.5,5.158,2.826,1.89,41.8,0.68
"2008-06-18 07:20:00",170,2.256,307.1,4.77,2.613,1.897,45.59,0.68
"2008-06-18 07:25:00",171,1.615,269.2,21.89,1.914,1.875,46.7,0.68
"2008-06-18 07:30:00",172,2.126,262.3,11.13,2.698,1.911,46.72,0.68
"2008-06-18 07:35:00",173,2.24,286.3,9.53,3.025,2.069,55.16,0.68
"2008-06-18 07:40:00",174,1.961,289.6,11.04,2.303,2.217,67.07,0.68
"2008-06-18 07:45:00",175,2.098,300,6.648,2.417,2.192,74.85,0.68
"2008-06-18 07:50:00",176,1.625,294.8,5.417,1.878,2.231,79.73,0.68
"2008-06-18 07:55:00",177,1.563,273.6,8.63,1.725,2.163,85.5,0.68
"2008-06-18 08:00:00",178,1.367,276,3.543,1.532,2.079,110.5,0.68
"2008-06-18 08:05:00",179,2.413,297.8,10.97,3.567,1.909,128,0.68
"2008-06-18 08:10:00",180,4.621,312.2,6.377,5.089,1.181,150.4,0.68
"2008-06-18 08:15:00",181,3.604,298.5,8.04,4.093,0.858,138.8,0.68
"2008-06-18 08:20:00",182,2.971,294.4,15.68,3.371,1.021,255,0.68
"2008-06-18 08:25:00",183,2.907,290.4,10.54,3.423,1.144,259.6,0.68
"2008-06-18 08:30:00",184,3.426,304.4,5.452,4.09,1.082,223.4,0.68
"2008-06-18 08:35:00",185,3.096,290,13.44,3.953,0.925,240.7,0.68
"2008-06-18 08:40:00",186,2.654,270.9,7.23,3.404,0.802,168.7,0.68
"2008-06-18 08:45:00",187,3.375,298.7,18.93,4.766,0.676,108.6,0.68
"2008-06-18 08:50:00",188,4.195,322.1,7.689,5.54,0.53,143.1,0.68
"2008-06-18 08:55:00",189,3.41,318.6,9.48,4.096,0.522,158.2,0.68
"2008-06-18 09:00:00",190,3.271,323,9.44,4.165,0.585,177.1,0.68
"2008-06-18 09:05:00",191,3.131,305.6,5.975,4.152,0.689,158.1,0.68
"2008-06-18 09:10:00",192,3.766,307.1,11.01,4.897,0.626,157.5,0.68
"2008-06-18 09:15:00",193,3.063,305.3,17.52,3.936,0.6,164.2,0.68
"2008-06-18 09:20:00",194,3.146,317.2,5.72,3.528,0.65,193.9,0.68
"2008-06-18 09:25:00",195,3.54,317.9,11.36,4.211,0.672,202.8,0.68
"2008-06-18 09:30:00",196,3.804,323.7,5.69,4.325,0.658,212.9,0.68
"2008-06-18 09:35:00",197,3.953,323.3,5.652,4.528,0.706,231,0.68
"2008-06-18 09:40:00",198,3.936,312.7,16.32,4.815,0.709,172.7,0.68
"2008-06-18 09:45:00",199,2.739,288.7,10.11,3.143,0.72,223.9,0.68
"2008-06-18 09:50:00",200,3.332,327.1,9.82,4.044,0.881,180.2,0.68
"2008-06-18 09:55:00",201,3.386,315.8,9.88,4.423,0.861,283.1,0.68
"2008-06-18 10:00:00",202,3.232,310.9,10.25,3.894,0.959,253.8,0.68
"2008-06-18 10:05:00",203,2.199,289.1,10.7,2.813,1.088,300.6,0.68
"2008-06-18 10:10:00",204,2.909,290.4,8.13,3.636,1.036,279.5,0.68
"2008-06-18 10:15:00",205,2.499,282,7.478,3.097,0.933,277.5,0.68
"2008-06-18 10:20:00",206,2.158,259.4,9.37,2.594,1.106,258.4,0.68
"2008-06-18 10:25:00",207,1.912,272.1,14.85,2.254,1.298,288.2,0.68
"2008-06-18 10:30:00",208,2.553,303.7,21.18,3.267,1.162,332,0.68
"2008-06-18 10:35:00",209,2.395,317.9,11.37,2.924,1.277,307.3,0.68
"2008-06-18 10:40:00",210,2.116,293.7,13.27,2.646,1.361,237.4,0.68
"2008-06-18 10:45:00",211,3.456,325.3,8.07,4.599,1.315,267.7,0.68
"2008-06-18 10:50:00",212,4.464,320.4,10.11,5.638,1.339,352.1,0.68
"2008-06-18 10:55:00",213,4.998,332.1,13.57,6.471,1.403,165.5,0.68
"2008-06-18 11:00:00",214,6.612,335.9,5.801,7.49,1.353,187.1,0.68
"2008-06-18 11:05:00",215,6.825,335.6,4.067,7.758,1.212,233.3,0.68
"2008-06-18 11:10:00",216,7.025,333.8,4.085,7.572,1.109,209.8,0.68
"2008-06-18 11:15:00",217,6.94,337.2,3.318,7.533,1.14,287.6,0.68
"2008-06-18 11:20:00",218,6.941,335.1,3.981,7.468,1.145,418.6,0.68
"2008-06-18 11:25:00",219,7.202,336.9,3.617,7.474,1.151,441.4,0.68
"2008-06-18 11:30:00",220,6.596,334.5,5.715,7.112,0.959,408.3,0.68
"2008-06-18 11:35:00",221,6.362,335.6,5.497,6.713,0.868,333.9,0.68
"2008-06-18 11:40:00",222,5.895,330,4.375,6.595,0.783,258.3,0.68
"2008-06-18 11:45:00",223,4.522,315.7,5.892,5.367,0.635,166.5,0.68
"2008-06-18 11:50:00",224,3.605,315.2,6.019,4.021,0.634,186.9,0.68
"2008-06-18 11:55:00",225,2.542,294.4,11.87,3.352,0.689,226.7,0.68
"2008-06-18 12:00:00",226,2.118,277.5,11.3,2.352,0.841,195.9,0.68
"2008-06-18 12:05:00",227,1.961,279.2,8.95,2.447,0.908,170.5,0.68
"2008-06-18 12:10:00",228,1.792,289.5,8.44,2.362,0.994,122.6,0.68
"2008-06-18 12:15:00",229,1.619,283.2,5.901,1.839,1.134,149.6,0.68
"2008-06-18 12:20:00",230,1.857,296.9,11.12,2.3,1.264,393.2,0.68
"2008-06-18 12:25:00",231,2.131,298,8.12,2.604,1.405,551.5,0.68
"2008-06-18 12:30:00",232,1.586,284.1,11.63,2.261,1.687,590.1,0.68
"2008-06-18 12:35:00",233,0.879,291,17.69,1.127,2.217,631.9,0.68
"2008-06-18 12:40:00",234,0.34,306.1,25.71,0.84,2.754,588.6,0.68
"2008-06-18 12:45:00",235,0.743,302.7,15.8,0.879,2.93,569.6,0.68
"2008-06-18 12:50:00",236,0.927,308,8.93,1.094,2.932,561.1,0.68
"2008-06-18 12:55:00",237,1.073,328.8,8.21,1.875,2.981,643.7,0.68
"2008-06-18 13:00:00",238,1.165,301,24.08,1.976,2.986,649.8,0.68
"2008-06-18 13:05:00",239,0.846,282.2,19.44,1.137,3.314,621.8,0.68
"2008-06-18 13:10:00",240,1.092,330,14.99,1.584,3.066,402.3,0.68
"2008-06-18 13:15:00",241,0.623,308.4,11.59,0.908,3.228,485.2,0.68
"2008-06-18 13:20:00",242,0.981,328.4,3.659,1.104,3.363,675.6,0.68
"2008-06-18 13:25:00",243,0.667,329.2,17.88,0.996,3.588,600.1,0.68
"2008-06-18 13:30:00",244,0.819,331.6,18.95,1.62,3.724,657.3,0.68
"2008-06-18 13:35:00",245,0.735,336.7,18.98,1.284,3.843,637.1,0.68
"2008-06-18 13:40:00",246,0.954,314.8,35.54,2.009,4.05,577.3,0.68
"2008-06-18 13:45:00",247,5.552,329.5,8.85,7.37,3.434,412.8,0.68
"2008-06-18 13:50:00",248,6.12,331.2,8.65,7.19,2.776,374.3,0.68
"2008-06-18 13:55:00",249,9.39,339.1,5.522,11.21,2.397,236.2,0.68
"2008-06-18 14:00:00",250,10.12,333.4,6.113,10.8,1.871,482.9,0.68
"2008-06-18 14:05:00",251,10.12,328.6,3.88,11.18,1.748,474.8,0.68
"2008-06-18 14:10:00",252,8.59,333,7.384,9.74,1.504,403.6,0.68
"2008-06-18 14:15:00",253,7.533,336.8,3.988,8.89,1.358,193.8,0.68
"2008-06-18 14:20:00",254,6.219,339.6,4.731,7.905,1.296,184.7,0.68
"2008-06-18 14:25:00",255,4.298,338.9,11.54,5.759,1.466,191.7,0.68
"2008-06-18 14:30:00",256,4.786,336,8.81,5.387,1.611,322.6,0.68
"2008-06-18 14:35:00",257,4.413,325.2,4.691,4.792,1.674,445.8,0.68
"2008-06-18 14:40:00",258,2.866,320.4,14.99,4.56,1.872,524.9,0.68
"2008-06-18 14:45:00",259,1.797,315.6,19.06,2.388,2.283,565.5,0.68
"2008-06-18 14:50:00",260,1.413,233,49.18,2.058,2.845,373.4,0.68
"2008-06-18 14:55:00",261,0.872,246.5,27.44,1.333,3.384,313.7,0.68
"2008-06-18 15:00:00",262,2.055,285.6,30.72,3.169,3.142,398.2,0.68
"2008-06-18 15:05:00",263,3.083,294,12.9,4.24,2.825,355.4,0.68
"2008-06-18 15:10:00",264,3.268,264.6,9.82,4.09,2.633,249.6,0.68
"2008-06-18 15:15:00",265,3.284,242.4,15.19,4.214,2.961,112.9,0.68
"2008-06-18 15:20:00",266,2.259,259.7,20.82,3.26,3.333,376.2,0.68
"2008-06-18 15:25:00",267,2.513,266.4,15.36,3.358,3.586,638.3,0.68
"2008-06-18 15:30:00",268,2.111,296.1,8.21,2.574,3.792,684.4,0.68
"2008-06-18 15:35:00",269,3.143,333.3,24.13,4.469,3.72,740.9,0.68
"2008-06-18 15:40:00",270,9.73,336.3,7.453,13.62,2.995,409.2,0.68
"2008-06-18 15:45:00",271,11.73,331.7,4.308,12.58,1.915,178.7,0.68
"2008-06-18 15:50:00",272,9.77,332.7,7.361,11.73,1.417,123.8,0.68
"2008-06-18 15:55:00",273,8.18,342.9,4.753,9.09,1.232,103.6,0.68
"2008-06-18 16:00:00",274,7.64,337.9,4.707,8.72,1.007,99.3,0.68
"2008-06-18 16:05:00",275,6.292,336,5.649,7.053,0.966,116.7,0.68
"2008-06-18 16:10:00",276,4.961,334,3.799,5.867,0.931,134.9,0.68
"2008-06-18 16:15:00",277,4.993,332.4,5.237,5.609,0.913,119.2,0.68
"2008-06-18 16:20:00",278,4.196,327.8,6.224,4.733,0.984,125.1,0.68
"2008-06-18 16:25:00",279,1.977,304.3,27.51,3.221,1.092,220.5,0.68
"2008-06-18 16:30:00",280,1.905,249.9,24.51,2.352,1.583,252.3,0.68
"2008-06-18 16:35:00",281,1.564,257.3,13.66,2.081,1.957,342.8,0.68
"2008-06-18 16:40:00",282,1.349,289.8,25.92,1.702,2.424,447.6,0.68
"2008-06-18 16:45:00",283,0.933,273.3,23.93,1.248,2.739,401,0.68
"2008-06-18 16:50:00",284,1.2,284.7,14.29,1.411,2.98,398,0.68
"2008-06-18 16:55:00",285,0.595,299.7,13.32,1.271,3.239,439.8,0.68
"2008-06-18 17:00:00",286,0.813,283.2,19.26,1.346,3.76,391.7,0.68
"2008-06-18 17:05:00",287,1.487,261.2,12.19,1.761,3.63,365,0.68
"2008-06-18 17:10:00",288,1.8,283.5,9.69,2.195,3.577,416.4,0.68
"2008-06-18 17:15:00",289,2.066,289.1,13.7,2.437,3.456,275.8,0.68
"2008-06-18 17:20:00",290,1.921,285.7,10.14,2.604,3.216,272.3,0.68
"2008-06-18 17:25:00",291,2.077,296.6,9.02,2.741,3.291,259.4,0.68
"2008-06-18 17:30:00",292,2.769,325.8,13.21,4.126,3.226,357.8,0.68
"2008-06-18 17:35:00",293,3.981,332.1,7.52,4.534,3.067,378.6,0.68
"2008-06-18 17:40:00",294,4.96,325.4,6.589,5.789,2.919,243.6,0.68
"2008-06-18 17:45:00",295,5.094,329.7,6.636,5.704,2.774,219.1,0.68
"2008-06-18 17:50:00",296,5.111,328.3,5.052,5.815,2.716,219.1,0.68
"2008-06-18 17:55:00",297,5.034,328.6,10.91,5.586,2.755,172.4,0.68
"2008-06-18 18:00:00",298,6.388,340.6,7.654,7.954,2.641,137.1,0.68
"2008-06-18 18:05:00",299,7.792,334.6,5.994,8.12,2.362,115.7,0.68
"2008-06-18 18:10:00",300,6.702,333.8,12.12,8.14,2.236,88.2,0.68
"2008-06-18 18:15:00",301,6.196,330.5,7.815,7.236,2.116,97.9,0.68
"2008-06-18 18:20:00",302,6.147,328.3,4.902,6.831,1.98,112.3,0.68
"2008-06-18 18:25:00",303,4.952,325.6,6.683,5.547,1.899,125,0.68
"2008-06-18 18:30:00",304,3.922,322.4,3.684,4.315,1.996,148.8,0.68
"2008-06-18 18:35:00",305,2.932,318.4,9.32,3.662,2.037,155.5,0.68
"2008-06-18 18:40:00",306,2.133,293.5,14.98,2.819,2.137,147.9,0.68
"2008-06-18 18:45:00",307,1.897,292.4,7.451,2.692,2.349,151.6,0.68
"2008-06-18 18:50:00",308,1.611,258.1,14.42,2.29,2.509,141.3,0.68
"2008-06-18 18:55:00",309,2.083,269.6,9.94,2.342,2.583,127.5,0.68
"2008-06-18 19:00:00",310,2.142,269,8.9,2.911,2.527,113.9,0.68
"2008-06-18 19:05:00",311,2.042,278.7,12.77,2.14,2.607,124.4,0.68
"2008-06-18 19:10:00",312,2.609,310.8,21.77,3.374,2.636,139.7,0.68
