"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_AWS_AUG_2012.CR1","34827","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2012-08-30 07:55:00",7377,2.118,79.56,14.42,2.979,3.374,-23.01,76.79
"2012-08-30 08:00:00",7378,1.487,71.36,15.35,2.486,3.713,-12.06,75.18
"2012-08-30 08:05:00",7379,1.104,70.89,11.38,1.414,4.025,-9.72,73.96
"2012-08-30 08:10:00",7380,1.297,72.2,11.28,1.64,4.052,-8.09,74.03
"2012-08-30 08:15:00",7381,1.338,78.53,11.65,1.833,4.031,-2.366,73.91
"2012-08-30 08:20:00",7382,1.585,112.6,16.93,2.153,4.043,6.514,73.85
"2012-08-30 08:25:00",7383,0.718,91.5,17.2,1.568,4.134,15.57,73.93
"2012-08-30 08:30:00",7384,0.867,93,23.26,1.111,4.426,17.79,72.1
"2012-08-30 08:35:00",7385,1.623,68.04,9.96,1.934,4.317,22.85,72.81
"2012-08-30 08:40:00",7386,1.047,70.03,17.94,1.32,4.392,28.12,73.18
"2012-08-30 08:45:00",7387,1.967,68.61,10.85,2.391,4.652,42.11,72.31
"2012-08-30 08:50:00",7388,1.501,93.2,7.061,2.176,4.855,47.57,71.84
"2012-08-30 08:55:00",7389,1.859,96.3,15.3,2.104,5.149,57.08,70.64
"2012-08-30 09:00:00",7390,1.895,107.1,31.2,2.466,5.479,65.78,69.28
"2012-08-30 09:05:00",7391,0.833,95.3,17.29,1.813,5.995,74.6,67.38
"2012-08-30 09:10:00",7392,0.401,158.6,38.61,0.869,6.876,83.3,63.14
"2012-08-30 09:15:00",7393,0.217,218,18.6,0.585,7.393,89.9,60.73
"2012-08-30 09:20:00",7394,1.244,269.1,20.62,1.82,7.555,97.5,59.43
"2012-08-30 09:25:00",7395,0.874,287.4,22.37,1.323,7.613,101.3,57.75
"2012-08-30 09:30:00",7396,0.521,269.2,19.72,1.313,8.27,109.4,56.02
"2012-08-30 09:35:00",7397,0.888,259.8,30.32,1.385,8.51,113.7,54.02
"2012-08-30 09:40:00",7398,1.02,254.6,32.2,1.516,8.61,117.4,53.37
"2012-08-30 09:45:00",7399,1.037,219.4,34.14,1.542,8.72,138.5,55.09
"2012-08-30 09:50:00",7400,0.861,209.5,20.2,1.408,8.95,148.4,53.71
"2012-08-30 09:55:00",7401,0.86,240.3,46.18,1.797,9.19,152.1,54.94
"2012-08-30 10:00:00",7402,1.004,225.5,29.59,1.757,8.9,164.7,57.54
"2012-08-30 10:05:00",7403,1.345,133.9,28.17,2.372,9.13,181.2,54.38
"2012-08-30 10:10:00",7404,1.956,118.7,27.31,2.594,9.66,190.3,51.25
"2012-08-30 10:15:00",7405,1.894,93.7,21.14,2.496,9.69,200.6,50.58
"2012-08-30 10:20:00",7406,2.083,78.18,15.55,2.711,9.69,205.2,51.8
"2012-08-30 10:25:00",7407,2.156,98,20.83,3.469,9.74,218,51.72
"2012-08-30 10:30:00",7408,2.114,92.7,22.92,3.126,9.93,215,51.09
"2012-08-30 10:35:00",7409,2.064,108.2,30.46,2.996,10.05,224.9,50.37
"2012-08-30 10:40:00",7410,1.691,132.5,34.37,2.313,10.39,233.2,50.34
"2012-08-30 10:45:00",7411,1.377,144.1,32.71,2.029,10.65,248.2,49.22
"2012-08-30 10:50:00",7412,1.91,202.3,49.23,2.793,10.54,256.8,51.59
"2012-08-30 10:55:00",7413,2.149,248.3,18.79,2.528,9.7,267.2,55.2
"2012-08-30 11:00:00",7414,2.244,247.6,8.07,3.061,9.63,276.3,53.88
"2012-08-30 11:05:00",7415,1.411,267.9,27.03,2.022,9.68,279.9,54.65
"2012-08-30 11:10:00",7416,1.088,246.3,30.08,1.686,9.99,285.5,51.8
"2012-08-30 11:15:00",7417,0.744,224.2,21.68,1.503,10.4,292.3,49.6
"2012-08-30 11:20:00",7418,0.681,245.2,20.07,1.232,10.69,297,50.39
"2012-08-30 11:25:00",7419,1.273,259.6,14.47,1.872,10.6,308.5,50.19
"2012-08-30 11:30:00",7420,0.357,272.6,97.3,0.787,10.95,323.3,50.31
"2012-08-30 11:35:00",7421,1.22,249,33.33,2.447,11.11,331.1,51.41
"2012-08-30 11:40:00",7422,2.114,233.7,18.14,2.62,10.54,335.4,51.88
"2012-08-30 11:45:00",7423,2.04,251.2,17.44,2.463,10.32,339.1,52.23
"2012-08-30 11:50:00",7424,1.77,242.1,13.16,2.685,10.38,345.5,52.74
"2012-08-30 11:55:00",7425,2.213,259.4,9.61,2.751,10.43,333.9,51.84
"2012-08-30 12:00:00",7426,2.664,251.7,9.24,3.178,10.44,360.2,54.87
"2012-08-30 12:05:00",7427,2.467,239.5,13,3.214,10.7,369.6,53.76
"2012-08-30 12:10:00",7428,2.36,242.2,16.94,3.048,10.88,371.6,52.31
"2012-08-30 12:15:00",7429,2.317,230.7,10.2,3.42,11.17,371.6,49.82
"2012-08-30 12:20:00",7430,3.011,238.5,7.579,3.815,10.85,187.3,51.69
"2012-08-30 12:25:00",7431,2.287,243.2,16.16,2.6,10.58,282.7,53.36
"2012-08-30 12:30:00",7432,2.874,236.7,12.99,3.577,10.95,393.5,51.13
"2012-08-30 12:35:00",7433,2.563,219.7,15.87,3.227,11.25,384.7,51.13
"2012-08-30 12:40:00",7434,2.253,225.8,18.59,2.728,11.43,389.1,51.01
"2012-08-30 12:45:00",7435,2.18,217.4,16.19,2.594,11.75,393.6,50.68
"2012-08-30 12:50:00",7436,2.78,228,18.65,3.479,11.88,390.2,49.54
"2012-08-30 12:55:00",7437,2.898,233.8,10.36,3.829,11.83,399.5,47.98
"2012-08-30 13:00:00",7438,3.253,238.1,13.46,3.874,11.75,397.8,49.29
"2012-08-30 13:05:00",7439,2.758,255.1,11.14,3.401,11.79,394,49.9
"2012-08-30 13:10:00",7440,2.243,246.3,7.965,2.868,11.83,402.5,49.96
"2012-08-30 13:15:00",7441,1.913,236.3,9.99,2.8,11.82,413.3,48.59
"2012-08-30 13:20:00",7442,1.958,249.7,16.95,2.372,12.12,415.9,46.62
"2012-08-30 13:25:00",7443,2.646,252,13.53,3.234,12.19,423,46.64
"2012-08-30 13:30:00",7444,2.54,251.8,12.65,3.192,12.18,429.2,48.01
"2012-08-30 13:35:00",7445,2.265,239.4,18.23,2.943,12.38,430,48.84
"2012-08-30 13:40:00",7446,2.448,235.3,14.87,3.218,12.63,424,50.01
"2012-08-30 13:45:00",7447,2.384,244.7,11.97,3.084,12.6,421.9,49.9
"2012-08-30 13:50:00",7448,2.505,229,13.93,3.273,12.85,429.8,47.11
"2012-08-30 13:55:00",7449,2.712,236.8,19.17,3.303,12.98,437.9,47.3
"2012-08-30 14:00:00",7450,2.423,237.2,16.16,3.178,13.04,426.4,47.94
"2012-08-30 14:05:00",7451,2.234,226,11.78,2.61,13.09,434.5,46.12
"2012-08-30 14:10:00",7452,2.307,235.7,14.75,3.054,13.14,440.7,45.4
"2012-08-30 14:15:00",7453,2.506,243.4,14.33,2.94,13.17,436.2,44.09
"2012-08-30 14:20:00",7454,2.07,240.1,16.14,2.868,13.2,423.6,45.87
"2012-08-30 14:25:00",7455,2.16,234.3,18.3,2.584,13.51,432.1,44.1
"2012-08-30 14:30:00",7456,2.165,248.3,12.45,2.777,13.7,431.1,42.66
"2012-08-30 14:35:00",7457,2.318,241,11.08,2.78,13.96,427.9,40.33
"2012-08-30 14:40:00",7458,2.207,241.2,19.81,3.009,14.19,414.7,40.36
"2012-08-30 14:45:00",7459,1.765,235.8,14.77,2.623,14.21,423.2,41.63
"2012-08-30 14:50:00",7460,2.119,231.9,14.56,2.695,14.28,425.9,41.6
"2012-08-30 14:55:00",7461,2.409,249.9,15.78,3.352,14.38,412.8,40.61
"2012-08-30 15:00:00",7462,2.071,248.8,15.65,2.558,14.46,413.8,40.9
"2012-08-30 15:05:00",7463,2.561,243.9,16.72,3.022,14.63,393.1,41.29
"2012-08-30 15:10:00",7464,2.187,246.2,16.05,2.649,14.72,403.7,40.03
"2012-08-30 15:15:00",7465,2.045,247.1,23.21,2.46,14.6,406.4,39.73
"2012-08-30 15:20:00",7466,1.941,243.4,14.76,2.303,14.85,404.7,39.9
"2012-08-30 15:25:00",7467,2.252,251.2,16.34,3.342,14.98,402,38.71
"2012-08-30 15:30:00",7468,1.891,257.3,23.36,2.349,14.87,396.5,38.26
"2012-08-30 15:35:00",7469,2.291,249.9,14.6,2.809,14.85,391.1,39.73
"2012-08-30 15:40:00",7470,2.151,253,13.99,2.656,15.21,395.2,38
"2012-08-30 15:45:00",7471,1.941,253.6,16.29,2.437,15.17,387.9,37.33
"2012-08-30 15:50:00",7472,1.919,252.5,16.83,2.581,15.38,378.5,36.72
"2012-08-30 15:55:00",7473,1.824,246,18.61,2.136,15.39,379.6,38.11
"2012-08-30 16:00:00",7474,2.261,242.8,9.18,3.162,15.73,374.4,39.53
"2012-08-30 16:05:00",7475,3.093,246.1,14.34,3.688,15.61,360.2,38.21
"2012-08-30 16:10:00",7476,2.705,254.1,18.03,3.188,15.66,360.4,39.96
"2012-08-30 16:15:00",7477,2.83,241.8,13.19,3.309,15.85,361.4,38.95
"2012-08-30 16:20:00",7478,2.807,246,9,3.316,15.85,349.4,38.38
"2012-08-30 16:25:00",7479,2.575,243.4,10.51,2.911,15.99,343.1,36.83
"2012-08-30 16:30:00",7480,2.536,237,9.61,2.907,16.1,337.3,35.75
"2012-08-30 16:35:00",7481,2.295,243.6,12.27,2.715,16.22,325.7,37.45
"2012-08-30 16:40:00",7482,2.625,226,11.58,3.218,16.26,325.8,37.05
"2012-08-30 16:45:00",7483,2.479,231.3,12.21,3.087,16.17,316.2,37.72
"2012-08-30 16:50:00",7484,2.419,232.3,14.31,3.146,16.34,314.9,35.75
"2012-08-30 16:55:00",7485,2.638,226.4,7.306,3.002,16.41,310.2,34.73
"2012-08-30 17:00:00",7486,2.636,230.4,18.18,3.084,16.3,301.9,34.35
"2012-08-30 17:05:00",7487,2.53,235.8,12.01,2.924,16.33,295.1,36.43
"2012-08-30 17:10:00",7488,2.585,241.3,15.15,3.515,16.56,284.4,36.35
"2012-08-30 17:15:00",7489,2.585,237.6,9.33,3.188,16.52,283.2,35.27
"2012-08-30 17:20:00",7490,2.426,231.5,13.56,2.803,16.56,262.3,35.18
"2012-08-30 17:25:00",7491,2.411,236.2,15.73,3.371,16.57,264,35.55
"2012-08-30 17:30:00",7492,2.477,242.4,14.92,3.067,16.53,256.5,35.41
"2012-08-30 17:35:00",7493,2.195,232,14.88,2.492,16.61,239.9,34.81
"2012-08-30 17:40:00",7494,1.753,231.4,14.67,2.391,16.84,230.7,34.32
"2012-08-30 17:45:00",7495,1.929,230.3,21.22,2.43,16.88,226.9,34.08
"2012-08-30 17:50:00",7496,1.804,236.9,10.35,2.607,16.65,217.4,35.26
"2012-08-30 17:55:00",7497,2.062,248.6,13.91,2.724,16.93,207.8,33.54
"2012-08-30 18:00:00",7498,2.361,252.4,14.43,2.711,17.06,201.8,32.24
"2012-08-30 18:05:00",7499,1.979,250.7,12.68,2.541,17.02,193.2,31.33
"2012-08-30 18:10:00",7500,1.495,238.9,14.76,2.061,17.14,183.6,31.14
"2012-08-30 18:15:00",7501,1.237,240.2,12.36,1.855,17.22,171.3,31.73
"2012-08-30 18:20:00",7502,1.177,256.5,15.08,1.875,17.2,162.4,31.08
"2012-08-30 18:25:00",7503,1.266,224.6,16.52,1.849,17.16,151.9,32.54
"2012-08-30 18:30:00",7504,1.394,235.6,22.61,1.904,17.05,147.2,32.5
"2012-08-30 18:35:00",7505,1.185,230.1,28.66,1.581,16.89,136.7,32.41
"2012-08-30 18:40:00",7506,1,238.8,14.2,1.872,17.06,125.1,32.4
"2012-08-30 18:45:00",7507,1.392,238.8,19.49,1.967,17.06,115.1,33.32
"2012-08-30 18:50:00",7508,1.946,234.4,21.79,2.548,16.84,109.7,33.09
"2012-08-30 18:55:00",7509,2.493,243,13.42,3.273,16.73,99.5,31.92
"2012-08-30 19:00:00",7510,2.027,226.3,26.5,2.662,16.49,92.7,33.98
"2012-08-30 19:05:00",7511,2.265,235.2,17.83,2.888,16.52,85.3,31.82
"2012-08-30 19:10:00",7512,2.047,238.4,11.26,2.424,16.86,73.94,30.74
"2012-08-30 19:15:00",7513,1.232,260.7,16.36,1.735,16.95,62.73,30.68
"2012-08-30 19:20:00",7514,1.33,241.1,14.55,1.659,16.99,54.28,31.76
"2012-08-30 19:25:00",7515,2.025,234.9,7.881,3.045,16.66,48.31,30.75
"2012-08-30 19:30:00",7516,1.874,230.2,10.18,2.555,16.14,39.41,34.61
"2012-08-30 19:35:00",7517,1.667,225.1,20.94,2.032,15.96,26.11,34.08
"2012-08-30 19:40:00",7518,1.848,226.9,12.12,2.466,15.98,16.7,33.44
"2012-08-30 19:45:00",7519,2.356,232.8,14.68,3.041,16.1,17.05,29.2
"2012-08-30 19:50:00",7520,1.388,227.7,10.43,1.908,16.05,9.26,31.76
"2012-08-30 19:55:00",7521,1.389,253.1,27.51,1.826,15.73,2.741,34.36
"2012-08-30 20:00:00",7522,1.446,234.1,21.41,2.44,15.85,-3.477,32.31
"2012-08-30 20:05:00",7523,1.862,238.5,13.81,2.888,15.76,-14.34,30.95
"2012-08-30 20:10:00",7524,1.513,228.7,17.7,2.084,15.26,-64.9,32.15
"2012-08-30 20:15:00",7525,2.201,237.6,27.05,3.231,14.65,-65.15,33.03
"2012-08-30 20:20:00",7526,1.17,204.3,29.55,1.767,14.28,-66.02,34.75
"2012-08-30 20:25:00",7527,1.138,191.5,33.94,2.032,13.94,-66.91,35.29
"2012-08-30 20:30:00",7528,1.214,171.8,32.84,1.558,13.62,-67.7,38.92
"2012-08-30 20:35:00",7529,0.995,163.2,26.25,1.303,13.25,-68.66,39
"2012-08-30 20:40:00",7530,0.946,174.9,22.99,1.297,13.22,-68.59,37.14
"2012-08-30 20:45:00",7531,1.105,152.3,20.06,1.771,13.16,-71.84,37.15
"2012-08-30 20:50:00",7532,0.941,153.4,37.42,1.437,13.2,-71.14,35.74
"2012-08-30 20:55:00",7533,1.494,126.8,23.14,2.541,13.45,-73.4,33.6
"2012-08-30 21:00:00",7534,0.676,163.5,19.86,1.022,13.14,-71.35,34.57
"2012-08-30 21:05:00",7535,0.97,139.1,51.66,1.294,13.01,-71.81,33.28
"2012-08-30 21:10:00",7536,1.802,67.32,8.61,2.79,13.24,-76.71,31.69
"2012-08-30 21:15:00",7537,1.231,92.5,15.62,1.82,13.32,-73.21,33.36
"2012-08-30 21:20:00",7538,1.069,107.6,65.28,1.78,12.84,-75.62,33.73
"2012-08-30 21:25:00",7539,0.444,140.9,28.03,1.022,12.36,-75.5,35.75
"2012-08-30 21:30:00",7540,0.788,120.4,23.99,1.591,11.8,-75.18,38.86
"2012-08-30 21:35:00",7541,2.013,98.3,9.06,2.96,11.28,-79.98,39.71
"2012-08-30 21:40:00",7542,1.066,114.3,24.13,1.8,10.94,-76.1,42.62
"2012-08-30 21:45:00",7543,1.65,80.9,8.73,2.221,10.49,-77.73,42.72
"2012-08-30 21:50:00",7544,2.681,92.2,13.61,3.329,10.79,-82.1,38.99
"2012-08-30 21:55:00",7545,1.965,96.4,20.11,2.793,10.97,-78.08,38.78
"2012-08-30 22:00:00",7546,1.427,104.8,18.78,1.947,10.48,-79.25,40.63
"2012-08-30 22:05:00",7547,1.476,88.6,17.86,2.316,10.34,-76.59,41.92
"2012-08-30 22:10:00",7548,1.189,125,14.28,1.725,9.92,-79.68,43.64
"2012-08-30 22:15:00",7549,0.975,107.5,16,1.349,9.52,-75.19,45.39
"2012-08-30 22:20:00",7550,2.032,106.9,17.56,2.577,9.56,-82.4,41.72
"2012-08-30 22:25:00",7551,1.954,96.7,14.16,2.45,9.92,-80.7,40.23
"2012-08-30 22:30:00",7552,0.997,105,55.45,1.97,9.58,-74.34,43.03
"2012-08-30 22:35:00",7553,0.96,347.4,70.14,1.405,9.24,-71.58,43.31
"2012-08-30 22:40:00",7554,1.233,150.4,47.04,2.068,9.28,-77.19,41.59
"2012-08-30 22:45:00",7555,1.952,74.42,10.86,2.92,9.85,-78.31,39.93
"2012-08-30 22:50:00",7556,1.192,355.6,96.7,2.391,10.09,-74.81,38.14
"2012-08-30 22:55:00",7557,1.198,6.607,69.66,1.771,10.04,-71,37.55
"2012-08-30 23:00:00",7558,0.721,165.6,51.96,1.274,9.72,-73.36,43.12
"2012-08-30 23:05:00",7559,0.399,85.1,28.04,1.287,8.55,-70.55,45.65
"2012-08-30 23:10:00",7560,1.451,96.8,17.16,2.038,8.51,-71.59,45.88
"2012-08-30 23:15:00",7561,1.736,77.91,18.23,2.002,8.18,-73.27,45.26
"2012-08-30 23:20:00",7562,1.753,80.7,16.24,2.084,8.02,-71.77,49.06
"2012-08-30 23:25:00",7563,1.296,238.4,41.12,1.924,6.763,-72.29,53.35
"2012-08-30 23:30:00",7564,2.024,65.54,22.83,2.796,7.479,-72.49,47.66
"2012-08-30 23:35:00",7565,1.138,171.1,78.99,1.718,8.38,-70.28,44.16
"2012-08-30 23:40:00",7566,1.923,135.4,27.38,3.603,8.39,-74.37,42.95
"2012-08-30 23:45:00",7567,2.733,98.2,46.71,4.564,9.77,-70.1,36.29
"2012-08-30 23:50:00",7568,1.176,39.86,71.56,2.091,10.96,-64.05,33.74
"2012-08-30 23:55:00",7569,1.328,44.92,20.49,1.904,9.64,-64.33,39.74
"2012-08-31 00:00:00",7570,1.068,66.71,40.47,2.068,9.01,-64.21,42.17
"2012-08-31 00:05:00",7571,1.194,66.53,17.57,1.865,7.997,-62.28,48.61
"2012-08-31 00:10:00",7572,1.528,70.67,12.16,2.035,6.928,-60.04,51.87
"2012-08-31 00:15:00",7573,1.011,89,17.28,1.855,6.887,-58.28,53.05
"2012-08-31 00:20:00",7574,0.279,201.5,39.27,0.728,6.17,-55.67,56.74
"2012-08-31 00:25:00",7575,0.406,204.9,16.57,0.823,5.558,-55.34,58.42
"2012-08-31 00:30:00",7576,0.297,135.2,42.1,0.663,5.423,-54.85,59.57
"2012-08-31 00:35:00",7577,0.691,103.1,4.935,1.901,5.092,-55.77,65.42
"2012-08-31 00:40:00",7578,1.958,83.6,15.89,2.845,4.463,-56.89,64.62
"2012-08-31 00:45:00",7579,1.297,88.2,19.83,1.97,4.864,-53.84,62.35
"2012-08-31 00:50:00",7580,0.405,81.9,25.06,0.947,4.514,-53.19,64.2
"2012-08-31 00:55:00",7581,0.501,169.7,40.33,1.127,4.742,-50.57,63.23
"2012-08-31 01:00:00",7582,0.843,105.8,51.42,2.104,4.359,-49.71,67.55
"2012-08-31 01:05:00",7583,1.287,107.1,62.17,2.022,4.751,-46.84,62.19
"2012-08-31 01:10:00",7584,1.546,60.73,22.7,1.963,4.918,-47.45,63.89
"2012-08-31 01:15:00",7585,1.324,160.1,47.96,1.904,4.639,-48.11,63.58
"2012-08-31 01:20:00",7586,1.842,94.9,8.12,2.104,5.233,-48.65,59.59
"2012-08-31 01:25:00",7587,1.493,91.2,13.05,2.016,5.196,-48.47,61.41
"2012-08-31 01:30:00",7588,1.528,91.2,8.03,2.042,4.727,-48.6,62.52
"2012-08-31 01:35:00",7589,0.58,164.2,46.98,1.052,4.547,-50.83,65.09
"2012-08-31 01:40:00",7590,1.809,76.88,19.29,2.568,4.779,-53.05,61.65
"2012-08-31 01:45:00",7591,1.074,61.53,17.44,1.575,5.151,-52.77,59.35
"2012-08-31 01:50:00",7592,1.01,89.2,7.447,1.316,5.283,-53.46,60.64
"2012-08-31 01:55:00",7593,0.902,85.3,18.76,1.209,4.532,-51.86,65.5
"2012-08-31 02:00:00",7594,1.493,85.8,15.94,1.722,4.403,-49.95,65.57
