"TOA5","4342","CR1000","4342","CR1000.Std.10","CRD:Duke_River_May2011.CR1","51102","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2011-05-15 13:15:00",308,1.976,135.1,19.44,2.483,-3.435,141.9,57.93
"2011-05-15 13:20:00",309,2.67,121.5,10.17,3.041,-4.25,132.7,62.31
"2011-05-15 13:25:00",310,3.038,123.1,5.693,3.388,-4.748,133.3,63.92
"2011-05-15 13:30:00",311,2.834,128.4,10.27,3.316,-4.713,128.9,63.19
"2011-05-15 13:35:00",312,2.795,132.5,7.549,3.404,-4.496,138.9,62.18
"2011-05-15 13:40:00",313,3.115,132.9,7.212,3.512,-4.668,141.1,62.41
"2011-05-15 13:45:00",314,3.431,137.1,4.226,3.744,-4.535,157.1,61.49
"2011-05-15 13:50:00",315,3.537,137.1,4.407,4.021,-4.691,156.1,62.57
"2011-05-15 13:55:00",316,2.982,131.2,10.89,3.714,-4.707,135.9,62.18
"2011-05-15 14:00:00",317,3.503,139.7,5.128,4.194,-4.693,148.8,65.09
"2011-05-15 14:05:00",318,3.306,142,10.71,4.332,-4.535,154.6,64.7
"2011-05-15 14:10:00",319,2.919,141.6,11.6,3.789,-4.325,148.6,64.56
"2011-05-15 14:15:00",320,2.745,134.6,15.18,3.495,-4.564,153,66.4
"2011-05-15 14:20:00",321,2.57,143.7,12.55,3.028,-4.43,144.8,66.67
"2011-05-15 14:25:00",322,1.816,126.7,13.33,2.189,-3.869,152.1,64.93
"2011-05-15 14:30:00",323,1.037,124.1,32.26,1.888,-3.798,129.5,63.18
"2011-05-15 14:35:00",324,1.307,124,30.12,1.891,-2.759,130.3,59.05
"2011-05-15 14:40:00",325,1.062,77.63,27.03,1.65,-3.432,118.7,60.71
"2011-05-15 14:45:00",326,0.636,85,34.79,0.97,-2.926,126.3,59.12
"2011-05-15 14:50:00",327,0.727,110.1,28.19,1.267,-2.479,133.1,57.12
"2011-05-15 14:55:00",328,1.625,100.3,12.7,2.061,-3.313,115.5,59.6
"2011-05-15 15:00:00",329,2.159,128.1,15.13,3.005,-3.855,148.2,63.29
"2011-05-15 15:05:00",330,2.78,138.2,8.47,3.345,-3.466,162.4,62.6
"2011-05-15 15:10:00",331,2.865,128.6,8.99,3.188,-4.224,150.7,64.2
"2011-05-15 15:15:00",332,3.158,133.2,8.52,3.727,-4.305,156.9,64.17
"2011-05-15 15:20:00",333,2.778,136.1,8.17,3.038,-4.109,150.1,63.29
"2011-05-15 15:25:00",334,2.939,128.8,4.55,3.907,-4.307,154.4,63.25
"2011-05-15 15:30:00",335,3.173,135.7,11.32,3.949,-4.414,155,63.85
"2011-05-15 15:35:00",336,4.089,145.8,8.74,4.75,-4.043,183.3,61.57
"2011-05-15 15:40:00",337,3.075,142.8,11.84,4.152,-3.568,163.4,59.87
"2011-05-15 15:45:00",338,2.328,135.7,7.182,3.031,-3.817,138.2,59.58
"2011-05-15 15:50:00",339,2.961,129.8,8.28,3.463,-4.083,134.9,58.58
"2011-05-15 15:55:00",340,2.396,132,17.62,3.231,-3.887,137.4,58.39
"2011-05-15 16:00:00",341,2.319,129.5,9.81,2.767,-3.557,134.3,58.82
"2011-05-15 16:05:00",342,2.505,124.5,11.87,3.339,-3.922,119.5,60.18
"2011-05-15 16:10:00",343,2.687,130.9,8.42,3.136,-4.039,126.9,58.37
"2011-05-15 16:15:00",344,2.779,130.8,9.99,3.949,-3.778,137.2,55.1
"2011-05-15 16:20:00",345,3.542,125.8,4.64,3.976,-4.324,141.2,55.3
"2011-05-15 16:25:00",346,2.87,136.8,18.64,3.949,-4.044,130.8,55.15
"2011-05-15 16:30:00",347,2.839,144.9,15.32,3.195,-3.776,133.1,55
"2011-05-15 16:35:00",348,1.186,127.2,18.81,1.787,-2.447,111.3,50.31
"2011-05-15 16:40:00",349,1.033,137,16.66,2.192,-1.686,118.2,47.69
"2011-05-15 16:45:00",350,0.915,149.4,14.11,1.512,-1.138,118.3,46.19
"2011-05-15 16:50:00",351,0.314,123.1,11.83,1.026,-0.115,87.7,42.31
"2011-05-15 16:55:00",352,0.01,322.5,7.673,0.091,1.447,104.5,37.16
"2011-05-15 17:00:00",353,1.111,130.5,50.71,1.816,0.358,104.6,41.17
"2011-05-15 17:05:00",354,1.073,150.5,35.92,1.414,-0.995,105,46.11
"2011-05-15 17:10:00",355,1.222,181.5,33.91,1.578,-0.553,111.9,44.67
"2011-05-15 17:15:00",356,1.555,184.1,14.29,1.976,-0.782,120.6,46.29
"2011-05-15 17:20:00",357,1.3,155,14.95,2.234,0.056,107.2,44.14
"2011-05-15 17:25:00",358,1.826,162.4,20.74,2.672,0.529,110.5,42.01
"2011-05-15 17:30:00",359,2.649,161.7,12.57,3.237,-0.566,128.1,45.66
"2011-05-15 17:35:00",360,2.776,158.6,8.09,3.064,-0.408,122,45.42
"2011-05-15 17:40:00",361,2.628,136.4,6.911,3.009,-1.804,99.8,48.74
"2011-05-15 17:45:00",362,3.427,141.8,5.893,3.737,-3.023,105.1,54.15
"2011-05-15 17:50:00",363,3.378,154.5,8.56,3.851,-2.704,111.9,53.21
"2011-05-15 17:55:00",364,3.455,165.1,3.144,4.194,-1.63,119.5,49.32
"2011-05-15 18:00:00",365,3.193,147.9,12.15,3.989,-1.734,98.2,48.06
"2011-05-15 18:05:00",366,2.395,127.5,9.67,3.257,-2.851,65.24,51.5
"2011-05-15 18:10:00",367,2.779,138.5,8.4,3.541,-3.121,68.38,52.78
"2011-05-15 18:15:00",368,3.361,128.4,6.98,3.717,-3.591,71.97,53.08
"2011-05-15 18:20:00",369,1.972,154.8,10.63,2.937,-2.695,72.2,49.94
"2011-05-15 18:25:00",370,1.053,198.6,31.88,1.82,-0.817,56.85,44.8
"2011-05-15 18:30:00",371,0.795,159.9,49.5,1.692,-0.616,46.38,43.52
"2011-05-15 18:35:00",372,1.31,185.8,26.49,1.806,-0.998,60.35,43.46
"2011-05-15 18:40:00",373,1.28,206.3,27.02,2.032,-1.822,59.44,46.36
"2011-05-15 18:45:00",374,1.869,194.6,9.65,2.283,-1.983,59.69,48.68
"2011-05-15 18:50:00",375,2.633,157.7,13.12,3.489,-1.894,59.52,47.55
"2011-05-15 18:55:00",376,2.087,169.5,20.73,3.757,-1.939,52.53,47.63
"2011-05-15 19:00:00",377,2.621,167.2,17.3,3.276,-1.94,54.52,46.77
"2011-05-15 19:05:00",378,2.282,180.3,20.36,2.822,-2.296,46.23,48.97
"2011-05-15 19:10:00",379,2.475,173.9,10.91,2.731,-1.952,48.76,47.66
"2011-05-15 19:15:00",380,2.34,178.6,15.84,2.927,-2.021,44.34,46.77
"2011-05-15 19:20:00",381,1.974,186,19.4,2.391,-2.349,25.1,47.67
"2011-05-15 19:25:00",382,2.217,183.7,28.46,3.172,-2.434,25.63,47.53
"2011-05-15 19:30:00",383,2.935,198.4,8.62,3.45,-3.744,27.09,53.65
"2011-05-15 19:35:00",384,2.554,184,13.52,3.296,-3.335,21.56,51.32
"2011-05-15 19:40:00",385,2.763,157.4,10.04,3.123,-3.424,18.34,49.67
"2011-05-15 19:45:00",386,2.567,153.1,11.8,3.185,-2.919,4.875,47.98
"2011-05-15 19:50:00",387,3.599,153.5,4.364,3.819,-3.2,11.43,47.61
"2011-05-15 19:55:00",388,2.996,192.6,14.81,3.796,-3.328,1.709,48.82
"2011-05-15 20:00:00",389,2.305,183.4,13.03,3.195,-4.095,0.226,52.13
"2011-05-15 20:05:00",390,2.674,187.9,15.8,3.116,-3.69,-0.352,49.64
"2011-05-15 20:10:00",391,3.163,197.6,8.64,3.414,-4.254,3.116,51.57
"2011-05-15 20:15:00",392,2.845,197.8,15.21,3.27,-4.592,-6.434,52.52
"2011-05-15 20:20:00",393,2.568,166.3,14.72,3.78,-3.908,-16.74,49.98
"2011-05-15 20:25:00",394,2.765,167.7,23.94,3.544,-3.744,-21.99,49.05
"2011-05-15 20:30:00",395,3.025,152.5,10.55,4.106,-3.923,-26.59,49.74
"2011-05-15 20:35:00",396,3.015,170,24.14,3.861,-3.77,-27.12,48.68
"2011-05-15 20:40:00",397,2.459,199.2,19.42,3.159,-4.361,-31.72,50.8
"2011-05-15 20:45:00",398,3.018,165.8,21.13,4.106,-4.553,-35.54,50.89
"2011-05-15 20:50:00",399,3.014,171.4,9.2,3.734,-4.2,-34.99,49.28
"2011-05-15 20:55:00",400,3.175,173.9,11.43,4.028,-4.027,-32.98,48.2
"2011-05-15 21:00:00",401,2.917,182.3,17.55,3.205,-4.211,-38.43,47.45
"2011-05-15 21:05:00",402,3.155,182.8,3.984,3.783,-4.712,-35.29,48.87
"2011-05-15 21:10:00",403,3.224,185,14.55,3.58,-5.188,-43.26,50.09
"2011-05-15 21:15:00",404,2.492,163.6,20.09,3.205,-5.115,-47.48,50.38
"2011-05-15 21:20:00",405,2.907,148.4,24.31,4.181,-5.006,-52.03,48.72
"2011-05-15 21:25:00",406,3.977,128.1,8.55,4.763,-4.981,-54.65,47.43
"2011-05-15 21:30:00",407,2.801,160.1,15.28,3.969,-5.007,-52.11,49
"2011-05-15 21:35:00",408,2.932,143.5,11.97,3.93,-5.392,-53.04,50.59
"2011-05-15 21:40:00",409,3.418,137.4,8.8,4.626,-5.195,-54.6,49.28
"2011-05-15 21:45:00",410,4.725,132.6,9.01,5.328,-5.276,-57.34,47.33
"2011-05-15 21:50:00",411,4.094,132.4,5.462,5.001,-5.168,-58.59,47.24
"2011-05-15 21:55:00",412,5.143,134.2,4.644,6.027,-5.529,-61.16,51.18
"2011-05-15 22:00:00",413,4.413,142.6,6.387,5.132,-5.639,-64.05,52.57
"2011-05-15 22:05:00",414,3.22,173.9,16.26,3.714,-6.065,-60.18,54.31
"2011-05-15 22:10:00",415,3.852,201.7,13.67,4.518,-6.759,-71.92,57.31
"2011-05-15 22:15:00",416,3.81,205.8,9.72,4.217,-6.577,-77.78,57.67
"2011-05-15 22:20:00",417,2.272,228.5,11.12,3.175,-6.135,-68.56,56.18
"2011-05-15 22:25:00",418,1.56,228.5,21.15,2.1,-6.201,-63.43,55.76
"2011-05-15 22:30:00",419,1.757,197.6,25.5,2.339,-6.427,-64.86,55.63
"2011-05-15 22:35:00",420,2.517,201.2,16.4,3.165,-6.896,-68.99,56.73
"2011-05-15 22:40:00",421,2.444,183.4,8.77,3.045,-7.322,-66.9,57.66
"2011-05-15 22:45:00",422,3.887,184,4.708,4.276,-7.803,-71.33,60.53
"2011-05-15 22:50:00",423,4.49,189.5,5.278,4.884,-7.995,-73.8,61.69
"2011-05-15 22:55:00",424,4.302,176.4,17.28,5.201,-7.946,-72.97,60.34
"2011-05-15 23:00:00",425,4.14,186.2,12.45,5.018,-7.884,-69.88,59.79
"2011-05-15 23:05:00",426,3.699,186.5,9.97,3.982,-7.828,-72.62,59.7
"2011-05-15 23:10:00",427,3.565,186,7.134,3.848,-8.09,-75.37,60.91
"2011-05-15 23:15:00",428,3.81,191.4,15.19,4.88,-7.898,-78.24,60.99
"2011-05-15 23:20:00",429,3.269,197.3,20.45,3.766,-7.454,-74.16,60.42
"2011-05-15 23:25:00",430,3.051,209.3,14.82,3.678,-6.771,-78.64,57.61
"2011-05-15 23:30:00",431,3.016,193.1,16.32,3.652,-6.469,-75.98,54.92
"2011-05-15 23:35:00",432,2.128,188.7,10.33,3.6,-6.233,-72.96,52.35
"2011-05-15 23:40:00",433,1.516,194.1,23.15,2.45,-6.191,-63.93,49.92
"2011-05-15 23:45:00",434,0.954,181.5,24.29,2.009,-6.213,-61.54,50.05
"2011-05-15 23:50:00",435,1.468,170.4,33.94,2.097,-6.3,-63.73,49.92
"2011-05-15 23:55:00",436,2.485,176.1,9.42,3.267,-6.289,-71.28,49.02
"2011-05-16 00:00:00",437,2.279,214.5,12.99,3.495,-6.041,-70.15,46.24
"2011-05-16 00:05:00",438,1.609,217.8,44.33,2.489,-5.861,-62.46,43.91
"2011-05-16 00:10:00",439,2.156,154.4,17,2.894,-6.018,-65.83,46
"2011-05-16 00:15:00",440,2.714,178.1,18.27,4.109,-6.031,-72.57,42.63
"2011-05-16 00:20:00",441,3.415,195.7,13.6,4.354,-6.079,-73.4,41.09
"2011-05-16 00:25:00",442,3.264,173.5,12.08,3.982,-6.488,-72.57,42.2
"2011-05-16 00:30:00",443,4.01,157.9,11.66,4.498,-6.441,-68.39,42.34
"2011-05-16 00:35:00",444,4.674,145.3,10.57,5.292,-6.398,-71.51,42.37
"2011-05-16 00:40:00",445,4.139,155.2,14.27,4.835,-5.932,-67.96,39.82
"2011-05-16 00:45:00",446,3.365,174.5,11.93,3.799,-6.278,-75.41,38.88
"2011-05-16 00:50:00",447,3.16,181.8,16.42,3.858,-5.886,-77.12,35.31
"2011-05-16 00:55:00",448,2.067,173.3,5.433,2.826,-5.333,-71.33,32.11
"2011-05-16 01:00:00",449,2.282,164.1,29.28,2.982,-5.12,-64.22,30.91
"2011-05-16 01:05:00",450,1.417,189.1,24.19,2.323,-4.651,-66.05,29.5
"2011-05-16 01:10:00",451,1.599,154,33.49,2.973,-4.5,-63.61,29
"2011-05-16 01:15:00",452,2.477,181.6,11.63,3.231,-4.744,-72.39,28.54
"2011-05-16 01:20:00",453,3.432,196.9,7.104,4.165,-4.945,-72.44,28.27
"2011-05-16 01:25:00",454,2.641,191,8.67,3.257,-5.221,-69.92,28.48
"2011-05-16 01:30:00",455,3.161,185.2,13.81,3.825,-5.207,-72.01,28.31
"2011-05-16 01:35:00",456,3.671,191.6,8.8,4.296,-5.381,-74.39,28.95
"2011-05-16 01:40:00",457,4.098,188.9,11.02,4.511,-5.676,-73.11,30.34
"2011-05-16 01:45:00",458,2.791,179.6,6.813,3.551,-6.378,-66.92,33.1
"2011-05-16 01:50:00",459,1.87,149.5,17.32,2.607,-6.428,-60.71,35.27
"2011-05-16 01:55:00",460,4.288,127.7,8.41,5.838,-5.635,-63.23,31.45
"2011-05-16 02:00:00",461,4.108,133.6,4.846,5.171,-4.947,-67.25,29.38
"2011-05-16 02:05:00",462,3.183,160.9,18.2,4.652,-5.261,-65.29,30.14
"2011-05-16 02:10:00",463,4.133,172,4.116,4.776,-5.906,-72.33,32.15
"2011-05-16 02:15:00",464,4.48,162.7,8.37,5.753,-6.027,-75.15,31.69
"2011-05-16 02:20:00",465,4.185,156.4,9.15,5.037,-5.658,-65.74,30.77
"2011-05-16 02:25:00",466,4.253,148.8,13.94,4.795,-5.558,-65.06,29.77
"2011-05-16 02:30:00",467,3.495,176.2,16.69,4.109,-5.579,-71,29.36
"2011-05-16 02:35:00",468,3.078,162.9,30.66,3.894,-5.584,-67.93,29.19
"2011-05-16 02:40:00",469,3.534,186,13.11,4.648,-5.715,-75.67,28.97
"2011-05-16 02:45:00",470,2.104,186.3,38.58,3.296,-5.786,-63.8,29.96
"2011-05-16 02:50:00",471,3.172,198.6,12.81,3.855,-5.5,-76.1,28.64
"2011-05-16 02:55:00",472,2.862,210.6,19.36,3.646,-5.026,-73.99,27.55
"2011-05-16 03:00:00",473,2.157,183.3,18.03,3.045,-4.803,-68.76,27.71
"2011-05-16 03:05:00",474,1.514,151.1,31.98,2.443,-4.792,-60.03,27.19
"2011-05-16 03:10:00",475,1.336,165.5,31.6,1.748,-4.66,-56.94,26.79
"2011-05-16 03:15:00",476,2.273,174.9,10.2,3.035,-4.786,-67.78,26.43
"2011-05-16 03:20:00",477,3.603,186.3,16.2,4.175,-5.068,-71.98,26.52
"2011-05-16 03:25:00",478,3.349,197.3,6.953,4.083,-5.641,-68.71,28.3
"2011-05-16 03:30:00",479,3.38,193,18.34,4.315,-5.498,-72.2,27.66
"2011-05-16 03:35:00",480,3.112,169.2,15.31,3.744,-5.32,-67.88,27.52
"2011-05-16 03:40:00",481,3.73,185,8.11,4.541,-5.983,-71.68,28.97
"2011-05-16 03:45:00",482,3.777,175.6,7.221,4.286,-6.249,-69.34,30.62
"2011-05-16 03:50:00",483,4.661,178.1,5.187,5.103,-6.302,-75.05,30.97
"2011-05-16 03:55:00",484,4.417,178.4,7.265,4.978,-6.16,-70.47,30.78
"2011-05-16 04:00:00",485,4.726,181.2,15.39,5.295,-6.412,-69.84,31.49
"2011-05-16 04:05:00",486,4.614,164.8,6.17,5.38,-6.259,-73.56,31.18
"2011-05-16 04:10:00",487,4.203,162.9,9.05,4.782,-5.878,-69.01,30.26
"2011-05-16 04:15:00",488,4.664,148.1,16.07,5.759,-5.873,-60.21,31.25
"2011-05-16 04:20:00",489,7.822,130.9,5.915,8.75,-5.224,-61.39,30.21
"2011-05-16 04:25:00",490,7.704,138.7,9.15,9.06,-5.145,-60.03,30.35
"2011-05-16 04:30:00",491,7.573,143.2,3.881,8.78,-5.111,-61.94,30.69
"2011-05-16 04:35:00",492,7.067,134.1,8.63,8.16,-5.603,-61.67,34.18
"2011-05-16 04:40:00",493,5.323,142.2,9.32,6.262,-5.864,-64.88,35.5
"2011-05-16 04:45:00",494,4.145,136.4,10.27,5.158,-5.99,-66.24,35.65
"2011-05-16 04:50:00",495,6.561,130.8,5.203,8.65,-5.61,-69.13,34.55
"2011-05-16 04:55:00",496,7.563,131.5,5.809,8.37,-5.526,-70.69,34.01
"2011-05-16 05:00:00",497,7.769,125.4,5.179,8.26,-5.502,-71.45,34.1
"2011-05-16 05:05:00",498,6.768,135.4,7.932,7.866,-5.699,-71.88,35.83
"2011-05-16 05:10:00",499,7.113,136.5,5.596,8.28,-5.934,-72.28,37.52
"2011-05-16 05:15:00",500,6.862,132,8.15,8.05,-6.15,-71.37,39.71
"2011-05-16 05:20:00",501,7.127,134.2,11.28,8.49,-6.156,-72,40.2
"2011-05-16 05:25:00",502,6.48,135,5.05,7.49,-6.502,-72.1,40.92
"2011-05-16 05:30:00",503,5.702,140.5,11.35,6.684,-6.574,-71.73,41.73
"2011-05-16 05:35:00",504,6.16,145.5,5.134,7.131,-6.755,-73.31,45.32
"2011-05-16 05:40:00",505,5.088,137,9.11,6.589,-6.883,-73.76,48.6
"2011-05-16 05:45:00",506,6.41,135.8,4.899,7.412,-6.812,-72.66,49.3
"2011-05-16 05:50:00",507,5.026,148.9,29.03,6.706,-6.781,-74.01,45.78
"2011-05-16 05:55:00",508,2.546,196.2,12.55,3.646,-6.739,-77.94,37.9
"2011-05-16 06:00:00",509,2.976,198,15.22,3.757,-6.295,-79.77,31.61
"2011-05-16 06:05:00",510,2.017,189,21.73,2.62,-6.301,-71.52,33.75
"2011-05-16 06:10:00",511,2.768,217.8,15.7,3.564,-6.525,-71.83,34.53
"2011-05-16 06:15:00",512,2.834,197.8,26.49,3.325,-7.035,-69.66,39.62
"2011-05-16 06:20:00",513,2.222,203.4,15.02,3.071,-6.957,-70.25,40.35
"2011-05-16 06:25:00",514,2.713,213,16.97,3.593,-7.125,-71.98,41.91
"2011-05-16 06:30:00",515,2.009,214.4,15.46,3.453,-6.949,-69.87,39.77
"2011-05-16 06:35:00",516,2.644,227,11.75,3.237,-6.889,-68.21,38.26
"2011-05-16 06:40:00",517,2.488,208.3,27.12,3.649,-6.454,-71.84,36.03
"2011-05-16 06:45:00",518,2.756,160.2,16.57,3.786,-6.509,-70.15,37.78
"2011-05-16 06:50:00",519,3.045,165.4,19.89,4.371,-6.414,-105.8,37.04
"2011-05-16 06:55:00",520,2.553,177.5,24.48,3.548,-5.714,-107,33.34
"2011-05-16 07:00:00",521,1.504,164.1,34.43,2.943,-5.289,-92.1,31.45
"2011-05-16 07:05:00",522,1.721,171,30.21,3.953,-4.699,-97.4,32.3
"2011-05-16 07:10:00",523,2.25,171.4,22.27,3.169,-4.62,-104.2,32.86
"2011-05-16 07:15:00",524,2.037,183.4,36.8,3.972,-4.866,-83.1,34.02
"2011-05-16 07:20:00",525,1.441,192.2,25.49,1.986,-4.686,-72.01,32.85
"2011-05-16 07:25:00",526,1.463,205.3,31.31,2.195,-4.641,-71.08,32.28
"2011-05-16 07:30:00",527,1.297,194.1,30.82,2.574,-4.374,-69.71,31.56
"2011-05-16 07:35:00",528,2.645,161.2,25,4.841,-4.352,-64.03,30.73
"2011-05-16 07:40:00",529,3.422,135,19.8,4.518,-4.694,-68.3,30.84
"2011-05-16 07:45:00",530,2.427,147.5,18.15,3.691,-4.439,-61.98,31.77
"2011-05-16 07:50:00",531,2.566,160.2,19.83,3.6,-4.555,-60.8,32.37
"2011-05-16 07:55:00",532,1.149,192.1,34.48,1.751,-4.316,-58.03,32.4
"2011-05-16 08:00:00",533,0.796,77.04,90.2,1.571,-4.289,-61.93,31.73
"2011-05-16 08:05:00",534,1.471,132.3,33.5,2.153,-3.848,-58.61,30.51
"2011-05-16 08:10:00",535,2.459,130.5,21.26,3.296,-4.132,-42.87,31.11
"2011-05-16 08:15:00",536,1.702,126.5,20.76,2.306,-4.187,-52.45,33.29
"2011-05-16 08:20:00",537,1.175,173.5,53.01,1.914,-4.127,-46.44,33.22
"2011-05-16 08:25:00",538,4.075,133.9,16.35,5.642,-4.57,-38.39,35.03
"2011-05-16 08:30:00",539,1.585,178.9,25.18,2.698,-4.277,-38.77,33.69
"2011-05-16 08:35:00",540,2.27,154.8,24.41,3.619,-3.534,-30.17,32.6
"2011-05-16 08:40:00",541,4.791,144,10.96,5.485,-4.554,-16.82,33.23
"2011-05-16 08:45:00",542,4.208,151.6,12.68,5.021,-4.78,-12.57,33.35
"2011-05-16 08:50:00",543,3.655,167.7,13.02,4.256,-4.507,6.989,33.19
"2011-05-16 08:55:00",544,4.46,148.9,13.99,5.099,-4.5,8.42,31.8
"2011-05-16 09:00:00",545,4.41,143.1,9.33,5.501,-4.805,9.58,33.75
"2011-05-16 09:05:00",546,5.405,135.3,5.876,6.145,-4.856,12.44,32.62
"2011-05-16 09:10:00",547,5.665,138.1,20.86,7.017,-4.73,19.78,32.21
"2011-05-16 09:15:00",548,3.347,130.8,28.92,5.397,-4.456,0.754,32.25
"2011-05-16 09:20:00",549,1.45,136.2,61.67,2.192,-3.752,-7.14,32.5
"2011-05-16 09:25:00",550,1.494,104.1,50.29,2.646,-3.147,-6.134,31.09
"2011-05-16 09:30:00",551,1.485,46.8,56.53,2.688,-3.613,-6.888,30.5
"2011-05-16 09:35:00",552,1.004,355.7,83.7,1.908,-3.615,-0.075,30.73
"2011-05-16 09:40:00",553,2.295,135.3,38.93,3.397,-3.087,12.24,29.85
"2011-05-16 09:45:00",554,4.496,142.1,11.3,6.733,-3.87,33.73,31.22
"2011-05-16 09:50:00",555,6.491,144.1,7.202,7.317,-4.622,18.02,32.9
"2011-05-16 09:55:00",556,6.964,138,5.951,8.23,-4.796,47.16,32.78
"2011-05-16 10:00:00",557,6.691,139.8,6.875,7.941,-4.697,55.25,33.55
"2011-05-16 10:05:00",558,6.735,133,6.134,7.464,-4.544,67.97,33
"2011-05-16 10:10:00",559,6.074,127.3,13.09,6.994,-4.571,53.31,34.34
"2011-05-16 10:15:00",560,3.867,131.4,15.24,5.481,-4.082,47.13,34.06
"2011-05-16 10:20:00",561,2.532,117,15.13,4.172,-3.615,41.98,32.64
"2011-05-16 10:25:00",562,1.39,143.4,51.43,2.574,-2.849,42.81,31.31
"2011-05-16 10:30:00",563,2.743,174.6,55.1,5.413,-2.808,37.75,32.91
"2011-05-16 10:35:00",564,2.93,165.5,49.55,4.27,-3.008,39.99,33.46
"2011-05-16 10:40:00",565,3.859,140.6,13.78,5.766,-3.889,31.9,37.98
"2011-05-16 10:45:00",566,3.947,119.4,21.28,5.436,-4.491,29.59,37.79
"2011-05-16 10:50:00",567,3.701,132.3,12.55,4.982,-4.722,31.19,36.9
"2011-05-16 10:55:00",568,5.061,142.8,19.79,6.122,-4.673,45.5,38
"2011-05-16 11:00:00",569,3.756,131.6,22.65,5.259,-4.511,52.56,38.37
"2011-05-16 11:05:00",570,2.472,119.1,29.74,3.646,-4.214,39.34,38.38
"2011-05-16 11:10:00",571,3.085,111.8,39.73,4.09,-3.921,27.17,37.37
"2011-05-16 11:15:00",572,3.293,121.7,16.97,4.482,-4.205,30.14,38.7
"2011-05-16 11:20:00",573,3.333,110.1,22,5.266,-4.351,51.48,38.89
"2011-05-16 11:25:00",574,2.043,66.22,60.27,3.58,-3.914,31.67,37.14
"2011-05-16 11:30:00",575,1.661,159.9,60.23,3.639,-3.382,46.32,36.37
"2011-05-16 11:35:00",576,1.831,126.8,29.25,4.25,-2.593,78.14,34.86
"2011-05-16 11:40:00",577,3.484,134,10.47,4.446,-2.954,74.17,37.88
"2011-05-16 11:45:00",578,3.509,129.8,15.54,4.717,-3.935,43.23,40.35
"2011-05-16 11:50:00",579,5.082,134.3,18.01,7.154,-4.465,68.28,43.14
"2011-05-16 11:55:00",580,7.593,134.7,9.16,8.63,-4.795,115.2,42.19
"2011-05-16 12:00:00",581,7.312,129.7,6.668,8.09,-5.022,101,47.16
"2011-05-16 12:05:00",582,6.015,136.4,14.57,7.428,-4.613,112.4,46.19
"2011-05-16 12:10:00",583,4.924,133,11.78,5.824,-4.374,110.2,46.51
"2011-05-16 12:15:00",584,4.26,140.6,12.59,6.171,-4.105,107.5,44.87
"2011-05-16 12:20:00",585,2.857,173,42.13,4.779,-3.844,125.2,42.73
"2011-05-16 12:25:00",586,2.066,136.1,40.22,2.999,-3.362,96.3,41.38
"2011-05-16 12:30:00",587,1.51,141.6,56.55,2.287,-2.692,130.3,40.89
"2011-05-16 12:35:00",588,1.911,113.7,63.34,3.254,-2.61,109.6,41.37
"2011-05-16 12:40:00",589,3.261,120.1,30.15,6.311,-3.013,125.3,42.29
"2011-05-16 12:45:00",590,5.507,132.6,13.96,7.236,-4.165,84.3,45.08
"2011-05-16 12:50:00",591,5.523,133.6,13.27,7.353,-4.248,145.1,45.41
"2011-05-16 12:55:00",592,4.766,119.3,23.4,6.213,-3.819,174.4,45.87
"2011-05-16 13:00:00",593,3.056,119.8,27.29,5.684,-2.831,132.7,42.18
"2011-05-16 13:05:00",594,5.11,122.4,14.19,6.873,-3.552,177.8,46.89
"2011-05-16 13:10:00",595,6.243,122.4,12.64,7.308,-4.053,153.9,49.85
"2011-05-16 13:15:00",596,6.418,123.1,10.88,8.17,-4.205,142.9,50.05
"2011-05-16 13:20:00",597,6.974,121.5,7.771,7.899,-4.371,144.2,50.89
"2011-05-16 13:25:00",598,6.049,123.6,9.32,7.187,-4.143,164.9,50.48
"2011-05-16 13:30:00",599,5.843,105.7,12.34,7.027,-4.067,102.2,52.02
"2011-05-16 13:35:00",600,5.333,111.4,12.47,7.063,-4.175,65.58,52.89
"2011-05-16 13:40:00",601,3.051,132.3,21.19,4.805,-3.951,64.73,49.59
"2011-05-16 13:45:00",602,5.15,103.9,12.74,7.432,-3.877,57.87,51.14
"2011-05-16 13:50:00",603,2.67,141,25.24,4.694,-3.398,63.3,50.24
"2011-05-16 13:55:00",604,1.331,132.1,57.33,2.822,-1.267,114.9,44.78
"2011-05-16 14:00:00",605,3.115,124.4,19.1,4.524,-1.979,125.6,44.88
"2011-05-16 14:05:00",606,3.003,127.6,13.55,4.345,-2.253,127.7,48.53
"2011-05-16 14:10:00",607,5.88,124.6,7.997,7.144,-3.397,119.2,50.2
"2011-05-16 14:15:00",608,4.019,128.2,16.63,5.312,-3.126,168.6,49.97
"2011-05-16 14:20:00",609,1.914,124.6,31.29,3.103,-2.206,153.5,48.65
"2011-05-16 14:25:00",610,2.036,150.5,36.5,4.018,-0.898,149,45.05
"2011-05-16 14:30:00",611,2.707,80,54.64,5.769,-1.417,99.8,43.5
"2011-05-16 14:35:00",612,1.378,123.2,37.45,3.815,-0.841,168.3,41.85
