TOA5,5264,CR1000,5264,CR1000.Std.10,CRD:KLRS_CMA6_13JULY2015.CR1,35202,FiveMin,,,
TIMESTAMP,RECORD,WS_ms_S_WVT,WindDir_D1_WVT,WindDir_SD1_WVT,WS_ms_Max,AirTC_Avg,NR_Wm2_Avg,RH_Avg,SWin_Wm2_Avg,SWout_Wm2_Avg
TS,RN,meters/second,Deg,Deg,meters/second,Deg C,W/m²,%,W/m²,W/m²
,,WVc,WVc,WVc,Max,Avg,Avg,Avg,Avg,Avg
15-07-20 16:25,0,0.967,351.5,0,1.934,14.48,386.4,62.02,644.4,81.2
15-07-20 16:30,1,2.218,13.1,19.35,3.263,14.8,570.3,60.47,856,111
15-07-20 16:35,2,1.932,339.6,28.67,2.228,15.55,483,58.61,726,92.2
15-07-20 16:40,3,2.368,9.83,17.33,3.456,15.19,176.6,56.01,336.8,42.14
15-07-20 16:45,4,1.733,350.7,23.54,2.571,14.59,152,57.65,310.2,39.86
15-07-20 16:50,5,2.103,328,12.23,2.803,14.17,105.5,58.29,253.6,32.85
15-07-20 16:55,6,2.881,332.8,14.95,3.688,13.8,107.4,59.55,260.8,34.94
15-07-20 17:00,7,2.77,336.8,10.92,3.08,13.65,170.4,60.37,342.9,44.97
15-07-20 17:05,8,2.5,328.4,22.66,3.002,14.09,339.8,59.37,569.7,75.38
15-07-20 17:10,9,2.453,337.2,9.03,3.11,14.56,352.8,58.14,603.7,79.73
15-07-20 17:15,10,2.488,334.5,15.21,3.08,14.85,370.1,56.21,611,80.6
15-07-20 17:20,11,1.841,337.1,20.75,2.476,15.17,418.1,56.73,693.1,92.7
15-07-20 17:25,12,1.983,345.2,30.89,2.849,15.58,407.7,57.35,682.9,90.7
15-07-20 17:30,13,2.499,3.809,14.54,3.525,15.26,405.3,58.78,677.1,91.2
15-07-20 17:35,14,2.096,345.6,27.21,3.486,15.22,358.4,58.66,620.2,82.9
15-07-20 17:40,15,2.431,329,21.68,3.381,14.97,224.9,55.82,433.2,59.49
15-07-20 17:45,16,2.512,328.3,11.29,3.165,14.48,363.2,57.93,623.7,88
15-07-20 17:50,17,2.336,328.7,19.87,3.064,15,405,55.13,676.9,94.5
15-07-20 17:55,18,2.378,347.2,25.23,3.185,15.33,355.2,55.71,609.2,84.1
15-07-20 18:00,19,1.818,346.3,21.18,2.084,14.95,132.9,55.97,313.4,42.23
15-07-20 18:05,20,2.079,329.1,16.72,2.773,14.95,362.3,56.56,613.7,87.1
15-07-20 18:10,21,1.748,337,24.42,2.414,15.05,266.9,57.15,490.4,68.18
15-07-20 18:15,22,1.907,357.4,16.02,2.434,15.2,218.2,57.18,428.9,58.77
15-07-20 18:20,23,1.853,310.2,10.33,2.166,14.37,143.5,60.69,315.7,44.83
15-07-20 18:25,24,1.457,334,12.47,2.153,13.9,67.37,62.37,212.3,28.94
15-07-20 18:30,25,1.402,328.5,27.26,1.686,13.82,238.8,63.38,444.7,64.02
15-07-20 18:35,26,1.729,324.6,17.96,2.202,14.52,320.7,60.42,570.3,82.6
15-07-20 18:40,27,1.891,324.3,20.47,2.404,14.9,287.5,57.68,528.6,76.72
15-07-20 18:45,28,1.801,331.5,25.7,2.486,15.04,279.2,57.62,526,76.89
15-07-20 18:50,29,1.903,353.3,28.67,2.525,15.32,280.1,55.84,527.4,76.86
15-07-20 18:55,30,1.793,321.6,16.59,2.672,15.37,273,56.44,521,77.69
15-07-20 19:00,31,1.956,332,13.86,2.512,14.92,273.8,58.2,510.8,76.42
15-07-20 19:05,32,2.202,330.5,13.25,2.982,14.38,-5.229,59.25,112.1,15.28
15-07-20 19:10,33,1.702,340.2,18.89,2.394,13.46,-28.02,61.99,83.1,12.04
15-07-20 19:15,34,1.365,324.1,24.05,1.852,13.35,17.46,63.5,149,21.86
15-07-20 19:20,35,1.404,346,17.06,1.865,13.22,-15.15,64.17,94.7,12.84
15-07-20 19:25,36,1.666,334.5,12.69,2.306,13.2,-6.016,63.4,100.3,13.75
15-07-20 19:30,37,1.305,332.8,13.75,1.699,13.19,25.61,64.15,136,18.98
15-07-20 19:35,38,1.194,337.4,28.67,1.885,13.4,61.33,62.78,176.1,24.03
15-07-20 19:40,39,1.433,326.9,40.17,2.071,13.8,105.2,60.75,226.8,31.27
15-07-20 19:45,40,0.752,332.7,14.02,1.294,14.12,93.1,59.63,195.2,25.36
15-07-20 19:50,41,0.966,332.3,22,1.581,14.16,87.1,60.63,187.9,24.32
15-07-20 19:55,42,0.554,320.2,36.29,0.99,13.98,132.3,63.49,266.2,38.78
15-07-20 20:00,43,1.236,358.4,13.12,2.623,14.77,217,60.1,424.4,65.85
15-07-20 20:05,44,1.886,355.9,14.24,3.054,15.33,159.3,57.11,365.1,58.04
15-07-20 20:10,45,2.354,359.5,9.01,2.963,14.89,129.8,57.42,333.3,55.1
15-07-20 20:15,46,1.496,349.7,32.16,1.989,14.9,115,58.17,315.1,52.2
15-07-20 20:20,47,1.398,1.148,20.61,1.842,14.97,102.9,58.41,300.7,49.84
15-07-20 20:25,48,2.557,357.8,11.82,3.064,14.65,99.7,59.15,291.5,50.21
15-07-20 20:30,49,3.476,4.713,10.92,3.851,14.27,93.1,60.01,281.4,49.74
15-07-20 20:35,50,3.058,0.164,8.68,4.132,14.11,81.1,61.34,268,47.48
15-07-20 20:40,51,2.368,2.968,21.67,3.175,14.23,69.91,61.29,254.3,45.01
15-07-20 20:45,52,1.633,344.4,20.58,2.385,14.29,60.36,60.91,241.6,42.92
15-07-20 20:50,53,1.66,316.8,13.94,2.604,14.5,51.25,60.34,230.2,41.84
15-07-20 20:55,54,2.569,0.863,24.5,3.646,14.14,47.16,62.35,219.3,40.82
15-07-20 21:00,55,4.015,4.285,10.23,4.675,13.76,39.55,63.03,209.4,40.25
15-07-20 21:05,56,3.868,8.35,13.98,4.492,13.67,34.55,63.36,201.7,39.25
15-07-20 21:10,57,2.878,11.43,14.6,4.198,13.67,28.35,64.16,191.9,37.57
15-07-20 21:15,58,2.529,19.22,18.58,3.051,13.6,21.15,65.23,181.5,35.85
15-07-20 21:20,59,3.168,9.72,10.72,3.623,13.47,14.04,63.96,167.6,33.82
15-07-20 21:25,60,2.943,12.58,16.71,3.786,13.46,-12.19,61.97,119.9,23.44
15-07-20 21:30,61,2.895,25.84,11.98,3.626,13.74,1.193,59.84,147.8,30.68
15-07-20 21:35,62,3.196,4.35,21.55,3.943,13.89,-4.138,58.48,137.6,28.77
15-07-20 21:40,63,2.86,0.536,14.23,4.557,13.82,-8.94,60,128.9,27.58
15-07-20 21:45,64,2.902,16.57,13.73,3.577,13.67,-10.79,60.58,122.4,26.55
15-07-20 21:50,65,2.783,11.97,12.82,3.11,13.6,-14.3,61.13,113.9,25.02
15-07-20 21:55,66,2.225,10.87,16.22,2.692,13.49,-19.35,62.11,104.6,23.43
15-07-20 22:00,67,2.649,22.98,13.11,3.57,13.32,-19.02,62.98,98.6,22.51
15-07-20 22:05,68,2.954,18.19,11.41,3.492,13.25,-25.24,63,89,20.86
15-07-20 22:10,69,2.603,19.88,7.567,3.538,13.1,-32.12,64.6,78.73,19.03
15-07-20 22:15,70,2.282,17.69,13.9,2.711,12.89,-37.17,66.01,66.4,15.78
15-07-20 22:20,71,2.217,18.36,13.08,2.721,12.89,-40.35,64.88,59.39,13.89
15-07-20 22:25,72,2.208,22.96,9.03,2.499,12.81,-49.08,64.98,44.88,9.83
15-07-20 22:30,73,2.007,14.73,18.2,2.832,12.58,-59.11,65.85,25.13,4.987
15-07-20 22:35,74,2.132,22.66,13.06,2.669,12.38,-63.94,66,17.11,3.412
15-07-20 22:40,75,1.588,19.78,12.39,2.019,12.24,-64.57,66.97,15.28,3.279
15-07-20 22:45,76,1.588,4.557,21.07,2.43,12.09,-66.15,67.86,13.24,3.005
15-07-20 22:50,77,1.398,355.8,26.89,2.59,11.98,-66.79,68.49,11.4,2.823
15-07-20 22:55,78,1.159,12.95,9.03,1.483,11.88,-67.37,69.51,9.53,2.615
15-07-20 23:00,79,1.132,0.529,13.21,1.777,11.77,-66.64,70.79,7.792,2.462
15-07-20 23:05,80,1.678,0.198,21.64,2.277,11.83,-67.28,70.33,6.793,2.366
15-07-20 23:10,81,1.436,2.814,11,1.865,11.83,-68.53,70.36,5.186,2.031
15-07-20 23:15,82,1.357,20.44,23.65,1.839,11.8,-70.1,69.33,3.795,1.8
15-07-20 23:20,83,1.075,23.64,21.63,1.339,11.79,-70.69,69.27,2.589,1.77
15-07-20 23:25,84,0.723,77.73,16.75,1.058,11.51,-69.22,73.98,1.783,1.917
15-07-20 23:30,85,0.205,83.1,10.88,0.575,11.06,-66.85,75.5,0.82,1.941
15-07-20 23:35,86,0.343,55.76,13.4,0.546,10.87,-65.99,74.65,0.009,1.674
15-07-20 23:40,87,0.827,31.09,22.77,1.395,10.91,-63.02,73.57,0,1.361
15-07-20 23:45,88,1.167,14.75,18.57,2.342,11.29,-61.67,70.98,0,0.954
15-07-20 23:50,89,1.772,8.64,13.09,2.31,11.68,-60.35,69.09,0,0.552
15-07-20 23:55,90,2.185,11.99,19.04,2.793,11.92,-61.45,67.66,0,0.339
15-07-21 0:00,91,2.237,13.05,11.69,2.881,12.11,-61.32,66.53,0,0.305
15-07-21 0:05,92,1.859,12.09,18.94,2.359,12.09,-60.89,66.94,0,0.582
15-07-21 0:10,93,2.057,14.88,12,2.715,12.05,-60.49,67.05,0,0.574
15-07-21 0:15,94,1.929,10.09,23.91,2.257,11.95,-59.22,67.94,0,0.746
15-07-21 0:20,95,1.5,352.6,15.21,1.973,11.87,-59.33,68.5,0,0.85
15-07-21 0:25,96,0.531,318.2,48.54,0.967,11.62,-54.45,70.31,0,1.145
15-07-21 0:30,97,0.609,290.7,52.84,1.591,11.31,-51.65,72.66,0,0.987
15-07-21 0:35,98,0.17,266.5,54.65,0.673,11.23,-54.09,73.38,0,1.047
15-07-21 0:40,99,0.435,197.6,19.24,0.931,11.04,-51.83,74.57,0,1.2
15-07-21 0:45,100,0.644,169.2,29.57,1.594,10.86,-52.11,74.99,0,0.891
15-07-21 0:50,101,0.797,175.4,12.86,1.065,10.84,-55.01,74.21,0,0.951
15-07-21 0:55,102,0.286,186.6,13.2,0.644,10.63,-54.96,74.37,0,1.141
15-07-21 1:00,103,0.385,194,10.17,0.97,10.28,-57.04,76,0,1.094
15-07-21 1:05,104,0.193,176.6,48.81,0.621,10.22,-57.15,75.59,0,1.292
15-07-21 1:10,105,0.499,137.3,17.96,0.712,9.89,-57.43,76.18,0,0.949
15-07-21 1:15,106,0.632,115.3,36.9,1.408,10,-57.3,74.9,0,0.979
15-07-21 1:20,107,0.607,157.3,88.6,1.356,10.5,-58.7,72.76,0,0.472
15-07-21 1:25,108,0.591,94.3,46.67,0.96,10.92,-59,71.33,0,0.697
15-07-21 1:30,109,0.248,116.8,34.33,0.663,10.93,-58.04,72.01,0,1.098
15-07-21 1:35,110,0.779,157.9,18.19,1.428,10.89,-57.6,72.32,0,0.744
15-07-21 1:40,111,0.886,170,15.91,1.274,10.65,-53.59,72.23,0,1.053
15-07-21 1:45,112,0.987,147.2,19.66,1.45,10.12,-49.7,74.78,0,0.92
15-07-21 1:50,113,0.735,151.2,10.16,0.951,10.02,-47.57,75.66,0,0.638
15-07-21 1:55,114,0.599,119.1,20.74,0.908,9.96,-44.54,75.21,0,1.014
15-07-21 2:00,115,0.439,143,26.2,1.169,9.56,-45.28,76.96,0,0.619
15-07-21 2:05,116,0.849,177.5,18.18,1.271,9.93,-44.34,75.55,0,0.395
15-07-21 2:10,117,0.935,97.9,19.51,1.369,10.19,-43.28,74.52,0,0.652
15-07-21 2:15,118,0.232,41.38,50.44,1.058,9.82,-37.23,75.95,0,0.775
15-07-21 2:20,119,0.716,86.4,16.97,1.463,9.49,-28.11,77.33,0,0.683
15-07-21 2:25,120,0.608,71.27,28.22,0.97,9.66,-27.37,76.53,0,0.202
15-07-21 2:30,121,0.203,32.24,27.02,0.84,9.98,-31.97,75.75,0,0.652
15-07-21 2:35,122,0.195,91.4,60.83,0.621,9.8,-37.41,76.74,0,0.865
15-07-21 2:40,123,0.278,193.3,7.663,0.686,9.59,-45.47,77.47,0,0.853
15-07-21 2:45,124,0.358,115.1,59.23,0.67,9.54,-47.2,77.69,0,0.896
15-07-21 2:50,125,0.198,71.13,19.68,0.581,9.23,-42.8,78.31,0,1.088
15-07-21 2:55,126,0.509,96.6,18.7,0.755,8.68,-37.72,79.83,0,0.949
15-07-21 3:00,127,0.484,157,41.92,0.856,8.2,-31.31,81.3,0,0.724
15-07-21 3:05,128,1.036,302.7,76.23,2.009,8.84,-31.64,79.33,0,0.223
15-07-21 3:10,129,0.683,105,22.57,1.107,8.97,-35.79,78.1,0,0.583
15-07-21 3:15,130,0.773,99,14.75,1.127,9.56,-36.93,75.65,0,0.121
15-07-21 3:20,131,0.469,81.4,22.02,0.944,9.41,-32.51,76.41,0,0.705
15-07-21 3:25,132,0.819,99.1,12.32,1.333,9.47,-27.15,76.17,0,0.133
15-07-21 3:30,133,0.442,62.59,54.21,1.33,10.49,-21.91,72.17,0,0.061
15-07-21 3:35,134,0.192,96.7,26.78,0.813,10.94,-18.66,71.14,0,0.62
15-07-21 3:40,135,0.614,97.4,27.59,0.905,10.63,-17.77,72.08,0,0.36
15-07-21 3:45,136,0.532,114.5,47.69,1.107,10.38,-17.34,72.96,0,0.348
15-07-21 3:50,137,0.374,182.3,43.76,0.66,10.24,-16.42,73.96,0,0.368
15-07-21 3:55,138,0.308,185.9,12.34,0.63,10.24,-20.51,73.76,0,0.346
15-07-21 4:00,139,0.595,96.3,31.23,1.196,10.28,-26.54,75.3,0,0.558
15-07-21 4:05,140,0.665,76.8,51.45,1.431,10.54,-29.84,74.66,0,0.209
15-07-21 4:10,141,0.523,96.4,24.8,0.918,10.7,-30.02,74.86,0,0.671
15-07-21 4:15,142,0.343,168,60.26,1.13,10.77,-30.2,74.68,0,0.546
15-07-21 4:20,143,1.143,113.5,28.3,1.509,10.56,-37.01,75.62,0,0.663
15-07-21 4:25,144,0.335,118.2,39.99,0.755,10.62,-34.03,74.84,0,0.415
15-07-21 4:30,145,0.308,132.4,28.07,0.804,10.59,-31.34,75.72,0,0.671
15-07-21 4:35,146,0.949,105.6,19.06,1.457,10.59,-40.56,75.56,0,0.573
15-07-21 4:40,147,0.864,110.5,15.03,1.408,10.38,-37.54,76.74,0,0.503
15-07-21 4:45,148,0.95,35.61,35.46,1.428,10.54,-37.49,76.36,0,0.329
15-07-21 4:50,149,0.343,37.22,31.75,0.689,10.9,-35.2,75.49,0,0.534
15-07-21 4:55,150,0.373,61.19,9.6,0.601,11,-32.05,75.42,0,0.591
15-07-21 5:00,151,0.267,258.1,19.9,0.908,10.97,-40.38,75.36,0,0.714
15-07-21 5:05,152,0.693,305.3,60.89,1.091,11,-47.52,74.65,0,0.767
15-07-21 5:10,153,0.677,12.43,71.23,1.16,10.97,-40.59,75.08,0,0.746
15-07-21 5:15,154,0.242,179.7,41.8,0.588,10.77,-33.57,76.26,0.121,0.932
15-07-21 5:20,155,0.228,221,37.1,0.575,10.67,-27.88,76.78,0.469,0.787
15-07-21 5:25,156,0.18,235.2,18.03,0.493,10.68,-25.59,77.17,0.809,0.66
15-07-21 5:30,157,0.382,182.7,9.77,0.977,10.78,-25.16,76.71,1.299,0.626
15-07-21 5:35,158,0.413,141.7,29.42,0.947,10.85,-23.53,76.71,1.998,0.728
15-07-21 5:40,159,0.608,170.1,33.83,0.954,10.82,-24.29,76.62,2.627,0.652
15-07-21 5:45,160,0.445,284.3,44.09,0.696,10.92,-23.05,75.69,3.549,0.718
15-07-21 5:50,161,0.386,19.61,62.4,1.245,11.01,-24.29,75.1,4.893,1.02
15-07-21 5:55,162,1.034,48.54,52.64,2.117,11,-27.49,75.17,7.841,1.541
15-07-21 6:00,163,0.583,8.06,41.7,1.323,10.92,-20.73,75.88,12.62,2.472
15-07-21 6:05,164,1.072,18.29,28.84,1.813,10.85,-18.04,76.17,18.51,3.657
15-07-21 6:10,165,1.424,7.327,18.63,2.287,10.96,-19.24,75.59,29.22,6.765
15-07-21 6:15,166,1.346,348.9,13,1.774,11.07,-16.01,75.12,28.9,5.82
15-07-21 6:20,167,0.862,4.161,41.78,1.823,11.02,-10.65,75.14,23.86,3.592
15-07-21 6:25,168,0.517,17.9,37.34,1.196,11.02,-7.572,74.66,41.94,8.49
15-07-21 6:30,169,1.007,28.42,26.19,2.368,11.18,-6.073,73.93,45.76,9.18
15-07-21 6:35,170,0.624,34.89,30.29,1.153,11.26,-5.489,73.38,40.33,7.225
15-07-21 6:40,171,0.281,0.775,28.34,0.591,11.22,-2.668,73.5,33,4.774
15-07-21 6:45,172,0.743,353.9,21.49,1.473,11.11,0.102,73.09,33.94,4.904
15-07-21 6:50,173,0.291,341,23.26,0.774,11.07,5.463,73.68,39.08,5.614
15-07-21 6:55,174,0.226,332.6,22.19,0.617,11.13,8.79,72.47,45.65,6.509
15-07-21 7:00,175,0,0,0,0,11.19,10.11,73.34,52.22,7.427
15-07-21 7:05,176,0.573,54.79,14.42,1.267,11.21,6.098,73.96,59.39,8.61
15-07-21 7:10,177,1.058,14.57,21.48,1.428,11.11,7.902,73.24,64.7,9.48
15-07-21 7:15,178,0.293,44.84,20.39,0.745,11.09,15.14,73.41,69,9.77
15-07-21 7:20,179,0.335,21.85,16.49,0.65,11.15,22.74,73.67,79.23,10.94
15-07-21 7:25,180,0.267,206.7,7.973,0.833,11.18,28.36,72.69,85.8,11.64
15-07-21 7:30,181,0.199,204.8,26.2,0.712,11.14,35.9,72.78,96.8,13.06
15-07-21 7:35,182,0.231,95.2,13.3,0.546,11.21,39.51,72.49,104.5,13.87
15-07-21 7:40,183,0.702,34.82,26.33,0.849,11.21,40.17,73.37,107.3,14.37
15-07-21 7:45,184,0.797,43.97,16.89,1.075,11.16,39.18,74.47,112.9,15.41
15-07-21 7:50,185,0.595,51.41,25.67,0.96,11.15,34.46,74.56,150.8,22.27
15-07-21 7:55,186,0.654,92.2,32.55,1.748,11.48,24.88,73.78,255.1,42.14
15-07-21 8:00,187,0.544,72.24,13.06,1.441,11.88,46.17,72.19,175.7,25.44
15-07-21 8:05,188,0.645,46.31,12.11,0.993,11.6,43.98,72.93,124.5,16.58
15-07-21 8:10,189,0.602,47.54,11.05,0.931,11.3,48.07,74.81,135.1,18.32
15-07-21 8:15,190,0.67,46.41,19.78,0.817,11.3,69.46,75.88,177,25.33
15-07-21 8:20,191,0.471,51.94,27.98,0.882,11.62,95.2,75.07,297.7,46.99
15-07-21 8:25,192,0.76,35.8,27.58,1.271,12.24,30.94,72.32,349,54.82
15-07-21 8:30,193,0.68,31.3,46.08,1.359,12.42,36.38,70.31,298.8,44.22
15-07-21 8:35,194,0.327,51.92,32.21,0.676,12.73,116.6,70.4,396.8,62.13
15-07-21 8:40,195,0.53,28.78,47.9,1.365,13.19,181.2,67.49,397.3,61.56
15-07-21 8:45,196,1.287,46.25,21.9,1.578,13.07,183.5,67.38,389,61.21
15-07-21 8:50,197,1.248,28.29,24.65,1.46,13,188.6,67.66,396.1,62.1
15-07-21 8:55,198,1.384,46.98,14.92,2.146,12.87,198.1,66.79,405.1,63.28
15-07-21 9:00,199,1.604,15.26,22.4,2.27,12.56,202.5,67.03,407.7,63.71
15-07-21 9:05,200,1.42,9.51,22.6,1.918,12.5,208.3,67.31,413.3,62.85
15-07-21 9:10,201,1.291,346.7,16.47,1.744,12.54,216,67.21,422.6,63.7
15-07-21 9:15,202,1.573,6.169,25.1,1.934,12.45,216.4,66.05,431.7,65.35
15-07-21 9:20,203,1.392,18.72,25.96,2.006,12.4,219.2,66.44,429.6,64.5
15-07-21 9:25,204,1.367,331.6,26.75,1.885,12.55,224.8,65.3,441.5,65.81
15-07-21 9:30,205,1.268,331.8,41.08,1.852,12.45,220.7,65.85,445.6,67.05
15-07-21 9:35,206,0.43,17.1,44.84,1.307,12.77,229.3,65.31,441.1,64.21
15-07-21 9:40,207,0.685,349.7,52.76,1.267,13.14,236.3,63.71,451.5,65.52
15-07-21 9:45,208,0.735,305.1,47.44,1.339,12.95,248.9,62.52,467.1,67.9
15-07-21 9:50,209,1.001,301.6,27.67,1.526,12.75,259.4,63.92,482.5,69.9
15-07-21 9:55,210,1.734,343.1,31.8,2.218,12.72,275.8,63.33,496,72.26
15-07-21 10:00,211,1.848,349.7,37.12,2.515,12.78,300.5,63.36,524.9,75.94
15-07-21 10:05,212,1.157,31.53,58.87,1.95,12.79,341.3,62.55,569.1,80.9
15-07-21 10:10,213,1.821,4.332,18.71,3.015,12.81,341.9,63.17,569.1,80.8
15-07-21 10:15,214,1.383,351.9,44.56,2.535,12.73,349.2,63.93,581.2,82.1
15-07-21 10:20,215,0.879,314.5,40.54,2.068,12.79,357.6,64.15,586.2,81.6
15-07-21 10:25,216,0.814,355.4,72.79,1.251,12.95,372.5,65.22,607.5,84.2
15-07-21 10:30,217,1.073,312.9,43.44,1.601,13.01,385.7,64.2,619.2,85.5
15-07-21 10:35,218,0.564,283.1,40.67,1.506,12.94,396,64.64,630,86.1
15-07-21 10:40,219,0.923,310.6,45.47,1.509,12.89,425.6,66.44,664.2,90.7
15-07-21 10:45,220,0.932,313.6,25.05,1.787,13.13,468.5,65.1,720.9,97.4
15-07-21 10:50,221,1.226,316.8,30.85,2.097,13.04,457.5,64.1,685.2,91.3
15-07-21 10:55,222,1.388,326.1,21.42,2.019,12.83,357,64.6,564.3,73.41
15-07-21 11:00,223,0.822,323.2,38.72,1.637,12.83,274.2,65.49,451.9,55.68
15-07-21 11:05,224,0.741,323.6,48.12,1.457,12.8,165.8,65.73,315.4,38.08
15-07-21 11:10,225,0.979,300.8,14.44,1.398,12.5,196.8,65.63,367.2,47.21
15-07-21 11:15,226,1.296,304.2,13.3,1.888,12.31,181,66.95,357.3,46.91
15-07-21 11:20,227,1.225,308.6,30.9,1.49,12.53,313.7,65.84,531.2,70.62
15-07-21 11:25,228,1.11,300.3,34.47,1.411,13.3,462.8,63.09,723.9,97.1
15-07-21 11:30,229,1.004,329.8,31.53,1.591,13.88,458.2,60.25,721.8,95.1
15-07-21 11:35,230,1.376,316.4,19.47,1.921,13.75,480.5,57.86,735.4,96.7
15-07-21 11:40,231,1.267,306.6,26.93,1.604,13.84,484,59.12,752.6,98.2
15-07-21 11:45,232,1.491,323.5,26.23,1.901,14.07,470.1,57.55,744.4,97.6
15-07-21 11:50,233,1.454,303.6,23.6,1.849,13.98,411.9,57.47,667,86.9
15-07-21 11:55,234,1.136,306.5,31.52,1.705,13.86,482.5,57.82,752.5,98.7
15-07-21 12:00,235,0.788,307.5,24.86,1.477,14.32,480.5,58.06,752.8,96.8
15-07-21 12:05,236,1.016,320.4,34.6,1.519,14.33,478.9,54.89,757.8,97.8
15-07-21 12:10,237,0.696,305.2,41.24,1.666,14.68,490.3,53.63,757.5,96.2
15-07-21 12:15,238,1.342,340.3,37.06,1.741,14.67,479.7,53.2,762.3,98.3
15-07-21 12:20,239,1.38,346.3,20.7,1.901,14.75,476.1,52.32,751.2,95.3
15-07-21 12:25,240,1.668,349.1,22.95,2.532,14.87,472.8,51.52,748.7,94.7
15-07-21 12:30,241,1.27,335.3,28.05,1.8,14.82,473.3,53.48,752.1,94.8
15-07-21 12:35,242,1.67,323.4,24.1,1.937,14.85,477,51.11,757.7,96.3
15-07-21 12:40,243,1.082,325.8,28.19,1.594,14.55,483,53.43,762.4,95.8
15-07-21 12:45,244,1.215,325.1,21.18,1.588,14.78,491.5,52.3,767.8,96.4
15-07-21 12:50,245,1.517,319.7,23.07,2.14,14.79,491.3,52.05,773.7,97.5
15-07-21 12:55,246,1.245,319,31.97,1.846,14.52,495.4,54.31,778.1,97.4
15-07-21 13:00,247,1.284,309.8,30.93,1.588,14.68,494.3,55.5,781.5,97.3
15-07-21 13:05,248,1.693,316,20.44,2.198,14.55,518.8,52.97,788,99.1
15-07-21 13:10,249,1.191,339,30.08,1.637,14.53,508.7,53.49,789.9,97.6
15-07-21 13:15,250,1.52,321.7,12.3,2.234,14.9,516.4,49.9,794,98.6
15-07-21 13:20,251,1.717,319,15.38,1.963,14.99,513.1,49.16,798.2,99.4
15-07-21 13:25,252,1.73,353,13.18,2.11,15.31,520.2,46.87,800,98.6
15-07-21 13:30,253,1.277,352.5,26.72,1.784,15.51,517.7,47.15,804,98.4
15-07-21 13:35,254,1.326,311.7,24.2,1.656,15.78,522.4,43.47,806,99.1
15-07-21 13:40,255,1.694,326.5,23.45,2.303,15.54,514.5,45.11,811,100.8
15-07-21 13:45,256,1.015,337.4,8.98,1.519,15.79,516.1,46.34,811,99.1
15-07-21 13:50,257,1.305,325,19.83,1.705,16.03,528,42.72,813,99.9
15-07-21 13:55,258,1.302,301.7,22.7,1.911,15.65,531.8,42.63,816,100.7
15-07-21 14:00,259,1.406,328.5,23.51,1.891,15.84,518.6,43.7,818,100.5
15-07-21 14:05,260,2.068,313.5,16.19,2.378,15.85,528,42.37,821,102.3
15-07-21 14:10,261,2.079,314.4,13.01,2.247,15.48,534.1,42.46,823,102.7
15-07-21 14:15,262,2.073,326.3,18.89,2.584,15.4,530.2,45.42,822,102
15-07-21 14:20,263,1.596,323.7,25.07,1.927,15.53,530.7,43.57,823,101.6
15-07-21 14:25,264,1.469,316.7,17.82,1.937,15.65,529.9,42.81,822,101.2
15-07-21 14:30,265,1.339,309.1,24.21,1.94,15.72,530.1,42.82,822,101
15-07-21 14:35,266,1.235,322.7,32.25,1.947,15.84,529.6,43.06,821,100.7
15-07-21 14:40,267,1.257,328.6,29,1.836,16.17,527.2,43.09,818,100.2
15-07-21 14:45,268,1.667,312.6,23.88,2.172,15.99,528.4,41.92,819,101.4
15-07-21 14:50,269,1.434,307.5,19.56,1.859,16.19,518.4,42.3,818,100.7
15-07-21 14:55,270,1.229,316.9,18.28,1.784,16.19,526.8,41.39,816,100.8
15-07-21 15:00,271,1.105,310.2,19.68,1.558,16.51,514.6,39.54,812,99.6
15-07-21 15:05,272,1.311,323.6,21.86,1.891,16.71,508.8,39.1,811,100.1
15-07-21 15:10,273,1.743,319.2,12.33,2.074,16.65,514.8,40.52,812,101.3
15-07-21 15:15,274,1.931,327.4,18.53,2.316,16.19,524,43.3,811,101.6
15-07-21 15:20,275,1.391,329.3,14.12,1.983,16.51,512,38.82,807,99.9
15-07-21 15:25,276,1.339,320.6,16.04,1.715,16.77,517.5,33.69,805,100.1
15-07-21 15:30,277,1.33,315.1,22.81,1.875,17.24,497.2,35.4,802,99.8
15-07-21 15:35,278,1.864,311.3,12,2.189,17,517.2,36.16,802,101.8
15-07-21 15:40,279,1.681,315.6,26.66,2.169,16.68,506,40.02,797,101.1
15-07-21 15:45,280,1.642,332.9,17.27,2.296,16.92,496.3,37.38,790.1,99.5
15-07-21 15:50,281,1.499,322.4,13.19,1.849,17.18,496.8,36.13,785.3,99.1
15-07-21 15:55,282,1.672,309.1,11.23,2.081,17.43,489.4,34.46,782.4,99.5
15-07-21 16:00,283,1.573,331,26.54,1.715,17.35,487.6,33.95,782.2,99
15-07-21 16:05,284,1.667,315.4,23.15,2.257,17.56,488.8,33.44,790.4,100.4
15-07-21 16:10,285,1.905,311,18.41,2.427,17.51,480.1,34.85,774.3,100
15-07-21 16:15,286,2.455,330.5,10.76,2.986,17.38,489.9,34.2,768.2,99.9
15-07-21 16:20,287,1.926,341.8,11.76,2.545,17.14,475.1,36.23,761.5,98.6
15-07-21 16:25,288,1.495,337.4,13.14,1.823,17.64,470,34.08,757.5,97.6
15-07-21 16:30,289,1.574,346.7,24.55,2.323,18.14,456.3,33.04,749,96.8
15-07-21 16:35,290,1.488,328.6,25.84,2.274,17.92,461.4,32.26,746.4,97.2
