TOA5,5264,CR1000,5264,CR1000.Std.10,CRD:KLRS_CMA6_13JULY2015.CR1,35202,HalfHour
TIMESTAMP,RECORD,DT,BP,Rain_mm_Tot,,,
TS,RN,m,hPa(mb),mm,,,
,,Smp,Smp,Tot,,,
15-08-01 22:00,587,1.555,925,0,,,
15-08-01 22:30,588,1.554,925,0,,,
15-08-01 23:00,589,1.555,925,0,,,
15-08-01 23:30,590,1.565,926,0,,,
15-08-02 0:00,591,1.553,926,0,,,
15-08-02 0:30,592,1.552,925,0,,,
15-08-02 1:00,593,1.559,926,0,,,
15-08-02 1:30,594,1.587,926,0,,,
15-08-02 2:00,595,1.588,926,0,,,
15-08-02 2:30,596,1.581,926,0,,,
15-08-02 3:00,597,1.569,926,0,,,
15-08-02 3:30,598,1.571,926,0,,,
15-08-02 4:00,599,1.579,926,0,,,
15-08-02 4:30,600,1.57,926,0,,,
15-08-02 5:00,601,1.582,926,0,,,
15-08-02 5:30,602,1.579,926,0,,,
15-08-02 6:00,603,1.579,926,0,,,
15-08-02 6:30,604,1.586,927,0,,,
15-08-02 7:00,605,1.595,927,0,,,
15-08-02 7:30,606,1.589,927,0,,,
15-08-02 8:00,607,1.583,927,0,,,
15-08-02 8:30,608,1.574,927,0,,,
15-08-02 9:00,609,1.588,928,0,,,
15-08-02 9:30,610,1.584,928,0,,,
15-08-02 10:00,611,1.589,928,0,,,
15-08-02 10:30,612,1.59,928,0,,,
15-08-02 11:00,613,1.584,928,0,,,
15-08-02 11:30,614,1.586,928,0,,,
15-08-02 12:00,615,1.585,928,0,,,
15-08-02 12:30,616,1.568,928,0,,,
15-08-02 13:00,617,1.576,928,0,,,
15-08-02 13:30,618,1.574,928,0,,,
15-08-02 14:00,619,1.58,928,0,,,
15-08-02 14:30,620,1.567,928,0,,,
15-08-02 15:00,621,1.571,928,0,,,
15-08-02 15:30,622,1.571,928,0,,,
15-08-02 16:00,623,1.577,928,0,,,
15-08-02 16:30,624,1.578,928,0,,,
15-08-02 17:00,625,1.581,928,0,,,
15-08-02 17:30,626,1.587,928,0,,,
15-08-02 18:00,627,1.579,928,0,,,
15-08-02 18:30,628,1.552,928,0,,,
15-08-02 19:00,629,1.554,928,0,,,
15-08-02 19:30,630,1.55,928,0,,,
15-08-02 20:00,631,1.561,928,0,,,
15-08-02 20:30,632,1.55,928,0,,,
15-08-02 21:00,633,1.549,928,0,,,
15-08-02 21:30,634,1.557,929,0,,,
15-08-02 22:00,635,1.556,929,0,,,
15-08-02 22:30,636,1.558,928,0,,,
15-08-02 23:00,637,1.568,929,0,,,
15-08-02 23:30,638,1.601,929,0,,,
15-08-03 0:00,639,1.6,929,0,,,
15-08-03 0:30,640,1.603,929,0,,,
15-08-03 1:00,641,1.591,929,0,,,
15-08-03 1:30,642,1.579,929,0,,,
15-08-03 2:00,643,1.582,929,0,,,
15-08-03 2:30,644,1.577,930,0,,,
15-08-03 3:00,645,1.58,930,0,,,
15-08-03 3:30,646,1.581,930,0,,,
15-08-03 4:00,647,1.586,930,0,,,
15-08-03 4:30,648,1.582,930,0,,,
15-08-03 5:00,649,1.586,930,0,,,
15-08-03 5:30,650,1.587,930,0,,,
15-08-03 6:00,651,1.593,930,0,,,
15-08-03 6:30,652,1.597,930,0,,,
15-08-03 7:00,653,1.587,930,0,,,
15-08-03 7:30,654,1.578,930,0,,,
15-08-03 8:00,655,1.579,930,0,,,
15-08-03 8:30,656,1.59,930,0,,,
15-08-03 9:00,657,1.575,930,0,,,
15-08-03 9:30,658,1.588,930,0,,,
15-08-03 10:00,659,1.571,930,0,,,
15-08-03 10:30,660,1.56,930,0,,,
15-08-03 11:00,661,1.57,930,0,,,
15-08-03 11:30,662,1.578,930,0,,,
15-08-03 12:00,663,1.552,930,0,,,
15-08-03 12:30,664,1.541,929,0,,,
15-08-03 13:00,665,1.536,929,0,,,
15-08-03 13:30,666,1.557,929,0,,,
15-08-03 14:00,667,1.569,929,0,,,
15-08-03 14:30,668,1.534,928,0,,,
15-08-03 15:00,669,1.541,928,0,,,
15-08-03 15:30,670,1.552,928,0,,,
15-08-03 16:00,671,1.535,928,0,,,
15-08-03 16:30,672,1.54,927,0,,,
15-08-03 17:00,673,1.539,927,0,,,
15-08-03 17:30,674,1.552,927,0,,,
15-08-03 18:00,675,1.529,927,0,,,
15-08-03 18:30,676,1.533,926,0,,,
15-08-03 19:00,677,1.567,926,0,,,
15-08-03 19:30,678,1.557,926,0,,,
15-08-03 20:00,679,1.572,926,0,,,
15-08-03 20:30,680,1.572,926,0,,,
15-08-03 21:00,681,1.573,926,0,,,
15-08-03 21:30,682,1.569,926,0,,,
15-08-03 22:00,683,1.593,926,0,,,
15-08-03 22:30,684,1.594,927,0,,,
15-08-03 23:00,685,1.586,927,0,,,
15-08-03 23:30,686,1.584,927,0,,,
15-08-04 0:00,687,1.598,927,0,,,
15-08-04 0:30,688,1.586,927,0,,,
15-08-04 1:00,689,1.58,927,0,,,
15-08-04 1:30,690,1.58,927,0,,,
15-08-04 2:00,691,1.589,927,0,,,
15-08-04 2:30,692,1.592,927,0,,,
15-08-04 3:00,693,1.59,927,0,,,
15-08-04 3:30,694,1.587,927,0,,,
15-08-04 4:00,695,1.587,928,0,,,
15-08-04 4:30,696,1.589,928,0,,,
15-08-04 5:00,697,1.6,928,0,,,
15-08-04 5:30,698,1.595,928,0,,,
15-08-04 6:00,699,1.613,928,0,,,
15-08-04 6:30,700,1.592,928,0,,,
15-08-04 7:00,701,1.599,928,0,,,
15-08-04 7:30,702,1.601,928,0,,,
15-08-04 8:00,703,1.568,928,0,,,
15-08-04 8:30,704,1.586,927,0,,,
15-08-04 9:00,705,1.587,927,0,,,
15-08-04 9:30,706,1.564,927,0,,,
15-08-04 10:00,707,1.562,927,0,,,
15-08-04 10:30,708,1.592,927,0,,,
15-08-04 11:00,709,1.579,926,0,,,
15-08-04 11:30,710,1.572,926,0,,,
15-08-04 12:00,711,1.575,926,0,,,
15-08-04 12:30,712,1.573,926,0,,,
15-08-04 13:00,713,1.54,925,0,,,
15-08-04 13:30,714,1.572,925,0,,,
15-08-04 14:00,715,1.566,925,0,,,
15-08-04 14:30,716,1.558,925,0,,,
15-08-04 15:00,717,1.555,924,0,,,
15-08-04 15:30,718,1.542,924,0,,,
15-08-04 16:00,719,1.561,924,0,,,
15-08-04 16:30,720,1.555,923,0,,,
15-08-04 17:00,721,1.551,923,0,,,
15-08-04 17:30,722,1.547,923,0,,,
15-08-04 18:00,723,1.557,923,0,,,
15-08-04 18:30,724,1.555,922,0,,,
15-08-04 19:00,725,1.553,922,0,,,
15-08-04 19:30,726,1.537,922,0,,,
15-08-04 20:00,727,1.542,922,0,,,
15-08-04 20:30,728,1.55,922,0,,,
15-08-04 21:00,729,1.529,922,0,,,
15-08-04 21:30,730,1.551,922,0,,,
15-08-04 22:00,731,1.553,922,0,,,
15-08-04 22:30,732,1.557,922,0,,,
15-08-04 23:00,733,1.56,922,0,,,
15-08-04 23:30,734,1.574,922,0,,,
15-08-05 0:00,735,1.567,922,0,,,
15-08-05 0:30,736,1.58,922,0,,,
15-08-05 1:00,737,1.58,922,0,,,
15-08-05 1:30,738,1.58,923,0,,,
15-08-05 2:00,739,1.585,923,0,,,
15-08-05 2:30,740,1.584,923,0,,,
15-08-05 3:00,741,1.589,923,0,,,
15-08-05 3:30,742,1.594,923,0,,,
15-08-05 4:00,743,1.585,923,0,,,
15-08-05 4:30,744,1.585,922,0,,,
15-08-05 5:00,745,1.586,922,0,,,
15-08-05 5:30,746,1.588,922,0,,,
15-08-05 6:00,747,1.592,922,0,,,
15-08-05 6:30,748,1.594,922,0,,,
15-08-05 7:00,749,1.589,922,0,,,
15-08-05 7:30,750,1.593,922,0,,,
15-08-05 8:00,751,1.592,922,0,,,
15-08-05 8:30,752,1.592,922,0,,,
15-08-05 9:00,753,1.58,922,0,,,
15-08-05 9:30,754,1.582,922,0,,,
15-08-05 10:00,755,1.578,921,0,,,
15-08-05 10:30,756,1.572,921,0,,,
15-08-05 11:00,757,1.546,921,0,,,
15-08-05 11:30,758,1.555,921,0,,,
15-08-05 12:00,759,1.563,921,0,,,
15-08-05 12:30,760,1.545,921,0,,,
15-08-05 13:00,761,1.554,920,0,,,
15-08-05 13:30,762,1.558,920,0,,,
15-08-05 14:00,763,1.523,920,0,,,
15-08-05 14:30,764,1.532,920,0,,,
15-08-05 15:00,765,1.547,919,0,,,
15-08-05 15:30,766,1.553,919,0,,,
15-08-05 16:00,767,1.513,919,0,,,
15-08-05 16:30,768,1.544,919,0,,,
15-08-05 17:00,769,1.539,919,0,,,
15-08-05 17:30,770,1.534,919,0,,,
15-08-05 18:00,771,1.533,919,0,,,
15-08-05 18:30,772,1.547,918,0,,,
15-08-05 19:00,773,1.545,918,0,,,
15-08-05 19:30,774,1.541,918,0,,,
15-08-05 20:00,775,1.564,918,0,,,
15-08-05 20:30,776,1.564,918,0,,,
15-08-05 21:00,777,1.568,918,0,,,
15-08-05 21:30,778,1.572,918,0,,,
15-08-05 22:00,779,1.571,918,0,,,
15-08-05 22:30,780,1.578,919,0,,,
15-08-05 23:00,781,1.581,919,0,,,
15-08-05 23:30,782,1.577,919,0,,,
15-08-06 0:00,783,1.585,919,0,,,
15-08-06 0:30,784,1.585,919,0,,,
15-08-06 1:00,785,1.581,919,0,,,
15-08-06 1:30,786,1.561,919,0,,,
15-08-06 2:00,787,1.569,919,0,,,
15-08-06 2:30,788,1.575,919,0,,,
15-08-06 3:00,789,1.574,919,0,,,
15-08-06 3:30,790,1.572,919,0,,,
15-08-06 4:00,791,1.573,919,0,,,
15-08-06 4:30,792,1.591,919,0,,,
15-08-06 5:00,793,1.583,919,0,,,
15-08-06 5:30,794,1.582,919,0,,,
15-08-06 6:00,795,1.582,919,0,,,
15-08-06 6:30,796,1.58,919,0,,,
15-08-06 7:00,797,1.574,919,0,,,
15-08-06 7:30,798,1.577,919,0,,,
15-08-06 8:00,799,1.577,919,0,,,
15-08-06 8:30,800,1.577,919,0,,,
15-08-06 9:00,801,1.576,919,0,,,
15-08-06 9:30,802,1.564,919,0,,,
15-08-06 10:00,803,1.572,919,0,,,
15-08-06 10:30,804,1.565,919,0,,,
15-08-06 11:00,805,1.565,919,0,,,
15-08-06 11:30,806,1.572,919,0,,,
15-08-06 12:00,807,1.568,919,0,,,
15-08-06 12:30,808,1.566,919,0,,,
15-08-06 13:00,809,1.566,920,0,,,
15-08-06 13:30,810,1.57,920,0,,,
15-08-06 14:00,811,1.578,920,0,,,
15-08-06 14:30,812,1.585,920,0.1,,,
15-08-06 15:00,813,1.58,920,0,,,
15-08-06 15:30,814,1.584,920,0,,,
15-08-06 16:00,815,1.565,920,0,,,
15-08-06 16:30,816,1.578,920,0,,,
15-08-06 17:00,817,1.58,920,0,,,
15-08-06 17:30,818,1.583,920,0,,,
15-08-06 18:00,819,1.576,919,0,,,
15-08-06 18:30,820,1.575,919,0,,,
15-08-06 19:00,821,1.586,919,0,,,
15-08-06 19:30,822,1.585,920,0.1,,,
15-08-06 20:00,823,1.585,919,0.1,,,
15-08-06 20:30,824,1.579,919,0,,,
15-08-06 21:00,825,1.584,920,0.1,,,
15-08-06 21:30,826,1.587,920,0,,,
15-08-06 22:00,827,1.588,920,0,,,
15-08-06 22:30,828,1.548,920,0.4,,,
15-08-06 23:00,829,1.558,920,0.1,,,
15-08-06 23:30,830,1.564,920,0.4,,,
15-08-07 0:00,831,1.568,920,0.6,,,
15-08-07 0:30,832,1.551,920,0.6,,,
15-08-07 1:00,833,1.573,920,0.5,,,
15-08-07 1:30,834,1.542,920,0.6,,,
15-08-07 2:00,835,1.561,920,0.9,,,
15-08-07 2:30,836,1.563,921,0.9,,,
15-08-07 3:00,837,1.559,921,0.7,,,
15-08-07 3:30,838,1.555,921,0.5,,,
15-08-07 4:00,839,1.573,920,0.3,,,
15-08-07 4:30,840,1.575,919,0,,,
15-08-07 5:00,841,1.569,918,0,,,
15-08-07 5:30,842,1.571,917,0,,,
15-08-07 6:00,843,1.579,917,0,,,
15-08-07 6:30,844,1.563,916,0.2,,,
15-08-07 7:00,845,1.577,916,0.1,,,
15-08-07 7:30,846,1.589,917,0,,,
15-08-07 8:00,847,1.588,917,0,,,
15-08-07 8:30,848,1.586,918,0,,,
15-08-07 9:00,849,1.581,919,0,,,
15-08-07 9:30,850,1.57,920,0,,,
15-08-07 10:00,851,1.55,922,0,,,
15-08-07 10:30,852,1.556,923,0,,,
15-08-07 11:00,853,1.544,923,0,,,
15-08-07 11:30,854,1.543,925,0,,,
15-08-07 12:00,855,1.561,921,0,,,
15-08-07 12:30,856,1.561,921,0,,,
15-08-07 13:00,857,1.548,921,0,,,
15-08-07 13:30,858,1.543,921,0,,,
15-08-07 14:00,859,1.547,921,0,,,
15-08-07 14:30,860,1.558,921,0,,,
15-08-07 15:00,861,1.561,920,0,,,
15-08-07 15:30,862,1.553,920,0,,,
15-08-07 16:00,863,1.535,920,0,,,
15-08-07 16:30,864,1.54,920,0,,,
15-08-07 17:00,865,1.555,920,0,,,
15-08-07 17:30,866,1.557,919,0,,,
15-08-07 18:00,867,1.528,919,0,,,
15-08-07 18:30,868,1.54,919,0,,,
15-08-07 19:00,869,1.557,919,0,,,
15-08-07 19:30,870,1.575,919,0,,,
15-08-07 20:00,871,1.577,919,0,,,
15-08-07 20:30,872,1.571,919,0,,,
15-08-07 21:00,873,1.58,919,0,,,
15-08-07 21:30,874,1.579,919,0,,,
15-08-07 22:00,875,1.58,919,0,,,
15-08-07 22:30,876,1.57,919,0,,,
15-08-07 23:00,877,1.583,920,0,,,
15-08-07 23:30,878,1.587,920,0,,,
15-08-08 0:00,879,1.589,920,0,,,
15-08-08 0:30,880,1.59,920,0,,,
15-08-08 1:00,881,1.588,920,0,,,
15-08-08 1:30,882,1.594,920,0,,,
15-08-08 2:00,883,1.596,920,0,,,
15-08-08 2:30,884,1.593,920,0,,,
15-08-08 3:00,885,1.582,920,0,,,
15-08-08 3:30,886,1.598,921,0,,,
15-08-08 4:00,887,1.591,921,0,,,
15-08-08 4:30,888,1.598,921,0,,,
15-08-08 5:00,889,1.588,921,0,,,
15-08-08 5:30,890,1.603,921,0,,,
15-08-08 6:00,891,1.597,921,0,,,
15-08-08 6:30,892,1.603,921,0,,,
15-08-08 7:00,893,1.604,921,0,,,
15-08-08 7:30,894,1.601,921,0,,,
15-08-08 8:00,895,1.586,921,0,,,
15-08-08 8:30,896,1.572,921,0,,,
15-08-08 9:00,897,1.566,921,0,,,
15-08-08 9:30,898,1.562,921,0,,,
15-08-08 10:00,899,1.562,920,0,,,
15-08-08 10:30,900,1.557,920,0,,,
15-08-08 11:00,901,1.558,920,0,,,
15-08-08 11:30,902,1.548,920,0,,,
15-08-08 12:00,903,1.539,920,0,,,
15-08-08 12:30,904,1.537,920,0,,,
15-08-08 13:00,905,1.528,920,0,,,
15-08-08 13:30,906,1.544,919,0,,,
15-08-08 14:00,907,1.558,919,0,,,
15-08-08 14:30,908,1.563,919,0,,,
15-08-08 15:00,909,1.553,919,0,,,
15-08-08 15:30,910,1.526,919,0,,,
15-08-08 16:00,911,1.546,918,0,,,
15-08-08 16:30,912,1.529,918,0,,,
15-08-08 17:00,913,1.544,918,0,,,
15-08-08 17:30,914,1.526,918,0,,,
15-08-08 18:00,915,1.551,917,0,,,
15-08-08 18:30,916,1.53,917,0,,,
15-08-08 19:00,917,1.533,917,0,,,
15-08-08 19:30,918,1.554,917,0,,,
15-08-08 20:00,919,1.557,917,0,,,
15-08-08 20:30,920,1.554,917,0,,,
15-08-08 21:00,921,1.554,917,0,,,
15-08-08 21:30,922,1.573,917,0,,,
15-08-08 22:00,923,1.589,917,0,,,
15-08-08 22:30,924,1.579,917,0,,,
15-08-08 23:00,925,1.58,917,0,,,
15-08-08 23:30,926,1.588,918,0,,,
15-08-09 0:00,927,1.584,918,0,,,
15-08-09 0:30,928,1.588,918,0,,,
15-08-09 1:00,929,1.58,918,0,,,
15-08-09 1:30,930,1.585,918,0,,,
15-08-09 2:00,931,1.589,918,0,,,
15-08-09 2:30,932,1.584,918,0,,,
15-08-09 3:00,933,1.581,918,0,,,
15-08-09 3:30,934,1.578,918,0,,,
15-08-09 4:00,935,1.57,918,0,,,
15-08-09 4:30,936,1.574,918,0,,,
15-08-09 5:00,937,1.578,918,0,,,
15-08-09 5:30,938,1.571,917,0,,,
15-08-09 6:00,939,1.573,917,0,,,
15-08-09 6:30,940,1.573,917,0,,,
15-08-09 7:00,941,1.57,917,0,,,
15-08-09 7:30,942,1.562,917,0,,,
15-08-09 8:00,943,1.563,917,0,,,
15-08-09 8:30,944,1.553,917,0,,,
15-08-09 9:00,945,1.554,917,0,,,
15-08-09 9:30,946,1.552,917,0,,,
15-08-09 10:00,947,1.552,917,0,,,
15-08-09 10:30,948,1.552,917,0,,,
15-08-09 11:00,949,1.55,917,0,,,
15-08-09 11:30,950,1.547,917,0,,,
15-08-09 12:00,951,1.542,916,0,,,
15-08-09 12:30,952,1.542,916,0,,,
15-08-09 13:00,953,1.559,916,0,,,
15-08-09 13:30,954,1.57,915,0,,,
15-08-09 14:00,955,1.551,915,0,,,
15-08-09 14:30,956,1.531,915,0,,,
15-08-09 15:00,957,1.578,914,0,,,
15-08-09 15:30,958,1.544,914,0,,,
15-08-09 16:00,959,1.535,914,0,,,
15-08-09 16:30,960,1.537,914,0,,,
15-08-09 17:00,961,1.538,913,0,,,
15-08-09 17:30,962,1.531,913,0,,,
15-08-09 18:00,963,1.54,913,0,,,
15-08-09 18:30,964,1.539,913,0,,,
15-08-09 19:00,965,1.539,913,0,,,
15-08-09 19:30,966,1.541,913,0,,,
15-08-09 20:00,967,1.543,913,0,,,
15-08-09 20:30,968,1.547,913,0,,,
15-08-09 21:00,969,1.548,913,0,,,
15-08-09 21:30,970,1.549,913,0,,,
15-08-09 22:00,971,1.552,913,0,,,
15-08-09 22:30,972,1.553,913,0,,,
15-08-09 23:00,973,1.557,913,0,,,
15-08-09 23:30,974,1.554,913,0,,,
15-08-10 0:00,975,1.563,913,0,,,
15-08-10 0:30,976,1.558,913,0,,,
15-08-10 1:00,977,1.564,913,0,,,
15-08-10 1:30,978,1.572,913,0,,,
15-08-10 2:00,979,1.573,913,0,,,
15-08-10 2:30,980,1.564,913,0,,,
15-08-10 3:00,981,1.58,913,0,,,
15-08-10 3:30,982,1.584,913,0,,,
15-08-10 4:00,983,1.585,913,0,,,
15-08-10 4:30,984,1.595,913,0,,,
15-08-10 5:00,985,1.592,913,0,,,
15-08-10 5:30,986,1.58,913,0,,,
15-08-10 6:00,987,1.588,913,0,,,
15-08-10 6:30,988,1.583,913,0,,,
15-08-10 7:00,989,1.571,913,0,,,
15-08-10 7:30,990,1.565,913,0,,,
15-08-10 8:00,991,1.56,913,0,,,
15-08-10 8:30,992,1.546,913,0,,,
15-08-10 9:00,993,1.555,913,0,,,
15-08-10 9:30,994,1.552,913,0,,,
15-08-10 10:00,995,1.559,913,0,,,
15-08-10 10:30,996,1.543,913,0,,,
15-08-10 11:00,997,1.548,913,0,,,
15-08-10 11:30,998,1.546,912,0,,,
15-08-10 12:00,999,1.542,912,0,,,
15-08-10 12:30,1000,1.545,912,0,,,
15-08-10 13:00,1001,1.54,912,0,,,
15-08-10 13:30,1002,1.538,912,0,,,
15-08-10 14:00,1003,1.533,911,0,,,
15-08-10 14:30,1004,1.538,911,0,,,
15-08-10 15:00,1005,1.532,911,0,,,
15-08-10 15:30,1006,1.529,911,0,,,
15-08-10 16:00,1007,1.533,911,0,,,
15-08-10 16:30,1008,1.538,910,0,,,
15-08-10 17:00,1009,1.539,910,0,,,
15-08-10 17:30,1010,1.541,910,0,,,
15-08-10 18:00,1011,1.566,910,0,,,
15-08-10 18:30,1012,1.549,910,0,,,
15-08-10 19:00,1013,1.545,910,0,,,
15-08-10 19:30,1014,1.541,910,0,,,
15-08-10 20:00,1015,1.549,910,0,,,
15-08-10 20:30,1016,1.544,910,0,,,
15-08-10 21:00,1017,1.55,911,0,,,
15-08-10 21:30,1018,1.551,911,0,,,
15-08-10 22:00,1019,1.545,911,0,,,
15-08-10 22:30,1020,1.564,911,0,,,
15-08-10 23:00,1021,1.552,911,0,,,
15-08-10 23:30,1022,1.554,912,0,,,
15-08-11 0:00,1023,1.547,912,0,,,
15-08-11 0:30,1024,1.556,913,0,,,
15-08-11 1:00,1025,1.555,913,0,,,
15-08-11 1:30,1026,1.551,913,0,,,
15-08-11 2:00,1027,1.558,913,0,,,
15-08-11 2:30,1028,1.554,914,0,,,
15-08-11 3:00,1029,1.558,914,0,,,
15-08-11 3:30,1030,1.557,915,0,,,
15-08-11 4:00,1031,1.556,915,0,,,
15-08-11 4:30,1032,1.559,915,0,,,
15-08-11 5:00,1033,1.562,915,0,,,
15-08-11 5:30,1034,1.559,915,0,,,
15-08-11 6:00,1035,1.561,915,0,,,
15-08-11 6:30,1036,1.569,915,0,,,
15-08-11 7:00,1037,1.566,916,0,,,
15-08-11 7:30,1038,1.566,916,0,,,
15-08-11 8:00,1039,1.564,916,0,,,
15-08-11 8:30,1040,1.571,916,0,,,
15-08-11 9:00,1041,1.571,916,0,,,
15-08-11 9:30,1042,1.569,916,0,,,
15-08-11 10:00,1043,1.57,916,0,,,
15-08-11 10:30,1044,1.563,915,0,,,
15-08-11 11:00,1045,1.561,915,0,,,
15-08-11 11:30,1046,1.564,915,0,,,
15-08-11 12:00,1047,1.562,915,0,,,
15-08-11 12:30,1048,1.562,915,0,,,
15-08-11 13:00,1049,1.562,914,0,,,
15-08-11 13:30,1050,1.57,914,0,,,
15-08-11 14:00,1051,1.555,914,0,,,
15-08-11 14:30,1052,1.553,914,0,,,
15-08-11 15:00,1053,1.556,913,0,,,
15-08-11 15:30,1054,1.557,914,0,,,
15-08-11 16:00,1055,1.552,913,0,,,
15-08-11 16:30,1056,1.552,913,0,,,
15-08-11 17:00,1057,1.553,913,0,,,
15-08-11 17:30,1058,1.552,913,0,,,
15-08-11 18:00,1059,1.542,912,0,,,
15-08-11 18:30,1060,1.544,912,0,,,
15-08-11 19:00,1061,1.543,912,0,,,
15-08-11 19:30,1062,1.544,912,0,,,
15-08-11 20:00,1063,1.54,912,0,,,
15-08-11 20:30,1064,1.54,912,0,,,
15-08-11 21:00,1065,1.544,912,0,,,
15-08-11 21:30,1066,1.546,912,0,,,
15-08-11 22:00,1067,1.548,912,0,,,
15-08-11 22:30,1068,1.547,912,0,,,
15-08-11 23:00,1069,1.552,913,0,,,
15-08-11 23:30,1070,1.564,914,0,,,
15-08-12 0:00,1071,1.576,914,0,,,
15-08-12 0:30,1072,1.572,914,0,,,
15-08-12 1:00,1073,1.593,915,0,,,
15-08-12 1:30,1074,1.56,915,0,,,
15-08-12 2:00,1075,1.569,916,0,,,
15-08-12 2:30,1076,1.563,916,0,,,
15-08-12 3:00,1077,1.566,916,0,,,
15-08-12 3:30,1078,1.568,916,0,,,
15-08-12 4:00,1079,1.59,922,0.3,,,
15-08-12 4:30,1080,1.56,921,0.2,,,
15-08-12 5:00,1081,1.571,919,0.4,,,
15-08-12 5:30,1082,1.596,918,0.1,,,
15-08-12 6:00,1083,1.577,917,0.1,,,
15-08-12 6:30,1084,1.558,918,0.1,,,
15-08-12 7:00,1085,1.554,918,0.6,,,
15-08-12 7:30,1086,1.578,919,0.6,,,
15-08-12 8:00,1087,1.561,919,0.3,,,
15-08-12 8:30,1088,1.593,919,0.3,,,
15-08-12 9:00,1089,1.564,920,0.5,,,
15-08-12 9:30,1090,1.603,920,0.5,,,
15-08-12 10:00,1091,1.549,921,0.8,,,
15-08-12 10:30,1092,1.553,921,0.3,,,
15-08-12 11:00,1093,1.567,921,0.1,,,
15-08-12 11:30,1094,1.555,920,0,,,
15-08-12 12:00,1095,1.566,919,0,,,
15-08-12 12:30,1096,1.543,918,0,,,
15-08-12 13:00,1097,1.545,922,0,,,
15-08-12 13:30,1098,1.545,922,0,,,
15-08-12 14:00,1099,1.541,922,0,,,
15-08-12 14:30,1100,1.55,922,0,,,
15-08-12 15:00,1101,1.548,922,0,,,
15-08-12 15:30,1102,1.547,922,0,,,
15-08-12 16:00,1103,1.548,922,0,,,
15-08-12 16:30,1104,1.547,922,0,,,
15-08-12 17:00,1105,1.564,922,0,,,
15-08-12 17:30,1106,1.552,922,0,,,
15-08-12 18:00,1107,1.546,923,0,,,
15-08-12 18:30,1108,1.543,923,0,,,
15-08-12 19:00,1109,1.549,923,0,,,
15-08-12 19:30,1110,1.55,923,0,,,
15-08-12 20:00,1111,1.552,923,0,,,
15-08-12 20:30,1112,1.55,923,0,,,
15-08-12 21:00,1113,1.556,924,0,,,
15-08-12 21:30,1114,1.557,924,0,,,
15-08-12 22:00,1115,1.558,924,0,,,
15-08-12 22:30,1116,1.565,924,0,,,
15-08-12 23:00,1117,1.568,925,0,,,
15-08-12 23:30,1118,1.568,925,0,,,
15-08-13 0:00,1119,1.571,925,0,,,
15-08-13 0:30,1120,1.571,925,0,,,
15-08-13 1:00,1121,1.573,926,0,,,
15-08-13 1:30,1122,1.573,926,0,,,
15-08-13 2:00,1123,1.572,926,0,,,
15-08-13 2:30,1124,1.571,926,0,,,
15-08-13 3:00,1125,1.573,927,0,,,
15-08-13 3:30,1126,1.571,927,0,,,
15-08-13 4:00,1127,1.574,927,0,,,
15-08-13 4:30,1128,1.577,927,0,,,
15-08-13 5:00,1129,1.58,927,0,,,
15-08-13 5:30,1130,1.582,928,0,,,
15-08-13 6:00,1131,1.585,928,0,,,
15-08-13 6:30,1132,1.584,928,0,,,
15-08-13 7:00,1133,1.589,928,0,,,
15-08-13 7:30,1134,1.576,928,0,,,
15-08-13 8:00,1135,1.577,928,0,,,
15-08-13 8:30,1136,1.563,929,0,,,
15-08-13 9:00,1137,1.558,929,0,,,
15-08-13 9:30,1138,1.556,929,0,,,
15-08-13 10:00,1139,1.551,929,0,,,
15-08-13 10:30,1140,1.555,929,0,,,
15-08-13 11:00,1141,1.55,929,0,,,
15-08-13 11:30,1142,1.553,928,0,,,
15-08-13 12:00,1143,1.542,929,0,,,
15-08-13 12:30,1144,1.545,929,0,,,
15-08-13 13:00,1145,1.544,929,0,,,
15-08-13 13:30,1146,1.539,928,0,,,
15-08-13 14:00,1147,1.535,928,0,,,
15-08-13 14:30,1148,1.532,928,0,,,
15-08-13 15:00,1149,1.537,928,0,,,
15-08-13 15:30,1150,1.541,928,0,,,
15-08-13 16:00,1151,1.54,928,0,,,
15-08-13 16:30,1152,1.539,928,0,,,
15-08-13 17:00,1153,1.533,928,0,,,
15-08-13 17:30,1154,1.556,928,0,,,
15-08-13 18:00,1155,1.531,928,0,,,
15-08-13 18:30,1156,1.536,928,0,,,
15-08-13 19:00,1157,1.536,928,0,,,
15-08-13 19:30,1158,1.537,928,0,,,
15-08-13 20:00,1159,1.534,927,0,,,
15-08-13 20:30,1160,1.537,927,0,,,
15-08-13 21:00,1161,1.538,927,0,,,
15-08-13 21:30,1162,1.547,927,0,,,
15-08-13 22:00,1163,1.553,928,0,,,
15-08-13 22:30,1164,1.564,928,0,,,
15-08-13 23:00,1165,1.554,928,0,,,
15-08-13 23:30,1166,1.552,928,0,,,
15-08-14 0:00,1167,1.558,928,0,,,
15-08-14 0:30,1168,1.555,929,0,,,
15-08-14 1:00,1169,1.557,929,0,,,
15-08-14 1:30,1170,1.56,929,0,,,
15-08-14 2:00,1171,1.56,929,0,,,
15-08-14 2:30,1172,1.562,929,0,,,
15-08-14 3:00,1173,1.561,929,0,,,
15-08-14 3:30,1174,1.565,929,0,,,
15-08-14 4:00,1175,1.564,929,0,,,
15-08-14 4:30,1176,1.568,929,0,,,
15-08-14 5:00,1177,1.567,930,0,,,
15-08-14 5:30,1178,1.568,930,0,,,
