"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_May2013.CR1","36023","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2013-07-28 01:55:00",17993,0.071,347.7,53.75,0.271,11.4,-17.45,88.6
"2013-07-28 02:00:00",17994,0.582,292.8,37.33,1.349,11.36,-17.02,88.7
"2013-07-28 02:05:00",17995,0.193,220,63.35,0.689,11.36,-17.25,89.3
"2013-07-28 02:10:00",17996,0.324,245.6,5.757,0.657,11.3,-19.05,89.2
"2013-07-28 02:15:00",17997,0.139,151.1,39.13,0.536,11.24,-19.26,89.8
"2013-07-28 02:20:00",17998,0.488,193.8,29.36,0.931,11.26,-19.18,90.3
"2013-07-28 02:25:00",17999,0.243,213.6,7.714,0.464,11.11,-21.16,90.5
"2013-07-28 02:30:00",18000,0.241,218.1,12.19,0.555,11.06,-21.44,91.2
"2013-07-28 02:35:00",18001,0,0,0,0,11.11,-21.21,90.9
"2013-07-28 02:40:00",18002,0.132,196.3,3.237,0.526,11.14,-20.73,90.9
"2013-07-28 02:45:00",18003,0.222,174.7,16.97,0.546,11.15,-21.42,90.9
"2013-07-28 02:50:00",18004,0.537,110.9,5.83,0.644,11.12,-23.88,91.1
"2013-07-28 02:55:00",18005,0.537,120.4,13.46,0.908,11.14,-20.63,90.7
"2013-07-28 03:00:00",18006,0,0,0,0,11.17,-20.02,90.1
"2013-07-28 03:05:00",18007,0,0,0,0,11.17,-19.87,90.1
"2013-07-28 03:10:00",18008,0.213,60.36,7.354,0.405,11.1,-19.08,90.4
"2013-07-28 03:15:00",18009,0.532,338.8,37.76,1.065,11.13,-16.79,90.5
"2013-07-28 03:20:00",18010,0.923,314.7,29.27,1.241,11.16,-16.79,89.3
"2013-07-28 03:25:00",18011,0.662,336.8,25.59,0.99,11.08,-21.21,89.3
"2013-07-28 03:30:00",18012,0.293,36.04,46.38,0.823,11.03,-23.07,90.1
"2013-07-28 03:35:00",18013,0.76,103.5,24.63,1.212,11.05,-22.92,90.3
"2013-07-28 03:40:00",18014,1.24,177.5,18.82,1.695,11.08,-22.15,90.2
"2013-07-28 03:45:00",18015,0.605,157.6,37.76,1.297,11.08,-20.83,90.3
"2013-07-28 03:50:00",18016,0.527,166.7,37.27,0.813,11.17,-18.42,90.3
"2013-07-28 03:55:00",18017,0.948,189.1,21.2,1.516,11.48,-17.25,89.4
"2013-07-28 04:00:00",18018,1.211,196.3,23.45,1.846,12.29,-16.31,85.9
"2013-07-28 04:05:00",18019,0.869,141.6,35.81,1.287,12.76,-16.52,83.7
"2013-07-28 04:10:00",18020,0.932,166.3,41.62,1.859,13,-16.39,82.3
"2013-07-28 04:15:00",18021,0.651,126.2,40.61,1.597,13.73,-14.99,78.94
"2013-07-28 04:20:00",18022,1.822,351.7,82.9,3.946,13.9,-14.3,78.41
"2013-07-28 04:25:00",18023,0.859,21.8,54.23,1.904,14.31,-16.28,76.71
"2013-07-28 04:30:00",18024,1.053,320.4,43.91,2.483,14.41,-16.33,76.69
"2013-07-28 04:35:00",18025,0.896,292.1,58.04,2.261,14.37,-21.57,76.75
"2013-07-28 04:40:00",18026,0.537,230.6,16.69,1.29,14.15,-24.89,77.67
"2013-07-28 04:45:00",18027,0.282,203.6,30.52,0.513,13.8,-26.85,79.37
"2013-07-28 04:50:00",18028,0.083,287.7,7.741,0.51,13.51,-29.14,80.9
"2013-07-28 04:55:00",18029,0.272,297.6,50.88,0.67,13.53,-26.87,80.8
"2013-07-28 05:00:00",18030,0.312,47.05,79.7,0.657,13.65,-24.99,80.4
"2013-07-28 05:05:00",18031,0.829,80.2,10.35,1.934,13.57,-22.45,81
"2013-07-28 05:10:00",18032,0.984,69.74,26.38,1.31,13.47,-22.28,81.7
"2013-07-28 05:15:00",18033,0.773,101.8,11.43,1.065,13.23,-22.45,83.2
"2013-07-28 05:20:00",18034,0.958,111.7,16.92,1.281,13.01,-23.85,84.3
"2013-07-28 05:25:00",18035,0.908,91.2,29.48,1.156,13.01,-23.93,84.4
"2013-07-28 05:30:00",18036,1.158,77.78,13.28,1.49,13.11,-20.19,84.2
"2013-07-28 05:35:00",18037,1.084,85,14.01,1.62,13.17,-16.31,84.1
"2013-07-28 05:40:00",18038,1.15,81.3,18.93,1.614,13.16,-16.46,84.2
"2013-07-28 05:45:00",18039,0.86,109.6,26.28,1.209,13.11,-16.23,84.2
"2013-07-28 05:50:00",18040,1.036,121.1,39.07,1.637,13.07,-18.26,84.5
"2013-07-28 05:55:00",18041,1.72,87.5,15.57,2.845,13.25,-32.59,83.6
"2013-07-28 06:00:00",18042,1.2,74.66,17.39,1.395,13.25,-31.85,83.9
"2013-07-28 06:05:00",18043,1.375,75.2,14.51,1.718,13.09,-30.05,85
"2013-07-28 06:10:00",18044,0.692,74.18,15.76,1.428,13.05,-24.41,85.3
"2013-07-28 06:15:00",18045,0.55,119.1,31.99,0.987,12.99,-21.97,86
"2013-07-28 06:20:00",18046,0.667,145.6,24.62,1.029,12.87,-20.45,86.6
"2013-07-28 06:25:00",18047,0.12,173.7,33.28,0.372,12.77,-15.04,87.3
"2013-07-28 06:30:00",18048,0.117,178.4,36.29,0.366,12.74,-13.01,87.3
"2013-07-28 06:35:00",18049,0.661,77.32,9.23,0.921,12.81,-15.47,87.4
"2013-07-28 06:40:00",18050,0.857,92.1,17.34,1.13,12.87,-17.93,87.2
"2013-07-28 06:45:00",18051,0.85,76.34,16.47,1.209,12.82,-18.31,87.5
"2013-07-28 06:50:00",18052,0.243,96.9,28.88,0.546,12.8,-12.88,87.7
"2013-07-28 06:55:00",18053,0.126,211.3,14.11,0.434,12.7,-10.57,87.8
"2013-07-28 07:00:00",18054,0.469,226,6.324,0.735,12.67,-11.13,88
"2013-07-28 07:05:00",18055,0.288,165.2,62.37,0.686,12.67,-9.53,88.1
"2013-07-28 07:10:00",18056,0.627,71.12,6.791,0.846,12.8,-10.52,87.6
"2013-07-28 07:15:00",18057,1.316,58.79,4.4,1.512,12.93,-19.28,86.4
"2013-07-28 07:20:00",18058,1.221,53.7,6.635,1.326,13.02,-15.67,86
"2013-07-28 07:25:00",18059,1.23,53.3,7.649,1.349,13.07,-14.63,85.6
"2013-07-28 07:30:00",18060,0.967,66.81,5.366,1.179,13.11,-6.63,85.6
"2013-07-28 07:35:00",18061,0.662,74.56,14.76,0.817,13.1,-0.457,86.2
"2013-07-28 07:40:00",18062,0.853,83.6,13.17,1.173,13.11,-3.099,86
"2013-07-28 07:45:00",18063,0.913,85,10.62,1.098,13.18,-5.69,85.7
"2013-07-28 07:50:00",18064,0.851,69.5,13.75,1.169,13.22,-5.36,85.6
"2013-07-28 07:55:00",18065,0.755,75.42,12.33,0.996,13.25,-4.725,85.6
"2013-07-28 08:00:00",18066,0.692,78.25,14.9,1.101,13.27,0.991,85.9
"2013-07-28 08:05:00",18067,0.642,106.5,19.39,0.954,13.31,3.378,85.3
"2013-07-28 08:10:00",18068,0.213,100.4,15.76,0.441,13.44,11,84.8
"2013-07-28 08:15:00",18069,0.6,101.7,7.376,1.045,13.54,12.07,84.4
"2013-07-28 08:20:00",18070,0.862,96.9,15.36,1.186,13.68,20.75,83.6
"2013-07-28 08:25:00",18071,0.613,90.6,18.93,0.954,13.83,37.72,83.3
"2013-07-28 08:30:00",18072,0.18,100.3,21.59,0.389,14.08,62.16,82.8
"2013-07-28 08:35:00",18073,0.212,153.1,31.4,0.477,14.53,92.8,80.6
"2013-07-28 08:40:00",18074,0.537,125.4,37.71,0.98,14.99,118,78.29
"2013-07-28 08:45:00",18075,1.023,105.4,13.49,1.199,15.43,164.4,74.09
"2013-07-28 08:50:00",18076,0.725,89.2,41.55,1.359,15.89,165.7,71.85
"2013-07-28 08:55:00",18077,0.203,352.9,24.11,0.735,16.26,152.9,68.61
"2013-07-28 09:00:00",18078,0.724,14.27,36.76,1.085,16.64,235.7,67.65
"2013-07-28 09:05:00",18079,0.751,288.1,27.42,1.326,16.72,262.1,66.8
"2013-07-28 09:10:00",18080,0.564,276.1,17.85,1.068,16.46,269.1,67.57
"2013-07-28 09:15:00",18081,0.503,358.7,23.72,0.973,16.61,212.1,67.54
"2013-07-28 09:20:00",18082,1.086,319.1,23.81,1.581,16.35,262,68.37
"2013-07-28 09:25:00",18083,1.294,307,18.19,1.64,15.44,232.4,73.44
"2013-07-28 09:30:00",18084,1.129,315.3,11.03,1.777,14.84,120.5,76.07
"2013-07-28 09:35:00",18085,1.091,304.7,11.09,1.81,14.12,83.5,78.75
"2013-07-28 09:40:00",18086,1.075,320.6,7.593,1.401,13.86,84.6,80.1
"2013-07-28 09:45:00",18087,0.821,319.7,14.16,1.147,13.95,68.33,80.1
"2013-07-28 09:50:00",18088,0.908,322.1,6.267,1.124,13.98,75.75,79.87
"2013-07-28 09:55:00",18089,0.8,331.5,14.1,1.049,14.19,72.4,79.85
"2013-07-28 10:00:00",18090,0.778,355.8,11.29,1.071,14.43,87.4,78.46
"2013-07-28 10:05:00",18091,1.028,1.661,10.23,1.205,14.42,122.8,78.47
"2013-07-28 10:10:00",18092,1.083,0.783,14.92,1.339,14.55,156.7,78.34
"2013-07-28 10:15:00",18093,0.997,12.45,15.74,1.424,14.67,130.5,77.56
"2013-07-28 10:20:00",18094,1.059,19.76,19.38,1.47,14.61,100.8,78.09
"2013-07-28 10:25:00",18095,0.732,0.472,21.61,0.99,14.64,175.7,77.7
"2013-07-28 10:30:00",18096,0.418,21.45,25.38,0.768,14.9,282.9,76.94
"2013-07-28 10:35:00",18097,0.654,350.4,21.43,1.062,15.37,290.7,74.38
"2013-07-28 10:40:00",18098,1.217,332.3,30.67,1.722,15.44,234.5,74.33
"2013-07-28 10:45:00",18099,1.096,335.5,23.38,1.45,15.15,256.9,76.15
"2013-07-28 10:50:00",18100,1.245,333.1,18.56,1.816,15.34,265.1,76.04
"2013-07-28 10:55:00",18101,1.456,331.4,44.8,1.914,14.98,265.4,77.3
"2013-07-28 11:00:00",18102,1.085,314.6,8.63,1.486,14.97,385.3,77.96
"2013-07-28 11:05:00",18103,1.549,333.3,19.93,2.045,14.93,328.8,78.35
"2013-07-28 11:10:00",18104,1.336,342,17.12,1.862,15.02,218.8,78.34
"2013-07-28 11:15:00",18105,1.232,4.448,15.45,1.999,14.9,198.1,79.01
"2013-07-28 11:20:00",18106,1.294,351.2,21.14,1.643,14.8,235,78.44
"2013-07-28 11:25:00",18107,1.393,352.8,10.28,1.526,14.66,246.2,79.35
"2013-07-28 11:30:00",18108,1.241,342.8,9.96,1.447,14.59,245,79.64
"2013-07-28 11:35:00",18109,1.39,321.7,11.83,1.79,14.42,234,80.4
"2013-07-28 11:40:00",18110,1.346,314.6,22.54,1.594,14.29,226.6,81.1
"2013-07-28 11:45:00",18111,0.905,302.6,29.13,1.346,14.21,218.7,81.4
"2013-07-28 11:50:00",18112,0.997,306.3,18.77,1.526,14.3,215.1,80.5
"2013-07-28 11:55:00",18113,0.678,307.6,18.62,1.179,14.31,212.3,80.5
"2013-07-28 12:00:00",18114,0.622,320,44.98,1.356,14.4,218.5,80.1
"2013-07-28 12:05:00",18115,0.744,14,25.36,1.173,14.64,204.1,79.33
"2013-07-28 12:10:00",18116,0.592,341.4,38.03,1.196,14.78,220.2,79.26
"2013-07-28 12:15:00",18117,0.327,324.1,23.79,0.742,15.19,229.6,77.73
"2013-07-28 12:20:00",18118,0.54,305,25.37,1.068,15.54,237.9,75.83
"2013-07-28 12:25:00",18119,0.908,2.942,39.13,1.241,15.66,425.8,75.54
"2013-07-28 12:30:00",18120,0.453,31.43,17.82,1.032,16.52,683.3,72.1
"2013-07-28 12:35:00",18121,1.256,350.9,16.8,1.539,17,511.1,68.23
"2013-07-28 12:40:00",18122,1.12,333.8,24.94,1.457,16.77,408.6,68.87
"2013-07-28 12:45:00",18123,0.931,350.3,27.16,1.294,16.57,387.3,69.58
"2013-07-28 12:50:00",18124,0.703,328.7,14.22,1.281,16.86,468.5,69.8
"2013-07-28 12:55:00",18125,0.901,314.9,21.11,1.722,17.2,590.4,67.41
"2013-07-28 13:00:00",18126,1.194,318.8,11.98,1.708,17.22,522,67.25
"2013-07-28 13:05:00",18127,1.499,326.5,20.78,1.797,17.04,579.8,67.61
"2013-07-28 13:10:00",18128,1.565,315.9,18.99,2.499,16.81,577,69.01
"2013-07-28 13:15:00",18129,1.297,307.6,22.96,2.401,16.58,571.8,71.77
"2013-07-28 13:20:00",18130,0.853,299.9,22.14,1.597,16.8,564.4,70.81
"2013-07-28 13:25:00",18131,1.053,254.3,41.5,1.751,17.4,576.7,66.74
"2013-07-28 13:30:00",18132,0.85,304.1,31.54,1.656,17.75,595.6,64.13
"2013-07-28 13:35:00",18133,1.227,290.8,23.49,1.996,18.25,636.7,61.02
"2013-07-28 13:40:00",18134,1.001,291.8,36.74,1.437,18.5,684.6,61.69
"2013-07-28 13:45:00",18135,1.581,318.7,8.8,2.362,18.17,533,62.2
"2013-07-28 13:50:00",18136,0.879,305.9,32.22,1.13,17.69,479.7,65.19
"2013-07-28 13:55:00",18137,0.883,324.3,18.22,1.176,18.08,445,63.68
"2013-07-28 14:00:00",18138,0.984,257.7,34.43,1.401,18.28,344.2,60.25
"2013-07-28 14:05:00",18139,1.235,298.1,33.58,1.757,18.16,494.2,62.13
"2013-07-28 14:10:00",18140,1.144,270.5,26.93,1.561,18.33,608.9,61.19
"2013-07-28 14:15:00",18141,1.054,285,36.31,1.735,18.71,411.2,58.73
"2013-07-28 14:20:00",18142,0.841,274.2,22.03,1.424,18.61,451,57.38
"2013-07-28 14:25:00",18143,0.692,290.5,35.45,1.065,18.83,754.4,56.88
"2013-07-28 14:30:00",18144,0.956,318.7,34.98,1.918,19.24,526,55.42
"2013-07-28 14:35:00",18145,0.754,335.7,35.5,1.365,19.12,326.1,54.69
"2013-07-28 14:40:00",18146,0.552,309.9,28.04,0.973,18.96,336.9,57.04
"2013-07-28 14:45:00",18147,1.003,332.3,17.38,1.581,19.09,649.9,54.75
"2013-07-28 14:50:00",18148,1.741,317.8,22.79,2.156,19.32,718.7,52.9
"2013-07-28 14:55:00",18149,1.411,309.5,17.67,1.852,19.37,723.7,53.46
"2013-07-28 15:00:00",18150,1.296,308.8,17.76,1.846,19.58,640.2,53.09
"2013-07-28 15:05:00",18151,1.381,318.1,18.02,2.231,19.67,604,51.02
"2013-07-28 15:10:00",18152,1.29,313.7,26.98,1.816,19.66,539.7,50.96
"2013-07-28 15:15:00",18153,1.398,332.4,11.89,1.78,19.67,459.5,50.03
"2013-07-28 15:20:00",18154,1.221,320.2,20.28,2.159,19.52,473.6,52.06
"2013-07-28 15:25:00",18155,1.146,325.4,32.13,1.555,19.5,418.4,52.38
"2013-07-28 15:30:00",18156,0.983,317.1,18.58,1.343,19.63,337.8,51.75
"2013-07-28 15:35:00",18157,1.303,358,23.67,1.842,19.53,278,51.68
"2013-07-28 15:40:00",18158,0.735,357.4,40.42,1.806,19.34,285.4,52.72
"2013-07-28 15:45:00",18159,1.167,355.1,24.06,1.512,19.54,281.3,51.55
"2013-07-28 15:50:00",18160,0.99,8.22,21.71,1.601,19.38,238.1,52.07
"2013-07-28 15:55:00",18161,1.273,11.19,15.95,1.686,19.41,268.3,52.65
"2013-07-28 16:00:00",18162,1.417,9.74,12.9,1.797,19.67,442.3,50.71
"2013-07-28 16:05:00",18163,1.327,358.5,26.53,2.238,19.97,334.8,49.5
"2013-07-28 16:10:00",18164,0.922,316.5,25.4,1.62,20.15,281.2,47.93
"2013-07-28 16:15:00",18165,1.009,324.3,21.85,1.751,19.76,162.2,48.66
"2013-07-28 16:20:00",18166,0.964,316.7,10.53,1.297,19.5,128,49.54
"2013-07-28 16:25:00",18167,0.68,318,30.72,0.915,19.59,495.3,50.68
"2013-07-28 16:30:00",18168,1.029,2.003,22.28,1.666,20.52,449,47.34
"2013-07-28 16:35:00",18169,0.859,305.5,27.39,1.764,20.97,411.6,46.79
"2013-07-28 16:40:00",18170,1.058,309,21.05,1.591,20.92,463.6,45.43
"2013-07-28 16:45:00",18171,1.092,340.7,25.15,1.993,21.06,472.7,44.36
"2013-07-28 16:50:00",18172,1.232,322.7,32.09,1.744,21.13,466.8,45.37
"2013-07-28 16:55:00",18173,1.216,323.5,8.38,1.558,21.21,460.7,44.99
"2013-07-28 17:00:00",18174,1.203,334.7,24.57,1.503,21.42,448.2,45.45
"2013-07-28 17:05:00",18175,1.085,304.9,21.76,1.61,21.39,429.2,44.61
"2013-07-28 17:10:00",18176,0.889,319.9,24.6,1.797,21.79,429.1,41.32
"2013-07-28 17:15:00",18177,0.934,318.8,26.91,1.97,21.69,413.7,40.75
"2013-07-28 17:20:00",18178,1.09,337,39.47,1.771,21.73,405.9,41.29
"2013-07-28 17:25:00",18179,1.064,322,30.8,1.437,21.74,405,42.15
"2013-07-28 17:30:00",18180,1.215,319.3,17.36,1.767,21.52,388.9,43.32
"2013-07-28 17:35:00",18181,0.92,312.9,32.6,1.372,21.44,390.9,42.8
"2013-07-28 17:40:00",18182,1.229,263.1,14.62,1.516,21.8,368.4,43.32
"2013-07-28 17:45:00",18183,1.495,257.7,27.86,1.78,21.86,288.3,42.68
"2013-07-28 17:50:00",18184,1.183,251.5,13.42,1.457,21.68,348.1,43.05
"2013-07-28 17:55:00",18185,1.368,239.4,16.13,1.614,21.84,355,42.86
"2013-07-28 18:00:00",18186,1.313,258.1,29.14,1.947,22.18,334.5,43.39
"2013-07-28 18:05:00",18187,1.063,245.1,27.39,1.486,22.41,326.8,43.47
"2013-07-28 18:10:00",18188,0.998,246.9,21.38,1.3,22.43,338.9,42.79
"2013-07-28 18:15:00",18189,1.27,274.9,31.63,1.875,22.31,305.7,42.93
"2013-07-28 18:20:00",18190,1.726,259.2,15.16,2.574,21.82,268.3,46.24
"2013-07-28 18:25:00",18191,1.39,234.4,12.61,1.748,21.39,218,46.74
"2013-07-28 18:30:00",18192,1.01,262.7,32.04,1.382,21.67,279.1,45.93
"2013-07-28 18:35:00",18193,1.434,251.1,15.15,1.712,22.1,258.9,43.22
"2013-07-28 18:40:00",18194,1.396,264.1,32.76,1.891,22.04,274.6,42.95
"2013-07-28 18:45:00",18195,1.309,263.6,15.75,2.019,22.02,267.9,44.37
"2013-07-28 18:50:00",18196,1.627,276.3,23.22,1.999,21.82,245.3,43.92
"2013-07-28 18:55:00",18197,1.424,280.6,9.98,2.414,21.76,266.1,43.33
"2013-07-28 19:00:00",18198,1.228,276.6,18.41,1.669,21.98,251.1,44.86
"2013-07-28 19:05:00",18199,1.239,301.5,13.24,1.976,21.58,-12.75,45.47
"2013-07-28 19:10:00",18200,0.912,334.8,25.57,1.46,20.49,-25.68,49.04
"2013-07-28 19:15:00",18201,1.208,350.8,16.78,1.699,19.92,-17.9,51.74
"2013-07-28 19:20:00",18202,0.516,342.2,21.95,0.885,19.68,-17.55,54.22
"2013-07-28 19:25:00",18203,0.739,5.678,13.02,0.973,19.5,-7.328,56.13
"2013-07-28 19:30:00",18204,1.618,3.928,15.83,2.212,19.2,2.434,57.88
"2013-07-28 19:35:00",18205,1.569,0.568,18.37,1.97,18.91,2.181,58.33
"2013-07-28 19:40:00",18206,1.629,4.273,17.92,1.934,18.76,-14.45,58.54
"2013-07-28 19:45:00",18207,1.061,19.08,12.62,1.512,18.4,-16.41,60.06
"2013-07-28 19:50:00",18208,0.729,50.24,19.89,1.277,18.22,-7.76,60.96
"2013-07-28 19:55:00",18209,0.703,84.5,22.22,0.941,18.1,2.359,62.58
"2013-07-28 20:00:00",18210,0.357,158.8,15.73,0.529,18.1,13.93,62.61
"2013-07-28 20:05:00",18211,0.621,163,31.71,1.15,18.19,16.61,59.47
"2013-07-28 20:10:00",18212,0.732,108.4,77.31,1.039,18.47,4.388,53.98
"2013-07-28 20:15:00",18213,0.176,160,11.18,0.536,18.79,-2.156,54.79
"2013-07-28 20:20:00",18214,0.121,164.6,16.56,0.467,18.78,-3.551,56.9
"2013-07-28 20:25:00",18215,0.223,215.1,10.9,0.405,18.63,2.435,60.66
"2013-07-28 20:30:00",18216,0.043,163.6,7.537,0.34,18.79,17.66,58.76
"2013-07-28 20:35:00",18217,0.001,1.336,0.004,0.01,19.14,6.114,56.1
"2013-07-28 20:40:00",18218,0.061,30.02,8.03,0.353,19.32,-21.24,53.78
"2013-07-28 20:45:00",18219,0.048,72.75,8.08,0.314,19.39,9.03,56.92
"2013-07-28 20:50:00",18220,0.313,66.9,13.85,0.48,19.38,-22.84,55.99
"2013-07-28 20:55:00",18221,0.298,110.2,17.24,0.408,19.07,-22.89,61.28
"2013-07-28 21:00:00",18222,0.438,109.7,24.27,0.627,18.83,-23.29,61.24
"2013-07-28 21:05:00",18223,0.791,128.9,9.27,1.006,18.69,-29.08,56.76
"2013-07-28 21:10:00",18224,0.422,162.7,54.35,1.022,18.74,-27.89,57.15
"2013-07-28 21:15:00",18225,0.259,149.8,9.84,0.849,18.7,-24.84,57.03
"2013-07-28 21:20:00",18226,0.802,154.1,5.955,0.921,18.46,-25.86,58.91
"2013-07-28 21:25:00",18227,0.773,140,14.33,1.166,18.31,-30.83,60.12
"2013-07-28 21:30:00",18228,0.279,159.1,20.83,0.81,18.09,-27.23,63.67
"2013-07-28 21:35:00",18229,0.568,160.3,10.44,0.892,18.1,-29.87,60.29
"2013-07-28 21:40:00",18230,0.015,111.9,3.207,0.091,18.05,-31.11,65.34
"2013-07-28 21:45:00",18231,0.245,151.8,11.12,0.608,17.74,-27.61,64.1
"2013-07-28 21:50:00",18232,0,0,0,0,17.55,-25.45,70.41
"2013-07-28 21:55:00",18233,0.384,153.7,6.447,0.911,17.19,-23.6,68.85
"2013-07-28 22:00:00",18234,0.539,187.2,31.4,0.853,17.38,-26.01,66.2
"2013-07-28 22:05:00",18235,0.347,212.2,11.49,0.8,16.85,-24.51,71.06
"2013-07-28 22:10:00",18236,0.437,56.55,34.83,0.898,16.49,-27.36,74.11
"2013-07-28 22:15:00",18237,0.717,106.4,19.7,0.843,16.56,-25.63,72.15
"2013-07-28 22:20:00",18238,0.314,136.8,37.28,0.624,16.74,-26.19,72.88
"2013-07-28 22:25:00",18239,0.149,135.5,41.86,0.372,16.46,-29.01,75.09
"2013-07-28 22:30:00",18240,0.02,71.52,0.609,0.176,16.08,-31.37,76.5
"2013-07-28 22:35:00",18241,0.379,59.26,16.95,0.728,15.84,-34.5,78.3
"2013-07-28 22:40:00",18242,0.247,58.4,41.79,0.771,15.83,-37.52,76.66
"2013-07-28 22:45:00",18243,0.119,92.6,7.264,0.438,15.69,-40.46,78.01
"2013-07-28 22:50:00",18244,0.303,135.4,5.011,0.647,15.44,-45.16,77.84
"2013-07-28 22:55:00",18245,0.065,125.6,0.13,0.434,15.28,-49.27,78.12
"2013-07-28 23:00:00",18246,0.156,222.2,4.832,0.366,14.79,-51.86,81
"2013-07-28 23:05:00",18247,0.184,76.91,4.956,0.696,14.56,-52.21,81.7
"2013-07-28 23:10:00",18248,0.319,75.7,39.37,0.663,14.5,-51.83,84.2
"2013-07-28 23:15:00",18249,0.284,165,66.02,0.47,14.37,-49.98,84.1
"2013-07-28 23:20:00",18250,0.457,203.4,19.11,1.163,13.99,-51.5,83.6
"2013-07-28 23:25:00",18251,0.067,191.3,11.43,0.284,14.05,-53.51,82.8
"2013-07-28 23:30:00",18252,0.288,180.1,41.9,1.248,14.01,-55.14,81.3
"2013-07-28 23:35:00",18253,0.645,203.8,26.95,0.947,13.93,-55.88,77.16
"2013-07-28 23:40:00",18254,0.109,280.9,53.36,0.402,13.79,-57.2,76.75
"2013-07-28 23:45:00",18255,0.511,144.8,27.06,0.777,13.68,-57.46,79.01
"2013-07-28 23:50:00",18256,0.321,154.9,38.2,0.823,13.58,-57.21,78.39
"2013-07-28 23:55:00",18257,0.76,151.7,47.84,1.163,13.7,-58.99,76.57
"2013-07-29 00:00:00",18258,0.211,157.5,28.87,0.555,13.94,-58.05,74.41
"2013-07-29 00:05:00",18259,0.175,199.9,13.37,0.457,14.15,-57.26,72.32
"2013-07-29 00:10:00",18260,0.114,125.7,16.22,0.31,13.66,-56.2,76.5
"2013-07-29 00:15:00",18261,0.339,82.5,19.82,0.562,12.84,-56.81,80.9
"2013-07-29 00:20:00",18262,0.662,108.3,24.35,0.987,12.17,-55.18,83.1
"2013-07-29 00:25:00",18263,0.064,297.7,27.89,0.441,11.87,-55.36,84
"2013-07-29 00:30:00",18264,0.062,33.76,4.722,0.35,11.73,-54.8,84.7
"2013-07-29 00:35:00",18265,0.03,233.8,0,0.301,11.65,-52.9,85
"2013-07-29 00:40:00",18266,0.124,282.4,7.608,0.323,11.32,-53.36,84.8
"2013-07-29 00:45:00",18267,0,0,0,0,11.04,-52.32,87
"2013-07-29 00:50:00",18268,0.101,107.5,1.96,0.555,11.15,-50.67,88
"2013-07-29 00:55:00",18269,0.106,117.6,5.594,0.503,11.41,-52.25,87.6
"2013-07-29 01:00:00",18270,0,0,0,0,11.22,-53.77,86.5
"2013-07-29 01:05:00",18271,0.062,51.93,19.79,0.287,11.06,-52.17,86.7
"2013-07-29 01:10:00",18272,0.074,113.1,2.093,0.389,11.29,-52.66,86
"2013-07-29 01:15:00",18273,0.498,76.34,11.08,0.846,11.82,-54.16,83.2
"2013-07-29 01:20:00",18274,0.339,231.1,13.09,0.774,11.86,-55.2,80.9
"2013-07-29 01:25:00",18275,0.242,241.8,20.81,0.673,11.3,-55.25,83.4
"2013-07-29 01:30:00",18276,0.245,52.14,75.75,0.434,11.1,-54.31,84.7
"2013-07-29 01:35:00",18277,0.437,131.8,60.35,0.686,11.3,-53.17,84.6
"2013-07-29 01:40:00",18278,0.392,95.1,49.37,0.696,10.99,-53.62,86.3
"2013-07-29 01:45:00",18279,0.187,94.3,21.47,0.683,10.99,-54.36,85.7
"2013-07-29 01:50:00",18280,0.326,267.3,16.59,0.676,10.81,-54.06,85.2
"2013-07-29 01:55:00",18281,0.146,233.8,16.79,0.572,10.39,-53.86,86.4
"2013-07-29 02:00:00",18282,0.174,252.2,0.811,0.601,10.57,-53.71,87.4
"2013-07-29 02:05:00",18283,0.004,252.7,0.004,0.036,10.8,-52.44,86.2
"2013-07-29 02:10:00",18284,0.334,72.74,13.53,0.673,11.12,-52.01,85.1
"2013-07-29 02:15:00",18285,0.693,90.3,11.64,1.091,11.25,-52.06,83.8
"2013-07-29 02:20:00",18286,1.145,98.5,6.479,1.362,11.06,-53.13,83.4
"2013-07-29 02:25:00",18287,1.047,88,9.73,1.313,11.08,-55.57,83.7
"2013-07-29 02:30:00",18288,0.831,58.4,10.15,1.088,11.14,-62.84,83
"2013-07-29 02:35:00",18289,0.501,45.6,15.07,0.742,11.05,-60.73,83
"2013-07-29 02:40:00",18290,0.438,83.1,12.76,0.957,11.01,-54.89,82.9
"2013-07-29 02:45:00",18291,0.411,129,35.48,0.996,10.97,-54.53,82.5
"2013-07-29 02:50:00",18292,0.715,88.2,9.89,1.055,10.86,-52.5,82.5
"2013-07-29 02:55:00",18293,0.522,82.8,15.2,1.104,10.96,-54.33,81.3
"2013-07-29 03:00:00",18294,0.039,175.4,34.11,0.157,10.91,-52.98,81.3
"2013-07-29 03:05:00",18295,0.581,202,18.69,1.068,10.58,-52.93,82.5
"2013-07-29 03:10:00",18296,0.259,210.4,2.371,0.614,10.04,-53.51,84.5
"2013-07-29 03:15:00",18297,0.209,188.8,7.296,0.513,9.44,-52.75,86.6
"2013-07-29 03:20:00",18298,0.103,71.59,10.12,0.451,9.29,-52.4,88.7
