"TOA5","5264","CR1000","5264","CR1000.Std.10","CRD:KLRS_May2013.CR1","36023","FiveMin"
"TIMESTAMP","RECORD","WS_ms_S_WVT","WindDir_D1_WVT","WindDir_SD1_WVT","WS_ms_Max","AirTC_Avg","NR_Wm2_Avg","RH_Avg"
"TS","RN","meters/second","Deg","Deg","meters/second","Deg C","W/m²","%"
"","","WVc","WVc","WVc","Max","Avg","Avg","Avg"
"2013-05-26 14:30:00",0,1.794,217.2,9.69,3.094,17.48,555.4,33.17
"2013-05-26 14:35:00",1,2.79,252.2,14.82,3.322,17.2,555.9,34.27
"2013-05-26 14:40:00",2,3.332,245.6,17.59,3.77,17.16,539.4,34.15
"2013-05-26 14:45:00",3,3.145,257.2,11.36,3.675,17.43,543.9,33.5
"2013-05-26 14:50:00",4,2.676,253.6,13.92,3.071,17.87,548.3,32.35
"2013-05-26 14:55:00",5,2.317,268.8,20.62,3.201,17.81,545.5,31.64
"2013-05-26 15:00:00",6,2.521,255.3,20.23,3.178,17.2,543.8,32.61
"2013-05-26 15:05:00",7,2.149,250.4,19.39,2.796,17.59,522,31.75
"2013-05-26 15:10:00",8,1.582,268.1,18.91,2.613,18.27,503,30.64
"2013-05-26 15:15:00",9,1.637,265.2,18.71,3.515,18.59,520.5,30.06
"2013-05-26 15:20:00",10,2.888,268.5,24.71,3.868,18.34,514.6,30.74
"2013-05-26 15:25:00",11,2.618,252.9,28.34,3.035,18.07,511.6,31.36
"2013-05-26 15:30:00",12,2.819,236.5,28.06,4.181,18.97,519.8,28.62
"2013-05-26 15:35:00",13,2.615,191.9,34.33,3.855,19.64,527.9,25.2
"2013-05-26 15:40:00",14,1.521,271.4,73.33,3.129,20,479.2,25.49
"2013-05-26 15:45:00",15,1.765,269.8,33.19,3.12,19.24,468.6,29.59
"2013-05-26 15:50:00",16,2.512,255.7,12.92,3.035,18.71,477.8,29.89
"2013-05-26 15:55:00",17,2.807,249.7,10.38,3.551,18.83,485.6,28.49
"2013-05-26 16:00:00",18,2.621,247.3,12.6,3.237,19.14,478.5,27.89
"2013-05-26 16:05:00",19,2.536,246.1,15.55,3.312,18.95,479.4,28.53
"2013-05-26 16:10:00",20,2.397,260.3,14.34,2.94,18.96,468.6,29.15
"2013-05-26 16:15:00",21,1.961,255.7,19.59,2.483,19.26,466.8,28.78
"2013-05-26 16:20:00",22,1.427,229.4,29.5,2.231,19.42,467.3,27.9
"2013-05-26 16:25:00",23,1.476,226.5,77.03,2.868,19.86,432,24.95
"2013-05-26 16:30:00",24,3.545,111.9,26.69,5.449,20.1,452.8,22.69
"2013-05-26 16:35:00",25,3.717,142.5,10.62,5.968,19.95,451.7,23.33
"2013-05-26 16:40:00",26,2.372,161.7,32.67,3.28,20.01,270.4,22.88
"2013-05-26 16:45:00",27,3.047,131,31.34,5.129,20.07,449,22.01
"2013-05-26 16:50:00",28,4.69,98.9,18.79,5.841,19.98,413.8,22.08
"2013-05-26 16:55:00",29,4.185,101,25.56,5.344,19.83,296.4,22.05
"2013-05-26 17:00:00",30,3.363,120.3,13.44,4.472,19.2,172.9,22.84
"2013-05-26 17:05:00",31,3.139,111.6,21.01,5.152,19.35,406.2,23.11
"2013-05-26 17:10:00",32,3.485,118.2,21.49,4.544,19.65,316.4,21.23
"2013-05-26 17:15:00",33,3.127,134.3,28.81,3.675,19.57,178.8,22.33
"2013-05-26 17:20:00",34,3.256,123.4,22.07,4.534,19.52,239.1,22.09
"2013-05-26 17:25:00",35,3.459,114.6,21.06,4.469,19.53,248.4,22.09
"2013-05-26 17:30:00",36,2.011,149.7,26.61,4.521,19.57,172.3,21.63
"2013-05-26 17:35:00",37,2.121,127.9,27.83,3.423,19.6,285.8,21.34
"2013-05-26 17:40:00",38,3.199,116.8,18.62,4.991,19.67,136.4,20.83
"2013-05-26 17:45:00",39,2.487,124.1,25.95,3.668,19.99,363.9,20.93
"2013-05-26 17:50:00",40,1.878,144.2,30.67,2.623,20.76,348.1,19.2
"2013-05-26 17:55:00",41,2.689,155.8,36.99,4.613,21.03,348.8,18.67
"2013-05-26 18:00:00",42,1.606,219.9,70.74,4.691,20.72,338.3,18.89
"2013-05-26 18:05:00",43,1.57,136.8,52.3,2.862,20.81,328.3,18.36
"2013-05-26 18:10:00",44,1.043,315.4,37.94,1.65,20.75,323,18.39
"2013-05-26 18:15:00",45,2.03,194.9,65.79,3.339,21.08,329,18.6
"2013-05-26 18:20:00",46,1.511,266.7,65.54,2.551,20.79,303.9,19.65
"2013-05-26 18:25:00",47,2.796,265.1,14.42,3.682,20.11,293.3,21.04
"2013-05-26 18:30:00",48,1.719,277.6,14.63,2.381,20.11,299.6,20.57
"2013-05-26 18:35:00",49,0.863,311.1,58.15,1.754,20.28,282.3,20.48
"2013-05-26 18:40:00",50,1.719,322.5,24.92,2.332,20.13,256.8,20.46
"2013-05-26 18:45:00",51,1.978,330,16.3,3.022,19.61,227.8,22.01
"2013-05-26 18:50:00",52,1.264,319.7,23.85,1.816,19.46,224.9,21.86
"2013-05-26 18:55:00",53,1.578,291.1,24.38,1.967,19.17,215.4,21.81
"2013-05-26 19:00:00",54,1.416,20.45,26.89,2.483,18.06,212.1,24.12
"2013-05-26 19:05:00",55,1.629,9.83,17.12,2.212,18.09,197,24.28
"2013-05-26 19:10:00",56,2.592,329.3,31.1,3.374,19.04,191,22.98
"2013-05-26 19:15:00",57,1.762,296,22.47,3.159,18.49,190.7,23.15
"2013-05-26 19:20:00",58,1.537,326.4,26.86,2.254,17.97,175.4,23.82
"2013-05-26 19:25:00",59,1.578,314.9,28.49,2.577,17.17,174.9,25.74
"2013-05-26 19:30:00",60,1.173,326.6,33.66,2.006,17.05,167.1,26.44
"2013-05-26 19:35:00",61,1.797,272.6,11.2,2.411,16.82,169.4,26.45
"2013-05-26 19:40:00",62,0.865,253.7,33.83,1.846,17.22,154.5,25.94
"2013-05-26 19:45:00",63,2.686,271.7,20.06,3.492,17.23,134.6,26.44
"2013-05-26 19:50:00",64,2.87,241.7,23.69,4.266,16.91,140.7,27.15
"2013-05-26 19:55:00",65,2.121,231.1,31.94,3.156,18.21,127,23.71
"2013-05-26 20:00:00",66,1.655,274,26.02,2.408,18.22,110.1,24.37
"2013-05-26 20:05:00",67,1.909,280.6,20.22,3.156,17.66,106.9,24.41
"2013-05-26 20:10:00",68,1.761,352.8,53.66,3.058,17.93,102.8,24.58
"2013-05-26 20:15:00",69,2.516,335.3,22.96,4.286,18.77,94.6,21.68
"2013-05-26 20:20:00",70,2.76,3.301,41.56,3.374,19.36,86.8,21.74
"2013-05-26 20:25:00",71,2.85,72.23,18.18,4.426,19.6,81.7,20.91
"2013-05-26 20:30:00",72,3.366,36.42,17.75,4.057,19.59,70.34,20.7
"2013-05-26 20:35:00",73,2.888,38.53,19.38,4.064,19.47,58.34,21.02
"2013-05-26 20:40:00",74,3.388,3.617,15.82,4.446,19.4,53.3,21.25
"2013-05-26 20:45:00",75,3.051,302.8,23.46,3.864,18.86,49.21,22.46
"2013-05-26 20:50:00",76,2.358,295.5,15.97,2.933,18.24,42.67,22.61
"2013-05-26 20:55:00",77,2.47,262.5,19.01,3.675,18.54,23.11,21.74
"2013-05-26 21:00:00",78,1.11,268.2,76.65,2.721,19.01,15.09,21.03
"2013-05-26 21:05:00",79,1.315,29.82,28.91,2.355,18.7,10.53,21.57
"2013-05-26 21:10:00",80,1.268,338.7,16.06,1.624,18.62,8.45,21.59
"2013-05-26 21:15:00",81,0.791,344.1,44.19,1.437,18.39,1.446,22.54
"2013-05-26 21:20:00",82,0.712,319.2,16.37,1.424,18.21,-3.146,22.83
"2013-05-26 21:25:00",83,0.448,329.5,45.74,0.898,18.04,-0.964,22.8
"2013-05-26 21:30:00",84,1.053,50.08,73.51,1.316,18.06,-3.07,22.77
"2013-05-26 21:35:00",85,1.337,232.7,53.29,2.051,17.67,-5.354,22.89
"2013-05-26 21:40:00",86,0.764,140.2,88.6,2.499,17.68,-11.55,23.48
"2013-05-26 21:45:00",87,0.644,183.8,43.43,1.232,17.84,-30.83,23.2
"2013-05-26 21:50:00",88,0.475,146.3,38.2,0.833,17.61,-38.11,23.78
"2013-05-26 21:55:00",89,0.712,150.3,32.84,1.414,17.37,-32.99,24.29
"2013-05-26 22:00:00",90,0.982,283.5,72.3,1.761,17.3,-29.51,24.32
"2013-05-26 22:05:00",91,1.028,52.41,73.74,1.793,17.14,-34.18,24.85
"2013-05-26 22:10:00",92,0.477,110.9,48.52,1.205,17.33,-36.34,25.04
"2013-05-26 22:15:00",93,0.414,193,18.95,0.777,17.22,-40.09,25.76
"2013-05-26 22:20:00",94,0.482,224.2,16.03,1.016,16.88,-47.05,26.5
"2013-05-26 22:25:00",95,0.136,198.5,30.76,0.477,16.69,-47.66,25.68
"2013-05-26 22:30:00",96,0.326,129.3,54.88,0.967,16.6,-56.59,26.43
"2013-05-26 22:35:00",97,0.423,199.8,54.25,1.006,16.14,-60.23,26.8
"2013-05-26 22:40:00",98,0.506,69.37,39.86,0.931,15.79,-61.93,28.43
"2013-05-26 22:45:00",99,0.882,208.8,66.15,1.431,15.09,-61.1,29.58
"2013-05-26 22:50:00",100,0.803,146.7,55.85,1.849,15.02,-64.52,30.13
"2013-05-26 22:55:00",101,0.513,133.4,34.3,0.879,14.89,-62.65,30.79
"2013-05-26 23:00:00",102,0.929,259.8,39.79,1.614,14.77,-65.9,30.67
"2013-05-26 23:05:00",103,0.96,35.67,34.65,1.735,15.4,-66.91,28.96
"2013-05-26 23:10:00",104,0.346,14.66,73.19,0.938,15.41,-67.12,29.2
"2013-05-26 23:15:00",105,0.545,80.7,12.63,1.653,14.3,-65.09,31.74
"2013-05-26 23:20:00",106,1.305,84.2,12.01,1.852,14.72,-66.49,29.67
"2013-05-26 23:25:00",107,0.966,102.9,12.54,1.408,14.4,-68.25,32.11
"2013-05-26 23:30:00",108,0.496,238.1,51.08,1.686,13.07,-66.93,34.29
"2013-05-26 23:35:00",109,0.02,188.7,7.531,0.118,12.24,-64.6,36.81
"2013-05-26 23:40:00",110,0.747,152.4,6.521,1.205,11.69,-62.77,39.71
"2013-05-26 23:45:00",111,0.821,114.8,18.54,1.094,11.31,-64.42,41.21
"2013-05-26 23:50:00",112,1.012,116.7,6.593,1.29,11.78,-66.87,38.71
"2013-05-26 23:55:00",113,0.721,189.4,38.84,0.973,10.68,-64.97,43.26
"2013-05-27 00:00:00",114,1.023,125.7,24.32,1.816,10.09,-66.52,43.57
"2013-05-27 00:05:00",115,1.619,103.2,49.72,2.352,10.94,-68.4,41.47
"2013-05-27 00:10:00",116,0.295,146.5,59.81,0.866,10.1,-67.11,44.36
"2013-05-27 00:15:00",117,0.62,126.8,26.03,1.679,9.62,-67.52,45.36
"2013-05-27 00:20:00",118,1.027,114.9,23.18,1.424,9.95,-69.3,44.14
"2013-05-27 00:25:00",119,1.598,116.2,20.13,2.163,10.37,-75.25,42.6
"2013-05-27 00:30:00",120,1.715,108.9,16.26,2.045,10.42,-72.56,42.09
"2013-05-27 00:35:00",121,1.938,99.3,10.1,2.267,10.2,-71.6,42.45
"2013-05-27 00:40:00",122,1.849,113.1,14.5,2.519,9.9,-73.36,42.89
"2013-05-27 00:45:00",123,1.359,133.7,38.54,1.888,9.4,-72.37,44.41
"2013-05-27 00:50:00",124,1.27,155,58.15,2.326,9.18,-68.89,44.88
"2013-05-27 00:55:00",125,1.512,123.2,33.91,2.875,9.02,-68.4,45.3
"2013-05-27 01:00:00",126,0.786,154,35.21,1.215,8.4,-67.69,47.04
"2013-05-27 01:05:00",127,1.545,124.3,36.55,2.166,8.14,-67.06,48.34
"2013-05-27 01:10:00",128,1.146,129.5,27.3,1.581,7.747,-67.72,49.12
"2013-05-27 01:15:00",129,1.436,102.8,10.61,2.061,7.878,-69.28,48.5
"2013-05-27 01:20:00",130,1.559,123.3,36.51,2.672,8.07,-68.26,47.72
"2013-05-27 01:25:00",131,0.995,164.5,43.18,1.986,7.966,-66.77,47.82
"2013-05-27 01:30:00",132,0.453,144.4,41.77,0.794,7.62,-64.31,49.04
"2013-05-27 01:35:00",133,1.391,90.8,9.26,1.94,7.748,-63.7,49.21
"2013-05-27 01:40:00",134,1.957,87.3,21.11,2.875,7.687,-64.36,48.93
"2013-05-27 01:45:00",135,1.319,121.3,31.64,2.127,7.791,-65.78,48.87
"2013-05-27 01:50:00",136,0.955,125.2,19.22,1.346,7.45,-65.48,50.12
"2013-05-27 01:55:00",137,1.145,137.1,26.77,1.539,7.118,-68.15,50.75
"2013-05-27 02:00:00",138,0.77,187.8,19.21,0.872,6.838,-64.28,51.05
"2013-05-27 02:05:00",139,0.788,97.6,23.51,1.333,6.897,-63.34,51.4
"2013-05-27 02:10:00",140,1.528,73.27,12.35,1.793,7.078,-65.33,51.44
"2013-05-27 02:15:00",141,0.917,107.7,24.31,1.359,6.73,-63.32,52.33
"2013-05-27 02:20:00",142,1.378,101.2,9.27,1.891,6.285,-62.76,54.15
"2013-05-27 02:25:00",143,1.42,98.1,12.18,1.878,5.964,-62.51,55.67
"2013-05-27 02:30:00",144,1.152,123.9,14.63,1.532,5.868,-62.62,55.44
"2013-05-27 02:35:00",145,1.344,109.6,15.49,2.058,5.958,-63.92,54.55
"2013-05-27 02:40:00",146,1.125,117.3,22.26,2.264,5.931,-62.24,55.2
"2013-05-27 02:45:00",147,0.445,94.1,42.85,1.186,5.923,-61.05,55.06
"2013-05-27 02:50:00",148,0.925,115,21.88,1.715,5.874,-61.2,55.17
"2013-05-27 02:55:00",149,2.09,106.1,13.43,2.639,5.989,-65.04,54.91
"2013-05-27 03:00:00",150,1.404,161.4,68.91,2.835,5.992,-63.47,54.71
"2013-05-27 03:05:00",151,1.522,110.4,34.3,2.496,5.75,-64.13,55.74
"2013-05-27 03:10:00",152,1.691,114,35.6,3.126,6.11,-63.19,54.22
"2013-05-27 03:15:00",153,1.72,124.1,43.76,2.381,6.306,-65.53,53.78
"2013-05-27 03:20:00",154,1.667,113.6,26.42,2.277,6.346,-66.47,53.69
"2013-05-27 03:25:00",155,2.171,94.2,12.36,3.143,6.819,-65.91,52.57
"2013-05-27 03:30:00",156,2.498,97.1,8.28,3.352,6.953,-65.33,52.48
"2013-05-27 03:35:00",157,2.242,100.6,11.07,2.917,6.531,-64.31,53.96
"2013-05-27 03:40:00",158,2.461,99.9,6.279,3.28,6.277,-64.89,54.63
"2013-05-27 03:45:00",159,2.022,103,21.56,2.525,5.998,-63.06,55.84
"2013-05-27 03:50:00",160,2.659,94,8.4,3.299,5.803,-61.74,56.4
"2013-05-27 03:55:00",161,2.324,104,7.557,2.933,5.742,-60.78,56.54
"2013-05-27 04:00:00",162,1.735,105.1,32.13,2.884,5.516,-60.52,57.1
"2013-05-27 04:05:00",163,2.601,89.4,9.01,3.254,5.238,-59.71,58.47
"2013-05-27 04:10:00",164,2.128,114.1,35.57,3.267,5.023,-61.39,59
"2013-05-27 04:15:00",165,1.38,114.4,30.09,1.872,4.887,-62.38,59.07
"2013-05-27 04:20:00",166,2.239,100.3,7.949,2.894,5.11,-64.75,58.46
"2013-05-27 04:25:00",167,1.773,103,20.1,2.656,5.265,-61.77,58.22
"2013-05-27 04:30:00",168,1.22,126.2,35.55,2.068,5.235,-61.03,58.67
"2013-05-27 04:35:00",169,1.607,82.7,10.58,2.359,5.105,-62.97,59.45
"2013-05-27 04:40:00",170,2.557,91.6,13.63,3.175,5.115,-62.01,59.36
"2013-05-27 04:45:00",171,2.295,105.5,19.2,3.051,5.226,-65.21,58.84
"2013-05-27 04:50:00",172,1.922,109.1,13.84,2.408,5.24,-62.42,59.27
"2013-05-27 04:55:00",173,1.97,93.8,16.4,2.78,5.461,-61.76,58.77
"2013-05-27 05:00:00",174,1.275,97,22.21,2.107,5.497,-61.3,58.9
"2013-05-27 05:05:00",175,1.365,101.8,20.12,1.731,5.339,-59.7,59.71
"2013-05-27 05:10:00",176,1.34,86.1,14.72,2.172,5.273,-59.42,58.82
"2013-05-27 05:15:00",177,0.97,97.9,14.69,1.418,5.082,-56.65,59.15
"2013-05-27 05:20:00",178,1.085,108.6,15.27,1.48,4.864,-54.51,60.27
"2013-05-27 05:25:00",179,0.624,115,23.88,1.339,4.456,-53.44,61.33
"2013-05-27 05:30:00",180,1.136,99.9,17.78,1.689,4.337,-52.78,61.59
"2013-05-27 05:35:00",181,0.662,120.1,36.33,1.356,4.266,-49.93,61.39
"2013-05-27 05:40:00",182,0.486,94.2,24.4,0.768,4.122,-48.63,61.65
"2013-05-27 05:45:00",183,0.59,349.9,32.58,1.722,4.126,-46.04,61.81
"2013-05-27 05:50:00",184,0.99,342.4,14.61,1.222,4.02,-41.77,64.96
"2013-05-27 05:55:00",185,0.308,6.028,8.5,0.83,3.372,-37.65,68.94
"2013-05-27 06:00:00",186,0.074,270.3,1.566,0.359,3.203,-33.7,69.3
"2013-05-27 06:05:00",187,0.537,294.1,22.67,0.843,2.697,-29.73,70.72
"2013-05-27 06:10:00",188,0.089,296.2,3.523,0.497,2.069,-26.02,73.69
"2013-05-27 06:15:00",189,0.309,226.1,14.87,0.608,1.939,-21.87,74.36
"2013-05-27 06:20:00",190,0.164,1.617,8.08,0.676,2.166,-18.39,73.68
"2013-05-27 06:25:00",191,0.448,9.32,12.34,0.617,2.48,-14.47,72.97
"2013-05-27 06:30:00",192,0.285,47.1,19.3,0.454,2.849,-10.1,72.46
"2013-05-27 06:35:00",193,0.258,91.7,57.13,0.516,3.335,-6.613,70.51
"2013-05-27 06:40:00",194,0.196,336.7,11.55,0.412,3.63,-2.493,68.62
"2013-05-27 06:45:00",195,0.066,3.08,30.15,0.248,4.002,1.857,67.21
"2013-05-27 06:50:00",196,0.487,118.7,27.32,0.895,4.547,7.147,64.97
"2013-05-27 06:55:00",197,0.775,117.6,15.48,1.094,4.503,12.69,64.74
"2013-05-27 07:00:00",198,0.79,139.3,20.03,1.225,4.828,17.25,63.32
"2013-05-27 07:05:00",199,0.823,139.3,15.3,1.251,5.172,22.71,61.54
"2013-05-27 07:10:00",200,0.323,144.9,27.54,0.774,5.618,28,60.33
"2013-05-27 07:15:00",201,0.323,126.2,13.8,0.64,6.42,33.24,56.84
"2013-05-27 07:20:00",202,0.222,135.2,15.65,0.552,6.882,39.53,55.02
"2013-05-27 07:25:00",203,0.216,117.8,23.57,0.559,7.336,45.71,53.07
"2013-05-27 07:30:00",204,0.036,154.6,8.34,0.287,7.864,50.77,50.67
"2013-05-27 07:35:00",205,0.111,158,11.93,0.359,8.28,58.24,49.68
"2013-05-27 07:40:00",206,0.208,99.5,33.1,0.604,8.51,65.16,48.5
"2013-05-27 07:45:00",207,0.029,336.3,37.48,0.154,8.76,73.7,47.54
"2013-05-27 07:50:00",208,0.697,269.1,16.44,1.14,8.19,79.39,49.92
"2013-05-27 07:55:00",209,0.477,268.8,11.01,0.595,7.939,85.7,51.75
"2013-05-27 08:00:00",210,0.561,268.9,12.39,0.676,8.04,95.2,51.67
"2013-05-27 08:05:00",211,0.823,287.9,17.67,1.245,7.7,103.8,52.6
"2013-05-27 08:10:00",212,1.099,304,15.89,1.362,6.689,109.1,56.19
"2013-05-27 08:15:00",213,0.944,326.7,22.73,1.14,5.606,109,59.99
"2013-05-27 08:20:00",214,0.579,344,22.68,0.885,5.499,105,61.29
"2013-05-27 08:25:00",215,0.528,351.3,15.78,0.934,5.84,137.5,60.3
"2013-05-27 08:30:00",216,0.872,328.5,21.2,1.124,6.218,165.5,59.36
"2013-05-27 08:35:00",217,0.704,2.395,14.86,1.058,6.191,173.3,58.15
"2013-05-27 08:40:00",218,0.356,8.96,15.38,0.666,6.664,170.9,56.63
"2013-05-27 08:45:00",219,0.21,336.6,50.34,0.598,7.361,171.6,54.75
"2013-05-27 08:50:00",220,0.221,308,7.664,1.205,8.08,176,52.7
"2013-05-27 08:55:00",221,1.209,305.2,3.395,1.463,7.332,191.7,52.9
"2013-05-27 09:00:00",222,0.872,310.2,7.46,0.99,6.95,199.4,55.07
"2013-05-27 09:05:00",223,1.092,319.3,6.541,1.473,6.939,207,54.99
"2013-05-27 09:10:00",224,1.01,319.8,14.17,1.463,6.744,213,55.69
"2013-05-27 09:15:00",225,1.239,331.1,14.66,1.571,6.694,221.1,55.13
"2013-05-27 09:20:00",226,1.135,334,25.34,1.852,6.848,228.4,54.88
"2013-05-27 09:25:00",227,1.478,347.1,15.3,1.967,6.867,236.7,55.47
"2013-05-27 09:30:00",228,0.521,308.3,26.84,0.898,7.101,246.8,55.03
"2013-05-27 09:35:00",229,0.025,290,9.94,0.209,8.07,250.1,51.89
"2013-05-27 09:40:00",230,0.923,307.8,18.9,1.477,8.9,262.6,48.81
"2013-05-27 09:45:00",231,0.98,331.5,27.66,1.369,8.75,272.3,49.67
"2013-05-27 09:50:00",232,0.901,319.5,31.83,1.068,8.82,277.8,49.71
"2013-05-27 09:55:00",233,0.662,304,10.35,1.101,8.96,289,48.14
"2013-05-27 10:00:00",234,0.964,318.9,8.28,1.29,9.27,299.7,46.42
"2013-05-27 10:05:00",235,1.168,306.6,5.264,1.382,8.94,309.7,47.4
"2013-05-27 10:10:00",236,0.83,300.7,8.41,1.016,9.03,314.2,47.93
"2013-05-27 10:15:00",237,0.551,323.5,16.02,0.807,9.7,320.1,47.02
"2013-05-27 10:20:00",238,0.968,313.1,10.69,1.597,10.07,329.3,44.74
"2013-05-27 10:25:00",239,0.445,314.8,17.86,0.81,10.25,333.6,44.54
"2013-05-27 10:30:00",240,0.46,316.8,20.52,0.728,11.07,345.3,42.26
"2013-05-27 10:35:00",241,1.107,310.7,6.365,1.294,11.29,357.1,41.38
"2013-05-27 10:40:00",242,1.168,316.1,9.88,1.842,10.72,364.1,42.33
"2013-05-27 10:45:00",243,1.017,307.6,24.82,1.669,10.74,365.6,42.28
"2013-05-27 10:50:00",244,0.892,317.3,25.13,1.065,11.13,371,41.36
"2013-05-27 10:55:00",245,1.103,320.4,11.39,1.735,11.26,385,39.38
"2013-05-27 11:00:00",246,1.276,318.8,12.01,1.653,10.79,387.1,41.62
"2013-05-27 11:05:00",247,1.498,302.5,8.88,1.764,10.05,401.5,44.1
"2013-05-27 11:10:00",248,1.339,335.9,27.5,1.532,10.05,399.3,44.7
"2013-05-27 11:15:00",249,1.325,300.7,9.29,1.784,10.19,413.2,44.05
"2013-05-27 11:20:00",250,0.89,331.2,39.82,1.176,10.74,410.6,43.33
"2013-05-27 11:25:00",251,1.009,6.286,30.51,1.294,11.35,418.5,41.11
"2013-05-27 11:30:00",252,1.209,357,22.9,1.558,11.48,424.6,40.02
"2013-05-27 11:35:00",253,1.333,10.18,36.86,1.944,11.45,431,40.05
"2013-05-27 11:40:00",254,1.04,343.8,15.66,1.46,12.06,436.7,40.74
"2013-05-27 11:45:00",255,0.802,343.8,28.1,1.264,12.95,443.8,38.89
"2013-05-27 11:50:00",256,0.993,330.1,37.16,1.666,13.73,450.3,36.76
"2013-05-27 11:55:00",257,1.297,334.8,19.92,1.571,13.55,451.8,35.62
"2013-05-27 12:00:00",258,1.252,307.1,14.76,1.855,13.44,454.3,36.74
"2013-05-27 12:05:00",259,1.694,4.806,6.873,2.427,13.54,461.9,35.23
"2013-05-27 12:10:00",260,1.711,355.8,14.81,2.084,13.12,466.8,36.88
"2013-05-27 12:15:00",261,1.587,342.5,9.52,1.95,13.38,470.4,36.44
"2013-05-27 12:20:00",262,1.139,330.4,16.46,1.816,14.02,475.3,35.71
"2013-05-27 12:25:00",263,0.945,352.8,22.36,2.107,14.47,484.5,34.28
"2013-05-27 12:30:00",264,0.809,358.2,24.98,1.323,15.41,485.6,32.87
"2013-05-27 12:35:00",265,0.811,348.1,21.14,1.516,15.92,488.3,30.86
"2013-05-27 12:40:00",266,1.304,342.1,27.26,1.767,16.11,493.5,31.23
"2013-05-27 12:45:00",267,1.517,354.9,11.84,1.973,15.93,494.3,31.01
"2013-05-27 12:50:00",268,1.317,3.741,18.81,1.967,15.9,498.2,30.92
"2013-05-27 12:55:00",269,0.788,2.11,31,1.359,15.98,506,30.86
"2013-05-27 13:00:00",270,0.91,350.2,27.9,1.297,16.29,504.7,30.97
"2013-05-27 13:05:00",271,1.072,354,22.86,1.78,16.09,507.1,30.85
"2013-05-27 13:10:00",272,1.065,348.9,8.03,2.212,15.98,510.7,31.09
"2013-05-27 13:15:00",273,1.023,341.4,13.4,2.195,15.72,512.7,31.34
"2013-05-27 13:20:00",274,1.446,340.4,11.92,2.208,15.75,510.5,31.51
"2013-05-27 13:25:00",275,1.176,344.9,21.02,1.689,16.01,513.5,30.96
"2013-05-27 13:30:00",276,0.86,312.2,27.32,1.382,16.24,517.3,30.97
"2013-05-27 13:35:00",277,1.038,326.7,19.76,1.437,16.56,519.4,30.3
"2013-05-27 13:40:00",278,1.009,359.1,24.49,1.506,16.49,521.2,30.68
"2013-05-27 13:45:00",279,1.205,342.4,19.2,1.712,16.5,523.2,29.91
"2013-05-27 13:50:00",280,1.286,301.5,11.04,1.539,16.62,518.7,29.65
"2013-05-27 13:55:00",281,1.367,301.1,10.73,1.542,16.27,533.4,28.92
"2013-05-27 14:00:00",282,1.401,299.3,8.92,1.722,16.02,527.3,29.71
"2013-05-27 14:05:00",283,1.152,311.6,23.59,1.539,16.28,520,30.67
"2013-05-27 14:10:00",284,1.378,11.45,31.51,1.888,16.98,525.5,29.45
"2013-05-27 14:15:00",285,1.345,350.5,24.67,1.673,16.95,521.5,29.76
"2013-05-27 14:20:00",286,1.449,321.3,23.31,1.823,16.93,530.6,28.06
"2013-05-27 14:25:00",287,1.615,330.4,11.53,1.989,16.4,525.3,27.84
"2013-05-27 14:30:00",288,1.683,318.6,9.03,2.051,16.07,528.9,29.19
"2013-05-27 14:35:00",289,1.336,321.8,25.43,1.679,16.24,522.8,30.04
"2013-05-27 14:40:00",290,1.376,311.7,14.93,1.731,16.71,522.2,28.83
"2013-05-27 14:45:00",291,1.671,315,17.4,2.038,16.4,523.6,28.72
"2013-05-27 14:50:00",292,1.421,316.8,14.82,1.904,16.06,526.5,28.99
"2013-05-27 14:55:00",293,1.612,326.8,21.36,1.829,16.36,521.8,27.82
"2013-05-27 15:00:00",294,1.422,304.5,18.46,1.96,16.47,522.7,28.15
"2013-05-27 15:05:00",295,1.251,316.4,16.67,1.532,16.5,520.3,28.45
"2013-05-27 15:10:00",296,1.518,314.5,18.06,1.767,16.45,528.6,27.6
"2013-05-27 15:15:00",297,1.299,329.1,24.02,1.823,16.49,525.2,27.49
"2013-05-27 15:20:00",298,1.203,323.2,23.92,1.653,16.67,506.4,26.95
"2013-05-27 15:25:00",299,0.821,335.5,29.42,1.163,16.59,120,26.83
"2013-05-27 15:30:00",300,0.433,319.5,40.41,0.836,16.4,303.1,28.01
"2013-05-27 15:35:00",301,0.647,319.2,16.78,0.977,16.77,431.4,26.85
"2013-05-27 15:40:00",302,0.662,329.8,33.38,1.261,17.71,509.7,24.79
"2013-05-27 15:45:00",303,1.288,343.2,21.09,1.663,18.53,503.9,22.58
"2013-05-27 15:50:00",304,1.615,314.1,11.58,1.963,18.9,509.5,21.81
"2013-05-27 15:55:00",305,1.72,314.1,13.81,1.963,18.36,516.9,22.52
"2013-05-27 16:00:00",306,1.561,317.9,27.58,1.842,18.29,525.5,23.29
"2013-05-27 16:05:00",307,1.738,306.5,13.22,1.94,17.93,578.5,23.77
"2013-05-27 16:10:00",308,1.43,324.1,16.33,1.699,18.1,631.8,23.74
"2013-05-27 16:15:00",309,1.562,317.7,10.44,1.921,18.94,592.4,22.82
"2013-05-27 16:20:00",310,1.493,311.3,8.6,1.731,18.75,412.6,22.78
"2013-05-27 16:25:00",311,1.739,355.6,16.48,2.117,17.58,251.2,24.39
"2013-05-27 16:30:00",312,1.462,353.3,11.91,1.692,16.36,192.6,27.89
