Plot Title: N08H02				
#	"Date Time, GMT+00:00"	"H08 Temp., °C"	"H08 High Res. Temp., °C"	"GCap. RH, %"
2323	06/25/12 23:01:26	1.17	1.22	85.5
2324	06/25/12 23:31:26	0.73	0.89	86.9
2325	06/26/12 00:01:26	0.29	0.45	88.2
2326	06/26/12 00:31:26	0.29	0.17	89.9
2327	06/26/12 01:01:26	0.29	0.31	88.2
2328	06/26/12 01:31:26	0.29	0.2	86.9
2329	06/26/12 02:01:26	0.73	0.78	80.5
2330	06/26/12 02:31:26	0.73	0.64	81
2331	06/26/12 03:01:26	0.73	0.7	78.6
2332	06/26/12 03:31:26	0.29	0.45	78.6
2333	06/26/12 04:01:26	0.29	0.12	81.4
2334	06/26/12 04:31:26	-0.16	0.04	79.6
2335	06/26/12 05:01:26	0.29	0.34	75.7
2336	06/26/12 05:31:26	-0.16	0.06	76.7
2337	06/26/12 06:01:26	0.29	0.12	75.2
2338	06/26/12 06:31:26	-0.16	-0.13	76.7
2339	06/26/12 07:01:26	-0.16	-0.19	75.7
2340	06/26/12 07:31:26	-0.16	-0.3	75.2
2341	06/26/12 08:01:26	-0.16	-0.16	73.8
2342	06/26/12 08:31:26	-0.16	-0.35	77.7
2343	06/26/12 09:01:26	-0.16	-0.24	76.2
2344	06/26/12 09:31:26	0.29	0.12	75.2
2345	06/26/12 10:01:26	0.29	0.17	75.2
2346	06/26/12 10:31:26	0.29	0.17	73.8
2347	06/26/12 11:01:26	0.29	0.26	72.8
2348	06/26/12 11:31:26	0.29	0.09	72.3
2349	06/26/12 12:01:26	0.29	0.26	72.3
2350	06/26/12 12:31:26	0.29	0.48	70.3
2351	06/26/12 13:01:26	0.73	0.89	68.8
2352	06/26/12 13:31:26	1.17	1.14	68.8
2353	06/26/12 14:01:26	1.17	1.03	69.3
2354	06/26/12 14:31:26	1.17	1.11	68.8
2355	06/26/12 15:01:26	0.73	0.78	69.8
2356	06/26/12 15:31:26	0.73	0.75	68.8
2357	06/26/12 16:01:26	0.73	0.53	71.3
2358	06/26/12 16:31:26	0.73	0.95	68.8
2359	06/26/12 17:01:26	0.73	0.86	69.3
2360	06/26/12 17:31:26	0.29	0.15	73.8
2361	06/26/12 18:01:26	-0.16	0.04	73.3
2362	06/26/12 18:31:26	-0.16	-0.19	72.8
2363	06/26/12 19:01:26	-0.16	-0.35	75.2
2364	06/26/12 19:31:26	-0.16	-0.3	71.8
2365	06/26/12 20:01:26	-0.61	-0.49	73.3
2366	06/26/12 20:31:26	-0.61	-0.58	73.3
2367	06/26/12 21:01:26	-0.61	-0.64	71.8
2368	06/26/12 21:31:26	-1.06	-0.86	75.7
2369	06/26/12 22:01:26	-1.06	-1.06	72.8
2370	06/26/12 22:31:26	-1.51	-1.49	76.7
2371	06/26/12 23:01:26	-1.51	-1.6	79.1
2372	06/26/12 23:31:26	-1.51	-1.6	78.6
2373	06/27/12 00:01:26	-1.97	-1.77	77.7
2374	06/27/12 00:31:26	-1.97	-2.18	78.1
2375	06/27/12 01:01:26	-2.44	-2.32	78.6
2376	06/27/12 01:31:26	-1.97	-2.15	79.1
2377	06/27/12 02:01:26	-2.44	-2.26	81
2378	06/27/12 02:31:26	-2.44	-2.41	78.6
2379	06/27/12 03:01:26	-2.44	-2.58	79.6
2380	06/27/12 03:31:26	-2.44	-2.38	79.6
2381	06/27/12 04:01:26	-2.44	-2.47	76.2
2382	06/27/12 04:31:26	-2.9	-2.82	76.7
2383	06/27/12 05:01:26	-2.9	-2.96	77.7
2384	06/27/12 05:31:26	-2.9	-3.02	81
2385	06/27/12 06:01:26	-2.9	-2.88	82.4
2386	06/27/12 06:31:26	-2.44	-2.5	81
2387	06/27/12 07:01:26	-2.44	-2.32	80
2388	06/27/12 07:31:26	-2.44	-2.61	82.4
2389	06/27/12 08:01:26	-2.44	-2.41	79.1
2390	06/27/12 08:31:26	-1.97	-2.18	78.6
2391	06/27/12 09:01:26	-1.97	-2.18	76.7
2392	06/27/12 09:31:26	-2.44	-2.23	78.1
2393	06/27/12 10:01:26	-1.97	-1.77	77.7
2394	06/27/12 10:31:26	-1.51	-1.46	74.3
2395	06/27/12 11:01:26	-1.06	-1	70.8
2396	06/27/12 11:31:26	-1.51	-1.43	72.3
2397	06/27/12 12:01:26	-1.06	-0.89	67.7
2398	06/27/12 12:31:26	-1.06	-0.92	64.2
2399	06/27/12 13:01:26	-1.06	-0.86	65.2
2400	06/27/12 13:31:26	-1.06	-1.23	67.2
2401	06/27/12 14:01:26	-1.06	-0.83	64.2
2402	06/27/12 14:31:26	-1.06	-0.89	65.7
2403	06/27/12 15:01:26	-0.61	-0.8	65.2
2404	06/27/12 15:31:26	-0.61	-0.69	59.5
2405	06/27/12 16:01:26	-0.61	-0.66	63.7
2406	06/27/12 16:31:26	-0.61	-0.8	67.2
2407	06/27/12 17:01:26	-1.06	-0.92	66.7
2408	06/27/12 17:31:26	-1.06	-1.09	68.8
2409	06/27/12 18:01:26	-1.06	-1.12	67.7
2410	06/27/12 18:31:26	-1.06	-1.2	65.7
2411	06/27/12 19:01:26	-1.06	-1.17	66.7
2412	06/27/12 19:31:26	-1.51	-1.31	66.7
2413	06/27/12 20:01:26	-1.51	-1.54	69.3
2414	06/27/12 20:31:26	-2.44	-2.38	72.8
2415	06/27/12 21:01:26	-2.9	-2.67	73.3
2416	06/27/12 21:31:26	-2.9	-3.08	73.3
2417	06/27/12 22:01:26	-3.37	-3.38	73.3
2418	06/27/12 22:31:26	-4.33	-4.12	77.2
2419	06/27/12 23:01:26	-3.85	-4	76.2
2420	06/27/12 23:31:26	-2.9	-3.11	72.8
2421	06/28/12 00:01:26	-3.37	-3.32	74.3
2422	06/28/12 00:31:26	-3.37	-3.14	73.8
2423	06/28/12 01:01:26	-3.37	-3.17	72.8
2424	06/28/12 01:31:26	-3.37	-3.38	73.8
2425	06/28/12 02:01:26	-3.37	-3.47	73.8
2426	06/28/12 02:31:26	-3.85	-4.03	74.3
2427	06/28/12 03:01:26	-4.33	-4.33	75.7
2428	06/28/12 03:31:26	-4.33	-4.3	75.7
2429	06/28/12 04:01:26	-3.85	-3.79	72.8
2430	06/28/12 04:31:26	-4.82	-4.67	82.4
2431	06/28/12 05:01:26	-4.33	-4.36	78.6
2432	06/28/12 05:31:26	-4.33	-4.43	76.2
2433	06/28/12 06:01:26	-3.85	-3.85	72.8
2434	06/28/12 06:31:26	-4.33	-4.36	74.3
2435	06/28/12 07:01:26	-3.85	-3.88	72.3
2436	06/28/12 07:31:26	-3.37	-3.29	71.3
2437	06/28/12 08:01:26	-3.37	-3.47	70.8
2438	06/28/12 08:31:26	-2.9	-2.7	69.8
2439	06/28/12 09:01:26	-1.51	-1.57	66.2
2440	06/28/12 09:31:26	-0.16	-0.35	63.1
2441	06/28/12 10:01:26	0.29	0.48	62.6
2442	06/28/12 10:31:26	0.73	0.86	62.1
2443	06/28/12 11:01:26	2.03	2.03	54.3
2444	06/28/12 11:31:26	1.6	1.79	58.5
2445	06/28/12 12:01:26	3.31	3.34	55.4
2446	06/28/12 12:31:26	2.03	1.87	61.1
2447	06/28/12 13:01:26	3.31	3.31	54.3
2448	06/28/12 13:31:26	2.03	1.9	62.1
2449	06/28/12 14:01:26	2.46	2.54	60.6
2450	06/28/12 14:31:26	3.74	3.6	57.4
2451	06/28/12 15:01:26	2.03	1.84	63.7
2452	06/28/12 15:31:26	2.03	1.84	62.6
2453	06/28/12 16:01:26	2.46	2.43	58.5
2454	06/28/12 16:31:26	2.03	1.95	65.7
2455	06/28/12 17:01:26	1.6	1.71	60.6
2456	06/28/12 17:31:26	1.6	1.52	63.1
2457	06/28/12 18:01:26	2.03	1.98	59.5
2458	06/28/12 18:31:26	2.03	2.06	61.1
2459	06/28/12 19:01:26	2.46	2.65	53.8
2460	06/28/12 19:31:26	2.03	2.19	60
2461	06/28/12 20:01:26	2.03	2.11	58.5
2462	06/28/12 20:31:26	2.03	1.98	60.6
2463	06/28/12 21:01:26	2.03	1.9	63.1
2464	06/28/12 21:31:26	1.6	1.71	63.1
2465	06/28/12 22:01:26	1.6	1.41	65.2
2466	06/28/12 22:31:26	1.6	1.41	64.2
2467	06/28/12 23:01:26	1.17	1.08	65.7
2468	06/28/12 23:31:26	1.17	1	65.7
2469	06/29/12 00:01:26	1.17	1.06	64.7
2470	06/29/12 00:31:26	1.17	0.97	65.2
2471	06/29/12 01:01:26	0.73	0.84	67.2
2472	06/29/12 01:31:26	-0.16	-0.16	82.8
2473	06/29/12 02:01:26	-0.16	0.04	79.6
2474	06/29/12 02:31:26	-0.16	-0.3	84.2
2475	06/29/12 03:01:26	-0.16	-0.21	83.7
2476	06/29/12 03:31:26	-0.61	-0.44	85.5
2477	06/29/12 04:01:26	-0.61	-0.64	86
2478	06/29/12 04:31:26	-0.61	-0.8	88.2
2479	06/29/12 05:01:26	-1.06	-1	91.9
2480	06/29/12 05:31:26	-1.51	-1.46	96.2
2481	06/29/12 06:01:26	-1.51	-1.66	97.7
2482	06/29/12 06:31:26	-1.51	-1.69	98
2483	06/29/12 07:01:26	-1.51	-1.49	98.4
2484	06/29/12 07:31:26	-1.06	-1.23	97.7
2485	06/29/12 08:01:26	-0.61	-0.64	95.1
2486	06/29/12 08:31:26	-0.16	-0.16	91.5
2487	06/29/12 09:01:26	-0.61	-0.47	92.3
2488	06/29/12 09:31:26	-0.16	-0.24	92.3
2489	06/29/12 10:01:26	0.29	0.34	91.5
2490	06/29/12 10:31:26	0.29	0.48	91.5
2491	06/29/12 11:01:26	1.17	1.14	90.3
2492	06/29/12 11:31:26	2.03	1.9	83.7
2493	06/29/12 12:01:26	1.6	1.76	84.2
2494	06/29/12 12:31:26	1.17	1.36	85.5
2495	06/29/12 13:01:26	2.03	2.25	83.3
2496	06/29/12 13:31:26	3.31	3.42	74.7
2497	06/29/12 14:01:26	4.15	4.13	73.8
2498	06/29/12 14:31:26	2.46	2.49	80
2499	06/29/12 15:01:26	1.17	1.08	87.3
2500	06/29/12 15:31:26	0.73	0.59	90.3
2501	06/29/12 16:01:26	2.03	2.25	81.4
2502	06/29/12 16:31:26	0.73	0.59	90.3
2503	06/29/12 17:01:26	0.29	0.12	91.1
2504	06/29/12 17:31:26	1.17	1	87.3
2505	06/29/12 18:01:26	0.73	0.67	88.2
2506	06/29/12 18:31:26	0.73	0.7	86.4
2507	06/29/12 19:01:26	-0.16	-0.24	91.5
2508	06/29/12 19:31:26	-1.51	-1.29	95.8
2509	06/29/12 20:01:26	-1.51	-1.51	96.6
2510	06/29/12 20:31:26	-1.97	-1.83	97
2511	06/29/12 21:01:26	-1.97	-1.94	97.7
2512	06/29/12 21:31:26	-1.97	-2.18	97
2513	06/29/12 22:01:26	-2.44	-2.41	97.7
2514	06/29/12 22:31:26	-2.44	-2.55	97.7
2515	06/29/12 23:01:26	-2.9	-2.67	97.3
2516	06/29/12 23:31:26	-2.9	-2.82	97.3
2517	06/30/12 00:01:26	-2.9	-2.79	97.3
2518	06/30/12 00:31:26	-2.9	-2.85	97.3
2519	06/30/12 01:01:26	-2.9	-2.9	97.3
2520	06/30/12 01:31:26	-2.9	-2.9	97.3
2521	06/30/12 02:01:26	-2.9	-2.9	97.3
2522	06/30/12 02:31:26	-3.37	-3.23	97
2523	06/30/12 03:01:26	-3.37	-3.26	97
2524	06/30/12 03:31:26	-3.37	-3.32	97
2525	06/30/12 04:01:26	-3.37	-3.38	96.6
2526	06/30/12 04:31:26	-3.37	-3.47	96.6
2527	06/30/12 05:01:26	-3.37	-3.47	97
2528	06/30/12 05:31:26	-3.37	-3.53	97
2529	06/30/12 06:01:26	-3.85	-3.61	97
2530	06/30/12 06:31:26	-3.37	-3.35	96.6
2531	06/30/12 07:01:26	-3.37	-3.47	95.1
2532	06/30/12 07:31:26	-2.9	-2.73	95.5
2533	06/30/12 08:01:26	-2.9	-2.79	93.9
2534	06/30/12 08:31:26	-1.06	-0.92	88.6
2535	06/30/12 09:01:26	-1.51	-1.43	88.2
2536	06/30/12 09:31:26	-1.51	-1.46	86
2537	06/30/12 10:01:26	0.29	0.51	77.2
2538	06/30/12 10:31:26	1.6	1.57	78.1
2539	06/30/12 11:01:26	0.29	0.37	82.4
2540	06/30/12 11:31:26	2.03	2.14	72.3
2541	06/30/12 12:01:26	3.74	3.6	64.2
2542	06/30/12 12:31:26	1.17	1.19	72.3
2543	06/30/12 13:01:26	1.6	1.52	70.8
2544	06/30/12 13:31:26	1.6	1.49	70.8
2545	06/30/12 14:01:26	2.46	2.68	65.7
2546	06/30/12 14:31:26	0.29	0.17	76.7
2547	06/30/12 15:01:26	-0.16	-0.16	79.1
2548	06/30/12 15:31:26	-0.61	-0.49	80
2549	06/30/12 16:01:26	-1.06	-1.09	84.2
2550	06/30/12 16:31:26	-1.51	-1.6	87.3
2551	06/30/12 17:01:26	-1.97	-1.97	89.9
2552	06/30/12 17:31:26	1.6	1.49	72.3
2553	06/30/12 18:01:26	-0.16	0.01	77.7
2554	06/30/12 18:31:26	-1.06	-0.95	82.4
2555	06/30/12 19:01:26	-0.16	-0.1	78.6
2556	06/30/12 19:31:26	-0.16	-0.35	80.5
2557	06/30/12 20:01:26	-1.06	-1.06	84.6
2558	06/30/12 20:31:26	-1.97	-1.74	87.3
2559	06/30/12 21:01:26	-2.44	-2.35	89.9
2560	06/30/12 21:31:26	-2.44	-2.26	90.3
2561	06/30/12 22:01:26	-2.9	-2.67	92.7
2562	06/30/12 22:31:26	-2.9	-3.11	94.7
2563	06/30/12 23:01:26	-3.37	-3.44	96.2
2564	06/30/12 23:31:26	-3.85	-3.61	97.7
2565	07/01/2012 0:01	-3.85	-3.61	97.7
2566	07/01/2012 0:31	-3.85	-3.67	97.3
2567	07/01/2012 1:01	-3.85	-3.7	96.6
2568	07/01/2012 1:31	-3.85	-3.7	96.6
2569	07/01/2012 2:01	-3.85	-3.91	97.3
2570	07/01/2012 2:31	-3.85	-3.88	97.3
2571	07/01/2012 3:01	-3.85	-3.85	97
2572	07/01/2012 3:31	-3.85	-3.88	97
2573	07/01/2012 4:01	-3.85	-3.91	97
2574	07/01/2012 4:31	-3.85	-3.91	97
2575	07/01/2012 5:01	-3.85	-3.88	96.6
2576	07/01/2012 5:31	-3.85	-3.79	96.2
2577	07/01/2012 6:01	-3.37	-3.53	96.2
2578	07/01/2012 6:31	-3.37	-3.44	95.5
2579	07/01/2012 7:01	-3.37	-3.32	94.3
2580	07/01/2012 7:31	-2.44	-2.52	91.5
2581	07/01/2012 8:01	-2.44	-2.5	91.1
2582	07/01/2012 8:31	-2.44	-2.23	90.3
2583	07/01/2012 9:01	-1.06	-0.92	84.2
2584	07/01/2012 9:31	-1.06	-0.95	83.3
2585	07/01/2012 10:01	0.73	0.59	79.6
2586	07/01/2012 10:31	0.73	0.92	78.6
2587	07/01/2012 11:01	2.46	2.33	71.3
2588	07/01/2012 11:31	1.6	1.52	71.8
2589	07/01/2012 12:01	3.74	3.79	63.7
2590	07/01/2012 12:31	3.31	3.34	64.2
2591	07/01/2012 13:01	0.29	0.26	76.7
2592	07/01/2012 13:31	2.46	2.65	66.7
2593	07/01/2012 14:01	2.46	2.68	66.7
2594	07/01/2012 14:31	1.6	1.55	73.8
2595	07/01/2012 15:01	-0.61	-0.66	84.6
2596	07/01/2012 15:31	1.17	1.08	74.7
2597	07/01/2012 16:01	5.81	5.99	52.8
2598	07/01/2012 16:31	4.15	4.34	57.4
2599	07/01/2012 17:01	2.89	2.91	65.2
2600	07/01/2012 17:31	5.4	5.47	52.8
2601	07/01/2012 18:01	0.73	0.86	78.6
2602	07/01/2012 18:31	-0.61	-0.61	80
2603	07/01/2012 19:01	-1.06	-0.95	84.2
2604	07/01/2012 19:31	-0.16	-0.3	79.6
2605	07/01/2012 20:01	-0.16	-0.08	79.6
2606	07/01/2012 20:31	-1.51	-1.31	82.8
2607	07/01/2012 21:01	-0.61	-0.8	83.3
2608	07/01/2012 21:31	-1.51	-1.57	89.5
2609	07/01/2012 22:01	-1.51	-1.31	89.9
2610	07/01/2012 22:31	-1.51	-1.69	89.5
2611	07/01/2012 23:01	-1.97	-2.06	94.7
2612	07/01/2012 23:31	-1.97	-1.77	91.1
2613	07/02/2012 0:01	-1.51	-1.49	89
2614	07/02/2012 0:31	-1.97	-2.18	92.7
2615	07/02/2012 1:01	-1.97	-1.8	92.7
2616	07/02/2012 1:31	-1.97	-2.09	94.3
2617	07/02/2012 2:01	-1.97	-1.77	89.9
2618	07/02/2012 2:31	-1.51	-1.6	94.3
2619	07/02/2012 3:01	-1.06	-1.06	92.3
2620	07/02/2012 3:31	-0.61	-0.8	90.3
2621	07/02/2012 4:01	-0.16	-0.02	85.1
2622	07/02/2012 4:31	-0.16	-0.35	88.6
2623	07/02/2012 5:01	-0.61	-0.69	89.9
2624	07/02/2012 5:31	-0.61	-0.72	91.5
2625	07/02/2012 6:01	-0.16	-0.24	91.9
2626	07/02/2012 6:31	-0.16	-0.35	90.7
2627	07/02/2012 7:01	-0.16	-0.16	89
2628	07/02/2012 7:31	0.73	0.56	86
2629	07/02/2012 8:01	0.73	0.92	85.5
2630	07/02/2012 8:31	0.73	0.78	86.4
2631	07/02/2012 9:01	1.6	1.65	82.4
2632	07/02/2012 9:31	2.03	1.98	81.4
2633	07/02/2012 10:01	2.46	2.68	76.2
2634	07/02/2012 10:31	2.46	2.49	75.7
2635	07/02/2012 11:01	2.46	2.62	76.7
2636	07/02/2012 11:31	2.89	2.84	76.7
2637	07/02/2012 12:01	2.46	2.49	81
2638	07/02/2012 12:31	2.89	2.81	82.8
2639	07/02/2012 13:01	0.73	0.75	91.5
2640	07/02/2012 13:31	0.29	0.48	91.9
2641	07/02/2012 14:01	-0.16	-0.33	95.8
2642	07/02/2012 14:31	0.29	0.15	91.1
2643	07/02/2012 15:01	2.89	2.91	76.7
2644	07/02/2012 15:31	2.03	2.09	79.6
2645	07/02/2012 16:01	3.31	3.18	70.3
2646	07/02/2012 16:31	2.03	2.11	77.2
2647	07/02/2012 17:01	4.57	4.39	68.8
2648	07/02/2012 17:31	3.74	3.94	69.8
2649	07/02/2012 18:01	2.46	2.33	76.2
2650	07/02/2012 18:31	0.73	0.62	93.1
2651	07/02/2012 19:01	1.6	1.41	91.5
2652	07/02/2012 19:31	0.73	0.75	93.5
2653	07/02/2012 20:01	1.17	1.19	93.9
2654	07/02/2012 20:31	0.73	0.95	93.1
2655	07/02/2012 21:01	1.6	1.41	92.3
2656	07/02/2012 21:31	0.73	0.59	94.7
2657	07/02/2012 22:01	0.29	0.42	95.8
2658	07/02/2012 22:31	0.29	0.42	95.1
2659	07/02/2012 23:01	0.29	0.17	95.5
2660	07/02/2012 23:31	0.29	0.09	95.5
2661	07/03/2012 0:01	0.29	0.12	95.1
2662	07/03/2012 0:31	-0.16	-0.16	96.6
2663	07/03/2012 1:01	-0.16	-0.35	96.6
2664	07/03/2012 1:31	-0.61	-0.49	97.3
2665	07/03/2012 2:01	-0.61	-0.64	97.3
2666	07/03/2012 2:31	-0.61	-0.69	98
2667	07/03/2012 3:01	-0.61	-0.78	98
2668	07/03/2012 3:31	-1.06	-0.89	98
2669	07/03/2012 4:01	-1.06	-1	97.7
2670	07/03/2012 4:31	-1.06	-1.14	98
2671	07/03/2012 5:01	-1.06	-1.2	98
2672	07/03/2012 5:31	-1.51	-1.31	97.7
2673	07/03/2012 6:01	-1.51	-1.4	97.3
2674	07/03/2012 6:31	-1.06	-1.12	97.7
2675	07/03/2012 7:01	-0.61	-0.78	96.6
2676	07/03/2012 7:31	-0.16	-0.35	93.5
2677	07/03/2012 8:01	-0.16	-0.02	93.1
2678	07/03/2012 8:31	1.17	1.38	89
2679	07/03/2012 9:01	1.6	1.41	81.9
2680	07/03/2012 9:31	2.03	1.98	85.1
2681	07/03/2012 10:01	1.6	1.63	84.2
2682	07/03/2012 10:31	2.46	2.49	76.7
2683	07/03/2012 11:01	1.6	1.46	81.9
2684	07/03/2012 11:31	2.03	1.84	81
2685	07/03/2012 12:01	4.57	4.49	72.3
2686	07/03/2012 12:31	2.89	2.73	77.2
2687	07/03/2012 13:01	2.03	1.98	79.6
2688	07/03/2012 13:31	4.15	4.34	70.3
2689	07/03/2012 14:01	4.57	4.73	65.2
2690	07/03/2012 14:31	3.74	3.58	76.7
2691	07/03/2012 15:01	4.57	4.65	70.3
2692	07/03/2012 15:31	4.15	4.15	75.2
2693	07/03/2012 16:01	4.99	5.11	73.8
2694	07/03/2012 16:31	3.74	3.94	73.8
2695	07/03/2012 17:01	2.89	2.73	78.6
2696	07/03/2012 17:31	1.6	1.71	83.3
2697	07/03/2012 18:01	1.6	1.41	83.7
2698	07/03/2012 18:31	1.6	1.82	82.4
2699	07/03/2012 19:01	4.15	4.02	74.7
2700	07/03/2012 19:31	3.31	3.15	80
2701	07/03/2012 20:01	2.03	2.03	82.4
2702	07/03/2012 20:31	1.17	1.11	86.4
2703	07/03/2012 21:01	0.29	0.26	85.1
2704	07/03/2012 21:31	-0.16	-0.21	87.3
2705	07/03/2012 22:01	-0.16	-0.21	86
2706	07/03/2012 22:31	-0.16	-0.3	88.2
2707	07/03/2012 23:01	-0.61	-0.49	86.9
2708	07/03/2012 23:31	-0.61	-0.64	88.2
2709	07/04/2012 0:01	-1.06	-1.26	91.1
2710	07/04/2012 0:31	-1.06	-1.2	88.6
2711	07/04/2012 1:01	-1.06	-1.06	88.6
2712	07/04/2012 1:31	-1.06	-1.12	86.9
2713	07/04/2012 2:01	-1.51	-1.4	85.5
2714	07/04/2012 2:31	-1.51	-1.49	85.5
2715	07/04/2012 3:01	-1.97	-1.8	85.1
2716	07/04/2012 3:31	-2.44	-2.38	86.4
2717	07/04/2012 4:01	-2.9	-2.96	86.9
2718	07/04/2012 4:31	-3.37	-3.32	87.7
2719	07/04/2012 5:01	-2.44	-2.61	87.7
2720	07/04/2012 5:31	-2.9	-2.67	87.3
2721	07/04/2012 6:01	-2.44	-2.29	86
2722	07/04/2012 6:31	-1.97	-2.15	84.6
2723	07/04/2012 7:01	-1.97	-2.18	83.7
2724	07/04/2012 7:31	-2.44	-2.55	85.1
2725	07/04/2012 8:01	-2.44	-2.26	82.8
2726	07/04/2012 8:31	-1.06	-1.17	76.7
2727	07/04/2012 9:01	-0.16	-0.33	71.3
2728	07/04/2012 9:31	-0.16	-0.08	68.3
2729	07/04/2012 10:01	-0.61	-0.52	74.3
2730	07/04/2012 10:31	0.29	0.31	67.7
2731	07/04/2012 11:01	0.29	0.12	70.3
2732	07/04/2012 11:31	1.6	1.49	62.6
2733	07/04/2012 12:01	0.29	0.48	68.8
2734	07/04/2012 12:31	0.73	0.95	69.8
2735	07/04/2012 13:01	0.73	0.86	70.3
2736	07/04/2012 13:31	0.29	0.2	71.8
2737	07/04/2012 14:01	-0.16	0.01	71.3
2738	07/04/2012 14:31	-0.61	-0.47	73.8
2739	07/04/2012 15:01	-0.16	-0.21	73.3
2740	07/04/2012 15:31	-0.16	0.04	71.8
2741	07/04/2012 16:01	-0.16	-0.24	72.3
2742	07/04/2012 16:31	-0.61	-0.47	75.2
2743	07/04/2012 17:01	-0.16	-0.35	75.2
2744	07/04/2012 17:31	-0.61	-0.64	74.7
2745	07/04/2012 18:01	-0.16	-0.35	72.3
2746	07/04/2012 18:31	-0.61	-0.75	76.2
2747	07/04/2012 19:01	-0.61	-0.41	73.3
2748	07/04/2012 19:31	-1.06	-0.95	75.7
2749	07/04/2012 20:01	-1.06	-1.12	76.2
2750	07/04/2012 20:31	-1.06	-1.17	76.7
2751	07/04/2012 21:01	-1.51	-1.4	77.7
2752	07/04/2012 21:31	-1.51	-1.69	78.1
2753	07/04/2012 22:01	-1.97	-1.92	80.5
2754	07/04/2012 22:31	-1.97	-1.94	81.9
2755	07/04/2012 23:01	-2.44	-2.38	83.7
2756	07/04/2012 23:31	-2.44	-2.55	84.2
2757	07/05/2012 0:01	-1.97	-2.18	82.8
2758	07/05/2012 0:31	-1.97	-2.09	83.7
2759	07/05/2012 1:01	-2.44	-2.23	83.3
2760	07/05/2012 1:31	-1.97	-2.18	81.4
2761	07/05/2012 2:01	-2.44	-2.64	83.3
2762	07/05/2012 2:31	-3.37	-3.14	82.8
2763	07/05/2012 3:01	-2.9	-3.11	81.4
2764	07/05/2012 3:31	-3.37	-3.32	81
2765	07/05/2012 4:01	-3.85	-3.82	81.9
2766	07/05/2012 4:31	-3.85	-3.73	82.4
2767	07/05/2012 5:01	-3.85	-3.61	82.4
2768	07/05/2012 5:31	-3.37	-3.53	81.9
2769	07/05/2012 6:01	-3.37	-3.41	81
2770	07/05/2012 6:31	-3.85	-3.79	81
2771	07/05/2012 7:01	-3.85	-3.73	80
2772	07/05/2012 7:31	-3.85	-3.82	83.7
2773	07/05/2012 8:01	-3.37	-3.58	81
2774	07/05/2012 8:31	-2.9	-2.7	76.7
2775	07/05/2012 9:01	-1.97	-2.09	75.7
2776	07/05/2012 9:31	-2.44	-2.35	79.6
2777	07/05/2012 10:01	-0.16	-0.24	71.8
2778	07/05/2012 10:31	-1.06	-0.83	75.2
2779	07/05/2012 11:01	0.29	0.09	73.3
2780	07/05/2012 11:31	-1.06	-0.95	81
2781	07/05/2012 12:01	-0.16	-0.05	72.8
2782	07/05/2012 12:31	-0.16	-0.35	77.2
2783	07/05/2012 13:01	-0.16	-0.08	76.7
2784	07/05/2012 13:31	1.17	1.06	70.8
2785	07/05/2012 14:01	-0.16	-0.21	78.6
2786	07/05/2012 14:31	2.03	2.22	66.7
2787	07/05/2012 15:01	-0.61	-0.44	78.6
2788	07/05/2012 15:31	0.29	0.37	76.2
2789	07/05/2012 16:01	0.29	0.29	74.7
2790	07/05/2012 16:31	0.73	0.75	72.3
2791	07/05/2012 17:01	1.17	1.06	69.3
2792	07/05/2012 17:31	0.73	0.84	68.3
2793	07/05/2012 18:01	0.73	0.89	69.3
2794	07/05/2012 18:31	0.73	0.53	67.7
2795	07/05/2012 19:01	0.29	0.42	71.3
2796	07/05/2012 19:31	-0.16	-0.27	75.7
2797	07/05/2012 20:01	-0.61	-0.41	77.2
2798	07/05/2012 20:31	-0.61	-0.49	76.7
2799	07/05/2012 21:01	-1.06	-0.86	75.2
2800	07/05/2012 21:31	-1.06	-0.97	75.2
2801	07/05/2012 22:01	-1.51	-1.43	79.1
2802	07/05/2012 22:31	-1.51	-1.63	79.1
2803	07/05/2012 23:01	-1.97	-1.89	81
2804	07/05/2012 23:31	-1.97	-1.92	80.5
2805	07/06/2012 0:01	-1.97	-2.09	81.9
2806	07/06/2012 0:31	-2.44	-2.44	81.9
2807	07/06/2012 1:01	-2.44	-2.32	81.4
2808	07/06/2012 1:31	-2.44	-2.26	79.6
2809	07/06/2012 2:01	-2.9	-2.93	82.8
2810	07/06/2012 2:31	-2.44	-2.47	81.4
2811	07/06/2012 3:01	-2.44	-2.41	81.9
2812	07/06/2012 3:31	-1.97	-2.18	81.4
2813	07/06/2012 4:01	-2.44	-2.32	82.4
2814	07/06/2012 4:31	-2.44	-2.55	83.3
2815	07/06/2012 5:01	-2.9	-3.08	82.4
2816	07/06/2012 5:31	-2.9	-3.08	82.8
2817	07/06/2012 6:01	-3.37	-3.5	84.6
2818	07/06/2012 6:31	-2.9	-2.85	83.3
2819	07/06/2012 7:01	-2.44	-2.29	81.9
2820	07/06/2012 7:31	-2.44	-2.5	85.1
2821	07/06/2012 8:01	-2.44	-2.55	82.4
2822	07/06/2012 8:31	-2.44	-2.26	81.9
2823	07/06/2012 9:01	-1.06	-1.12	76.2
2824	07/06/2012 9:31	-1.06	-1.12	78.1
2825	07/06/2012 10:01	0.29	0.29	71.3
2826	07/06/2012 10:31	0.29	0.31	75.2
2827	07/06/2012 11:01	0.73	0.67	73.3
2828	07/06/2012 11:31	0.29	0.4	78.1
