"Plot Title: GL1_H04"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/19/12 13:05:10,4.57,4.52,62.40
2,07/19/12 13:35:10,4.57,4.41,65.00
3,07/19/12 14:05:10,5.40,5.58,61.40
4,07/19/12 14:35:10,4.57,4.70,67.00
5,07/19/12 15:05:10,5.40,5.22,61.90
6,07/19/12 15:35:10,5.40,5.22,58.80
7,07/19/12 16:05:10,4.99,5.04,60.40
8,07/19/12 16:35:10,5.81,5.70,58.30
9,07/19/12 17:05:10,6.22,6.22,55.20
10,07/19/12 17:35:10,4.99,4.88,59.90
11,07/19/12 18:05:10,4.99,4.91,58.80
12,07/19/12 18:35:10,4.99,4.88,59.30
13,07/19/12 19:05:10,4.57,4.54,59.30
14,07/19/12 19:35:10,4.99,5.01,61.40
15,07/19/12 20:05:10,4.57,4.47,62.40
16,07/19/12 20:35:10,4.15,4.13,59.30
17,07/19/12 21:05:10,3.31,3.23,57.80
18,07/19/12 21:35:10,3.74,3.79,58.30
19,07/19/12 22:05:10,3.74,3.92,52.10
20,07/19/12 22:35:10,3.31,3.23,52.10
21,07/19/12 23:05:10,3.74,3.68,45.90
22,07/19/12 23:35:10,3.74,3.60,51.00
23,07/20/12 00:05:10,2.89,2.78,58.30
24,07/20/12 00:35:10,2.46,2.27,59.90
25,07/20/12 01:05:10,2.46,2.60,60.40
26,07/20/12 01:35:10,2.46,2.52,57.30
27,07/20/12 02:05:10,2.46,2.62,54.20
28,07/20/12 02:35:10,2.46,2.27,57.80
29,07/20/12 03:05:10,2.03,2.17,56.80
30,07/20/12 03:35:10,2.46,2.41,54.20
31,07/20/12 04:05:10,2.03,2.25,55.70
32,07/20/12 04:35:10,1.60,1.79,58.30
33,07/20/12 05:05:10,1.60,1.41,60.90
34,07/20/12 05:35:10,1.60,1.65,61.40
35,07/20/12 06:05:10,1.17,1.17,63.50
36,07/20/12 06:35:10,0.73,0.92,65.00
37,07/20/12 07:05:10,1.60,1.44,63.50
38,07/20/12 07:35:10,2.46,2.27,60.90
39,07/20/12 08:05:10,2.89,2.76,58.80
40,07/20/12 08:35:10,2.89,2.89,59.90
41,07/20/12 09:05:10,3.31,3.13,56.80
42,07/20/12 09:35:10,2.89,3.07,58.80
43,07/20/12 10:05:10,4.15,4.15,55.70
44,07/20/12 10:35:10,4.99,5.04,53.60
45,07/20/12 11:05:10,4.57,4.65,54.70
46,07/20/12 11:35:10,4.57,4.49,55.70
47,07/20/12 12:05:10,4.99,5.06,50.50
48,07/20/12 12:35:10,5.81,6.01,47.40
49,07/20/12 13:05:10,5.81,5.76,48.50
50,07/20/12 13:35:10,6.22,6.22,47.90
51,07/20/12 14:05:10,6.62,6.57,45.90
52,07/20/12 14:35:10,6.62,6.44,47.90
53,07/20/12 15:05:10,5.81,5.99,47.90
54,07/20/12 15:35:10,6.22,6.09,50.00
55,07/20/12 16:05:10,7.03,6.85,47.40
56,07/20/12 16:35:10,7.43,7.45,47.90
57,07/20/12 17:05:10,6.62,6.65,52.10
58,07/20/12 17:35:10,5.81,5.65,55.70
59,07/20/12 18:05:10,4.57,4.73,60.40
60,07/20/12 18:35:10,4.57,4.49,61.90
61,07/20/12 19:05:10,4.57,4.47,63.00
62,07/20/12 19:35:10,4.15,4.07,64.50
63,07/20/12 20:05:10,3.74,3.81,65.50
64,07/20/12 20:35:10,3.74,3.92,65.00
65,07/20/12 21:05:10,3.74,3.73,65.50
66,07/20/12 21:35:10,3.74,3.81,65.50
67,07/20/12 22:05:10,4.15,4.26,61.90
68,07/20/12 22:35:10,3.74,3.92,64.50
69,07/20/12 23:05:10,4.15,4.07,63.00
70,07/20/12 23:35:10,3.74,3.63,65.00
71,07/21/12 00:05:10,3.31,3.50,64.50
72,07/21/12 00:35:10,3.74,3.84,62.40
73,07/21/12 01:05:10,3.74,3.92,58.80
74,07/21/12 01:35:10,4.15,4.21,56.80
75,07/21/12 02:05:10,3.74,3.79,57.30
76,07/21/12 02:35:10,3.74,3.79,57.30
77,07/21/12 03:05:10,3.74,3.65,57.30
