"Plot Title: H03"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/11/12 16:32:28,2.46,2.33,41.70
2,07/11/12 17:02:28,0.29,0.12,51.40
3,07/11/12 17:32:28,2.03,2.01,41.70
4,07/11/12 18:02:28,0.73,0.89,46.80
5,07/11/12 18:32:28,2.03,2.11,45.20
6,07/11/12 19:02:28,1.17,1.27,45.80
7,07/11/12 19:32:28,-0.16,-0.05,54.00
8,07/11/12 20:02:28,0.29,0.51,48.30
9,07/11/12 20:32:28,0.73,0.75,50.40
10,07/11/12 21:02:28,-1.51,-1.66,58.70
11,07/11/12 21:32:28,-1.97,-1.92,57.10
12,07/11/12 22:02:28,-1.97,-2.00,56.60
13,07/11/12 22:32:28,-2.44,-2.52,60.70
14,07/11/12 23:02:28,-2.90,-2.70,59.70
15,07/11/12 23:32:28,-2.44,-2.29,57.60
16,07/12/12 00:02:28,-2.44,-2.52,57.10
17,07/12/12 00:32:28,-2.90,-2.82,57.60
18,07/12/12 01:02:28,-2.44,-2.32,57.10
19,07/12/12 01:32:28,-1.51,-1.66,58.70
20,07/12/12 02:02:28,-1.51,-1.60,59.70
21,07/12/12 02:32:28,-1.51,-1.31,62.80
22,07/12/12 03:02:28,-0.61,-0.80,60.70
23,07/12/12 03:32:28,-1.06,-1.09,62.30
24,07/12/12 04:02:28,-1.06,-1.06,61.30
25,07/12/12 04:32:28,-1.06,-1.03,60.20
26,07/12/12 05:02:28,-1.51,-1.29,60.20
27,07/12/12 05:32:28,-1.06,-1.26,58.70
28,07/12/12 06:02:28,-1.06,-1.12,56.60
29,07/12/12 06:32:28,-1.06,-0.83,51.90
30,07/12/12 07:02:28,-0.61,-0.52,55.10
31,07/12/12 07:32:28,-0.16,-0.35,53.50
32,07/12/12 08:02:28,-0.61,-0.58,54.50
33,07/12/12 08:32:28,0.29,0.26,56.10
34,07/12/12 09:02:28,0.29,0.12,61.30
35,07/12/12 09:32:28,1.17,1.25,50.90
36,07/12/12 10:02:28,1.17,1.22,55.10
37,07/12/12 10:32:28,1.17,1.27,56.60
38,07/12/12 11:02:28,1.17,1.08,55.60
39,07/12/12 11:32:28,1.17,1.08,57.10
40,07/12/12 12:02:28,0.73,0.84,60.70
41,07/12/12 12:32:28,0.73,0.84,62.30
42,07/12/12 13:02:28,0.73,0.86,64.80
43,07/12/12 13:32:28,0.73,0.81,66.90
44,07/12/12 14:02:28,0.73,0.64,68.90
45,07/12/12 14:32:28,0.73,0.86,73.90
46,07/12/12 15:02:28,0.73,0.70,73.40
47,07/12/12 15:32:28,1.17,0.97,72.40
48,07/12/12 16:02:28,1.17,1.25,71.90
49,07/12/12 16:32:28,1.17,1.19,73.90
50,07/12/12 17:02:28,1.17,1.33,75.30
51,07/12/12 17:32:28,0.73,0.95,81.50
52,07/12/12 18:02:28,0.73,0.95,77.80
53,07/12/12 18:32:28,0.73,0.84,80.10
54,07/12/12 19:02:28,1.17,1.25,77.80
55,07/12/12 19:32:28,1.17,1.06,80.60
56,07/12/12 20:02:28,2.03,1.87,78.70
57,07/12/12 20:32:28,2.46,2.27,74.90
58,07/12/12 21:02:28,2.03,2.14,77.80
59,07/12/12 21:32:28,1.60,1.76,80.60
60,07/12/12 22:02:28,2.03,1.92,81.10
61,07/12/12 22:32:28,1.60,1.60,82.00
62,07/12/12 23:02:28,1.60,1.76,81.50
63,07/12/12 23:32:28,1.17,1.22,84.70
64,07/13/12 00:02:28,1.17,1.14,84.30
