"Plot Title: H01"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/14/12 12:32:41,4.15,4.10,79.20
2,07/14/12 13:02:41,3.31,3.13,86.10
3,07/14/12 13:32:41,3.74,3.94,83.40
4,07/14/12 14:02:41,5.40,5.32,79.20
5,07/14/12 14:32:41,4.57,4.73,80.60
6,07/14/12 15:02:41,4.57,4.47,80.10
7,07/14/12 15:32:41,5.81,5.83,71.90
8,07/14/12 16:02:41,5.40,5.50,71.40
9,07/14/12 16:32:41,5.81,5.78,70.40
10,07/14/12 17:02:41,6.62,6.70,63.80
11,07/14/12 17:32:41,5.81,5.96,66.90
12,07/14/12 18:02:41,6.22,6.29,64.40
13,07/14/12 18:32:41,4.99,4.88,70.90
14,07/14/12 19:02:41,6.22,6.16,63.30
15,07/14/12 19:32:41,6.22,6.29,63.30
16,07/14/12 20:02:41,6.62,6.70,61.80
17,07/14/12 20:32:41,6.62,6.77,55.10
18,07/14/12 21:02:41,6.22,6.09,57.70
19,07/14/12 21:32:41,5.81,5.78,60.20
20,07/14/12 22:02:41,5.40,5.55,60.80
21,07/14/12 22:32:41,5.40,5.35,62.30
22,07/14/12 23:02:41,4.57,4.67,62.80
23,07/14/12 23:32:41,5.81,5.99,48.30
24,07/15/12 00:02:41,6.22,6.04,43.70
25,07/15/12 00:32:41,5.40,5.47,52.00
26,07/15/12 01:02:41,4.15,3.97,68.90
27,07/15/12 01:32:41,3.31,3.39,74.40
28,07/15/12 02:02:41,2.89,2.97,79.70
29,07/15/12 02:32:41,2.46,2.41,83.80
30,07/15/12 03:02:41,2.89,2.76,78.70
31,07/15/12 03:32:41,4.15,4.36,63.80
32,07/15/12 04:02:41,4.57,4.52,60.20
33,07/15/12 04:32:41,4.15,4.34,59.70
34,07/15/12 05:02:41,4.15,4.28,58.70
35,07/15/12 05:32:41,4.15,4.00,61.30
36,07/15/12 06:02:41,3.74,3.81,62.30
37,07/15/12 06:32:41,3.74,3.71,63.30
38,07/15/12 07:02:41,3.74,3.63,63.80
39,07/15/12 07:32:41,3.74,3.68,64.40
40,07/15/12 08:02:41,3.31,3.37,67.40
41,07/15/12 08:32:41,3.31,3.44,66.90
42,07/15/12 09:02:41,3.31,3.42,67.90
43,07/15/12 09:32:41,4.57,4.47,63.30
44,07/15/12 10:02:41,4.15,4.31,65.40
45,07/15/12 10:32:41,4.57,4.60,65.40
46,07/15/12 11:02:41,4.99,5.06,65.40
47,07/15/12 11:32:41,5.81,5.88,61.80
48,07/15/12 12:02:41,5.40,5.58,66.90
49,07/15/12 12:32:41,6.22,6.14,65.90
50,07/15/12 13:02:41,5.81,5.88,69.40
51,07/15/12 13:32:41,5.81,5.93,71.40
52,07/15/12 14:02:41,6.62,6.70,69.40
53,07/15/12 14:32:41,6.62,6.67,69.40
54,07/15/12 15:02:41,6.62,6.62,70.40
55,07/15/12 15:32:41,6.62,6.67,69.90
56,07/15/12 16:02:41,7.03,6.90,68.40
57,07/15/12 16:32:41,7.03,7.20,65.90
58,07/15/12 17:02:41,7.03,7.10,67.40
59,07/15/12 17:32:41,7.03,7.00,69.40
60,07/15/12 18:02:41,7.43,7.35,67.40
61,07/15/12 18:32:41,7.03,6.90,68.40
62,07/15/12 19:02:41,6.62,6.60,70.90
63,07/15/12 19:32:41,5.81,5.78,75.80
64,07/15/12 20:02:41,5.81,5.99,71.90
65,07/15/12 20:32:41,5.40,5.55,73.40
66,07/15/12 21:02:41,5.40,5.24,74.90
67,07/15/12 21:32:41,5.40,5.32,68.90
68,07/15/12 22:02:41,4.99,5.16,65.90
69,07/15/12 22:32:41,4.57,4.70,67.40
70,07/15/12 23:02:41,4.57,4.67,65.90
71,07/15/12 23:32:41,4.15,4.26,67.40
72,07/16/12 00:02:41,3.74,3.81,66.90
73,07/16/12 00:32:41,3.31,3.42,69.40
74,07/16/12 01:02:41,2.89,3.02,71.90
75,07/16/12 01:32:41,2.89,2.97,70.40
76,07/16/12 02:02:41,2.46,2.35,74.40
77,07/16/12 02:32:41,2.46,2.27,75.80
78,07/16/12 03:02:41,2.46,2.27,75.80
79,07/16/12 03:32:41,1.17,1.19,82.50
80,07/16/12 04:02:41,0.73,0.92,82.50
81,07/16/12 04:32:41,0.73,0.62,83.40
82,07/16/12 05:02:41,0.73,0.81,82.00
83,07/16/12 05:32:41,0.29,0.31,85.60
