"Plot Title: H01"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/18/12 12:02:41,2.89,2.81,81.10
2,07/18/12 12:32:41,2.89,3.07,79.20
3,07/18/12 13:02:41,2.89,2.78,81.10
4,07/18/12 13:32:41,3.74,3.76,73.40
5,07/18/12 14:02:41,3.31,3.39,77.30
6,07/18/12 14:32:41,4.15,4.13,72.90
7,07/18/12 15:02:41,4.15,4.23,73.40
8,07/18/12 15:32:41,3.74,3.89,75.80
9,07/18/12 16:02:41,3.74,3.63,77.80
10,07/18/12 16:32:41,4.57,4.73,70.40
11,07/18/12 17:02:41,4.57,4.49,72.90
12,07/18/12 17:32:41,4.57,4.67,72.40
13,07/18/12 18:02:41,4.99,4.93,68.40
14,07/18/12 18:32:41,4.15,4.10,75.80
15,07/18/12 19:02:41,4.99,4.91,69.40
16,07/18/12 19:32:41,3.74,3.79,76.30
17,07/18/12 20:02:41,3.74,3.60,78.70
18,07/18/12 20:32:41,3.74,3.84,77.30
19,07/18/12 21:02:41,4.99,5.04,71.40
20,07/18/12 21:32:41,4.57,4.57,74.40
21,07/18/12 22:02:41,4.99,4.80,73.40
22,07/18/12 22:32:41,4.99,4.98,73.90
23,07/18/12 23:02:41,4.57,4.62,76.30
24,07/18/12 23:32:41,4.15,4.28,78.70
25,07/19/12 00:02:41,3.74,3.86,81.50
26,07/19/12 00:32:41,3.74,3.55,83.80
27,07/19/12 01:02:41,3.74,3.79,79.70
28,07/19/12 01:32:41,3.74,3.71,78.70
29,07/19/12 02:02:41,4.15,4.02,78.20
30,07/19/12 02:32:41,4.15,4.26,76.80
31,07/19/12 03:02:41,4.15,4.28,76.30
32,07/19/12 03:32:41,4.57,4.39,76.30
33,07/19/12 04:02:41,3.74,3.73,79.70
34,07/19/12 04:32:41,4.15,4.15,77.80
35,07/19/12 05:02:41,4.57,4.49,76.30
36,07/19/12 05:32:41,2.89,2.86,82.90
37,07/19/12 06:02:41,2.46,2.46,84.70
38,07/19/12 06:32:41,2.46,2.33,80.60
39,07/19/12 07:02:41,2.89,2.73,79.20
40,07/19/12 07:32:41,2.46,2.57,77.30
41,07/19/12 08:02:41,2.89,2.73,77.30
42,07/19/12 08:32:41,2.46,2.68,78.20
43,07/19/12 09:02:41,3.31,3.23,75.80
44,07/19/12 09:32:41,3.31,3.15,80.10
45,07/19/12 10:02:41,3.31,3.34,78.20
46,07/19/12 10:32:41,3.31,3.44,79.20
47,07/19/12 11:02:41,3.31,3.31,80.60
48,07/19/12 11:32:41,4.15,3.97,75.40
49,07/19/12 12:02:41,4.15,4.13,73.90
50,07/19/12 12:32:41,4.15,4.00,78.20
51,07/19/12 13:02:41,4.15,4.21,76.80
52,07/19/12 13:32:41,5.40,5.32,69.90
53,07/19/12 14:02:41,5.40,5.32,70.90
54,07/19/12 14:32:41,5.40,5.22,71.90
55,07/19/12 15:02:41,4.15,4.28,75.80
56,07/19/12 15:32:41,4.15,4.28,75.80
57,07/19/12 16:02:41,4.57,4.60,74.40
58,07/19/12 16:32:41,4.57,4.70,73.40
59,07/19/12 17:02:41,6.22,6.22,65.40
60,07/19/12 17:32:41,7.83,7.78,57.10
61,07/19/12 18:02:41,6.22,6.22,64.90
62,07/19/12 18:32:41,6.62,6.55,62.80
63,07/19/12 19:02:41,7.43,7.48,58.20
64,07/19/12 19:32:41,4.99,4.80,72.40
65,07/19/12 20:02:41,6.62,6.44,62.80
66,07/19/12 20:32:41,5.40,5.45,67.90
67,07/19/12 21:02:41,7.03,6.85,57.10
68,07/19/12 21:32:41,5.81,5.86,63.30
69,07/19/12 22:02:41,6.22,6.24,60.80
70,07/19/12 22:32:41,6.62,6.82,52.50
71,07/19/12 23:02:41,6.22,6.22,54.00
72,07/19/12 23:32:41,6.62,6.49,54.60
73,07/20/12 00:02:41,6.62,6.55,54.60
74,07/20/12 00:32:41,4.99,5.19,64.90
75,07/20/12 01:02:41,5.40,5.29,62.80
76,07/20/12 01:32:41,4.99,5.14,64.90
77,07/20/12 02:02:41,5.40,5.35,61.30
78,07/20/12 02:32:41,4.57,4.73,63.30
79,07/20/12 03:02:41,4.57,4.47,64.40
80,07/20/12 03:32:41,4.99,4.80,58.70
81,07/20/12 04:02:41,4.99,5.16,57.70
82,07/20/12 04:32:41,4.57,4.62,59.20
83,07/20/12 05:02:41,4.57,4.52,61.80
84,07/20/12 05:32:41,4.57,4.52,62.30
85,07/20/12 06:02:41,4.15,4.18,64.90
86,07/20/12 06:32:41,4.15,4.13,65.90
87,07/20/12 07:02:41,3.74,3.81,67.90
88,07/20/12 07:32:41,3.31,3.42,70.40
89,07/20/12 08:02:41,3.31,3.44,71.90
90,07/20/12 08:32:41,3.74,3.58,72.40
91,07/20/12 09:02:41,3.31,3.39,75.40
92,07/20/12 09:32:41,3.74,3.68,73.90
93,07/20/12 10:02:41,4.15,4.05,72.90
