"Plot Title: GL1_H04"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/12/12 13:05:10,-0.61,-0.66,74.10
2,07/12/12 13:35:10,-1.06,-1.17,79.80
3,07/12/12 14:05:10,-1.06,-1.00,78.40
4,07/12/12 14:35:10,-0.16,-0.30,76.00
5,07/12/12 15:05:10,-0.61,-0.66,80.30
6,07/12/12 15:35:10,-0.16,-0.24,79.40
7,07/12/12 16:05:10,-0.16,-0.35,81.70
8,07/12/12 16:35:10,-0.61,-0.61,85.80
9,07/12/12 17:05:10,-0.61,-0.41,85.30
10,07/12/12 17:35:10,-0.61,-0.75,87.50
11,07/12/12 18:05:10,-0.61,-0.78,88.00
12,07/12/12 18:35:10,-1.06,-0.89,88.40
13,07/12/12 19:05:10,-0.61,-0.49,87.10
14,07/12/12 19:35:10,-0.61,-0.58,87.10
15,07/12/12 20:05:10,-0.16,-0.10,87.50
16,07/12/12 20:35:10,0.29,0.09,89.20
17,07/12/12 21:05:10,0.29,0.09,88.80
18,07/12/12 21:35:10,-0.16,-0.19,89.70
19,07/12/12 22:05:10,-0.16,-0.27,91.70
20,07/12/12 22:35:10,-0.61,-0.41,92.90
21,07/12/12 23:05:10,-0.61,-0.55,92.90
22,07/12/12 23:35:10,-1.06,-0.83,94.90
23,07/13/12 00:05:10,-0.61,-0.55,92.50
24,07/13/12 00:35:10,-1.06,-0.83,94.10
25,07/13/12 01:05:10,-1.06,-1.03,92.90
26,07/13/12 01:35:10,-0.61,-0.80,88.80
27,07/13/12 02:05:10,-1.06,-1.14,90.10
28,07/13/12 02:35:10,-1.06,-1.26,92.50
29,07/13/12 03:05:10,-1.51,-1.49,93.30
30,07/13/12 03:35:10,-1.97,-1.80,94.90
31,07/13/12 04:05:10,-1.51,-1.49,94.10
32,07/13/12 04:35:10,-1.51,-1.57,95.30
33,07/13/12 05:05:10,-1.51,-1.57,96.00
34,07/13/12 05:35:10,-1.51,-1.37,94.10
35,07/13/12 06:05:10,-1.97,-1.74,95.60
36,07/13/12 06:35:10,-1.51,-1.37,92.90
37,07/13/12 07:05:10,-1.06,-1.09,91.70
38,07/13/12 07:35:10,-1.06,-0.95,91.30
39,07/13/12 08:05:10,-0.61,-0.80,90.90
40,07/13/12 08:35:10,-0.61,-0.72,90.10
41,07/13/12 09:05:10,-0.61,-0.44,89.70
42,07/13/12 09:35:10,-0.61,-0.47,89.70
43,07/13/12 10:05:10,-1.06,-1.12,94.50
44,07/13/12 10:35:10,-0.61,-0.49,91.70
45,07/13/12 11:05:10,-1.06,-1.03,94.10
46,07/13/12 11:35:10,-0.61,-0.72,92.90
47,07/13/12 12:05:10,0.29,0.20,86.70
48,07/13/12 12:35:10,0.73,0.81,83.50
49,07/13/12 13:05:10,1.60,1.41,81.70
50,07/13/12 13:35:10,0.73,0.62,83.10
51,07/13/12 14:05:10,2.89,2.81,72.10
52,07/13/12 14:35:10,1.60,1.41,80.30
53,07/13/12 15:05:10,0.73,0.62,83.10
54,07/13/12 15:35:10,0.73,0.59,84.90
55,07/13/12 16:05:10,0.73,0.53,85.30
56,07/13/12 16:35:10,1.17,1.00,81.20
57,07/13/12 17:05:10,1.60,1.46,77.00
58,07/13/12 17:35:10,2.03,2.01,72.60
59,07/13/12 18:05:10,1.17,1.00,82.20
60,07/13/12 18:35:10,0.73,0.70,86.20
61,07/13/12 19:05:10,0.73,0.78,84.40
62,07/13/12 19:35:10,0.29,0.40,87.10
63,07/13/12 20:05:10,-0.16,0.04,88.80
64,07/13/12 20:35:10,-0.61,-0.49,89.70
65,07/13/12 21:05:10,-1.06,-1.00,92.50
