"Plot Title: H00"
"#","Date Time, GMT+00:00","H08 Temp., °C","H08 High Res. Temp., °C","GCap. RH, %"
1,07/09/12 14:59:10,10.99,10.92,29.80
2,07/09/12 15:29:10,3.31,3.15,46.10
3,07/09/12 15:59:10,3.31,3.18,48.70
4,07/09/12 16:29:10,2.89,2.91,51.30
5,07/09/12 16:59:10,2.46,2.54,60.60
6,07/09/12 17:29:10,2.89,2.70,61.60
7,07/09/12 17:59:10,2.46,2.68,64.20
8,07/09/12 18:29:10,2.89,2.84,69.70
9,07/09/12 18:59:10,2.03,1.90,79.00
10,07/09/12 19:29:10,1.17,1.19,89.30
11,07/09/12 19:59:10,0.29,0.29,98.20
12,07/09/12 20:29:10,-0.16,-0.13,101.20
13,07/09/12 20:59:10,-0.16,-0.35,101.50
14,07/09/12 21:29:10,-0.61,-0.58,101.80
15,07/09/12 21:59:10,-0.61,-0.72,101.80
16,07/09/12 22:29:10,-1.06,-0.95,101.80
17,07/09/12 22:59:10,-1.06,-1.09,101.80
18,07/09/12 23:29:10,-1.06,-1.00,101.80
19,07/09/12 23:59:10,-1.06,-1.03,101.80
20,07/10/12 00:29:10,-1.06,-1.00,101.80
21,07/10/12 00:59:10,-1.06,-1.06,101.80
22,07/10/12 01:29:10,-1.06,-1.14,101.50
23,07/10/12 01:59:10,-1.51,-1.31,101.80
24,07/10/12 02:29:10,-1.51,-1.51,101.50
25,07/10/12 02:59:10,-1.51,-1.57,101.50
26,07/10/12 03:29:10,-1.97,-1.74,101.80
27,07/10/12 03:59:10,-1.97,-1.77,101.20
28,07/10/12 04:29:10,-1.97,-1.80,101.50
29,07/10/12 04:59:10,-1.51,-1.57,100.90
30,07/10/12 05:29:10,-1.06,-1.26,94.90
31,07/10/12 05:59:10,-1.06,-0.89,81.30
32,07/10/12 06:29:10,-0.61,-0.66,76.10
33,07/10/12 06:59:10,-1.06,-0.86,76.60
34,07/10/12 07:29:10,-1.06,-1.06,75.70
35,07/10/12 07:59:10,-1.51,-1.31,75.70
36,07/10/12 08:29:10,-1.51,-1.57,78.10
37,07/10/12 08:59:10,-1.51,-1.60,73.70
38,07/10/12 09:29:10,-1.97,-2.09,80.40
39,07/10/12 09:59:10,-2.44,-2.32,80.40
40,07/10/12 10:29:10,-2.44,-2.38,79.00
41,07/10/12 10:59:10,-1.97,-2.18,76.10
42,07/10/12 11:29:10,-1.97,-1.86,69.70
43,07/10/12 11:59:10,-1.97,-1.74,69.70
44,07/10/12 12:29:10,-1.97,-1.83,68.70
45,07/10/12 12:59:10,-1.97,-1.80,77.10
46,07/10/12 13:29:10,-1.51,-1.66,72.20
47,07/10/12 13:59:10,-1.51,-1.69,76.60
48,07/10/12 14:29:10,-1.51,-1.57,72.70
49,07/10/12 14:59:10,-1.06,-1.26,69.70
50,07/10/12 15:29:10,-1.51,-1.31,69.20
51,07/10/12 15:59:10,-1.06,-1.20,70.70
52,07/10/12 16:29:10,-1.06,-1.09,70.70
53,07/10/12 16:59:10,-1.06,-1.26,71.20
54,07/10/12 17:29:10,-1.51,-1.29,71.20
55,07/10/12 17:59:10,-1.51,-1.37,72.70
56,07/10/12 18:29:10,-1.51,-1.71,73.70
57,07/10/12 18:59:10,-1.97,-1.80,77.10
58,07/10/12 19:29:10,-1.97,-2.18,79.90
59,07/10/12 19:59:10,-2.44,-2.35,80.90
60,07/10/12 20:29:10,-2.44,-2.41,80.90
61,07/10/12 20:59:10,-2.44,-2.26,78.10
62,07/10/12 21:29:10,-2.44,-2.29,78.10
63,07/10/12 21:59:10,-1.97,-2.18,76.60
64,07/10/12 22:29:10,-1.97,-1.94,73.20
65,07/10/12 22:59:10,-1.97,-1.92,72.20
66,07/10/12 23:29:10,-1.97,-1.94,72.70
67,07/10/12 23:59:10,-1.97,-2.03,72.20
68,07/11/12 00:29:10,-1.97,-1.94,71.70
69,07/11/12 00:59:10,-1.97,-1.92,70.70
70,07/11/12 01:29:10,-1.97,-1.92,71.20
71,07/11/12 01:59:10,-1.97,-1.86,70.70
72,07/11/12 02:29:10,-1.97,-2.03,72.70
73,07/11/12 02:59:10,-1.97,-2.12,72.70
74,07/11/12 03:29:10,-1.97,-2.15,73.20
75,07/11/12 03:59:10,-2.44,-2.29,74.20
76,07/11/12 04:29:10,-2.44,-2.41,74.20
77,07/11/12 04:59:10,-2.44,-2.58,75.70
78,07/11/12 05:29:10,-3.37,-3.35,78.10
79,07/11/12 05:59:10,-3.37,-3.53,78.10
80,07/11/12 06:29:10,-2.90,-2.88,74.70
81,07/11/12 06:59:10,-3.37,-3.41,76.60
82,07/11/12 07:29:10,-3.85,-3.97,78.10
83,07/11/12 07:59:10,-4.33,-4.33,76.60
84,07/11/12 08:29:10,-4.82,-4.64,75.70
85,07/11/12 08:59:10,-2.90,-3.11,71.70
86,07/11/12 09:29:10,-1.97,-1.80,65.20
87,07/11/12 09:59:10,-1.06,-1.12,62.60
88,07/11/12 10:29:10,0.29,0.12,58.00
