dtime,dtime,abs_pressure,temp_water,baro_pressure,water_level,end_elv,surf,melt_ice,bed_elv,ice_thick,wl_elv_flat,surf_flat,float_elv,lake_elv,float,sensr_elv_float,wl_elv_float,surf_float,wl_elv_gps1,surf_gps1,wl_elv_int,surf_int
2017-06-26 13:00:00,2017-06-26 13:00:00,208.27,0.01,83.2,12.755999999999998,1618.17,1627.14,0.05303689101887614,1325.39,305.67734772436575,1630.9260000000002,1631.0673477243658,1603.556386429173,1594.1883733867826,False,1618.17,1630.9260000000002,1631.0673477243658,1631.9056482003866,1632.0469959247523,1631.8391351601165,1631.9804828844822
2017-06-26 13:10:00,2017-06-26 13:10:00,208.27,0.01,,12.755999999999998,1618.17,1627.14,0.053437324785388964,1325.39,305.6769472905992,1630.9260000000002,1631.0669472905993,1603.5560220344453,1594.1926734297815,False,1618.17,1630.9260000000002,1631.0669472905993,1631.9057752142755,1632.0467225048747,1631.83925355042,1631.980200841019
2017-06-26 13:20:00,2017-06-26 13:20:00,208.239,0.01,,12.752,1618.17,1627.14,0.053808755171616984,1325.39,305.676575860213,1630.922,1631.066575860213,1603.555684032794,1594.1969677295947,False,1618.17,1630.922,1631.066575860213,1631.901912205016,1632.0464880652291,1631.8353812401986,1631.9799571004116
2017-06-26 13:30:00,2017-06-26 13:30:00,208.27,0.01,83.2,12.755999999999998,1618.17,1627.14,0.05417270081454569,1325.39,305.6762119145701,1630.9260000000002,1631.0662119145702,1603.5553528422588,1594.1938997754821,False,1618.17,1630.9260000000002,1631.0662119145702,1631.9060474133494,1632.0462593279194,1631.8395072685862,1631.9797191831562
2017-06-26 13:40:00,2017-06-26 13:40:00,208.30200000000002,0.01,,12.759,1618.17,1627.14,0.05457126339523369,1325.39,305.6758133519893,1630.929,1631.0658133519894,1603.5549901503105,1594.1993993699389,False,1618.17,1630.929,1631.0658133519894,1631.9092475753864,1632.0460609273757,1631.8426938406574,1631.9795071926467
2017-06-26 13:50:00,2017-06-26 13:50:00,208.27,0.01,,12.755999999999998,1618.17,1627.14,0.05500818528533063,1325.39,305.6753764300993,1630.9260000000002,1631.0653764300994,1603.5545925513904,1594.2063414814,False,1618.17,1630.9260000000002,1631.0653764300994,1631.9064088485345,1632.0457852786337,1631.8398441641937,1631.9792205942929
2017-06-26 14:00:00,2017-06-26 14:00:00,208.30200000000002,0.01,83.2,12.759,1618.17,1627.14,0.05540394108728139,1325.39,305.67498067429733,1630.929,1631.0649806742974,1603.5542324136106,1594.2007953847417,False,1618.17,1630.929,1631.0649806742974,1631.9095140568677,1632.045494731165,1631.8429422294257,1631.978922903723
2017-06-26 14:10:00,2017-06-26 14:10:00,208.27,0.01,,12.755999999999998,1618.17,1627.14,0.05586051042853899,1325.39,305.67452410495594,1630.9260000000002,1631.0645241049563,1603.55381693551,1594.205862911337,False,1618.17,1630.9260000000002,1631.0645241049563,1631.9066154689049,1632.045139573861,1631.8400367561107,1631.9785608610669
2017-06-26 14:20:00,2017-06-26 14:20:00,208.30200000000002,0.01,,12.759,1618.17,1627.14,0.05631988654853385,1325.39,305.6740647288359,1630.929,1631.0640647288362,1603.5533989032408,1594.2054968282935,False,1618.17,1630.929,1631.0640647288362,1631.9097060707568,1632.044770799593,1631.8431212065661,1631.9781859354023
2017-06-26 14:30:00,2017-06-26 14:30:00,208.27,0.01,83.2,12.755999999999998,1618.17,1627.14,0.05676242199610527,1325.39,305.6736221933884,1630.9260000000002,1631.0636221933887,1603.5529961959835,1594.2181260958946,False,1618.17,1630.9260000000002,1631.0636221933887,1631.9067402837197,1632.0443624771083,1631.840153096646,1631.9777752900345
2017-06-26 14:40:00,2017-06-26 14:40:00,208.239,0.01,,12.752,1618.17,1627.14,0.057211506594063564,1325.39,305.6731731087905,1630.922,1631.0631731087906,1603.5525875289995,1594.2273749345397,False,1618.17,1630.922,1631.0631731087906,1631.9028245198306,1632.0439976286211,1631.836231613561,1631.9774047223516
