dtime,dtime,abs_pressure,temp_water,baro_pressure,water_level,end_elv,surf,melt_ice,bed_elv,ice_thick,wl_elv_flat,surf_flat,float_elv,lake_elv,float,sensr_elv_float,wl_elv_float,surf_float,wl_elv_gps1,surf_gps1,wl_elv_int,surf_int
2017-06-25 15:20:00,2017-06-25 15:20:00,208.637,6.37,,12.793,1616.98,1625.94,0.017948177572768523,1312.84,316.91128259165794,1629.773,1629.751282591658,1601.2292671584087,1593.546850954342,False,1616.98,1629.773,1629.751282591658,1630.7283674933221,1630.7066500849803,1630.2481017029554,1630.2263842946136
2017-06-25 15:30:00,2017-06-25 15:30:00,208.768,2.8369999999999997,83.2,12.805,1616.98,1625.94,0.018205595896112984,1312.84,316.9110251733348,1629.785,1629.7510251733347,1601.2290329077346,1593.5534820416922,False,1616.98,1629.785,1629.7510251733347,1630.7407658729517,1630.7067910462863,1630.2602998160812,1630.2263249894158
2017-06-25 15:40:00,2017-06-25 15:40:00,208.666,1.439,,12.795,1616.98,1625.94,0.018454013578781056,1312.84,316.910776755652,1629.775,1629.750776755652,1601.2288068476432,1593.5597557545339,False,1616.98,1629.775,1629.750776755652,1630.7310765211,1630.7068532767519,1630.2504543005757,1630.2262310562276
2017-06-25 15:50:00,2017-06-25 15:50:00,208.65,0.784,,12.794,1616.98,1625.94,0.018770836130589618,1312.84,316.9104599331001,1629.7740000000001,1629.7504599331003,1601.228518539121,1593.564358879991,False,1616.98,1629.7740000000001,1629.7504599331003,1630.7303513127667,1630.706811245867,1630.2495909537379,1630.226050886838
2017-06-25 16:00:00,2017-06-25 16:00:00,208.62599999999998,0.45299999999999996,83.2,12.792,1616.98,1625.94,0.019094859194939282,1312.84,316.91013591003593,1629.772,1629.7501359100359,1601.2282236781325,1593.572302237147,False,1616.98,1629.772,1629.7501359100359,1630.7285905257295,1630.7067264357654,1630.2477099137052,1630.225845823741
2017-06-25 16:10:00,2017-06-25 16:10:00,208.609,0.23199999999999998,,12.79,1616.98,1625.94,0.019435983476574065,1312.84,316.90979478575423,1629.77,1629.7497947857541,1601.2279132550364,1593.5767345137888,False,1616.98,1629.77,1629.7497947857541,1630.7268400396183,1630.7066348253725,1630.2458339962957,1630.2256287820499
2017-06-25 16:20:00,2017-06-25 16:20:00,208.601,0.121,,12.789000000000001,1616.98,1625.94,0.019710503017203646,1312.84,316.9095202662136,1629.769,1629.7495202662137,1601.2276634422542,1593.579675517102,False,1616.98,1629.769,1629.7495202662137,1630.726092493322,1630.7066127595358,1630.2449595408484,1630.2254798070621
2017-06-25 16:30:00,2017-06-25 16:30:00,208.56900000000002,0.121,83.2,12.786,1616.98,1625.94,0.01995892069987172,1312.84,316.90927184853103,1629.766,1629.749271848531,1601.227437382163,1593.5741869777275,False,1616.98,1629.766,1629.749271848531,1630.7233617757295,1630.7066336242603,1630.2420934542704,1630.2253653028013
2017-06-25 16:40:00,2017-06-25 16:40:00,208.56099999999998,0.01,,12.785,1616.98,1625.94,0.020214538895080902,1312.84,316.90901623033574,1629.765,1629.7490162303357,1601.2272047696056,1593.5855231729886,False,1616.98,1629.765,1629.7490162303357,1630.72264439147,1630.7066606218057,1630.2412339983237,1630.2252502286592
2017-06-25 16:50:00,2017-06-25 16:50:00,208.593,0.01,,12.789000000000001,1616.98,1625.94,0.020483658051304653,1312.84,316.90874711117954,1629.769,1629.7487471111795,1601.2269598711732,1593.593401997534,False,1616.98,1629.769,1629.7487471111795,1630.7269614516554,1630.7067085628348,1630.245391671507,1630.2251387826864
2017-06-25 17:00:00,2017-06-25 17:00:00,208.593,0.01,83.2,12.789000000000001,1616.98,1625.94,0.020717674708890518,1312.84,316.9085130945218,1629.769,1629.748513094522,1601.2267469160147,1593.6045334223543,False,1616.98,1629.769,1629.748513094522,1630.7271853636926,1630.7066984582145,1630.245503022365,1630.225016116887
2017-06-25 17:10:00,2017-06-25 17:10:00,208.56099999999998,0.01,,12.785,1616.98,1625.94,0.020924689444447253,1312.84,316.90830607978637,1629.765,1629.7483060797863,1601.2265585326054,1593.6125481406898,False,1616.98,1629.765,1629.7483060797863,1630.7234449470259,1630.706751026812,1630.2416321124633,1630.2249381922495
2017-06-25 17:20:00,2017-06-25 17:20:00,208.49599999999998,0.01,,12.779000000000002,1616.98,1625.94,0.02115870610203312,1312.84,316.90807206312866,1629.759,1629.7480720631288,1601.2263455774469,1593.6149974782563,False,1616.98,1629.759,1629.7480720631288,1630.717705618322,1630.7067776814508,1630.2357617436028,1630.2248338067316
2017-06-25 17:30:00,2017-06-25 17:30:00,208.49599999999998,0.01,83.2,12.779000000000002,1616.98,1625.94,0.021462027692827113,1312.84,316.9077687415379,1629.759,1629.747768741538,1601.2260695547993,1593.6167974365126,False,1616.98,1629.759,1629.747768741538,1630.7178984423963,1630.7066671839343,1630.2358576345,1630.224626376038
2017-06-25 17:40:00,2017-06-25 17:40:00,208.46400000000003,0.01,,12.775,1616.98,1625.94,0.02178875094937969,1312.84,316.9074420182815,1629.755,1629.7474420182814,1601.2257722366362,1593.6318905587884,False,1616.98,1629.755,1629.7474420182814,1630.7140977479519,1630.7065397662332,1630.2319567486204,1630.2243987669017
2017-06-25 17:50:00,2017-06-25 17:50:00,208.49599999999998,0.01,,12.779000000000002,1616.98,1625.94,0.022082171835429668,1312.84,316.90714859739546,1629.759,1629.7471485973954,1601.2255052236299,1593.640529709074,False,1616.98,1629.759,1629.7471485973954,1630.7182730720258,1630.7064216694212,1630.2360439368142,1630.2241925342096
2017-06-25 18:00:00,2017-06-25 18:00:00,208.46400000000003,0.01,83.2,12.775,1616.98,1625.94,0.02232518913369191,1312.84,316.90690558009715,1629.755,1629.746905580097,1601.2252840778883,1593.6468136878464,False,1616.98,1629.755,1629.746905580097,1630.7145433960998,1630.7064489761967,1630.2321783682544,1630.2240839483513
2017-06-25 18:10:00,2017-06-25 18:10:00,208.46400000000003,0.01,,12.775,1616.98,1625.94,0.022599708674321494,1312.84,316.9066310605565,1629.755,1629.7466310605564,1601.2250342651064,1593.6542161814164,False,1616.98,1629.755,1629.7466310605564,1630.7147370303592,1630.7063680909155,1630.2322746620544,1630.2239057226107
2017-06-25 18:20:00,2017-06-25 18:20:00,208.43200000000002,0.01,,12.772,1616.98,1625.94,0.022983135967135263,1312.84,316.9062476332638,1629.752,1629.7462476332637,1601.22468534627,1593.6592695309234,False,1616.98,1629.752,1629.7462476332637,1630.7119358498035,1630.7061834830672,1630.2293735344329,1630.2236211676966
2017-06-25 18:30:00,2017-06-25 18:30:00,208.43200000000002,0.01,83.2,12.772,1616.98,1625.94,0.023485371716877243,1312.84,316.905745397514,1629.752,1629.745745397514,1601.2242283117378,1593.6678825343727,False,1616.98,1629.752,1629.745745397514,1630.7120877479517,1630.7058331454657,1630.2294490729764,1630.2231944704904
2017-06-25 18:40:00,2017-06-25 18:40:00,208.4,0.01,,12.769,1616.98,1625.94,0.02384539734393243,1312.84,316.90538537188695,1629.749,1629.7453853718869,1601.223900688417,1593.6765457777535,False,1616.98,1629.749,1629.7453853718869,1630.7091574701742,1630.705542842061,1630.2264837456514,1630.2228691175383
2017-06-25 18:50:00,2017-06-25 18:50:00,208.4,0.01,,12.769,1616.98,1625.94,0.024192822074040683,1312.84,316.90503794715687,1629.749,1629.7450379471568,1601.2235845319128,1593.683528252463,False,1616.98,1629.749,1629.7450379471568,1630.709275595174,1630.7053135423307,1630.2265424888983,1630.222580436055
2017-06-25 19:00:00,2017-06-25 19:00:00,208.36700000000002,0.01,83.2,12.765999999999998,1616.98,1625.94,0.02453574648381074,1312.84,316.9046950227471,1629.746,1629.744695022747,1601.2232724706998,1593.6914314898854,False,1616.98,1629.746,1629.744695022747,1630.7064515905445,1630.7051466132914,1630.2236300109262,1630.222325033673
2017-06-25 19:10:00,2017-06-25 19:10:00,208.36700000000002,0.01,,12.765999999999998,1616.98,1625.94,0.024947075762721288,1312.84,316.9042836934682,1629.746,1629.744283693468,1601.222898161056,1593.697240101084,False,1616.98,1629.746,1629.744283693468,1630.7066765442485,1630.7049602377165,1630.2237418798024,1630.2220255732705
2017-06-25 19:20:00,2017-06-25 19:20:00,208.36700000000002,0.01,,12.765999999999998,1616.98,1625.94,0.025330503055535056,1312.84,316.90390026617524,1629.746,1629.7439002661754,1601.2225492422194,1593.7049576073712,False,1616.98,1629.746,1629.7439002661754,1630.7069326090632,1630.7048328752385,1630.2238692201508,1630.2217694863261
2017-06-25 19:30:00,2017-06-25 19:30:00,208.303,0.01,83.2,12.759,1616.98,1625.94,0.02568062797784622,1312.84,316.90355014125294,1629.739,1629.743550141253,1601.22223062854,1593.71228751875,False,1616.98,1629.739,1629.743550141253,1630.7002400164706,1630.7047901577237,1630.2170220930336,1630.2215722342867
2017-06-25 19:40:00,2017-06-25 19:40:00,208.303,0.01,,12.759,1616.98,1625.94,0.02604245373303668,1312.84,316.9031883154978,1629.739,1629.7431883154977,1601.2219013671029,1593.7199323184066,False,1616.98,1629.739,1629.7431883154977,1630.7005320578432,1630.704720373341,1630.2171673244281,1630.2213556399258
2017-06-25 19:50:00,2017-06-25 19:50:00,208.271,0.01,,12.755999999999998,1616.98,1625.94,0.02643038134618864,1312.84,316.90280038788455,1629.736,1629.7428003878847,1601.2215483529749,1593.727148358407,False,1616.98,1629.736,1629.7428003878847,1630.6977671272875,1630.7045675151721,1630.2142842238352,1630.2210846117198
2017-06-25 20:00:00,2017-06-25 20:00:00,208.271,0.01,83.2,12.755999999999998,1616.98,1625.94,0.026752604282403027,1312.84,316.90247816494843,1629.736,1629.7424781649484,1601.221255130103,1593.7317578076108,False,1616.98,1629.736,1629.7424781649484,1630.6980600439545,1630.7045382089027,1630.2144298905112,1630.2209080554594
2017-06-25 20:10:00,2017-06-25 20:10:00,208.238,0.01,,12.752,1616.98,1625.94,0.027117130229796404,1312.84,316.9021136390011,1629.732,1629.742113639001,1601.220923411491,1593.731496836278,False,1616.98,1629.732,1629.742113639001,1630.6942353911763,1630.7043490301774,1630.2105170902164,1630.2206307292174
2017-06-25 20:20:00,2017-06-25 20:20:00,208.271,0.01,,12.755999999999998,1616.98,1625.94,0.02745105399889008,1312.84,316.9017797152319,1629.736,1629.741779715232,1601.220619540861,1593.7355425089427,False,1616.98,1629.736,1629.741779715232,1630.6985180763618,1630.7042977915937,1630.2146576688042,1630.2204373840361
2017-06-25 20:30:00,2017-06-25 20:30:00,208.238,0.01,83.2,12.752,1616.98,1625.94,0.02781287975408054,1312.84,316.90141788947676,1629.732,1629.7414178894767,1601.2202902794238,1593.7416394613585,False,1616.98,1629.732,1629.7414178894767,1630.6948010624728,1630.7042189519495,1630.2107983970413,1630.220216286518
2017-06-25 20:40:00,2017-06-25 20:40:00,208.206,0.01,,12.753,1616.98,1625.94,0.028110800960468706,1312.84,316.9011199682702,1629.733,1629.7411199682704,1601.2200191711258,1593.7525708251,False,1616.98,1629.733,1629.7411199682704,1630.6961608309912,1630.7042807992616,1630.2119773089646,1630.220097277235
