dtime,dtime,abs_pressure,temp_water,baro_pressure,water_level,end_elv,surf,melt_ice,bed_elv,ice_thick,wl_elv_flat,surf_flat,float_elv,lake_elv,float,sensr_elv_float,wl_elv_float,surf_float,wl_elv_gps1,surf_gps1,wl_elv_int,surf_int
2017-06-17 14:40:00,2017-06-17 14:40:00,183.708,2.73,,10.26,1626.22,1633.45,0.0,1251.29,385.7773626373628,1636.48,1637.0673626373627,1602.3474,1589.543620103294,False,1626.22,1636.48,1637.0673626373627,,,,
2017-06-17 14:50:00,2017-06-17 14:50:00,187.08,1.33,,10.604000000000001,1626.22,1633.45,3.2030556662301416e-08,1251.29,385.7773626053322,1636.824,1637.0673626053322,1602.3473999708522,1589.5442923029589,False,1626.22,1636.824,1637.0673626053322,,,,
2017-06-17 15:00:00,2017-06-17 15:00:00,188.358,1.003,83.1,10.735,1626.22,1633.45,6.406111332460283e-08,1251.29,385.7773625733016,1636.955,1637.0673625733016,1602.3473999417045,1589.5461926428522,False,1626.22,1636.955,1637.0673625733016,,,,
2017-06-17 15:10:00,2017-06-17 15:10:00,188.47299999999998,0.784,,10.745999999999999,1626.22,1633.45,9.609166998690424e-08,1251.29,385.77736254127103,1636.9660000000001,1637.067362541271,1602.3473999125567,1589.4837218353932,False,1626.22,1636.9660000000001,1637.067362541271,,,,
2017-06-17 15:20:00,2017-06-17 15:20:00,188.49900000000002,0.674,,10.749,1626.22,1633.45,1.2812222664920566e-07,1251.29,385.77736250924045,1636.969,1637.0673625092404,1602.3473998834088,1589.5282505642936,False,1626.22,1636.969,1637.0673625092404,,,,
2017-06-17 15:30:00,2017-06-17 15:30:00,188.614,0.45299999999999996,83.1,10.761,1626.22,1633.45,1.6015278331150709e-07,1251.29,385.7773624772101,1636.981,1637.0673624772098,1602.347399854261,1589.471381271647,False,1626.22,1636.981,1637.0673624772098,,,,
2017-06-17 15:40:00,2017-06-17 15:40:00,188.545,0.34299999999999997,,10.754000000000001,1626.22,1633.45,1.9218333997380848e-07,1251.29,385.7773624451795,1636.974,1637.0673624451792,1602.3473998251134,1589.4548668577233,False,1626.22,1636.974,1637.0673624451792,,,,
2017-06-17 15:50:00,2017-06-17 15:50:00,188.53900000000002,0.23199999999999998,,10.753,1626.22,1633.45,2.242138966361099e-07,1251.29,385.7773624131489,1636.973,1637.0673624131489,1602.3473997959654,1589.4346177367747,False,1626.22,1636.973,1637.0673624131489,,,,
2017-06-17 16:00:00,2017-06-17 16:00:00,188.533,0.121,83.1,10.753,1626.22,1633.45,2.562444532984113e-07,1251.29,385.77736238111834,1636.973,1637.0673623811183,1602.3473997668177,1589.4444136498173,False,1626.22,1636.973,1637.0673623811183,,,,
2017-06-17 16:10:00,2017-06-17 16:10:00,188.533,0.121,,10.753,1626.22,1633.45,2.8827500996071275e-07,1251.29,385.77736234908775,1636.973,1637.0673623490877,1602.3473997376698,1589.4238380140446,False,1626.22,1636.973,1637.0673623490877,,,,
2017-06-17 16:20:00,2017-06-17 16:20:00,188.843,0.01,,10.785,1626.22,1633.45,3.2030556662301417e-07,1251.29,385.77736231705717,1637.005,1637.0673623170571,1602.347399708522,1589.415822755707,False,1626.22,1637.005,1637.0673623170571,,,,
2017-06-17 16:30:00,2017-06-17 16:30:00,188.36900000000003,0.01,83.1,10.735999999999999,1626.22,1633.45,3.523361232853156e-07,1251.29,385.7773622850266,1636.9560000000001,1637.0673622850265,1602.3473996793741,1589.428431446119,False,1626.22,1636.9560000000001,1637.0673622850265,,,,
2017-06-17 16:40:00,2017-06-17 16:40:00,188.495,0.01,,10.749,1626.22,1633.45,3.8436667994761696e-07,1251.29,385.777362252996,1636.969,1637.067362252996,1602.3473996502264,1589.440787474811,False,1626.22,1636.969,1637.067362252996,,,,
2017-06-17 16:50:00,2017-06-17 16:50:00,188.495,0.01,,10.749,1626.22,1633.45,4.163972366099184e-07,1251.29,385.77736222096564,1636.969,1637.0673622209654,1602.3473996210787,1589.4460165771122,False,1626.22,1636.969,1637.0673622209654,,,,
2017-06-17 17:00:00,2017-06-17 17:00:00,188.46400000000003,0.01,83.1,10.745999999999999,1626.22,1633.45,4.484277932722198e-07,1251.29,385.77736218893506,1636.9660000000001,1637.0673621889348,1602.3473995919308,1589.433275005127,False,1626.22,1636.9660000000001,1637.0673621889348,,,,
2017-06-17 17:10:00,2017-06-17 17:10:00,188.685,0.01,,10.767999999999999,1626.22,1633.45,4.804583499345213e-07,1251.29,385.7773621569045,1636.988,1637.0673621569044,1602.347399562783,1589.4432847544829,False,1626.22,1636.988,1637.0673621569044,,,,
2017-06-17 17:20:00,2017-06-17 17:20:00,188.653,0.01,,10.765,1626.22,1633.45,5.124889065968227e-07,1251.29,385.7773621248739,1636.9850000000001,1637.0673621248739,1602.3473995336353,1589.441021624457,False,1626.22,1636.9850000000001,1637.0673621248739,,,,
2017-06-17 17:30:00,2017-06-17 17:30:00,188.653,0.01,83.1,10.765,1626.22,1633.45,5.44519463259124e-07,1251.29,385.7773620928433,1636.9850000000001,1637.0673620928433,1602.3473995044874,1589.430104828886,False,1626.22,1636.9850000000001,1637.0673620928433,,,,
2017-06-17 17:40:00,2017-06-17 17:40:00,188.653,0.01,,10.762,1626.22,1633.45,5.765500199214255e-07,1251.29,385.7773620608127,1636.982,1637.0673620608127,1602.3473994753394,1589.441424871088,False,1626.22,1636.982,1637.0673620608127,,,,
2017-06-17 17:50:00,2017-06-17 17:50:00,188.61599999999999,-0.102,,10.755,1626.22,1633.45,6.085805765837269e-07,1251.29,385.77736202878214,1636.9750000000001,1637.067362028782,1602.3473994461917,1589.4380168272792,False,1626.22,1636.9750000000001,1637.067362028782,,,,
2017-06-17 18:00:00,2017-06-17 18:00:00,188.61599999999999,-0.102,83.2,10.751,1626.22,1633.45,6.406111332460283e-07,1251.29,385.77736199675155,1636.971,1637.0673619967515,1602.347399417044,1589.439203524236,False,1626.22,1636.971,1637.0673619967515,,,,
2017-06-17 18:10:00,2017-06-17 18:10:00,188.64700000000002,-0.102,,10.754000000000001,1626.22,1633.45,6.726416899083297e-07,1251.29,385.7773619647212,1636.974,1637.067361964721,1602.3473993878963,1589.4487149654337,False,1626.22,1636.974,1637.067361964721,,,,
2017-06-17 18:20:00,2017-06-17 18:20:00,188.61599999999999,-0.102,,10.751,1626.22,1633.45,7.046722465706312e-07,1251.29,385.7773619326906,1636.971,1637.0673619326903,1602.3473993587484,1589.4618990909655,False,1626.22,1636.971,1637.0673619326903,,,,
2017-06-17 18:30:00,2017-06-17 18:30:00,188.64700000000002,-0.102,83.2,10.754000000000001,1626.22,1633.45,7.367028032329326e-07,1251.29,385.77736190066,1636.974,1637.06736190066,1602.3473993296006,1589.4864118314142,False,1626.22,1636.974,1637.06736190066,,,,
2017-06-17 18:40:00,2017-06-17 18:40:00,188.61599999999999,-0.102,,10.751,1626.22,1633.45,7.687333598952339e-07,1251.29,385.77736186862944,1636.971,1637.0673618686294,1602.3473993004527,1589.4816755438467,False,1626.22,1636.971,1637.0673618686294,,,,
2017-06-17 18:50:00,2017-06-17 18:50:00,188.64700000000002,-0.102,,10.754000000000001,1626.22,1633.45,8.007639165575354e-07,1251.29,385.77736183659886,1636.974,1637.0673618365988,1602.347399271305,1589.4795926981956,False,1626.22,1636.974,1637.0673618365988,,,,
2017-06-17 19:00:00,2017-06-17 19:00:00,188.64700000000002,-0.102,83.2,10.754000000000001,1626.22,1633.45,8.327944732198368e-07,1251.29,385.7773618045683,1636.974,1637.0673618045682,1602.347399242157,1589.4828666688022,False,1626.22,1636.974,1637.0673618045682,,,,
2017-06-17 19:10:00,2017-06-17 19:10:00,188.64700000000002,-0.102,,10.754000000000001,1626.22,1633.45,8.648250298821382e-07,1251.29,385.7773617725377,1636.974,1637.0673617725377,1602.3473992130093,1589.4880277799623,False,1626.22,1636.974,1637.0673617725377,,,,
2017-06-17 19:20:00,2017-06-17 19:20:00,188.679,-0.102,,10.758,1626.22,1633.45,8.968555865444396e-07,1251.29,385.7773617405071,1636.978,1637.067361740507,1602.3473991838614,1589.5116334267716,False,1626.22,1636.978,1637.067361740507,,,,
2017-06-17 19:30:00,2017-06-17 19:30:00,188.679,-0.102,83.2,10.758,1626.22,1633.45,9.288861432067411e-07,1251.29,385.77736170847675,1636.978,1637.0673617084765,1602.347399154714,1589.5142714925148,False,1626.22,1636.978,1637.0673617084765,,,,
2017-06-17 19:40:00,2017-06-17 19:40:00,188.71099999999998,-0.102,,10.761,1626.22,1633.45,9.609166998690426e-07,1251.29,385.77736167644616,1636.981,1637.067361676446,1602.347399125566,1589.5149110491675,False,1626.22,1636.981,1637.067361676446,,,,
2017-06-17 19:50:00,2017-06-17 19:50:00,188.74200000000002,-0.102,,10.764000000000001,1626.22,1633.45,9.92947256531344e-07,1251.29,385.7773616444156,1636.984,1637.0673616444153,1602.347399096418,1589.5275050429846,False,1626.22,1636.984,1637.0673616444153,,,,
